EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,LongMidRangeFrequency,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,Assisted3sPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,BlockedAtRim,DefAtRimReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,AtRimPctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGA,SecondChanceFtPoints,Loose Ball Fouls,3SecondViolations,DefCorner3ReboundPct,Corner3Frequency,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,OffensiveGoaltends,Defensive 3 Seconds Violations,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,BlockedLongMidRange,HeaveAttempts,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedCorner3,Arc3PctBlocked,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1542-1742-176-2071-2248,1610612760,"Predrag Drobnjak, Shammond Williams, Antonio Harvey, Olumide Oyedeji, Earl Watson","Drobnjak, Williams, Harvey, Oyedeji, Watson",1542-1742-176-2071-2248,SEA,204.0,1,3.0,3.0,7.0,7.0,,14.0,,,,,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,,9.0,6.0,,,,6.0,,3.0,1.0,1.0,3.0,3.0,,6.0,,3.0,4.0,,4.0,,,,,2.0,,9.0,1.0,1.0,1.0,1.0,0.75,,0.9,,0.75,,0.2,0.75,,0.8,,,1.0,98.82352941176471,15.142857142857142,14.0,15.142857142857142,14.0,,,,,0.2,1.0,1.0,0.2,1.0,1.0,,,,0.2,1.0,0.40976,,,15.125,24.9,3.0,0.6,,7.0,2.0,,,,,,2.0,,,,,1.0,,2.0,2.0,2.0,2.0,,,,,,,,,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,,0.16666666666666666,0.2,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-2071-56,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Olumide Oyedeji, Gary Payton","Drobnjak, Williams, Mason, Oyedeji, Payton",1542-1742-2046-2071-56,SEA,116.0,1,2.0,-6.0,2.0,3.0,2.0,5.0,,1.0,,,,1.0,,,,4.0,,1.0,,,6.0,,2.0,,,,,,,,,,,1.0,,,4.0,4.0,,1.0,,,,,,,,,,,,,,,,0.2,,1.0,,0.8,,,62.06896551724138,43.5,9.666666666666666,36.5,9.666666666666666,0.2,,,,0.2,,,,,,,,,0.4,,0.45970000000000005,0.407,,11.425,23.3,2.0,0.4,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,0.75,,1.0,1.0,0.5,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-2071-699,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Olumide Oyedeji, Brent Barry","Drobnjak, Williams, Mason, Oyedeji, Barry",1542-1742-2046-2071-699,SEA,179.0,1,3.0,-4.0,5.0,5.0,,10.0,,1.0,,,1.0,1.0,,,2.0,3.0,,1.0,1.0,5.0,9.0,,,,,4.0,,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,5.0,,,,,0.6666666666666666,,0.5,,0.625,,0.25,0.5,,0.25,,,,80.44692737430168,19.4,16.4,19.4,10.6,0.25,,,,0.25,1.0,1.0,,,,,,,0.5,,0.4741875,,,7.666666666666667,24.3,1.0,0.25,,,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,0.3333333333333333,,1.0,1.0,,1.0,1.0,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,0.25,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-2209-2248,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Vladimir Radmanovic, Earl Watson","Drobnjak, Williams, Mason, Radmanovic, Watson",1542-1742-2046-2209-2248,SEA,879.0,5,15.0,-14.0,29.0,27.0,2.0,56.0,,5.0,,1.0,2.0,3.0,2.0,4.0,6.0,17.0,2.0,6.0,3.0,21.0,35.0,,1.0,1.0,6.0,6.0,,4.0,2.0,3.0,5.0,,12.0,,5.0,7.0,2.0,9.0,2.0,5.0,5.0,2.0,4.0,,20.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.35294117647058826,,0.391304347826087,,0.42,0.25,0.2608695652173913,0.8333333333333334,,0.7777777777777778,0.13333333333333333,,1.0,91.74061433447099,17.137931034482758,14.148148148148149,17.0,13.814814814814815,0.21739130434782608,,,,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.17391304347826086,0.5,0.5,1.0,,,0.4782608695652174,0.5,0.4544847826086957,0.616,0.047619047619047616,11.623529411764705,24.7,9.0,0.391304347826087,,,4.0,,,,,1.0,3.0,3.0,3.0,,1.0,2.0,,3.0,3.0,3.0,2.0,,,,,,0.058823529411764705,,0.6,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.75,,0.08,0.10526315789473684,,,2.0,1.0,,,,,,6.0,,2.0,2.0,,2.0,2.0,,,1.0,,,,1.0,,0.18181818181818182,0.6666666666666666,0.4,,,0.5,,,1.0,,,,,1.0,,,,,,0.2,,,,2.0,1.0,,,1.0,0.08695652173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-2209-56,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Vladimir Radmanovic, Gary Payton","Drobnjak, Williams, Mason, Radmanovic, Payton",1542-1742-2046-2209-56,SEA,453.0,4,8.0,-5.0,14.0,12.0,3.0,26.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,11.0,2.0,6.0,,12.0,17.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,4.0,6.0,1.0,2.0,4.0,,,,8.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.5,0.35294117647058826,0.5,0.35294117647058826,0.5,0.35294117647058826,0.25,0.5,0.4,0.3333333333333333,,,82.64900662251655,15.857142857142858,19.25,14.071428571428571,18.083333333333332,0.11764705882352941,0.5,0.5,1.0,0.17647058823529413,0.3333333333333333,0.5,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,0.47058823529411764,0.3333333333333333,0.4912882352941177,0.4007,0.3333333333333333,12.081818181818182,23.95,6.0,0.35294117647058826,3.0,,1.0,1.0,3.0,,5.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,5.0,3.0,0.3333333333333333,0.5,0.5,0.09090909090909091,0.3333333333333333,0.5,0.5,,0.16666666666666666,0.16666666666666666,,0.47436999999999996,,,0.4166666666666667,0.21428571428571427,2.0,,1.0,,,,2.0,3.0,2.0,1.0,,,2.0,1.0,,2.0,2.0,,,,0.5,,0.25,1.0,,,0.4,1.0,0.18181818181818182,,,,,,1.0,,,,,,,,,,,3.0,,,,,0.17647058823529413,,,,,,1.0,1.0,2.0,,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-2209-699,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Vladimir Radmanovic, Brent Barry","Drobnjak, Williams, Mason, Radmanovic, Barry",1542-1742-2046-2209-699,SEA,313.0,4,5.0,7.0,9.0,9.0,2.0,18.0,2.0,2.0,,,,1.0,,2.0,3.0,5.0,,2.0,2.0,8.0,1.0,,1.0,2.0,2.0,4.0,,2.0,,1.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,7.0,2.0,3.0,2.0,,2.0,,6.0,0.3333333333333333,0.3333333333333333,,,0.6,,0.42857142857142855,,0.5,0.5,0.2857142857142857,0.6666666666666666,1.0,0.7142857142857143,0.5,1.0,1.0,82.81150159744409,15.333333333333334,19.444444444444443,12.666666666666666,17.77777777777778,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,,,0.2857142857142857,,,,,,0.5714285714285714,,0.5164857142857143,,0.25,9.959999999999999,25.1,2.0,0.2857142857142857,,,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,0.3333333333333333,0.5,1.0,0.5,0.5,,,0.125,0.16666666666666666,,,3.0,1.0,2.0,,,,,,,,,,,1.0,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-2248-452,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Earl Watson, Vin Baker","Drobnjak, Williams, Mason, Watson, Baker",1542-1742-2046-2248-452,SEA,34.0,1,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,0.5,,,,,,,,,84.70588235294117,27.0,7.0,27.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,0.5,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-452-56,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Vin Baker, Gary Payton","Drobnjak, Williams, Mason, Baker, Payton",1542-1742-2046-452-56,SEA,875.0,4,15.0,4.0,27.0,27.0,4.0,54.0,5.0,8.0,1.0,2.0,2.0,5.0,,3.0,11.0,21.0,,3.0,9.0,31.0,27.0,1.0,2.0,4.0,10.0,12.0,,2.0,,5.0,5.0,2.0,10.0,,8.0,12.0,4.0,16.0,1.0,2.0,10.0,1.0,10.0,1.0,27.0,0.45454545454545453,0.5,,,0.5238095238095238,0.5,0.4583333333333333,0.5,0.5535714285714286,0.6666666666666666,0.125,0.6666666666666666,,0.6428571428571429,0.3333333333333333,,0.8571428571428571,88.86857142857143,15.962962962962964,16.444444444444443,15.88888888888889,15.25925925925926,0.3333333333333333,0.625,0.625,0.4,0.20833333333333334,0.4,0.4,0.125,,,1.0,0.5,,0.4583333333333333,,0.4520239130434782,0.53195,0.12903225806451613,9.785714285714286,35.93333333333333,8.0,0.3333333333333333,12.0,13.0,4.0,1.0,7.0,6.0,8.0,,2.0,1.0,,1.0,2.0,3.0,2.0,,,,,8.0,12.0,0.14285714285714285,0.1111111111111111,0.3333333333333333,,,0.5,0.5,,0.5,0.5,0.5,0.40951875,0.11538461538461539,0.13043478260869565,0.25806451612903225,0.4444444444444444,,,,,2.0,2.0,2.0,,2.0,,,1.0,4.0,1.0,3.0,,,,,3.0,,1.0,0.4,0.5,0.6666666666666666,0.3333333333333333,0.25,0.5,,0.5,,0.2222222222222222,,0.2222222222222222,,,,,,,,,,,,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-452-699,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Vin Baker, Brent Barry","Drobnjak, Williams, Mason, Baker, Barry",1542-1742-2046-452-699,SEA,353.0,3,6.0,-2.0,12.0,12.0,2.0,24.0,,,,,1.0,4.0,1.0,4.0,1.0,6.0,2.0,5.0,3.0,11.0,13.0,1.0,1.0,5.0,,2.0,,4.0,1.0,,2.0,,6.0,1.0,3.0,5.0,2.0,7.0,1.0,1.0,3.0,1.0,4.0,,6.0,,,0.4,0.4,0.16666666666666666,1.0,0.36363636363636365,1.25,0.4230769230769231,1.25,0.45454545454545453,0.6,0.3333333333333333,0.7142857142857143,0.25,0.3333333333333333,1.0,97.90368271954674,15.583333333333334,13.833333333333334,15.0,12.583333333333334,,,,,0.36363636363636365,0.25,0.25,0.36363636363636365,0.25,0.25,,,,0.45454545454545453,0.25,0.4799454545454545,0.5967,0.45454545454545453,10.266666666666667,24.56,2.0,0.18181818181818182,,,,,,,,,,,,,1.0,2.0,,2.0,2.0,2.0,1.0,,,,,,,,,0.3333333333333333,0.5,,,,,0.15384615384615385,0.25,,,1.0,,,,,,,6.0,,2.0,1.0,,1.0,2.0,,,1.0,,,,1.0,,0.2,1.0,,,0.5,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,,1.0,,,0.09090909090909091,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-452-988,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Vin Baker, Randy Livingston","Drobnjak, Williams, Mason, Baker, Livingston",1542-1742-2046-452-988,SEA,95.0,1,2.0,-2.0,3.0,4.0,,7.0,,,,,,,,,1.0,1.0,1.0,1.0,,5.0,7.0,,,,2.0,,,,,1.0,2.0,,5.0,,,1.0,,1.0,,1.0,1.0,,,,5.0,1.0,1.0,1.0,1.0,1.0,,1.25,,1.25,,0.5,,,,,,,106.10526315789474,20.666666666666668,8.25,20.666666666666668,8.25,,,,,,,,,,,,,,0.5,,0.4539,,,16.2,23.8,1.0,0.5,,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,3.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2046-56-699,1610612760,"Predrag Drobnjak, Shammond Williams, Desmond Mason, Gary Payton, Brent Barry","Drobnjak, Williams, Mason, Payton, Barry",1542-1742-2046-56-699,SEA,388.0,4,6.0,8.0,13.0,10.0,,23.0,2.0,2.0,,,1.0,4.0,,,6.0,9.0,,1.0,4.0,16.0,8.0,,,,4.0,8.0,,,,2.0,2.0,,4.0,,2.0,4.0,,4.0,,1.0,1.0,,5.0,,16.0,0.3333333333333333,0.3333333333333333,,,0.6666666666666666,,0.6,,0.6666666666666666,,0.1,0.5,,0.5714285714285714,,,0.5,85.36082474226804,15.923076923076923,18.1,15.923076923076923,17.8,0.2,1.0,1.0,,0.4,0.25,0.3333333333333333,,,,,,,0.3,,0.416165,,,10.833333333333334,23.0,3.0,0.3,7.0,,3.0,5.0,6.0,2.0,12.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,,,,,12.0,7.0,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.1111111111111111,0.25,1.0,0.5,,1.0,1.0,0.6666666666666666,0.3839333333333333,0.18181818181818182,0.2,0.75,0.5384615384615384,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,0.6666666666666666,,,,1.0,,,,0.16666666666666666,1.0,,,,,,,,,,,,,1.0,,,,,0.1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2071-2209-2248,1610612760,"Predrag Drobnjak, Shammond Williams, Olumide Oyedeji, Vladimir Radmanovic, Earl Watson","Drobnjak, Williams, Oyedeji, Radmanovic, Watson",1542-1742-2071-2209-2248,SEA,881.0,4,15.0,-4.0,30.0,28.0,2.0,58.0,3.0,8.0,,1.0,,3.0,2.0,4.0,8.0,21.0,3.0,6.0,2.0,27.0,31.0,,3.0,3.0,8.0,8.0,,4.0,2.0,4.0,7.0,2.0,17.0,,6.0,10.0,4.0,14.0,1.0,3.0,7.0,,2.0,,24.0,0.5,0.5,0.5,0.5,0.38095238095238093,,0.46296296296296297,0.375,0.48214285714285715,0.375,0.2222222222222222,1.0,,0.9,0.25,,1.0,94.80136208853575,17.733333333333334,12.464285714285714,17.033333333333335,12.464285714285714,0.2962962962962963,0.375,0.42857142857142855,0.6666666666666666,0.1111111111111111,,,0.14814814814814814,0.5,0.5,0.25,,,0.5185185185185185,0.5,0.47126111111111113,0.424375,0.1111111111111111,9.428571428571429,24.55,10.0,0.37037037037037035,9.0,22.0,5.0,1.0,7.0,,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,,,,,,2.0,9.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,,0.5,0.5,0.4,0.5035999999999999,0.03571428571428571,0.045454545454545456,0.07407407407407407,0.3,1.0,,1.0,1.0,5.0,,,9.0,,3.0,2.0,,4.0,3.0,1.0,,1.0,,,1.0,1.0,1.0,0.3076923076923077,0.75,0.4,0.3333333333333333,0.2,1.0,,,1.0,0.7142857142857143,0.2,,,1.0,,,1.0,1.0,1.0,0.125,,,,2.0,,,,0.5,0.07407407407407407,,,,,,1.0,,,,,1.0,,0.5,0.5,1.0,,,,,,,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2209-2248-452,1610612760,"Predrag Drobnjak, Shammond Williams, Vladimir Radmanovic, Earl Watson, Vin Baker","Drobnjak, Williams, Radmanovic, Watson, Baker",1542-1742-2209-2248-452,SEA,160.0,2,3.0,-8.0,3.0,5.0,1.0,8.0,,,,,,,,1.0,,1.0,,1.0,,,8.0,,,,,,,1.0,,,,,,1.0,,1.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,0.5,,1.0,1.0,1.0,1.0,,72.0,38.666666666666664,8.8,31.0,8.8,,,,,,,,0.5,,,,,,0.5,,0.351575,,,19.9,29.3,1.0,0.5,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-2209-452-699,1610612760,"Predrag Drobnjak, Shammond Williams, Vladimir Radmanovic, Vin Baker, Brent Barry","Drobnjak, Williams, Radmanovic, Baker, Barry",1542-1742-2209-452-699,SEA,4.0,1,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,360.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1742-452-699-988,1610612760,"Predrag Drobnjak, Shammond Williams, Vin Baker, Brent Barry, Randy Livingston","Drobnjak, Williams, Baker, Barry, Livingston",1542-1742-452-699-988,SEA,68.0,1,1.0,-3.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,84.70588235294117,24.0,10.0,24.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1744-2046-2071-988,1610612760,"Predrag Drobnjak, Jerome James, Desmond Mason, Olumide Oyedeji, Randy Livingston","Drobnjak, James, Mason, Oyedeji, Livingston",1542-1744-2046-2071-988,SEA,73.0,1,1.0,-1.0,2.0,2.0,,4.0,,,,,1.0,1.0,,,1.0,1.0,,,,2.0,3.0,,,,2.0,,,,,1.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,,,,2.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,0.5,,,,78.9041095890411,20.0,16.5,20.0,11.0,,,,,1.0,1.0,1.0,,,,,,,,,0.373,,,13.4,,,,2.0,2.0,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,0.373,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
1542-1744-2046-2248-56,1610612760,"Predrag Drobnjak, Jerome James, Desmond Mason, Earl Watson, Gary Payton","Drobnjak, James, Mason, Watson, Payton",1542-1744-2046-2248-56,SEA,111.0,2,2.0,-8.0,2.0,3.0,,5.0,,,,,,,,1.0,,,,1.0,,,8.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,64.86486486486486,24.0,21.0,24.0,18.666666666666668,,,,,,,,1.0,,,,,,1.0,,0.51975,,,,25.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2002,2001-02,False
