EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Steals,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGA,FG3A,NonHeaveArc3FGA,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,SecondChanceFtPoints,SecondChancePoints,SelfOReb,Fouls,Loose Ball Fouls,SecondChanceTsPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,SecondChancePointsPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Corner3Assists,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3A,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,BadPassTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,Technical Free Throw Trips,BlockedAtRim,NonShootingPenaltyNonTakeFouls,LostBallSteals,NonShootingFoulsDrawn,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,FTDefRebounds,DefFTReboundPct,PtsPutbacks,3SecondViolations,ShortMidRangePctBlocked,SecondChanceArc3FGA,OffArc3ReboundPct,SecondChanceArc3Frequency,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PtsUnassisted3s,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,BlockedLongMidRange,Travels,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,LongMidRangePctBlocked,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes,OffensiveGoaltends,team_id,year,season,team_vs
109-1741-1904-2130-782,1610612747,"Robert Horry, Jelani McCoy, Devean George, Mike Penberthy, Mitch Richmond","Horry, McCoy, George, Penberthy, Richmond",109-1741-1904-2130-782,LAL,47.0,1,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,122.55319148936171,11.5,12.0,11.5,12.0,1.0,1.0,1.0,1.0,0.3936,0.3936,0.5,0.5,1.0,8.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1741-1904-216-782,1610612747,"Robert Horry, Jelani McCoy, Devean George, Brian Shaw, Mitch Richmond","Horry, McCoy, George, Shaw, Richmond",109-1741-1904-216-782,LAL,139.0,1,2.0,,5.0,4.0,,,9.0,,,1.0,3.0,,2.0,2.0,,,,,2.0,1.0,1.0,,2.0,,,,,2.0,,,1.0,1.0,0.3333333333333333,,0.25,,0.25,,93.23741007194243,15.4,15.5,15.4,15.5,,,,,0.4643375,,,,,11.933333333333332,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.25,0.5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1741-1904-216-965,1610612747,"Robert Horry, Jelani McCoy, Devean George, Brian Shaw, Derek Fisher","Horry, McCoy, George, Shaw, Fisher",109-1741-1904-216-965,LAL,148.0,2,2.0,1.0,5.0,3.0,,1.0,8.0,,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,0.08333333333333333,,77.83783783783784,19.2,17.333333333333332,19.0,17.333333333333332,0.2,,,,0.40937,,0.16666666666666666,0.2,,10.725,,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,4.0,,,,,0.2,1.0,0.25,1.0,1.0,0.2,,,1.0,,0.2,,,,0.4,0.2,0.4,26.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1741-1904-216-977,1610612747,"Robert Horry, Jelani McCoy, Devean George, Brian Shaw, Kobe Bryant","Horry, McCoy, George, Shaw, Bryant",109-1741-1904-216-977,LAL,420.0,2,7.0,-3.0,10.0,11.0,5.0,5.0,21.0,,1.0,4.0,7.0,2.0,13.0,16.0,1.0,3.0,,5.0,,,1.0,,3.0,1.0,1.0,4.0,2.0,11.0,5.0,5.0,,,0.5714285714285714,0.3333333333333333,0.6111111111111112,0.5,0.5909090909090909,0.4166666666666667,72.0,20.2,19.818181818181817,19.9,17.272727272727273,0.1111111111111111,,,,0.4419388888888889,0.5109899999999999,0.18181818181818182,0.2222222222222222,0.38461538461538464,9.314285714285715,0.5,2.0,1.0,3.0,3.0,1.0,2.0,1.0,,3.0,2.0,2.0,4.0,3.0,7.0,1.0,,2.0,,0.2222222222222222,0.5,1.0,1.0,0.6666666666666666,0.75,,0.5,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.1111111111111111,0.5555555555555556,25.15,2.0,2.0,1.0,3.0,,0.3333333333333333,1.0,0.5,0.25,0.15384615384615385,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.6,0.3333333333333333,0.2,1.0,0.2,0.5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1741-1904-283-977,1610612747,"Robert Horry, Jelani McCoy, Devean George, Lindsey Hunter, Kobe Bryant","Horry, McCoy, George, Hunter, Bryant",109-1741-1904-283-977,LAL,531.0,3,9.0,-2.0,18.0,17.0,11.0,3.0,35.0,1.0,2.0,7.0,14.0,1.0,15.0,17.0,5.0,8.0,,10.0,6.0,3.0,3.0,,6.0,1.0,1.0,4.0,2.0,13.0,10.0,11.0,0.42857142857142855,0.42857142857142855,0.5,0.625,0.4117647058823529,0.5,0.39473684210526316,0.45454545454545453,94.91525423728814,17.0,13.235294117647058,13.444444444444445,12.882352941176471,0.11764705882352941,0.5,0.5,,0.4634470588235294,0.47128,0.10526315789473684,0.125,0.6666666666666666,11.814285714285715,0.6111111111111112,6.0,1.0,3.0,9.0,1.0,3.0,1.0,,2.0,1.0,5.0,6.0,5.0,11.0,,,4.0,1.0,0.17647058823529413,0.7142857142857143,0.2857142857142857,1.0,0.75,0.3,0.5,1.0,1.0,,0.17647058823529413,0.3333333333333333,0.5,,0.5294117647058824,0.058823529411764705,0.35294117647058826,24.433333333333334,,2.0,,2.0,,0.2,,0.6,,0.13333333333333333,1.0,1.0,2.0,5.0,,2.0,,1.0,1.0,,4.0,,2.0,8.0,,,,4.0,2.0,2.0,1.0,,,,,,,,,1.0,,0.5555555555555556,0.5555555555555556,0.11764705882352941,,,,0.2,0.2,0.5,0.1,,0.1,0.4799625,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.25,0.2,0.07142857142857142,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1741-1904-782-965,1610612747,"Robert Horry, Jelani McCoy, Devean George, Mitch Richmond, Derek Fisher","Horry, McCoy, George, Richmond, Fisher",109-1741-1904-782-965,LAL,171.0,2,3.0,-2.0,5.0,5.0,,3.0,10.0,,,1.0,2.0,1.0,3.0,5.0,,,,,2.0,1.0,1.0,,2.0,,,1.0,,3.0,,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,84.21052631578947,16.4,17.8,16.4,12.4,,,,,0.4585333333333333,,,,,17.5,,,,,2.0,1.0,1.0,1.0,,,,2.0,2.0,,2.0,,,1.0,,0.3333333333333333,0.5,,,0.4,,,,,,,,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,24.4,,,,1.0,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,0.5,0.5,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,0.5,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1741-1904-782-977,1610612747,"Robert Horry, Jelani McCoy, Devean George, Mitch Richmond, Kobe Bryant","Horry, McCoy, George, Richmond, Bryant",109-1741-1904-782-977,LAL,85.0,1,1.0,,4.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,,,,,,1.0,,2.0,,4.0,4.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,118.58823529411764,14.5,9.0,14.5,9.0,1.0,1.0,1.0,,0.3424,0.3424,,,1.0,10.2,1.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,2.0,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1741-1904-965-977,1610612747,"Robert Horry, Jelani McCoy, Devean George, Derek Fisher, Kobe Bryant","Horry, McCoy, George, Fisher, Bryant",109-1741-1904-965-977,LAL,241.0,3,4.0,-4.0,8.0,8.0,4.0,4.0,16.0,,,3.0,5.0,,6.0,10.0,1.0,2.0,,2.0,4.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,0.6666666666666666,0.6666666666666666,0.6,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,95.60165975103735,16.125,14.0,16.125,13.75,,,,,0.4211666666666667,0.38726666666666665,0.16666666666666666,0.2,0.3333333333333333,10.2,0.5,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,2.0,2.0,,3.0,,0.16666666666666666,1.0,,,1.0,,,,,,0.3333333333333333,1.0,1.0,0.5,0.5,0.16666666666666666,0.5,27.9,,,,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1741-216-283-296,1610612747,"Robert Horry, Jelani McCoy, Brian Shaw, Lindsey Hunter, Rick Fox","Horry, McCoy, Shaw, Hunter, Fox",109-1741-216-283-296,LAL,159.0,1,3.0,-5.0,5.0,5.0,,5.0,10.0,1.0,1.0,1.0,2.0,,2.0,7.0,,,,,,,,,,,,,,2.0,,,,,0.5,,0.25,,0.25,,90.56603773584906,19.0,12.8,19.0,12.4,0.25,1.0,1.0,,0.463,,,,,15.75,,,,,1.0,1.0,2.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,0.5,,,1.0,0.5,,,,,1.0,,,,,0.25,0.25,0.5,24.45,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,0.25,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1741-216-296-965,1610612747,"Robert Horry, Jelani McCoy, Brian Shaw, Rick Fox, Derek Fisher","Horry, McCoy, Shaw, Fox, Fisher",109-1741-216-296-965,LAL,84.0,1,1.0,-4.0,2.0,3.0,,,5.0,,,1.0,1.0,,2.0,6.0,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,85.71428571428572,16.5,17.0,16.5,17.0,,,,,0.5658,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
