EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyFtPoints,ShortMidRangePctBlocked,PenaltyCorner3FGA,LostBallTurnovers,2pt And 1 Free Throw Trips,PenaltyCorner3Frequency,PenaltyAtRimFGM,Corner3FGM,SecondChanceFtPoints,PenaltyFG2M,Corner3Assists,FTOffRebounds,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Technical Free Throw Trips,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyFg2Pct,OffFTReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,HeaveAttempts,3SecondViolations,BadPassOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,DefensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
109-1904-216-965-977,1610612747,"Robert Horry, Devean George, Brian Shaw, Derek Fisher, Kobe Bryant","Horry, George, Shaw, Fisher, Bryant",109-1904-216-965-977,LAL,27.0,2,,-2.0,2.0,2.0,2.0,2.0,4.0,,,,,,1.0,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,213.33333333333331,3.0,10.5,3.0,10.5,,,,,,,,1.0,,,,1.0,,,,,,,36.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-283-296-406,1610612747,"Robert Horry, Devean George, Lindsey Hunter, Rick Fox, Shaquille O'Neal","Horry, George, Hunter, Fox, O'Neal",109-1904-283-296-406,LAL,47.0,1,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,,2.0,,1.0,2.0,,,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,,,1.0,,,,2.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,61.276595744680854,15.0,32.0,15.0,32.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,0.5738,0.5738,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-283-406-977,1610612747,"Robert Horry, Devean George, Lindsey Hunter, Shaquille O'Neal, Kobe Bryant","Horry, George, Hunter, O'Neal, Bryant",109-1904-283-406-977,LAL,1546.0,7,26.0,-1.0,47.0,47.0,10.0,5.0,94.0,8.0,13.0,2.0,5.0,3.0,13.0,16.0,33.0,4.0,15.0,11.0,55.0,56.0,6.0,16.0,16.0,12.0,13.0,3.0,8.0,4.0,12.0,3.0,3.0,28.0,4.0,1.0,17.0,30.0,,,12.0,13.0,8.0,,44.0,10.0,,0.5,0.6153846153846154,1.0,0.26666666666666666,0.26666666666666666,0.48484848484848486,0.4583333333333333,0.5188679245283019,0.3125,1.0,0.8,0.6666666666666666,0.6666666666666666,87.55498059508409,16.0,16.893617021276597,14.680851063829786,15.680851063829786,0.2708333333333333,0.6153846153846154,0.6153846153846154,0.375,0.10416666666666667,0.4,0.4,0.2708333333333333,0.23076923076923078,0.23076923076923078,1.0,0.5833333333333334,0.23076923076923078,0.49098125,0.483745,0.1509433962264151,0.21052631578947367,6.339393939393939,25.2,0.2127659574468085,9.0,3.0,6.0,4.0,6.0,15.0,2.0,1.0,,2.0,1.0,4.0,4.0,8.0,,3.0,11.0,1.0,4.0,10.0,6.0,,,4.0,1.0,4.0,7.0,12.0,13.0,2.0,,2.0,1.0,3.0,,5.0,4.0,1.0,5.0,2.0,5.0,10.0,,0.25,0.5,0.36363636363636365,0.45,0.4583333333333333,0.5,,,,,0.4,0.631578947368421,0.4117647058823529,0.4,0.4074074074074074,0.6,0.2222222222222222,0.6666666666666666,0.4444444444444444,,0.5,0.8,0.625,1.0,0.07407407407407407,0.3125,0.4,0.4,0.6666666666666666,0.5,0.041666666666666664,0.5454545454545454,0.5,,0.09090909090909091,0.18181818181818182,,,0.4,0.4,0.25,0.5272722222222223,0.2,0.18181818181818182,1.0,,,1.0,3.0,,2.0,1.0,3.0,3.0,1.0,2.0,,2.0,1.0,,3.0,3.0,,0.5,0.6666666666666666,0.6,0.5,0.5,1.0,0.5,,1.0,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-283-955-965,1610612747,"Robert Horry, Devean George, Lindsey Hunter, Samaki Walker, Derek Fisher","Horry, George, Hunter, Walker, Fisher",109-1904-283-955-965,LAL,89.0,2,1.0,-3.0,3.0,4.0,,1.0,7.0,,,,1.0,,1.0,,1.0,,1.0,,,3.0,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,,113.25842696629213,18.333333333333332,8.5,16.666666666666668,8.5,,,,,0.5,,,0.5,,,,0.5,,0.499725,,,,18.6,25.1,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,0.5,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,0.59145,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-283-955-977,1610612747,"Robert Horry, Devean George, Lindsey Hunter, Samaki Walker, Kobe Bryant","Horry, George, Hunter, Walker, Bryant",109-1904-283-955-977,LAL,1046.0,6,17.0,-3.0,32.0,32.0,,,64.0,2.0,4.0,6.0,12.0,,5.0,9.0,24.0,,6.0,5.0,23.0,26.0,,6.0,12.0,,5.0,,3.0,,3.0,,1.0,6.0,,3.0,14.0,22.0,2.0,1.0,10.0,6.0,2.0,,17.0,,,0.3333333333333333,0.375,,,,0.375,0.3,0.359375,0.2,1.0,,0.7333333333333333,,88.10707456978967,18.84375,13.84375,17.46875,13.625,0.13333333333333333,0.5,0.5,0.5,0.4,0.5,0.6,0.16666666666666666,,,,0.3333333333333333,,0.45215,,0.09375,0.08,12.520833333333334,24.616666666666664,,6.0,1.0,2.0,,1.0,8.0,1.0,,,1.0,,,3.0,4.0,,1.0,6.0,,,,2.0,3.0,,,2.0,2.0,6.0,11.0,8.0,,1.0,2.0,1.0,6.0,,8.0,7.0,1.0,1.0,1.0,1.0,,,,0.75,0.6,,0.6,,,0.125,,,0.25,0.7333333333333333,0.4,0.3333333333333333,0.38095238095238093,0.5,0.42857142857142855,0.3333333333333333,0.4,,0.5,0.75,0.8571428571428571,,,0.26666666666666666,0.125,0.14285714285714285,,0.3333333333333333,0.03333333333333333,0.4,0.5,,,0.2,,,,,,0.48905,0.2608695652173913,,,0.125,,1.0,1.0,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,2.0,3.0,1.0,0.16666666666666666,0.14285714285714285,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-283-965-977,1610612747,"Robert Horry, Devean George, Lindsey Hunter, Derek Fisher, Kobe Bryant","Horry, George, Hunter, Fisher, Bryant",109-1904-283-965-977,LAL,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-296-406-965,1610612747,"Robert Horry, Devean George, Rick Fox, Shaquille O'Neal, Derek Fisher","Horry, George, Fox, O'Neal, Fisher",109-1904-296-406-965,LAL,10.0,1,,-1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,144.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-296-406-977,1610612747,"Robert Horry, Devean George, Rick Fox, Shaquille O'Neal, Kobe Bryant","Horry, George, Fox, O'Neal, Bryant",109-1904-296-406-977,LAL,80.0,1,1.0,,2.0,3.0,,3.0,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,90.0,18.5,14.333333333333334,18.5,14.333333333333334,,,,,,,,,,,,,,0.3739,,,,9.2,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-296-955-977,1610612747,"Robert Horry, Devean George, Rick Fox, Samaki Walker, Kobe Bryant","Horry, George, Fox, Walker, Bryant",109-1904-296-955-977,LAL,111.0,1,2.0,2.0,4.0,4.0,4.0,2.0,8.0,2.0,3.0,,,,,2.0,4.0,,,,4.0,2.0,4.0,2.0,2.0,,,,1.0,,1.0,,1.0,2.0,,,1.0,2.0,1.0,1.0,3.0,,,,2.0,4.0,1.0,0.5,1.0,,,,0.5,0.5,0.5,,,,1.0,,103.78378378378378,13.25,14.5,13.25,14.5,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,0.75,,0.557,0.557,,,2.75,,1.0,1.0,1.0,1.0,3.0,,1.0,,,,,,,1.0,1.0,,,2.0,,,4.0,2.0,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,4.0,,,1.0,1.0,0.5,1.0,0.5,,,,,,1.0,0.5,,0.5,1.0,,,,,,1.0,,,,0.25,,,,,,1.0,1.0,,,,,,0.75,,,0.6246,0.5,1.0,,,,,,,2.0,,,2.0,,,,1.0,,,,,,0.5,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-296-965-977,1610612747,"Robert Horry, Devean George, Rick Fox, Derek Fisher, Kobe Bryant","Horry, George, Fox, Fisher, Bryant",109-1904-296-965-977,LAL,298.0,7,5.0,4.0,14.0,14.0,10.0,7.0,28.0,,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,12.0,8.0,2.0,2.0,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,,5.0,1.0,3.0,8.0,8.0,2.0,2.0,1.0,4.0,,2.0,12.0,10.0,,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.5714285714285714,1.0,1.0,1.0,,135.3020134228188,12.285714285714286,9.0,12.285714285714286,9.0,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.3333333333333333,0.4428357142857143,0.3993333333333333,,,12.9,25.5,0.7142857142857143,,,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,4.0,,1.0,,,1.0,,,4.0,,,,1.0,,,,1.0,1.0,,2.0,,2.0,4.0,,,,,,,0.4,,0.3333333333333333,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,0.14285714285714285,,,,,,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,4.0,,,1.0,,,,1.0,,,,,,1.0,,,2.0,1.0,,,,0.5,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-406-782-977,1610612747,"Robert Horry, Devean George, Shaquille O'Neal, Mitch Richmond, Kobe Bryant","Horry, George, O'Neal, Richmond, Bryant",109-1904-406-782-977,LAL,33.0,1,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,43.63636363636363,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-406-965-977,1610612747,"Robert Horry, Devean George, Shaquille O'Neal, Derek Fisher, Kobe Bryant","Horry, George, O'Neal, Fisher, Bryant",109-1904-406-965-977,LAL,2359.0,13,39.0,-11.0,73.0,71.0,12.0,30.0,144.0,7.0,14.0,5.0,13.0,2.0,6.0,23.0,50.0,2.0,10.0,16.0,68.0,79.0,10.0,16.0,30.0,6.0,6.0,2.0,8.0,2.0,10.0,2.0,3.0,22.0,5.0,2.0,23.0,33.0,8.0,7.0,19.0,19.0,8.0,1.0,52.0,12.0,1.0,0.34782608695652173,0.38095238095238093,1.0,0.2,0.2,0.46,0.43333333333333335,0.4855072463768116,0.16666666666666666,1.0,0.625,0.75,,87.90165324289953,16.246575342465754,16.52112676056338,15.657534246575343,15.338028169014084,0.23333333333333334,0.5,0.5,0.42857142857142855,0.21666666666666667,0.38461538461538464,0.38461538461538464,0.1,0.3333333333333333,0.3333333333333333,1.0,0.4,0.3333333333333333,0.45798,0.48407,0.11764705882352941,0.13793103448275862,8.514,24.259999999999998,0.1643835616438356,9.0,3.0,6.0,4.0,11.0,23.0,4.0,,1.0,1.0,,,5.0,8.0,1.0,1.0,16.0,,,12.0,4.0,2.0,,3.0,2.0,3.0,7.0,16.0,10.0,2.0,1.0,7.0,5.0,6.0,,13.0,10.0,2.0,4.0,3.0,4.0,12.0,1.0,,0.625,0.7222222222222222,0.5,0.75,0.5454545454545454,,0.04,,,0.5384615384615384,0.8,0.25925925925925924,0.375,0.2857142857142857,0.5714285714285714,0.16666666666666666,0.125,0.25,0.5,1.0,0.8181818181818182,0.7142857142857143,0.7142857142857143,0.06060606060606061,0.38333333333333336,0.4782608695652174,0.5238095238095238,0.2727272727272727,0.4,0.06666666666666667,0.6666666666666666,0.5,,,0.1111111111111111,1.0,1.0,0.4,,,0.5624833333333333,0.23529411764705882,0.17647058823529413,2.0,0.08695652173913043,,2.0,,,2.0,,3.0,5.0,,,,2.0,4.0,1.0,1.0,3.0,,0.5,,0.75,,,,0.5,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-1904-955-965-977,1610612747,"Robert Horry, Devean George, Samaki Walker, Derek Fisher, Kobe Bryant","Horry, George, Walker, Fisher, Bryant",109-1904-955-965-977,LAL,1638.0,9,27.0,-4.0,52.0,53.0,36.0,38.0,105.0,6.0,7.0,4.0,12.0,3.0,13.0,17.0,36.0,3.0,15.0,13.0,56.0,60.0,23.0,12.0,22.0,9.0,13.0,3.0,6.0,3.0,9.0,3.0,2.0,21.0,4.0,2.0,16.0,29.0,5.0,3.0,19.0,16.0,3.0,4.0,46.0,36.0,6.0,0.35294117647058826,0.4,1.0,0.2,0.2,0.4722222222222222,0.4215686274509804,0.4827586206896552,0.29411764705882354,1.0,0.6666666666666666,0.56,0.5,92.3076923076923,15.25,15.943396226415095,13.653846153846153,14.60377358490566,0.13725490196078433,0.8571428571428571,1.0,0.3333333333333333,0.23529411764705882,0.3333333333333333,0.3333333333333333,0.2549019607843137,0.23076923076923078,0.23076923076923078,1.0,0.43137254901960786,0.23076923076923078,0.43983529411764705,0.4258242424242424,0.07407407407407407,0.07894736842105263,10.819444444444445,25.686666666666667,0.6923076923076923,10.0,2.0,3.0,5.0,7.0,17.0,2.0,,,4.0,3.0,8.0,4.0,7.0,,4.0,10.0,3.0,10.0,41.0,4.0,3.0,,1.0,3.0,6.0,7.0,10.0,13.0,1.0,2.0,5.0,2.0,1.0,,6.0,10.0,1.0,3.0,1.0,5.0,41.0,,0.3,0.5714285714285714,0.36363636363636365,0.4696969696969697,0.4166666666666667,0.5256410256410257,,0.08333333333333333,0.14285714285714285,,0.8333333333333334,0.5263157894736842,0.3888888888888889,0.5454545454545454,0.4482758620689655,1.0,0.5,0.14285714285714285,0.4444444444444444,1.0,0.75,0.7142857142857143,0.25,1.0,0.038461538461538464,0.3333333333333333,0.4117647058823529,0.4666666666666667,0.14285714285714285,0.75,0.0392156862745098,0.2727272727272727,0.6666666666666666,,,0.36363636363636365,,,0.15151515151515152,0.24242424242424243,0.375,0.5067583333333333,0.17857142857142858,0.7321428571428571,10.0,0.11764705882352941,2.0,3.0,1.0,0.06060606060606061,4.0,,2.0,11.0,,,,4.0,1.0,,1.0,,,0.4782608695652174,,,,,,0.8,,,,,1.0,,0.0625,,,2.0,1.0,1.0,1.0,,,,,,,,,1610612747,2002,2001-02,False
109-2058-216-296-977,1610612747,"Robert Horry, Mark Madsen, Brian Shaw, Rick Fox, Kobe Bryant","Horry, Madsen, Shaw, Fox, Bryant",109-2058-216-296-977,LAL,28.0,1,,-3.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,154.28571428571428,10.0,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-2058-296-965-977,1610612747,"Robert Horry, Mark Madsen, Rick Fox, Derek Fisher, Kobe Bryant","Horry, Madsen, Fox, Fisher, Bryant",109-2058-296-965-977,LAL,75.0,2,1.0,6.0,2.0,4.0,2.0,3.0,6.0,,,,,2.0,2.0,,,2.0,2.0,,6.0,,,,,6.0,2.0,2.0,,2.0,2.0,2.0,,6.0,1.0,1.0,3.0,3.0,,,,,,,6.0,2.0,,,,1.0,1.0,1.0,,1.5,1.5,1.0,1.0,1.0,1.0,,115.2,20.0,8.75,20.0,8.75,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.41295,0.41295,,,,28.15,1.0,,,,,,,,,,,2.0,2.0,,,,,,2.0,2.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,,6.0,,1.0,,,1.5,,1.5,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-2098-296-965-977,1610612747,"Robert Horry, Slava Medvedenko, Rick Fox, Derek Fisher, Kobe Bryant","Horry, Medvedenko, Fox, Fisher, Bryant",109-2098-296-965-977,LAL,57.0,1,1.0,-4.0,1.0,2.0,,2.0,3.0,,1.0,,,,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,0.5,,,,,75.78947368421053,38.0,9.5,33.0,9.5,0.5,,,,,,,,,,,1.0,,0.60715,,,,,23.1,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,0.5,,,,,1.0,,,,,0.5,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-216-283-296-406,1610612747,"Robert Horry, Brian Shaw, Lindsey Hunter, Rick Fox, Shaquille O'Neal","Horry, Shaw, Hunter, Fox, O'Neal",109-216-283-296-406,LAL,334.0,3,6.0,3.0,10.0,9.0,2.0,7.0,19.0,4.0,4.0,,,,,5.0,7.0,1.0,1.0,3.0,16.0,13.0,4.0,4.0,6.0,3.0,,,2.0,1.0,3.0,,2.0,7.0,,,3.0,4.0,,,,6.0,4.0,,14.0,2.0,,0.4,0.5,1.0,1.0,1.0,0.7142857142857143,0.8125,0.8,0.125,,,0.5,,81.91616766467067,16.4,18.88888888888889,16.3,17.666666666666668,0.5,1.0,1.0,0.5,,,,,,,,0.625,,0.46756875,0.3905,0.4,0.4444444444444444,4.0,22.8,0.2,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,1.0,1.0,,,2.0,,,4.0,2.0,,,,,,1.0,3.0,1.0,,,1.0,1.0,1.0,,2.0,,,1.0,,1.0,4.0,,,1.0,1.0,0.5,1.0,0.5,,,,,0.5,0.6,1.0,,1.0,,1.0,,,,0.5,0.5,1.0,,,0.375,0.3333333333333333,0.3333333333333333,,,0.125,1.0,1.0,,,,,,0.25,,,0.6349,0.125,0.25,,,,,2.0,,1.0,1.0,,2.0,1.0,,,,,,1.0,1.0,,0.5,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-216-283-296-965,1610612747,"Robert Horry, Brian Shaw, Lindsey Hunter, Rick Fox, Derek Fisher","Horry, Shaw, Hunter, Fox, Fisher",109-216-283-296-965,LAL,7.0,1,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,411.42857142857144,1.0,6.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,False
109-216-283-296-977,1610612747,"Robert Horry, Brian Shaw, Lindsey Hunter, Rick Fox, Kobe Bryant","Horry, Shaw, Hunter, Fox, Bryant",109-216-283-296-977,LAL,3.0,1,,3.0,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,3.0,,,,,3.0,,,,1.0,1.0,,,3.0,,,,,,,,,,,3.0,1.0,,,,1.0,1.0,1.0,,1.5,1.5,1.0,,,,,480.0,3.0,,3.0,,,,,,,,,,,,,1.0,,0.438,0.438,,,,23.4,1.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,1.5,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1610612747,2002,2001-02,False
