EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,DefPoss,PenaltyDefPoss,DeadBallTurnovers,Turnovers,PenaltyTurnovers,OffensiveGoaltends,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,DefAtRimReboundPct,SecondChanceAtRimFGM,LostBallSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,SecondChanceAtRimAccuracy,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,Technical Free Throw Trips,Defensive 3 Seconds Violations,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTDefRebounds,DefFTReboundPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,Travels,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,OffArc3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Offensive Fouls,OffLongMidRangeReboundPct,PtsUnassisted3s,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,3SecondViolations,team_id,year,season,team_vs
1507-1594-1719-1739-937,1610612757,"Derek Anderson, Rick Brunson, Bonzi Wells, Ruben Patterson, Scottie Pippen","Anderson, Brunson, Wells, Patterson, Pippen",1507-1594-1719-1739-937,POR,3.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,480.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.438,0.438,1.0,23.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
1507-1594-1739-2216-937,1610612757,"Derek Anderson, Rick Brunson, Ruben Patterson, Zach Randolph, Scottie Pippen","Anderson, Brunson, Patterson, Randolph, Pippen",1507-1594-1739-2216-937,POR,28.0,1,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,102.85714285714286,24.0,24.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
1507-1719-1739-431-70,1610612757,"Derek Anderson, Bonzi Wells, Ruben Patterson, Shawn Kemp, Steve Kerr","Anderson, Wells, Patterson, Kemp, Kerr",1507-1719-1739-431-70,POR,414.0,3,7.0,12.0,4.0,23.0,,1.0,,1.0,,3.0,16.0,,2.0,4.0,,,4.0,,8.0,12.0,4.0,4.0,,,,,0.42857142857142855,0.14285714285714285,0.5,0.25,0.21428571428571427,80.0,16.833333333333332,16.0,0.07142857142857142,,,,0.14285714285714285,,0.5,0.4716346153846154,0.48669999999999997,0.25,30.433333333333334,0.3333333333333333,11.0,4.0,,1.0,,,19.272727272727273,18.545454545454547,7.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,6.0,11.0,4.0,9.0,1.0,3.0,2.0,4.0,1.0,5.0,2.0,8.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,0.5454545454545454,0.3333333333333333,0.2,0.3333333333333333,0.5,1.0,0.75,0.6,1.0,0.5,0.8333333333333334,0.5714285714285714,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.25,0.25,0.21428571428571427,1.0,1.0,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.48155,0.06666666666666667,0.08333333333333333,0.25,7.281818181818181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
1507-1719-1739-431-757,1610612757,"Derek Anderson, Bonzi Wells, Ruben Patterson, Shawn Kemp, Damon Stoudamire","Anderson, Wells, Patterson, Kemp, Stoudamire",1507-1719-1739-431-757,POR,91.0,2,-4.0,3.0,2.0,6.0,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,0.5,94.94505494505495,19.0,19.0,,,,,,,0.5,0.4657,0.3527,,25.0,0.6666666666666666,3.0,2.0,1.0,1.0,1.0,,11.333333333333334,11.333333333333334,2.0,,,,,,,1.0,,,1.0,,,1.0,,4.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,9.3,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
1507-1719-1739-431-937,1610612757,"Derek Anderson, Bonzi Wells, Ruben Patterson, Shawn Kemp, Scottie Pippen","Anderson, Wells, Patterson, Kemp, Pippen",1507-1719-1739-431-937,POR,114.0,1,-3.0,2.0,,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,75.78947368421053,28.0,28.0,,,,,,,1.0,0.53905,,,25.5,,4.0,3.0,,,,,14.5,12.0,2.0,,,1.0,,,,,,,1.0,,,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,1.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,0.75,,,,,1.0,,0.5,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
1507-1719-1739-70-739,1610612757,"Derek Anderson, Bonzi Wells, Ruben Patterson, Steve Kerr, Rasheed Wallace","Anderson, Wells, Patterson, Kerr, Wallace",1507-1719-1739-70-739,POR,352.0,2,-3.0,11.0,,23.0,,1.0,,,,2.0,15.0,,,,,,2.0,,4.0,9.0,,,,,,,0.5384615384615384,,0.5769230769230769,,0.15384615384615385,94.0909090909091,15.181818181818182,15.181818181818182,0.07692307692307693,,,,,,0.6923076923076923,0.5139538461538462,,,24.0,,12.0,3.0,,1.0,,,15.416666666666666,15.25,6.0,3.0,6.0,7.0,3.0,,1.0,3.0,,1.0,1.0,,7.0,11.0,1.0,18.0,3.0,3.0,,6.0,,,,4.0,10.0,6.0,,1.0,2.0,2.0,,,3.0,,2.0,2.0,3.0,5.0,1.0,1.0,,1.0,,4.0,7.0,1.0,1.0,,1.0,1.0,1.0,0.2857142857142857,0.5,0.6363636363636364,1.0,,1.0,1.0,1.0,0.6666666666666666,0.75,,,0.6666666666666666,0.5,1.0,1.0,,,1.0,,0.16666666666666666,0.5384615384615384,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.07692307692307693,,,,0.07692307692307693,1.0,,,0.5579333333333333,0.07692307692307693,0.09090909090909091,0.4,4.4363636363636365,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
1507-1719-1739-739-757,1610612757,"Derek Anderson, Bonzi Wells, Ruben Patterson, Rasheed Wallace, Damon Stoudamire","Anderson, Wells, Patterson, Wallace, Stoudamire",1507-1719-1739-739-757,POR,331.0,2,6.0,11.0,10.0,21.0,,,,,1.0,3.0,14.0,1.0,3.0,12.0,3.0,1.0,3.0,,7.0,14.0,12.0,10.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7222222222222222,0.6875,0.7,0.6666666666666666,0.3333333333333333,91.3595166163142,14.0,14.0,,,,,,,0.4444444444444444,0.4412333333333333,0.421475,0.8571428571428571,25.900000000000002,0.9090909090909091,10.0,1.0,,1.0,1.0,,17.7,17.3,6.0,,1.0,1.0,,,2.0,2.0,2.0,3.0,3.0,3.0,5.0,6.0,1.0,8.0,,,,,4.0,5.0,1.0,4.0,6.0,,,3.0,2.0,,,,,2.0,2.0,4.0,,4.0,,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,,,,,0.4,0.4,0.8333333333333334,,0.8,,,1.0,0.6666666666666666,,1.0,,0.8,,,,,1.0,1.0,1.0,,0.1111111111111111,1.0,1.0,,0.2222222222222222,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,,0.375,,0.1,0.14285714285714285,,10.983333333333334,,,,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
1507-1719-1739-739-937,1610612757,"Derek Anderson, Bonzi Wells, Ruben Patterson, Rasheed Wallace, Scottie Pippen","Anderson, Wells, Patterson, Wallace, Pippen",1507-1719-1739-739-937,POR,8.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,180.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31275,0.31275,1.0,22.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
1507-1719-431-70-739,1610612757,"Derek Anderson, Bonzi Wells, Shawn Kemp, Steve Kerr, Rasheed Wallace","Anderson, Wells, Kemp, Kerr, Wallace",1507-1719-431-70-739,POR,116.0,2,-4.0,3.0,3.0,7.0,,,,,,,2.0,,,2.0,,,,,,2.0,2.0,3.0,,,,,,,0.5,0.5,,86.89655172413794,13.333333333333334,13.333333333333334,,,,,,,,0.3416,0.3416,1.0,,1.0,4.0,,,1.0,1.0,,19.0,19.0,2.0,,,,,,,,,1.0,,,,1.0,2.0,6.0,,,,,,1.0,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,0.5,,20.1,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
1507-1719-431-739-757,1610612757,"Derek Anderson, Bonzi Wells, Shawn Kemp, Rasheed Wallace, Damon Stoudamire","Anderson, Wells, Kemp, Wallace, Stoudamire",1507-1719-431-739-757,POR,227.0,2,-6.0,7.0,,14.0,,,,,,1.0,4.0,,,,,,1.0,,2.0,4.0,,,,,,,0.2,,0.3333333333333333,,0.2,88.81057268722468,14.857142857142858,14.857142857142858,,,,,,,0.6,0.49429,,,24.9,,7.0,4.0,,1.0,,,17.571428571428573,16.0,4.0,,1.0,2.0,,,,2.0,,,1.0,,1.0,4.0,2.0,10.0,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,1.0,2.0,,2.0,,,,1.0,,3.0,6.0,2.0,1.0,,,,,1.0,1.0,0.25,,,,,1.0,0.5,,,,0.3333333333333333,,,,,,1.0,,,0.4,0.5,0.5,1.0,0.4,,,,,,,0.2,,,,,0.16666666666666666,0.2,,5.175,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2002,2001-02,True
