EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,BadPassSteals,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Corner3FGM,Corner3FGA,SecondChanceFG2A,Corner3Assists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SelfOReb,LongMidRangePctBlocked,DefCorner3ReboundPct,SelfORebPct,PenaltyCorner3FGM,Fg3aBlocked,FTOffRebounds,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,BlockedCorner3,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1065-1548-1960-958-962,1610612738,"Erick Strickland, Mark Blount, Milt Palacio, Vitaly Potapenko, Walter McCarty","Strickland, Blount, Palacio, Potapenko, McCarty",1065-1548-1960-958-962,BOS,48.0,1,1.0,-1.0,1.0,2.0,1.0,2.0,3.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,90.0,,31.0,8.5,16.0,8.5,0.5,,,,0.5,,,,0.5,,0.5,,0.4648,0.4648,,,,14.5,26.2,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2207-2208-677,1610612738,"Erick Strickland, Mark Blount, Joe Johnson, Kedrick Brown, Eric Williams","Strickland, Blount, Johnson, Brown, Williams",1065-1548-2207-2208-677,BOS,99.0,1,2.0,2.0,3.0,4.0,,3.0,7.0,,,2.0,3.0,,,,,2.0,3.0,,6.0,4.0,,,,,,,,6.0,3.0,2.0,,2.0,2.0,2.0,,6.0,1.0,2.0,2.0,,,,,1.0,,,,,,,6.0,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,1.0,,1.0,,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,101.81818181818183,,15.666666666666666,13.0,15.666666666666666,12.5,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,1.0,0.6666666666666666,0.40845,,,,,,27.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2207-2208-962,1610612738,"Erick Strickland, Mark Blount, Joe Johnson, Kedrick Brown, Walter McCarty","Strickland, Blount, Johnson, Brown, McCarty",1065-1548-2207-2208-962,BOS,192.0,1,3.0,3.0,7.0,7.0,7.0,7.0,14.0,,,,1.0,,1.0,2.0,2.0,,1.0,1.0,5.0,2.0,2.0,2.0,,1.0,5.0,,4.0,,1.0,,,,,,,,2.0,3.0,3.0,,,2.0,2.0,2.0,4.0,1.0,,,,,5.0,5.0,7.0,,,,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,,1.0,0.6666666666666666,,1.0,105.0,,9.571428571428571,17.857142857142858,9.571428571428571,16.571428571428573,,,,,0.3333333333333333,,,,0.3333333333333333,,1.0,,0.5624333333333333,0.5624333333333333,0.25,0.3333333333333333,1.0,,28.9,1.0,,2.0,2.0,2.0,2.0,,,,,1.0,,,,,1.0,,3.0,1.0,2.0,,,1.0,,,,,,,,0.5,,,,,,,0.6666666666666666,1.0,1.0,,,,,0.6666666666666666,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2207-2218-962,1610612738,"Erick Strickland, Mark Blount, Joe Johnson, Joseph Forte, Walter McCarty","Strickland, Blount, Johnson, Forte, McCarty",1065-1548-2207-2218-962,BOS,16.0,1,,-1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2207-677-952,1610612738,"Erick Strickland, Mark Blount, Joe Johnson, Eric Williams, Antoine Walker","Strickland, Blount, Johnson, Williams, Walker",1065-1548-2207-677-952,BOS,258.0,3,4.0,,8.0,7.0,6.0,7.0,15.0,,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,,9.0,9.0,2.0,4.0,1.0,2.0,7.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,,7.0,3.0,3.0,4.0,1.0,,1.0,,,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,6.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.6,0.5,0.5625,0.5833333333333334,0.5625,0.5833333333333334,0.375,1.0,1.0,1.0,1.0,,83.72093023255815,1.0,17.75,16.571428571428573,17.625,16.571428571428573,0.125,,,,0.25,0.5,0.5,1.0,0.16666666666666666,1.0,0.75,0.5,0.499275,0.473675,0.125,0.2,0.7777777777777778,5.58,24.53333333333333,0.75,1.0,3.0,3.0,2.0,2.0,,1.0,,2.0,,1.0,2.0,,,,1.0,,,,1.0,,,1.0,,,,1.0,0.2,,,,,,,1.0,,0.375,1.0,1.0,0.6666666666666666,0.125,,,0.3333333333333333,1.0,0.2222222222222222,,1.0,,,1.0,1.0,,,,,,0.125,,,,1.0,1.0,,1.0,,1.0,,,2.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,0.16666666666666666,0.5666,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2207-677-962,1610612738,"Erick Strickland, Mark Blount, Joe Johnson, Eric Williams, Walter McCarty","Strickland, Blount, Johnson, Williams, McCarty",1065-1548-2207-677-962,BOS,105.0,1,2.0,,5.0,4.0,5.0,4.0,9.0,,1.0,,,,,,2.0,1.0,1.0,,3.0,3.0,,2.0,1.0,1.0,3.0,,,3.0,,,,1.0,1.0,,,3.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,3.0,5.0,,,1.0,1.0,1.0,1.0,,,0.5,0.5,0.5,0.5,0.3333333333333333,,1.0,1.0,,1.0,123.42857142857143,,9.0,15.0,9.0,15.0,0.3333333333333333,,,,,,,,,,0.3333333333333333,,0.4328166666666667,0.4328166666666667,,,1.0,10.65,23.6,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,1.0,1.0,,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2207-72-952,1610612738,"Erick Strickland, Mark Blount, Joe Johnson, Kenny Anderson, Antoine Walker","Strickland, Blount, Johnson, Anderson, Walker",1065-1548-2207-72-952,BOS,222.0,2,4.0,1.0,7.0,7.0,5.0,,14.0,,1.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,9.0,8.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,2.0,,,,,1.0,2.0,1.0,,,,,7.0,5.0,5.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5625,0.5,0.42857142857142855,,0.2,0.16666666666666666,,1.0,90.8108108108108,,15.0,16.714285714285715,15.0,11.285714285714286,0.14285714285714285,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.8571428571428571,0.3333333333333333,0.6028214285714286,0.57589,0.125,0.2,0.5555555555555556,5.125,25.7,0.7142857142857143,1.0,2.0,3.0,1.0,1.0,,,2.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,0.25,0.3333333333333333,,0.5,,0.25,1.0,,,0.42857142857142855,0.6666666666666666,1.0,0.5,,,,0.2,1.0,0.2222222222222222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2207-952-962,1610612738,"Erick Strickland, Mark Blount, Joe Johnson, Antoine Walker, Walter McCarty","Strickland, Blount, Johnson, Walker, McCarty",1065-1548-2207-952-962,BOS,14.0,1,,-1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2207-958-962,1610612738,"Erick Strickland, Mark Blount, Joe Johnson, Vitaly Potapenko, Walter McCarty","Strickland, Blount, Johnson, Potapenko, McCarty",1065-1548-2207-958-962,BOS,153.0,1,3.0,3.0,4.0,4.0,,4.0,8.0,1.0,1.0,1.0,2.0,,,2.0,3.0,1.0,2.0,,7.0,4.0,,,,,,,4.0,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,,,,,1.0,,,1.0,,1.0,,7.0,,,,,1.0,0.5,,0.5,0.6666666666666666,,0.7,,0.7,,0.4,,0.3333333333333333,0.3333333333333333,1.0,,75.29411764705883,,18.5,19.75,18.0,19.75,0.2,1.0,1.0,,0.4,0.5,0.5,1.0,,,0.6,0.5,0.37313999999999997,,,,,10.6,25.75,,1.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,,,0.2,,,,0.2,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2208-915-958,1610612738,"Erick Strickland, Mark Blount, Kedrick Brown, Rodney Rogers, Vitaly Potapenko","Strickland, Blount, Brown, Rogers, Potapenko",1065-1548-2208-915-958,BOS,103.0,1,2.0,-7.0,4.0,4.0,4.0,4.0,8.0,,1.0,,,,,,1.0,,,,,7.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,0.5,,,,,111.84466019417476,,13.25,12.5,13.25,12.5,1.0,,,,,,,,,,,,0.3902,0.3902,,,,15.6,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2208-915-960,1610612738,"Erick Strickland, Mark Blount, Kedrick Brown, Rodney Rogers, Tony Delk","Strickland, Blount, Brown, Rogers, Delk",1065-1548-2208-915-960,BOS,39.0,1,1.0,-4.0,2.0,2.0,2.0,2.0,4.0,,,,1.0,,1.0,,,,1.0,,,4.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,147.69230769230768,,15.5,4.0,15.5,4.0,,,,,1.0,,,,1.0,,1.0,,0.5127,0.5127,,,,,25.7,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2208-915-962,1610612738,"Erick Strickland, Mark Blount, Kedrick Brown, Rodney Rogers, Walter McCarty","Strickland, Blount, Brown, Rogers, McCarty",1065-1548-2208-915-962,BOS,321.0,1,5.0,,10.0,11.0,,,21.0,,,,1.0,,,1.0,7.0,,1.0,,2.0,2.0,,,,,,2.0,,,1.0,,1.0,,1.0,,,2.0,5.0,8.0,9.0,,,3.0,,,,,1.0,,1.0,1.0,2.0,,,1.0,1.0,,,,,0.14285714285714285,,0.125,,0.125,,0.125,,0.8333333333333334,0.8888888888888888,1.0,1.0,94.20560747663552,1.0,16.3,14.363636363636363,15.7,13.727272727272727,,,,,0.125,,,,,,0.75,,0.5273125,,,,,3.8000000000000003,26.1,,1.0,1.0,5.0,,,,2.0,,,,2.0,1.0,1.0,3.0,,1.0,1.0,,3.0,,,,1.0,,,,,0.2857142857142857,0.4,,0.16666666666666666,1.0,0.14285714285714285,,0.6666666666666666,1.0,0.625,0.2,0.3333333333333333,1.0,0.25,,,,,,1.0,,0.5,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.4855,1.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2208-958-962,1610612738,"Erick Strickland, Mark Blount, Kedrick Brown, Vitaly Potapenko, Walter McCarty","Strickland, Blount, Brown, Potapenko, McCarty",1065-1548-2208-958-962,BOS,389.0,2,6.0,-4.0,14.0,13.0,14.0,13.0,27.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,3.0,6.0,15.0,19.0,3.0,6.0,1.0,3.0,15.0,,6.0,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,2.0,3.0,6.0,1.0,1.0,3.0,1.0,2.0,8.0,2.0,1.0,,1.0,1.0,13.0,15.0,14.0,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5769230769230769,0.5769230769230769,0.3333333333333333,0.3333333333333333,0.5,0.4,,1.0,99.94858611825192,1.0,14.714285714285714,14.076923076923077,14.214285714285714,13.846153846153847,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.5,0.6666666666666666,0.5,0.49806111111111107,0.49806111111111107,0.18181818181818182,0.25,1.0,9.4,25.833333333333332,1.0,3.0,2.0,3.0,2.0,3.0,,,,2.0,6.0,,,1.0,,1.0,3.0,1.0,1.0,2.0,,,2.0,,1.0,,,0.5,,,1.0,0.3333333333333333,,0.6,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,0.3333333333333333,0.6666666666666666,0.13333333333333333,,,,,1.0,2.0,,2.0,1.0,1.0,1.0,0.1111111111111111,,,,1.0,2.0,,1.0,,1.0,,,2.0,,1.0,,1.0,3.0,,,,1.0,0.5,0.5,0.5,1.0,,1.0,0.5,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-2208-960-962,1610612738,"Erick Strickland, Mark Blount, Kedrick Brown, Tony Delk, Walter McCarty","Strickland, Blount, Brown, Delk, McCarty",1065-1548-2208-960-962,BOS,388.0,3,6.0,4.0,14.0,12.0,10.0,8.0,26.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,8.0,2.0,5.0,3.0,15.0,11.0,1.0,6.0,1.0,3.0,8.0,2.0,4.0,6.0,4.0,2.0,1.0,2.0,3.0,2.0,,8.0,4.0,5.0,8.0,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,,1.0,1.0,12.0,8.0,10.0,0.3333333333333333,0.3333333333333333,1.0,0.4,0.3333333333333333,0.4,0.375,0.16666666666666666,0.46153846153846156,0.2777777777777778,0.5,0.36363636363636365,0.38461538461538464,1.0,0.8,0.8333333333333334,1.0,0.6666666666666666,96.49484536082474,1.0,15.785714285714286,13.916666666666666,14.357142857142858,13.833333333333334,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.3076923076923077,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.46153846153846156,0.5,0.44588076923076925,0.4221111111111111,0.07142857142857142,0.1111111111111111,0.5333333333333333,10.6625,25.28,0.7142857142857143,4.0,,1.0,,1.0,2.0,4.0,,3.0,3.0,,,3.0,1.0,,3.0,1.0,,,1.0,,1.0,1.0,,,,0.5,,,,0.6,1.0,0.375,1.0,1.0,1.0,0.07692307692307693,,,,0.3076923076923077,0.5,0.5,0.1111111111111111,,0.2,1.0,,0.5,,1.0,1.0,,,,,,0.07692307692307693,,,,,,,,2.0,,2.0,,,1.0,,,1.0,1.0,,,,1.0,,0.5,0.5,,0.5,,,,,0.6666666666666666,,0.4234,,,,,,,,,,,,,,,1.0,1.0,,,0.5,0.5,1.0,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-677-72-952,1610612738,"Erick Strickland, Mark Blount, Eric Williams, Kenny Anderson, Antoine Walker","Strickland, Blount, Williams, Anderson, Walker",1065-1548-677-72-952,BOS,245.0,2,4.0,5.0,6.0,8.0,1.0,8.0,14.0,1.0,3.0,1.0,1.0,,,2.0,8.0,2.0,3.0,2.0,12.0,7.0,,,,,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,,8.0,2.0,3.0,8.0,,,,,,3.0,1.0,,,,,9.0,2.0,1.0,0.5,0.5,1.0,0.6666666666666666,,0.6666666666666666,0.25,,0.45454545454545453,,0.5,1.0,0.2727272727272727,,1.0,1.0,1.0,1.0,82.28571428571429,,24.0,12.625,17.0,12.625,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.09090909090909091,1.0,1.0,1.0,,,0.5454545454545454,1.0,0.4245181818181818,,0.09090909090909091,0.125,0.16666666666666666,8.0875,23.766666666666666,0.16666666666666666,2.0,1.0,3.0,,,,2.0,,3.0,2.0,2.0,1.0,4.0,,1.0,5.0,1.0,1.0,,,,1.0,,,,,0.3,0.25,0.6666666666666666,1.0,0.6666666666666666,,0.7142857142857143,1.0,,,0.2727272727272727,0.3333333333333333,1.0,1.0,0.18181818181818182,,,,,0.25,,,0.5,1.0,2.0,4.0,1.0,1.0,,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,,2.0,1.0,,,,1.0,,,,,,,,,1.0,,,,0.3,0.5,,,0.4,,,0.2,,,0.36326,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,1610612738,2002,2001-02,False
1065-1548-677-72-962,1610612738,"Erick Strickland, Mark Blount, Eric Williams, Kenny Anderson, Walter McCarty","Strickland, Blount, Williams, Anderson, McCarty",1065-1548-677-72-962,BOS,115.0,2,2.0,-8.0,5.0,4.0,4.0,4.0,9.0,,,,,,,,4.0,,,,,8.0,,4.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,112.69565217391303,,15.0,10.0,14.8,10.0,,,,,,,,,,,0.5,,0.50295,0.50295,,,,4.6,,0.8,1.0,,2.0,,2.0,,2.0,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,0.5,0.5,,0.25,,0.25,,,,0.5,,,,0.5,,,0.5,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-677-915-962,1610612738,"Erick Strickland, Mark Blount, Eric Williams, Rodney Rogers, Walter McCarty","Strickland, Blount, Williams, Rogers, McCarty",1065-1548-677-915-962,BOS,14.0,1,,-2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-677-952-962,1610612738,"Erick Strickland, Mark Blount, Eric Williams, Antoine Walker, Walter McCarty","Strickland, Blount, Williams, Walker, McCarty",1065-1548-677-952-962,BOS,286.0,1,5.0,6.0,10.0,11.0,4.0,,21.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,5.0,1.0,2.0,3.0,14.0,8.0,,1.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,,7.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,,,,,14.0,3.0,4.0,0.5,0.5,1.0,0.5,0.5,0.5,0.8,,0.7857142857142857,0.5,0.7777777777777778,0.375,0.2857142857142857,0.5,1.0,1.0,,1.0,105.73426573426573,,14.8,12.545454545454545,14.8,12.454545454545455,0.2857142857142857,1.0,1.0,,0.2857142857142857,0.5,0.5,1.0,0.6666666666666666,0.5,0.7142857142857143,0.5,0.6126714285714286,0.6578666666666667,0.25,0.3333333333333333,0.21428571428571427,7.24,25.2,0.4,,2.0,3.0,,1.0,,,,,,1.0,2.0,,1.0,,,2.0,2.0,1.0,,1.0,1.0,,,,,,0.2,0.3333333333333333,,,1.0,,,1.0,1.0,0.42857142857142855,0.6666666666666666,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2002,2001-02,False
1065-1548-72-915-962,1610612738,"Erick Strickland, Mark Blount, Kenny Anderson, Rodney Rogers, Walter McCarty","Strickland, Blount, Anderson, Rogers, McCarty",1065-1548-72-915-962,BOS,44.0,1,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,1.0,2.0,1.0,2.0,,,1.0,2.0,,3.0,,,,1.0,2.0,3.0,,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,3.0,3.0,1.0,,,1.0,0.5,0.5,1.0,,,0.75,0.75,0.75,0.75,1.0,,1.0,1.0,,1.0,65.45454545454545,,20.0,24.0,20.0,24.0,,,,,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.4302,0.4302,,,1.0,,48.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1610612738,2002,2001-02,False
