EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,Steals,BadPassSteals,FirstChancePoints,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,SelfOReb,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefAtRimReboundPct,SelfORebPct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGA,Corner3Frequency,ShootingFouls,Fouls,BlockedAtRim,PenaltyDefPoss,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,ShortMidRangeFGM,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangeAssists,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffArc3ReboundPct,ShortMidRangePctAssisted,FTDefRebounds,Loose Ball Fouls,DefFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,DeadBallTurnovers,Offensive Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,3SecondViolations,OffLongMidRangeReboundPct,DefCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceFtPoints,HeaveAttempts,Travels,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,Clear Path Fouls,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3Frequency,PenaltyCorner3FGA,ThreePtShootingFoulsDrawn,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,HeaveMakes,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
1051-1502-2211-2240-2352,1610612744,"Dean Garrett, Adonal Foyle, Troy Murphy, Gilbert Arenas, Dean Oliver","Garrett, Foyle, Murphy, Arenas, Oliver",1051-1502-2211-2240-2352,GSW,80.0,1,1.0,-2.0,3.0,4.0,7,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,126.0,11.666666666666666,11.25,11.666666666666666,11.25,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6795666666666667,7.3999999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
1051-1504-1538-1716-2240,1610612744,"Dean Garrett, Danny Fortson, Cedric Henderson, Larry Hughes, Gilbert Arenas","Garrett, Fortson, Henderson, Hughes, Arenas",1051-1504-1538-1716-2240,GSW,77.0,1,1.0,2.0,2.0,3.0,5,2.0,,,2.0,2.0,4.0,2.0,2.0,,,4.0,1.0,1.0,1.0,93.5064935064935,8.0,20.333333333333332,8.0,20.333333333333332,1.0,,,,1.0,0.629,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.629,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
1051-1538-1716-2211-2240,1610612744,"Dean Garrett, Cedric Henderson, Larry Hughes, Troy Murphy, Gilbert Arenas","Garrett, Henderson, Hughes, Murphy, Arenas",1051-1538-1716-2211-2240,GSW,149.0,1,2.0,8.0,9.0,9.0,18,3.0,1.0,2.0,3.0,5.0,10.0,2.0,4.0,3.0,2.0,8.0,0.6,0.6,0.625,173.95973154362414,5.111111111111111,11.444444444444445,5.0,10.0,0.6,0.4,0.5,0.5,0.6,0.56802,6.0200000000000005,9.0,2.0,2.0,3.0,3.0,5.0,10.0,2.0,1.0,1.0,,2.0,1.0,2.0,3.0,10.0,9.0,0.3333333333333333,0.5,0.6,0.6,0.625,0.3333333333333333,0.5,0.5,,0.6666666666666666,0.6666666666666666,,0.6,0.6666666666666666,0.56802,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.6046,0.3333333333333333,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
1051-1538-2211-2240-2352,1610612744,"Dean Garrett, Cedric Henderson, Troy Murphy, Gilbert Arenas, Dean Oliver","Garrett, Henderson, Murphy, Arenas, Oliver",1051-1538-2211-2240-2352,GSW,241.0,1,4.0,2.0,9.0,9.0,18,3.0,,1.0,1.0,5.0,12.0,10.0,2.0,1.0,1.0,10.0,0.2,0.6111111111111112,0.6,107.55186721991701,10.444444444444445,16.333333333333332,10.0,14.88888888888889,0.3333333333333333,0.1111111111111111,,,0.7777777777777778,0.5511166666666667,7.0,5.0,1.0,1.0,3.0,1.0,4.0,8.0,,,2.0,,6.0,2.0,2.0,4.0,8.0,5.0,,,0.25,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6666666666666666,,1.0,0.3333333333333333,0.3333333333333333,,0.42857142857142855,0.3333333333333333,0.5827928571428572,0.6666666666666666,0.5555555555555556,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,,2.0,,2.0,,1.0,,1.0,1.0,,2.0,,1.0,,,,,,0.5,0.5,0.5,1.0,0.5,,0.4,1.0,,,,1.0,0.5,0.63605,0.1,0.16666666666666666,0.16666666666666666,1.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,6.0,3.0,4.0,3.0,2.0,2.0,2.0,0.6666666666666666,0.75,0.6666666666666666,0.75,0.4444444444444444,1.0,0.4,0.1111111111111111,0.4444444444444444,0.75,0.75,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.75,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
1051-168-1716-2211-2240,1610612744,"Dean Garrett, Chris Mills, Larry Hughes, Troy Murphy, Gilbert Arenas","Garrett, Mills, Hughes, Murphy, Arenas",1051-168-1716-2211-2240,GSW,88.0,1,1.0,-4.0,3.0,3.0,6,1.0,,1.0,1.0,2.0,2.0,6.0,,,,2.0,0.5,0.3333333333333333,0.3333333333333333,98.18181818181819,13.0,16.333333333333332,13.0,15.333333333333334,0.3333333333333333,0.3333333333333333,,,0.6666666666666666,0.49056666666666665,11.5,,1.0,,,,,,2.0,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,22.2,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
1051-168-1716-2211-2352,1610612744,"Dean Garrett, Chris Mills, Larry Hughes, Troy Murphy, Dean Oliver","Garrett, Mills, Hughes, Murphy, Oliver",1051-168-1716-2211-2352,GSW,158.0,1,3.0,-1.0,7.0,8.0,15,2.0,1.0,3.0,2.0,5.0,4.0,5.0,,1.0,1.0,4.0,0.4,0.3333333333333333,0.3333333333333333,136.70886075949366,8.0,12.75,8.0,11.625,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5627583333333334,12.28,,1.0,,,,,,4.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,,,1.0,1.0,,,,0.75,0.6,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,0.16666666666666666,1.0,,,0.16666666666666666,,,,,,,25.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
1051-168-2211-2240-2352,1610612744,"Dean Garrett, Chris Mills, Troy Murphy, Gilbert Arenas, Dean Oliver","Garrett, Mills, Murphy, Arenas, Oliver",1051-168-2211-2240-2352,GSW,210.0,1,4.0,1.0,7.0,8.0,15,,1.0,2.0,1.0,3.0,5.0,4.0,,2.0,,5.0,0.3333333333333333,0.4166666666666667,0.4166666666666667,102.85714285714286,12.428571428571429,15.375,11.428571428571429,14.75,,0.3333333333333333,0.5,0.5,0.5,0.43134999999999996,14.1,,,,,,,,2.0,1.0,2.0,,5.0,1.0,2.0,3.0,,,1.0,1.0,,,,0.3333333333333333,0.5,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,1.0,0.25,,1.0,,1.0,,,,,,,1.0,,1.0,,,1.0,3.0,,,3.0,,1.0,,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.5,,,0.16666666666666666,0.16666666666666666,,,,,,,24.400000000000002,2.0,0.3333333333333333,,,,8.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
1051-1712-2202-2240-956,1610612744,"Dean Garrett, Antawn Jamison, Jason Richardson, Gilbert Arenas, Erick Dampier","Garrett, Jamison, Richardson, Arenas, Dampier",1051-1712-2202-2240-956,GSW,193.0,1,3.0,,7.0,6.0,13,1.0,,,2.0,4.0,8.0,8.0,4.0,,,6.0,0.5,0.4,0.5,96.99481865284974,11.857142857142858,18.333333333333332,11.857142857142858,15.5,0.2,,,,0.4,0.41287,7.625,3.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,2.0,2.0,3.0,3.0,3.0,,,0.5,0.3333333333333333,0.375,0.2857142857142857,0.2857142857142857,0.5,,1.0,1.0,,0.3333333333333333,1.0,0.40668333333333334,0.375,0.42857142857142855,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,,1.0,,1.0,,,,,,,6.0,,3.0,,3.0,3.0,3.0,2.0,1.0,1.0,1.0,,0.5,,0.3333333333333333,,,0.6666666666666666,,1.0,1.0,0.4164,0.375,0.42857142857142855,0.25,3.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,0.2,,,0.6,0.2,,,,0.3333333333333333,,,25.0,,,1.0,1.0,,6.0,,,,,,,,,,,,1.0,1.0,0.25,0.3333333333333333,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
1051-1712-2202-2352-956,1610612744,"Dean Garrett, Antawn Jamison, Jason Richardson, Dean Oliver, Erick Dampier","Garrett, Jamison, Richardson, Oliver, Dampier",1051-1712-2202-2352-956,GSW,235.0,1,4.0,5.0,8.0,8.0,16,4.0,,,3.0,5.0,13.0,8.0,,1.0,,11.0,0.6,0.75,0.7222222222222222,98.04255319148936,13.875,15.5,13.0,15.5,0.5,,,,0.875,0.5425375,2.7399999999999998,,2.0,,,,,,6.0,3.0,5.0,2.0,12.0,2.0,3.0,4.0,,,1.0,1.0,,,,1.0,1.0,1.0,,0.5,0.6666666666666666,1.0,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.3333333333333333,,1.0,1.0,,,,,0.1111111111111111,0.16666666666666666,0.15384615384615385,1.0,1.0,2.0,,,2.0,3.0,,,6.0,,2.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.375,,0.5,0.125,0.25,0.5,0.5,1.0,,,0.5,24.866666666666664,1.0,0.125,,2.0,,4.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,0.2,,,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
1051-1712-2211-2352-956,1610612744,"Dean Garrett, Antawn Jamison, Troy Murphy, Dean Oliver, Erick Dampier","Garrett, Jamison, Murphy, Oliver, Dampier",1051-1712-2211-2352-956,GSW,242.0,1,4.0,-3.0,7.0,8.0,15,,3.0,5.0,3.0,6.0,6.0,9.0,2.0,,,6.0,0.5,0.5,0.5,89.25619834710744,15.571428571428571,16.625,15.571428571428571,13.125,,0.8333333333333334,0.6,0.6,,0.4083833333333333,16.7,,,,,,,,4.0,2.0,2.0,,4.0,2.0,3.0,3.0,,,0.6666666666666666,0.6666666666666666,,,,0.4,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,0.6666666666666666,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.16666666666666666,,,,,,,,,,,2.0,5.0,,1.0,,,,,,,,,,,,,1.0,0.16666666666666666,1.0,,,,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2002,2001-02,False
