EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefRebounds,Rebounds,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGA,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,FG3APct,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsPutbacks,OffTwoPtRebounds,SelfOReb,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,PenaltyArc3FGA,SecondChanceFtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Frequency,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,Arc3Assists,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,3SecondViolations,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BlockedShortMidRange,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,SecondChanceAtRimPctAssisted,DefCorner3ReboundPct,Travels,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGA,HeaveAttempts,SecondChanceCorner3Frequency,Technical Free Throw Trips,DefensiveGoaltends,BlockedCorner3,SecondChanceCorner3FGM,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
1051-1497-1732-1887-2230,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Wally Szczerbiak, Maurice Evans","Garrett, Billups, Lopez, Szczerbiak, Evans",1051-1497-1732-1887-2230,MIN,75.0,1,1.0,3.0,3.0,6.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,115.2,1.0,14.333333333333334,10.666666666666666,14.333333333333334,10.666666666666666,1.0,0.3333333333333333,0.5,0.34709999999999996,0.3333333333333333,0.3333333333333333,7.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
1051-1497-1732-1887-417,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Wally Szczerbiak, Sam Mitchell","Garrett, Billups, Lopez, Szczerbiak, Mitchell",1051-1497-1732-1887-417,MIN,33.0,1,1.0,2.0,1.0,3.0,,,,1.0,2.0,2.0,,,,,1.0,1.0,2.0,,1.0,,,,,2.0,,,0.5,,,,1.0,,130.9090909090909,,9.5,14.0,9.5,14.0,,,,0.3876,0.5,0.5,16.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.3876,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
1051-1497-1732-1887-708,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Wally Szczerbiak, Kevin Garnett","Garrett, Billups, Lopez, Szczerbiak, Garnett",1051-1497-1732-1887-708,MIN,166.0,2,3.0,5.0,6.0,11.0,,,1.0,2.0,2.0,7.0,6.0,2.0,,2.0,2.0,3.0,3.0,1.0,1.0,,,,,7.0,0.5,0.5,0.5833333333333334,,,1.0,0.6666666666666666,1.0,95.42168674698796,,18.6,12.166666666666666,17.2,11.833333333333334,,,,0.52595,0.2,0.5,,1.0,3.0,4.0,,1.0,2.0,5.0,,5.0,3.0,0.8333333333333334,,,,0.558675,0.7142857142857143,0.6,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.75,0.6,1.0,0.5,0.3333333333333333,1.0,0.4,0.5,0.5,0.4,0.5,0.5,1.0,0.2,0.5,0.5,1.0,1.0,24.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
1051-1497-1732-1887-718,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Wally Szczerbiak, Gary Trent","Garrett, Billups, Lopez, Szczerbiak, Trent",1051-1497-1732-1887-718,MIN,71.0,1,1.0,3.0,3.0,6.0,,,1.0,2.0,2.0,4.0,,2.0,,1.0,2.0,3.0,2.0,,,,,,,2.0,0.5,0.5,0.6666666666666666,,,1.0,1.0,1.0,121.69014084507042,,3.3333333333333335,20.333333333333332,3.3333333333333335,20.333333333333332,,,,0.5813,,,,4.0,2.0,3.0,,2.0,2.0,4.0,1.0,4.0,2.0,0.6666666666666666,1.0,,,0.5813,1.0,0.6666666666666666,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,0.5,,,,1.0,,1.0,0.5,0.5,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5982,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
1051-1497-1732-2230-2254,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Maurice Evans, Loren Woods","Garrett, Billups, Lopez, Evans, Woods",1051-1497-1732-2230-2254,MIN,886.0,2,15.0,35.0,34.0,69.0,1.0,3.0,6.0,13.0,18.0,30.0,37.0,4.0,3.0,2.0,13.0,19.0,29.0,,5.0,,,4.0,2.0,28.0,0.46153846153846156,0.35294117647058826,0.46875,0.23076923076923078,,0.5,0.5714285714285714,0.6666666666666666,112.14446952595937,0.5,12.457142857142857,13.235294117647058,11.6,12.5,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.48401764705882355,0.22727272727272727,0.2777777777777778,7.915384615384616,-7.0,19.0,27.0,4.0,5.0,15.0,19.0,10.0,19.0,19.0,0.5,0.5882352941176471,0.5714285714285714,0.23529411764705882,0.48510000000000003,0.6333333333333333,0.5428571428571428,6.0,2.0,6.0,2.0,,1.0,,,3.0,,4.0,,2.0,,3.0,,4.0,,8.0,3.0,6.0,3.0,2.0,8.0,3.0,10.0,10.0,2.0,,,,,0.2857142857142857,0.23529411764705882,0.375,0.75,0.36363636363636365,,0.35294117647058826,0.3333333333333333,0.6666666666666666,0.058823529411764705,,,,0.17647058823529413,0.2857142857142857,,,0.5882352941176471,25.125,,1.0,1.0,,1.0,2.0,2.0,,1.0,,,0.4,,0.3333333333333333,0.14285714285714285,,0.75,,1.0,,0.5,,0.06666666666666667,3.0,2.0,2.0,8.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,3.0,7.0,1.0,4.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.5,0.75,0.75,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
1051-1497-1732-2230-417,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Maurice Evans, Sam Mitchell","Garrett, Billups, Lopez, Evans, Mitchell",1051-1497-1732-2230-417,MIN,282.0,1,5.0,11.0,11.0,22.0,,,2.0,4.0,4.0,14.0,14.0,2.0,,2.0,3.0,4.0,4.0,,2.0,,,2.0,1.0,14.0,0.5,0.8333333333333334,0.875,,,0.6666666666666666,0.42857142857142855,0.6666666666666666,112.34042553191489,0.5,13.0,12.636363636363637,12.545454545454545,10.545454545454545,,,,0.5241333333333333,0.25,0.3333333333333333,8.6,,8.0,9.0,2.0,1.0,2.0,10.0,1.0,10.0,8.0,1.25,0.25,,0.3333333333333333,0.5530666666666667,0.7142857142857143,0.7272727272727273,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,3.0,1.0,8.0,,1.0,1.0,,3.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,23.95,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,0.5,,0.5,,1.0,,1.0,0.6603,,1.0,1.0,,2.0,1.0,1.0,,,,2.0,,2.0,2.0,,1.0,3.0,,,2.0,2.0,,0.5,0.5,,,,,,,1.0,0.5,0.5,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
1051-1497-1732-2254-324,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Loren Woods, Anthony Peeler","Garrett, Billups, Lopez, Woods, Peeler",1051-1497-1732-2254-324,MIN,96.0,1,2.0,4.0,5.0,9.0,,,3.0,3.0,,6.0,2.0,6.0,,1.0,3.0,3.0,,,,,,1.0,1.0,6.0,1.0,0.75,0.75,,,1.0,1.0,1.0,135.0,1.0,7.75,13.0,7.75,13.0,,,,0.5510125,,,5.5,4.0,4.0,5.0,1.0,3.0,,6.0,2.0,6.0,4.0,0.75,1.0,1.0,0.25,0.5510125,1.0,1.0,,2.0,2.0,2.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.75,0.25,,,,,0.5,1.0,1.0,,,,,0.25,0.5,,,0.75,24.9,,,2.0,,,,3.0,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,0.25,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
1051-1497-1732-2254-417,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Loren Woods, Sam Mitchell","Garrett, Billups, Lopez, Woods, Mitchell",1051-1497-1732-2254-417,MIN,351.0,2,6.0,13.0,12.0,25.0,1.0,1.0,5.0,11.0,,10.0,11.0,2.0,1.0,1.0,6.0,7.0,,,,,,,,8.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.09090909090909091,,0.5,0.6,0.5,102.56410256410257,,14.23076923076923,13.833333333333334,13.923076923076923,12.833333333333334,0.09090909090909091,1.0,1.0,0.503090909090909,,,7.4363636363636365,-1.0,9.0,4.0,4.0,6.0,,4.0,5.0,4.0,9.0,0.3333333333333333,0.625,0.5,0.36363636363636365,0.5532,0.4,0.6923076923076923,1.0,3.0,6.0,4.0,,,,,,,,,,,,,4.0,,8.0,,1.0,2.0,1.0,2.0,,,,,,,,,0.3333333333333333,,1.0,,0.16666666666666666,,0.5454545454545454,0.5,0.6,,,,,,0.6666666666666666,,,0.5454545454545454,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,0.3333333333333333,0.6,0.2,1.0,1.0,0.5,0.5705,0.2,1.0,,,8.0,4.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,0.8,0.8,0.16666666666666666,,,,,1.0,0.6666666666666666,0.25,0.25,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
1051-1497-1732-324-693,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Anthony Peeler, Joe Smith","Garrett, Billups, Lopez, Peeler, Smith",1051-1497-1732-324-693,MIN,114.0,1,2.0,3.0,3.0,6.0,,,2.0,2.0,,4.0,5.0,,,,1.0,1.0,,,,,,2.0,1.0,4.0,1.0,1.0,1.0,,,,0.5,,75.78947368421053,0.5,15.666666666666666,22.333333333333332,15.666666666666666,19.0,,,,0.4768,,,10.0,-1.0,3.0,3.0,1.0,2.0,,4.0,1.0,4.0,3.0,1.0,0.5,,0.5,0.4768,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,1.0,,,,,,0.5,1.0,1.0,,,,,,0.5,,,0.5,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,4.0,2.0,1.0,1.0,,,,,,,,,,,,2.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
1051-1497-1732-324-708,1610612750,"Dean Garrett, Chauncey Billups, Felipe Lopez, Anthony Peeler, Kevin Garnett","Garrett, Billups, Lopez, Peeler, Garnett",1051-1497-1732-324-708,MIN,149.0,1,2.0,5.0,5.0,10.0,,1.0,2.0,4.0,,4.0,4.0,,,,1.0,1.0,,,,,,,,4.0,0.5,0.5,0.5,,,,0.5,,96.64429530201342,,17.2,12.6,17.2,9.8,0.25,,,0.427175,,,12.175,,5.0,4.0,2.0,4.0,,4.0,1.0,4.0,5.0,0.5,0.5,1.0,0.5,0.427175,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,4.0,,,,,1.0,,1.0,,,,,,,0.5,,,,,,0.25,1.0,1.0,,,,,,0.25,,,0.25,,,,1.0,,,,2.0,,,,,0.5,,,,,,,,,1.0,,,1.0,,,4.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,0.5,0.5,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,True
