EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Steals,BadPassSteals,FG3APct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,OffPoss,PenaltyOffPoss,LostBallSteals,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,FG2A,PenaltyFG2A,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,PenaltyAtRimFrequency,Minutes,PlusMinus,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,DefArc3ReboundPct,Loose Ball Fouls,FTDefRebounds,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2A,SelfOReb,AtRimPctBlocked,OffAtRimReboundPct,SelfORebPct,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,DefTwoPtRebounds,DefTwoPtReboundPct,DefLongMidRangeReboundPct,SecondChanceFG2M,SecondChancePoints,ShortMidRangeAssists,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,NonShootingFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,OffThreePtRebounds,Travels,Technical Free Throw Trips,Assisted3sPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,Arc3PctAssisted,SecondChanceAtRimAccuracy,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,LongMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,LostBallTurnovers,BlockedAtRim,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
123-1497-1732-1887-324,1610612750,"Robert Pack, Chauncey Billups, Felipe Lopez, Wally Szczerbiak, Anthony Peeler","Pack, Billups, Lopez, Szczerbiak, Peeler",123-1497-1732-1887-324,MIN,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,480.0,3.0,3.0,1.0,1.0,1.0,0.207,0.207,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
123-1497-1732-324-708,1610612750,"Robert Pack, Chauncey Billups, Felipe Lopez, Anthony Peeler, Kevin Garnett","Pack, Billups, Lopez, Peeler, Garnett",123-1497-1732-324-708,MIN,3.0,1,1.0,,2.0,,,,,,1.0,,,960.0,3.0,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
123-1725-1887-324-708,1610612750,"Robert Pack, Rasho Nesterovic, Wally Szczerbiak, Anthony Peeler, Kevin Garnett","Pack, Nesterovic, Szczerbiak, Peeler, Garnett",123-1725-1887-324-708,MIN,26.0,1,1.0,1.0,2.0,,,,,,,,,110.76923076923076,19.0,19.0,,,1.0,0.7191,0.7191,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
123-1725-1887-693-708,1610612750,"Robert Pack, Rasho Nesterovic, Wally Szczerbiak, Joe Smith, Kevin Garnett","Pack, Nesterovic, Szczerbiak, Smith, Garnett",123-1725-1887-693-708,MIN,149.0,1,6.0,,12.0,,,,,,,,,115.97315436241611,12.0,12.0,,,0.5,0.4192,0.4455,,6.0,4.0,,4.0,0.6666666666666666,2.0,1.0,4.0,3.0,12.833333333333334,11.833333333333334,0.5,0.3333333333333333,2.0,-4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,11.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,5.0,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,0.75,0.6666666666666666,0.875,0.8333333333333334,0.25,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,0.25,1.0,0.25,0.25,0.7142857142857143,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
123-1725-324-708-718,1610612750,"Robert Pack, Rasho Nesterovic, Anthony Peeler, Kevin Garnett, Gary Trent","Pack, Nesterovic, Peeler, Garnett, Trent",123-1725-324-708-718,MIN,53.0,1,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,0.5,108.67924528301887,12.5,12.5,0.5,0.5,0.5,0.387425,0.387425,25.1,2.0,2.0,,2.0,1.0,,,1.0,1.0,14.0,14.0,,,1.0,-2.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,0.5,,,,,,,,6.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
123-1732-1887-693-708,1610612750,"Robert Pack, Felipe Lopez, Wally Szczerbiak, Joe Smith, Kevin Garnett","Pack, Lopez, Szczerbiak, Smith, Garnett",123-1732-1887-693-708,MIN,37.0,1,1.0,,2.0,,,,,,,,,77.83783783783784,14.0,,,,,0.3964,0.3964,,1.0,1.0,,1.0,1.0,,,1.0,1.0,23.0,23.0,,,1.0,-2.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,20.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
123-1732-1887-693-718,1610612750,"Robert Pack, Felipe Lopez, Wally Szczerbiak, Joe Smith, Gary Trent","Pack, Lopez, Szczerbiak, Smith, Trent",123-1732-1887-693-718,MIN,82.0,1,4.0,4.0,7.0,,,,,,,,,122.92682926829268,9.75,9.75,,,,0.3816,0.3816,,3.0,3.0,,3.0,1.0,,,2.0,2.0,14.333333333333334,14.333333333333334,,,1.0,-8.0,,,,,,2.0,,,,8.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,19.5,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
123-1732-324-708-718,1610612750,"Robert Pack, Felipe Lopez, Anthony Peeler, Kevin Garnett, Gary Trent","Pack, Lopez, Peeler, Garnett, Trent",123-1732-324-708-718,MIN,100.0,1,3.0,,6.0,,,,,,,,,86.39999999999999,17.0,17.0,,,,0.3695,,,3.0,,,,,,,2.0,,16.333333333333332,16.333333333333332,,,2.0,-6.0,,,,,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,14.45,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
123-1887-324-693-718,1610612750,"Robert Pack, Wally Szczerbiak, Anthony Peeler, Joe Smith, Gary Trent","Pack, Szczerbiak, Peeler, Smith, Trent",123-1887-324-693-718,MIN,63.0,1,2.0,1.0,4.0,,,1.0,1.0,,,,0.3333333333333333,91.42857142857143,4.5,4.5,,,1.0,0.46678333333333333,0.36195,25.0,2.0,1.0,,1.0,0.5,2.0,,2.0,,27.0,24.5,0.6666666666666666,,1.0,-6.0,1.0,,,,,,,,,6.0,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,1.0,0.5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
123-1887-324-708-718,1610612750,"Robert Pack, Wally Szczerbiak, Anthony Peeler, Kevin Garnett, Gary Trent","Pack, Szczerbiak, Peeler, Garnett, Trent",123-1887-324-708-718,MIN,19.0,1,,,1.0,,,,,,,,,75.78947368421053,,,,,,0.3399,,,1.0,,,,,,,1.0,,11.0,11.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2002,2001-02,False
