EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,LostBallTurnovers,Loose Ball Fouls,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,BlockedShortMidRange,PenaltyArc3FGA,PenaltyArc3Frequency,SecondChanceAtRimFGM,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,SecondChanceAtRimAccuracy,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Clear Path Fouls,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,Corner3FGM,SecondChanceFtPoints,Corner3Assists,FTOffRebounds,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Travels,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedLongMidRange,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveAttempts,BlockedCorner3,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
109-1904-2058-216-977,1610612747,"Robert Horry, Devean George, Mark Madsen, Brian Shaw, Kobe Bryant","Horry, George, Madsen, Shaw, Bryant",109-1904-2058-216-977,LAL,182.0,2,3.0,-4.0,6.0,6.0,6.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,9.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.625,0.625,0.5,1.0,1.0,1.0,1.0,94.94505494505495,13.0,17.333333333333332,13.0,17.333333333333332,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.530975,0.530975,1.0,22.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1904-216-283-406,1610612747,"Robert Horry, Devean George, Brian Shaw, Lindsey Hunter, Shaquille O'Neal","Horry, George, Shaw, Hunter, O'Neal",109-1904-216-283-406,LAL,829.0,4,14.0,-3.0,22.0,23.0,5.0,2.0,45.0,2.0,6.0,,,,,6.0,19.0,4.0,6.0,24.0,27.0,,3.0,,5.0,5.0,6.0,3.0,5.0,2.0,12.0,6.0,8.0,14.0,1.0,,2.0,,1.0,2.0,8.0,2.0,20.0,5.0,5.0,,0.5,0.6,0.3157894736842105,,0.391304347826087,,0.4444444444444444,0.4166666666666667,0.17391304347826086,0.5,0.5,0.47058823529411764,0.5,78.1664656212304,20.045454545454547,16.869565217391305,19.545454545454547,14.0,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,,,,,0.43478260869565216,0.4469173913043478,0.3437333333333333,0.20833333333333334,25.725,0.22727272727272727,5.0,2.0,2.0,5.0,2.0,8.0,2.0,4.0,2.0,2.0,5.0,4.0,6.0,6.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,0.5,0.5,0.4,0.4,0.4,0.05263157894736842,0.2,0.46153846153846156,0.4,0.42857142857142855,0.25,0.6666666666666666,0.5,0.5,0.5,0.3333333333333333,0.5,0.07692307692307693,0.5,0.21739130434782608,0.4,0.5,0.34782608695652173,0.25,0.25,0.5,0.17391304347826086,0.5,0.5,1.0,0.4,0.5,0.44880000000000003,0.08,0.09523809523809523,0.16666666666666666,10.563157894736841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1904-216-283-955,1610612747,"Robert Horry, Devean George, Brian Shaw, Lindsey Hunter, Samaki Walker","Horry, George, Shaw, Hunter, Walker",109-1904-216-283-955,LAL,5.0,1,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,288.0,5.0,,5.0,,,,,,1.0,,,1.0,1.0,0.36975,0.36975,,24.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1904-216-283-977,1610612747,"Robert Horry, Devean George, Brian Shaw, Lindsey Hunter, Kobe Bryant","Horry, George, Shaw, Hunter, Bryant",109-1904-216-283-977,LAL,6.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1904-216-296-955,1610612747,"Robert Horry, Devean George, Brian Shaw, Rick Fox, Samaki Walker","Horry, George, Shaw, Fox, Walker",109-1904-216-296-955,LAL,51.0,1,1.0,-2.0,2.0,2.0,2.0,2.0,4.0,,1.0,,1.0,,,,2.0,,,,2.0,,2.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,112.94117647058823,15.5,10.0,15.0,10.0,0.5,,,,,0.5,,,0.5,0.4647,0.4647,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,0.5,,0.5,,1.0,,,1.0,,,0.5,1.0,0.5,,,,,,,,,,,1.0,,0.6347,,,,4.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1904-216-296-977,1610612747,"Robert Horry, Devean George, Brian Shaw, Rick Fox, Kobe Bryant","Horry, George, Shaw, Fox, Bryant",109-1904-216-296-977,LAL,93.0,3,2.0,5.0,6.0,5.0,6.0,2.0,11.0,2.0,2.0,2.0,2.0,,,2.0,2.0,1.0,4.0,8.0,3.0,2.0,2.0,1.0,4.0,8.0,4.0,2.0,2.0,2.0,4.0,,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,4.0,2.0,8.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8,0.8,0.3333333333333333,1.0,,1.0,,170.32258064516128,6.333333333333333,11.0,6.333333333333333,11.0,0.6666666666666666,1.0,1.0,1.0,,0.6666666666666666,1.0,,1.0,0.59105,0.59105,1.0,27.4,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1904-216-406-965,1610612747,"Robert Horry, Devean George, Brian Shaw, Shaquille O'Neal, Derek Fisher","Horry, George, Shaw, O'Neal, Fisher",109-1904-216-406-965,LAL,808.0,5,13.0,2.0,24.0,24.0,7.0,2.0,48.0,8.0,10.0,3.0,3.0,,,12.0,25.0,,3.0,27.0,25.0,5.0,7.0,,,10.0,16.0,8.0,8.0,6.0,16.0,5.0,10.0,15.0,,,3.0,1.0,4.0,8.0,5.0,,21.0,10.0,7.0,,0.6666666666666666,0.8,0.48,0.7142857142857143,0.48,0.7142857142857143,0.5,0.7142857142857143,,,0.8333333333333334,0.9090909090909091,1.0,85.54455445544555,17.208333333333332,16.458333333333332,15.875,16.333333333333332,0.4,0.8,0.8,0.75,,0.42857142857142855,1.0,,0.4,0.46828400000000003,0.4700857142857143,0.37037037037037035,,0.2916666666666667,4.0,3.0,2.0,6.0,2.0,9.0,,,,3.0,5.0,6.0,8.0,,4.0,,,,,,2.0,5.0,5.0,5.0,,3.0,2.0,3.0,,,3.0,,,,,,,,,,0.6,0.6,0.6,,,0.38461538461538464,1.0,0.38461538461538464,0.5,0.5,0.2857142857142857,1.0,0.6666666666666666,1.0,1.0,,,0.24,0.3333333333333333,0.3333333333333333,0.36,0.2222222222222222,0.2222222222222222,1.0,,,,,0.6,,0.5038400000000001,0.1111111111111111,0.1111111111111111,0.2222222222222222,8.812000000000001,,,,2.0,1.0,1.0,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1904-216-406-977,1610612747,"Robert Horry, Devean George, Brian Shaw, Shaquille O'Neal, Kobe Bryant","Horry, George, Shaw, O'Neal, Bryant",109-1904-216-406-977,LAL,2393.0,12,40.0,-3.0,78.0,76.0,12.0,23.0,154.0,7.0,13.0,,1.0,2.0,,32.0,62.0,12.0,11.0,81.0,84.0,3.0,8.0,2.0,4.0,10.0,34.0,17.0,19.0,3.0,40.0,17.0,26.0,34.0,5.0,2.0,6.0,1.0,6.0,17.0,15.0,2.0,73.0,10.0,12.0,4.0,0.53125,0.5483870967741935,0.5161290322580645,0.375,0.47297297297297297,0.3,0.5,0.4166666666666667,0.16216216216216217,0.8333333333333334,0.6538461538461539,0.6944444444444444,0.8,92.67028834099457,15.064102564102564,16.026315789473685,14.58974358974359,15.105263157894736,0.17567567567567569,0.5384615384615384,0.7,0.42857142857142855,0.02702702702702703,0.1,,,0.33783783783783783,0.4555047297297297,0.44509499999999996,0.12345679012345678,25.116666666666664,0.15384615384615385,7.0,2.0,8.0,17.0,17.0,32.0,2.0,10.0,2.0,4.0,7.0,8.0,30.0,6.0,2.0,10.0,2.0,5.0,2.0,2.0,11.0,5.0,8.0,8.0,1.0,7.0,5.0,1.0,3.0,1.0,6.0,2.0,,,1.0,2.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5714285714285714,0.5,0.5,0.08064516129032258,0.11764705882352941,0.16666666666666666,0.8,0.2,0.5,,0.13333333333333333,0.8888888888888888,0.14285714285714285,0.75,1.0,0.02857142857142857,0.5,0.22972972972972974,0.47058823529411764,0.5333333333333333,0.43243243243243246,0.53125,0.53125,0.6470588235294118,0.13513513513513514,0.2,0.2,1.0,0.25,0.2,0.4658583333333333,0.07692307692307693,0.09090909090909091,0.09876543209876543,11.920967741935485,1.0,2.0,0.2,1.0,2.0,,,2.0,0.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,0.3333333333333333,0.3,0.375,0.375,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1904-216-955-965,1610612747,"Robert Horry, Devean George, Brian Shaw, Samaki Walker, Derek Fisher","Horry, George, Shaw, Walker, Fisher",109-1904-216-955-965,LAL,45.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,0.5,0.5,,1.0,,1.0,,128.0,12.0,10.5,12.0,10.5,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1904-216-955-977,1610612747,"Robert Horry, Devean George, Brian Shaw, Samaki Walker, Kobe Bryant","Horry, George, Shaw, Walker, Bryant",109-1904-216-955-977,LAL,1257.0,9,21.0,37.0,40.0,40.0,8.0,7.0,80.0,12.0,19.0,1.0,1.0,1.0,,17.0,29.0,8.0,12.0,58.0,21.0,4.0,4.0,2.0,1.0,9.0,18.0,9.0,13.0,6.0,30.0,14.0,21.0,28.0,3.0,,4.0,1.0,1.0,2.0,16.0,2.0,48.0,9.0,8.0,,0.5294117647058824,0.6428571428571429,0.5862068965517241,1.0,0.6216216216216216,0.6666666666666666,0.6744186046511628,0.5625,0.21621621621621623,0.75,0.8235294117647058,0.84,0.8,91.64677804295943,14.0,17.425,13.0,16.9,0.5135135135135135,0.631578947368421,0.8,0.5,0.02702702702702703,0.16666666666666666,1.0,,0.7297297297297297,0.5221945945945946,0.4523083333333333,0.15517241379310345,24.5,0.2,6.0,2.0,4.0,8.0,1.0,2.0,3.0,7.0,4.0,4.0,6.0,10.0,16.0,12.0,6.0,7.0,3.0,4.0,4.0,3.0,1.0,5.0,7.0,7.0,1.0,6.0,3.0,1.0,3.0,,8.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.13793103448275862,,0.4166666666666667,0.875,0.3125,0.42857142857142855,0.25,1.0,0.8,0.8571428571428571,1.0,0.5,0.08333333333333333,0.75,0.21621621621621623,0.5,0.5,0.05405405405405406,0.5,0.5,1.0,0.1891891891891892,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,0.43005,0.1951219512195122,0.24242424242424243,0.1724137931034483,3.7482758620689656,,2.0,0.3333333333333333,2.0,3.0,,1.0,4.0,1.0,,,2.0,,,,,,,0.21052631578947367,,,,0.5,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
