EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefShortMidRangeReboundPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockedShortMidRange,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShootingFouls,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,DefThreePtRebounds,Offensive Fouls,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,Corner3Assists,LostBallTurnovers,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,HeaveAttempts,OffThreePtRebounds,BadPassSteals,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,Loose Ball Fouls,Defensive 3 Seconds Violations,OffArc3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
124-1444-1517-1710-2045,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Mike Bibby, Hedo Turkoglu","Divac, Funderburke, Jackson, Bibby, Turkoglu",124-1444-1517-1710-2045,SAC,211.0,1,4.0,1.0,7.0,7.0,2.0,3.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,8.0,7.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.5714285714285714,0.5,0.4,1.0,0.5,0.3333333333333333,1.0,95.54502369668246,13.285714285714286,16.857142857142858,13.285714285714286,16.428571428571427,0.2,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.4,1.0,0.6,0.48138,0.5007,0.16666666666666666,0.25,0.25,6.833333333333333,26.35,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
124-1444-1517-2045-57,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Hedo Turkoglu, Doug Christie","Divac, Funderburke, Jackson, Turkoglu, Christie",124-1444-1517-2045-57,SAC,53.0,1,1.0,,2.0,2.0,2.0,2.0,4.0,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,,,,,,,,1.0,,1.0,1.0,,,,4.0,1.0,1.0,,,,2.0,2.0,2.0,,,,,,0.5,0.5,,,1.0,1.0,,108.67924528301887,16.0,10.5,16.0,10.5,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
124-1444-1517-57-978,1610612758,"Vlade Divac, Lawrence Funderburke, Bobby Jackson, Doug Christie, Peja Stojakovic","Divac, Funderburke, Jackson, Christie, Stojakovic",124-1444-1517-57-978,SAC,176.0,1,3.0,-2.0,5.0,4.0,5.0,2.0,9.0,1.0,4.0,,1.0,1.0,,,2.0,5.0,,1.0,5.0,7.0,,1.0,5.0,2.0,,1.0,1.0,,1.0,2.0,1.0,,1.0,4.0,,,3.0,2.0,,1.0,1.0,,1.0,2.0,5.0,5.0,,0.5,1.0,0.4,0.4,0.4166666666666667,0.4166666666666667,,,0.5,0.5,,73.63636363636364,21.8,16.75,18.0,16.0,0.8,0.25,0.25,,,0.2,1.0,1.0,1.0,,,0.8,0.51348,0.51348,,,1.0,4.5,,1.0,0.5,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,1.0,0.4,0.75,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.8,0.25,0.5632,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
124-1444-1710-2045-57,1610612758,"Vlade Divac, Lawrence Funderburke, Mike Bibby, Hedo Turkoglu, Doug Christie","Divac, Funderburke, Bibby, Turkoglu, Christie",124-1444-1710-2045-57,SAC,8.0,1,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
124-1444-1710-2222-57,1610612758,"Vlade Divac, Lawrence Funderburke, Mike Bibby, Gerald Wallace, Doug Christie","Divac, Funderburke, Bibby, Wallace, Christie",124-1444-1710-2222-57,SAC,97.0,1,2.0,3.0,3.0,3.0,,,6.0,,1.0,,,,1.0,,,1.0,1.0,2.0,5.0,2.0,,,,,1.0,,1.0,,,3.0,2.0,,2.0,3.0,,,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,,,,,,,0.75,0.8333333333333334,,0.5,,1.0,1.0,1.0,89.0721649484536,15.666666666666666,16.666666666666668,14.333333333333334,16.666666666666668,0.5,,,,,,,,,0.5,,1.0,0.579775,,0.3333333333333333,0.5,,,24.0,,,1.0,,,,,,,2.0,2.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.4,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
124-1513-1517-2045-57,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Hedo Turkoglu, Doug Christie","Divac, Pollard, Jackson, Turkoglu, Christie",124-1513-1517-2045-57,SAC,198.0,3,3.0,-3.0,5.0,4.0,,2.0,9.0,1.0,1.0,1.0,,2.0,,,1.0,4.0,,2.0,4.0,7.0,,,,2.0,,1.0,1.0,1.0,,2.0,1.0,,3.0,5.0,,,6.0,2.0,1.0,,,,,2.0,,,,1.0,1.0,0.25,0.25,0.4,,,,0.5,0.75,,65.45454545454545,15.4,30.25,15.2,23.0,0.25,1.0,1.0,1.0,0.25,0.5,,,,,,0.25,0.483875,,0.2,0.2,,9.65,,,,1.0,,,,,,,2.0,2.0,,,,,2.0,2.0,,,,2.0,2.0,,,,,,,,1.0,,0.6666666666666666,0.6666666666666666,,,,,,,,0.5,,,,,,,,2.0,,,,,,,1.0,,,,,,2.0,2.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
124-1513-1517-2045-978,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Hedo Turkoglu, Peja Stojakovic","Divac, Pollard, Jackson, Turkoglu, Stojakovic",124-1513-1517-2045-978,SAC,87.0,1,1.0,2.0,3.0,3.0,,,6.0,,,1.0,,1.0,,,,2.0,,2.0,2.0,,,,,,,,,,,,2.0,,2.0,2.0,,,,2.0,1.0,,1.0,,1.0,2.0,,,,,,,,0.3333333333333333,,,,1.0,1.0,1.0,99.3103448275862,14.333333333333334,14.666666666666666,11.333333333333334,14.666666666666666,,,,,0.5,0.5,,,,,,,0.39745,,0.3333333333333333,0.3333333333333333,,13.35,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.3671,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
124-1513-1517-2222-57,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Gerald Wallace, Doug Christie","Divac, Pollard, Jackson, Wallace, Christie",124-1513-1517-2222-57,SAC,163.0,1,3.0,-2.0,5.0,6.0,,2.0,11.0,,,2.0,1.0,1.0,,,2.0,3.0,1.0,1.0,8.0,10.0,,,,,,,1.0,,,3.0,1.0,1.0,2.0,3.0,,,3.0,2.0,1.0,,,,,7.0,,,,,,0.6666666666666666,0.875,0.8,,0.25,1.0,0.5,0.5,,97.17791411042944,17.4,12.666666666666666,17.0,12.666666666666666,,,,,0.5,0.25,1.0,1.0,,,,0.25,0.4431875,,0.2,0.25,,11.5,24.0,,1.0,1.0,,,,,,,1.0,1.0,,,4.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,0.125,,1.0,3.0,,1.0,1.0,,3.0,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
124-1513-1517-57-978,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Doug Christie, Peja Stojakovic","Divac, Pollard, Jackson, Christie, Stojakovic",124-1513-1517-57-978,SAC,180.0,1,3.0,1.0,5.0,6.0,4.0,4.0,11.0,2.0,8.0,,,1.0,1.0,1.0,2.0,9.0,2.0,1.0,5.0,4.0,2.0,1.0,5.0,,,,,,,,1.0,,2.0,8.0,2.0,1.0,1.0,2.0,,1.0,,,,1.0,5.0,4.0,,,,0.2222222222222222,0.18181818181818182,0.20833333333333334,0.25,0.18181818181818182,,1.0,1.0,1.0,88.0,23.6,10.333333333333334,19.4,10.333333333333334,0.7272727272727273,0.25,0.2857142857142857,,,0.09090909090909091,,,,0.09090909090909091,0.1111111111111111,0.9090909090909091,0.51195,0.5152625,,,1.0,1.6444444444444446,34.6,0.8,,3.0,2.0,5.0,2.0,6.0,2.0,6.0,,4.0,2.0,7.0,4.0,4.0,5.0,6.0,1.0,,,1.0,1.0,1.0,1.0,,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2222222222222222,0.3333333333333333,,0.8333333333333334,0.8571428571428571,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.4,0.6666666666666666,0.3333333333333333,0.50956,0.8,,,,,1.0,,,1.0,,,,,0.1111111111111111,0.125,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,0.09090909090909091,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
124-1513-1710-2045-978,1610612758,"Vlade Divac, Scot Pollard, Mike Bibby, Hedo Turkoglu, Peja Stojakovic","Divac, Pollard, Bibby, Turkoglu, Stojakovic",124-1513-1710-2045-978,SAC,136.0,1,2.0,-1.0,4.0,5.0,4.0,5.0,9.0,,,,,2.0,,,,2.0,2.0,,3.0,4.0,2.0,,3.0,,,,1.0,,,3.0,,,,,3.0,1.0,1.0,,,,,,,3.0,3.0,4.0,1.0,,,,0.375,0.375,0.375,0.5,,,,,95.29411764705883,19.75,11.4,19.75,11.0,,,,,,0.5,,,,,,0.5,0.4675875,0.4675875,,,1.0,17.95,23.75,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,1.0,3.0,,,1.0,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,0.5,0.5,0.5,1.0,2.0,,,2.0,,,0.5,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2002,2001-02,True
