EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPoss,DeadBallTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallTurnovers,ShootingFouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG3A,PtsPutbacks,FTDefRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChancePointsPct,LongMidRangeAssists,LongMidRangePctAssisted,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFtPoints,ShortMidRangeAssists,LostBallSteals,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,Fg3aBlocked,Loose Ball Fouls,FG3APctBlocked,Arc3PctBlocked,PtsUnassisted3s,NonShootingPenaltyNonTakeFouls,FTOffRebounds,DefThreePtRebounds,RecoveredBlocks,OffFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,BadPassOutOfBoundsTurnovers,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,Travels,ShortMidRangePctBlocked,SelfOReb,OffAtRimReboundPct,SelfORebPct,SecondChanceTurnovers,Technical Free Throw Trips,DefCorner3ReboundPct,SecondChanceFtPoints,BlockedShortMidRange,Corner3Assists,OffCorner3ReboundPct,Corner3PctAssisted,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,3SecondViolations,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
1500-1506-1563-1802-1886,1610612754,"Ron Mercer, Austin Croshere, Kevin Ollie, Brad Miller, Jonathan Bender","Mercer, Croshere, Ollie, Miller, Bender",1500-1506-1563-1802-1886,IND,48.0,1,1.0,-4.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,90.0,19.0,14.5,19.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1563-1802-1897,1610612754,"Ron Mercer, Austin Croshere, Kevin Ollie, Brad Miller, Metta World Peace","Mercer, Croshere, Ollie, Miller, World Peace",1500-1506-1563-1802-1897,IND,4.0,1,,,1.0,,1.0,,,,1.0,,360.0,4.0,,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1563-1802-397,1610612754,"Ron Mercer, Austin Croshere, Kevin Ollie, Brad Miller, Reggie Miller","Mercer, Croshere, Ollie, Miller, Miller",1500-1506-1563-1802-397,IND,353.0,2,6.0,5.0,11.0,10.0,21.0,7.0,2.0,1.0,2.0,1.0,85.6657223796034,15.545454545454545,18.2,14.181818181818182,18.0,1.0,,,3.0,,1.0,0.09090909090909091,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,7.0,1.0,2.0,3.0,12.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,12.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.42857142857142855,1.0,0.5,1.0,0.6,1.0,0.2222222222222222,0.14285714285714285,0.3333333333333333,0.8333333333333334,0.25,0.8333333333333334,0.2,0.5,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,1.0,1.0,0.5555555555555556,0.5,0.4637055555555556,0.3586,0.4623,0.2,0.25,0.16666666666666666,9.885714285714286,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1563-1886-979,1610612754,"Ron Mercer, Austin Croshere, Kevin Ollie, Jonathan Bender, Jermaine O'Neal","Mercer, Croshere, Ollie, Bender, O'Neal",1500-1506-1563-1886-979,IND,165.0,2,3.0,-3.0,6.0,6.0,12.0,5.0,1.0,1.0,3.0,0.3333333333333333,104.72727272727273,18.5,9.0,18.333333333333332,9.0,4.0,2.0,1.0,6.0,2.0,4.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,,2.0,,,1.0,3.0,,1.0,,2.0,1.0,1.0,3.0,2.0,,2.0,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,4.0,,,,,2.0,,,,,,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,,,,0.5,,0.3333333333333333,0.5,,,,0.25,1.0,1.0,,,0.5,,,,,,,0.25,1.0,0.5,,0.4109375,0.535,0.4109375,,,1.0,12.966666666666667,22.9,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1563-1897-1902,1610612754,"Ron Mercer, Austin Croshere, Kevin Ollie, Metta World Peace, Jeff Foster","Mercer, Croshere, Ollie, World Peace, Foster",1500-1506-1563-1897-1902,IND,275.0,2,5.0,6.0,7.0,8.0,15.0,6.0,,,1.0,,78.54545454545455,19.0,17.75,19.0,17.625,,1.0,,2.0,1.0,,,,,,,,,6.0,6.0,,,6.0,6.0,,,,12.0,,,,,10.0,2.0,,,,,5.0,,5.0,,,10.0,,2.0,3.0,,3.0,,,,,,,,12.0,,0.8333333333333334,0.8333333333333334,,,,1.0,,1.0,,1.0,,,,,0.6666666666666666,,0.6666666666666666,,,1.0,,0.5,,,,,,1.0,1.0,1.0,,,,,,,,,0.39083333333333337,,,,,,18.666666666666668,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,5.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1563-1897-979,1610612754,"Ron Mercer, Austin Croshere, Kevin Ollie, Metta World Peace, Jermaine O'Neal","Mercer, Croshere, Ollie, World Peace, O'Neal",1500-1506-1563-1897-979,IND,481.0,1,8.0,9.0,14.0,14.0,28.0,13.0,,,,,83.82536382536382,19.928571428571427,14.428571428571429,19.928571428571427,14.285714285714286,8.0,,,2.0,,8.0,0.5714285714285714,,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,6.0,9.0,1.0,1.0,7.0,22.0,,3.0,5.0,13.0,10.0,2.0,3.0,1.0,1.0,,5.0,1.0,6.0,1.0,1.0,13.0,,2.0,2.0,,2.0,3.0,2.0,,1.0,8.0,,2.0,22.0,13.0,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.6666666666666666,0.6,0.75,0.75,0.7857142857142857,0.8125,0.1,,,0.5,,0.5,,,,,1.0,0.3,0.6666666666666666,0.6666666666666666,0.5,0.2,0.4,0.5,0.5,0.1,1.0,1.0,1.0,0.3333333333333333,1.0,0.4,1.0,0.40588499999999994,,0.412625,0.16666666666666666,0.18181818181818182,0.5909090909090909,11.644444444444444,25.1,,,,,,,,1.0,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1563-1902-397,1610612754,"Ron Mercer, Austin Croshere, Kevin Ollie, Jeff Foster, Reggie Miller","Mercer, Croshere, Ollie, Foster, Miller",1500-1506-1563-1902-397,IND,9.0,1,,-1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1563-1902-979,1610612754,"Ron Mercer, Austin Croshere, Kevin Ollie, Jeff Foster, Jermaine O'Neal","Mercer, Croshere, Ollie, Foster, O'Neal",1500-1506-1563-1902-979,IND,112.0,1,2.0,-1.0,4.0,3.0,7.0,2.0,,,,,90.0,19.75,11.0,19.75,11.0,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,2.0,2.0,,2.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,0.125,,0.3333333333333333,,,1.0,,1.0,,,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,,,0.3333333333333333,,0.43101666666666666,,,0.25,0.3333333333333333,,12.95,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1563-397-979,1610612754,"Ron Mercer, Austin Croshere, Kevin Ollie, Reggie Miller, Jermaine O'Neal","Mercer, Croshere, Ollie, Miller, O'Neal",1500-1506-1563-397-979,IND,169.0,1,3.0,-2.0,6.0,6.0,12.0,7.0,1.0,,1.0,1.0,102.24852071005917,15.833333333333334,12.333333333333334,15.833333333333334,12.333333333333334,2.0,,,3.0,,2.0,0.3333333333333333,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,,5.0,,,1.0,3.0,2.0,,,1.0,1.0,,1.0,,1.0,,,2.0,,,2.0,,2.0,,,1.0,1.0,,,,5.0,3.0,1.0,1.0,,1.0,1.0,0.25,,0.5,0.75,0.5,0.75,0.2,,,,,,,,,,,0.2,,,,0.2,0.4,0.5,0.5,0.2,1.0,1.0,,0.5,,0.4,1.0,0.45425,,0.6285,,,0.6,12.375,38.7,2.0,,,,,,,1.0,,2.0,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,0.5,1.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1802-1886-2224,1610612754,"Ron Mercer, Austin Croshere, Brad Miller, Jonathan Bender, Jamaal Tinsley","Mercer, Croshere, Miller, Bender, Tinsley",1500-1506-1802-1886-2224,IND,45.0,1,1.0,,1.0,1.0,2.0,,,,,,64.0,15.0,30.0,15.0,30.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,0.5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1506-1886-1902-2249,1610612754,"Ron Mercer, Austin Croshere, Jonathan Bender, Jeff Foster, Jamison Brewer","Mercer, Croshere, Bender, Foster, Brewer",1500-1506-1886-1902-2249,IND,158.0,1,3.0,1.0,6.0,6.0,12.0,4.0,,,,,109.36708860759494,12.0,14.333333333333334,11.333333333333334,14.333333333333334,1.0,,,1.0,,1.0,0.16666666666666666,1.0,,3.0,,1.0,1.0,2.0,3.0,,,2.0,7.0,,,1.0,5.0,2.0,,2.0,1.0,2.0,2.0,,,,1.0,1.0,,1.0,,,2.0,1.0,2.0,3.0,2.0,5.0,,,,,2.0,,,5.0,1.0,0.5,0.5,,,,0.2857142857142857,,0.2857142857142857,,0.3125,0.16666666666666666,,0.14285714285714285,0.3333333333333333,1.0,0.2,1.0,0.2,,1.0,,1.0,0.42857142857142855,,,,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,0.5,,0.42857142857142855,,0.46784285714285717,0.5062,0.5062,,,0.2,8.028571428571428,,6.0,,1.0,,,,,,,,,,,,,0.5,,,,1.0,0.5,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1563-1743-1886-2249,1610612754,"Ron Mercer, Kevin Ollie, Bruno Sundov, Jonathan Bender, Jamison Brewer","Mercer, Ollie, Sundov, Bender, Brewer",1500-1563-1743-1886-2249,IND,126.0,1,2.0,,6.0,6.0,12.0,6.0,2.0,2.0,2.0,1.0,137.14285714285714,8.666666666666666,12.333333333333334,8.666666666666666,12.333333333333334,6.0,,2.0,1.0,,6.0,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,,,3.0,3.0,,,,6.0,,3.0,3.0,6.0,6.0,,,,,,3.0,,3.0,,1.0,6.0,,1.0,3.0,,3.0,,,,,,,,6.0,6.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,1.0,1.0,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.454,,0.454,,,1.0,13.4,,6.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
1500-1563-1743-2249-979,1610612754,"Ron Mercer, Kevin Ollie, Bruno Sundov, Jamison Brewer, Jermaine O'Neal","Mercer, Ollie, Sundov, Brewer, O'Neal",1500-1563-1743-2249-979,IND,1.0,1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2002,2001-02,False
