EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,OffTwoPtRebounds,Loose Ball Fouls Drawn,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,DefThreePtRebounds,DeadBallTurnovers,Travels,Turnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FtPoints,SecondChanceFtPoints,FTA,TwoPtShootingFoulsDrawn,ShortMidRangePctBlocked,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyTurnovers,PenaltyFg2Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceArc3FGM,FTOffRebounds,Charge Fouls,BlockedShortMidRange,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,2pt And 1 Free Throw Trips,BadPassOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyFtPoints,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,HeaveAttempts,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,LongMidRangePctBlocked,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,team_id,year,season,team_vs
1626144-1626220-1627777-1628396-204060,1610612762,"Emmanuel Mudiay, Royce O'Neale, Georges Niang, Tony Bradley, Joe Ingles","Mudiay, O'Neale, Niang, Bradley, Ingles",1626144-1626220-1627777-1628396-204060,UTA,52.0,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,55.38461538461538,1.0,27.0,25.0,27.0,14.0,1.0,1.0,1.0,0.3512,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1626220-203497-203903-204060,1610612762,"Emmanuel Mudiay, Royce O'Neale, Rudy Gobert, Jordan Clarkson, Joe Ingles","Mudiay, O'Neale, Gobert, Clarkson, Ingles",1626144-1626220-203497-203903-204060,UTA,191.0,1,3.0,-1.0,6.0,6.0,12.0,,1.0,4.0,6.0,8.0,4.0,1.0,1.0,2.0,,,,,,6.0,0.6666666666666666,0.5714285714285714,0.5714285714285714,1.0,1.0,,90.47120418848168,,17.666666666666668,14.166666666666666,17.666666666666668,14.166666666666666,0.14285714285714285,,,0.5358071428571428,3.1333333333333333,1.0,4.0,5.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.14285714285714285,0.16666666666666666,0.2,1.0,0.3333333333333333,1.0,1.0,0.7142857142857143,0.8,1.0,0.5,0.14285714285714285,1.0,1.0,0.8571428571428571,0.25,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1627777-1628396-1629671-1629714,1610612762,"Emmanuel Mudiay, Georges Niang, Tony Bradley, Miye Oni, Jarrell Brantley","Mudiay, Niang, Bradley, Oni, Brantley",1626144-1627777-1628396-1629671-1629714,UTA,106.0,1,2.0,-2.0,2.0,2.0,4.0,,1.0,,3.0,,,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,54.339622641509436,1.0,37.0,16.0,26.5,16.0,0.14285714285714285,,,0.5153428571428572,3.3000000000000003,2.0,,2.0,,1.0,4.0,4.0,2.0,,1.0,,,,4.0,,,,,,3.0,5.0,,,,,,,,,,0.5714285714285714,,,0.75,0.7142857142857143,0.75,,0.2857142857142857,,,,0.5714285714285714,0.25,,0.8571428571428571,,24.75,3.0,3.0,2.0,1.0,0.6666666666666666,0.5,1.0,0.75,0.47445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1627777-1628396-1629671-1629752,1610612762,"Emmanuel Mudiay, Georges Niang, Tony Bradley, Miye Oni, Juwan Morgan","Mudiay, Niang, Bradley, Oni, Morgan",1626144-1627777-1628396-1629671-1629752,UTA,66.0,1,1.0,1.0,2.0,2.0,4.0,,,,,3.0,,,1.0,1.0,,,,,,3.0,,1.5,1.5,,0.3333333333333333,,87.27272727272727,,16.5,16.5,16.5,7.0,,,,0.5892,,,,,,,,1.0,2.0,,,,,,,,,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,22.6,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1627777-1628396-203903-204060,1610612762,"Emmanuel Mudiay, Georges Niang, Tony Bradley, Jordan Clarkson, Joe Ingles","Mudiay, Niang, Bradley, Clarkson, Ingles",1626144-1627777-1628396-203903-204060,UTA,802.0,2,13.0,-4.0,24.0,25.0,49.0,3.0,7.0,6.0,13.0,24.0,4.0,7.0,11.0,18.0,5.0,1.0,,1.0,1.0,19.0,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.7777777777777778,0.7692307692307693,1.0,87.98004987531172,1.0,19.375,13.48,18.541666666666668,13.2,0.2692307692307692,0.42857142857142855,0.42857142857142855,0.4719673076923077,6.961538461538462,5.0,2.0,5.0,1.0,3.0,8.0,13.0,28.0,1.0,3.0,5.0,8.0,,8.0,,4.0,6.0,2.0,14.0,4.0,7.0,1.0,,2.0,6.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.5,,,0.5,0.4666666666666667,0.5,1.0,0.19230769230769232,0.4,0.4,1.0,0.3076923076923077,0.5,0.3333333333333333,0.6923076923076923,0.20833333333333334,24.9,,3.0,3.0,,0.42857142857142855,0.6666666666666666,0.25,,0.5302333333333333,1.0,5.0,4.0,6.0,2.0,1.0,3.0,4.0,,6.0,0.5,0.3076923076923077,0.3076923076923077,0.75,0.6666666666666666,0.19230769230769232,0.2,0.25,1.0,1.0,9.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,1.0,1.5,1.5,0.07692307692307693,0.2,0.3333333333333333,1.0,0.5,0.5,1.0,0.14285714285714285,0.3333333333333333,0.038461538461538464,1.0,1.0,1.0,0.375,0.375,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.375,0.26025,0.125,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1627777-203497-203903-204060,1610612762,"Emmanuel Mudiay, Georges Niang, Rudy Gobert, Jordan Clarkson, Joe Ingles","Mudiay, Niang, Gobert, Clarkson, Ingles",1626144-1627777-203497-203903-204060,UTA,61.0,2,1.0,5.0,3.0,1.0,4.0,,,1.0,1.0,5.0,2.0,1.0,1.0,1.0,,,,,,5.0,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,,94.42622950819673,,8.0,37.0,8.0,37.0,,,,0.5381833333333333,2.4,,1.0,1.0,,,1.0,2.0,,,,,,,1.0,,,1.0,,3.0,,,,,,1.0,,,,,,0.6666666666666666,,,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,1.0,,23.75,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,1.0,0.5,0.5,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1628396-1629752-203903-204060,1610612762,"Emmanuel Mudiay, Tony Bradley, Juwan Morgan, Jordan Clarkson, Joe Ingles","Mudiay, Bradley, Morgan, Clarkson, Ingles",1626144-1628396-1629752-203903-204060,UTA,80.0,1,1.0,2.0,3.0,4.0,7.0,,1.0,,2.0,4.0,,,1.0,3.0,1.0,,,,,,,0.375,0.4,,1.0,,126.0,,12.666666666666666,10.5,11.666666666666666,10.5,0.25,,,0.4893,4.3,2.0,,1.0,,,1.0,2.0,2.0,,,4.0,,,1.0,1.0,,1.0,,3.0,,2.0,1.0,1.0,,,,,,1.5,1.0,0.5,0.5,,,0.6666666666666666,,,0.25,,,,0.25,,,0.75,1.0,25.1,,1.0,2.0,,1.0,1.0,1.0,,0.50325,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,0.5,0.5,1.0,1.0,0.25,1.0,1.0,1.0,,4.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1628430-1629671-1629714-1629730,1610612762,"Emmanuel Mudiay, Nigel Williams-Goss, Miye Oni, Jarrell Brantley, Rayjon Tucker","Mudiay, Williams-Goss, Oni, Brantley, Tucker",1626144-1628430-1629671-1629714-1629730,UTA,143.0,1,2.0,-5.0,5.0,5.0,10.0,,,1.0,2.0,2.0,,,,,,,,,,2.0,0.5,0.25,0.25,,,,100.69930069930071,,22.0,6.6,18.8,6.6,,,,0.448075,2.95,1.0,1.0,2.0,,,1.0,2.0,7.0,,,,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,0.5,0.5,0.5,,,,,0.5,0.5,1.0,1.0,0.25,,,1.0,,24.15,1.0,1.0,,,,,,1.0,0.50505,,1.0,,,,,,1.0,,1.0,,,,,,0.25,,,,5.0,4.0,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,5.0,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,0.25,,,0.448075,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626144-1629671-1629714-1629730-1629752,1610612762,"Emmanuel Mudiay, Miye Oni, Jarrell Brantley, Rayjon Tucker, Juwan Morgan","Mudiay, Oni, Brantley, Tucker, Morgan",1626144-1629671-1629714-1629730-1629752,UTA,524.0,1,9.0,-2.0,18.0,18.0,36.0,2.0,3.0,4.0,8.0,19.0,8.0,3.0,7.0,11.0,4.0,1.0,,1.0,,14.0,0.5,0.5666666666666667,0.5588235294117647,0.3333333333333333,0.5,0.2,98.93129770992367,,15.777777777777779,13.333333333333334,15.222222222222221,12.277777777777779,0.2,0.6666666666666666,0.6666666666666666,0.48363666666666666,6.25,3.0,2.0,4.0,1.0,2.0,7.0,7.0,21.0,1.0,2.0,5.0,,2.0,7.0,,,3.0,,9.0,,4.0,,,3.0,7.0,,,0.5,0.625,0.625,0.4666666666666667,,,,0.25,,0.5,0.26666666666666666,0.5,0.5,,0.4666666666666667,0.5,0.5,0.7333333333333333,0.2631578947368421,25.985714285714288,2.0,2.0,2.0,,0.5,1.0,,0.5,0.5300875,,,3.0,9.0,3.0,,4.0,3.0,,4.0,1.0,0.42857142857142855,0.42857142857142855,0.8,0.8,,,,,7.0,16.0,,1.0,,,3.0,1.0,2.0,1.0,1.0,2.0,7.0,,3.0,,3.0,,,,,,1.0,,1.0,,,,1.0,,7.0,7.0,1.0,0.5,0.5,0.7,0.7,,,0.25,,,0.5,,,,0.06666666666666667,,,,0.42857142857142855,0.42857142857142855,1.0,,,,,0.4,0.5,0.42857142857142855,0.40081,0.3684210526315789,0.3888888888888889,2.0,,4.0,2.0,,0.11764705882352941,0.2,,,,2.0,3.0,1.0,0.6666666666666666,,,,1.0,2.0,2.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
1626220-1627777-1628378-1628396-1629752,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Tony Bradley, Juwan Morgan","O'Neale, Niang, Mitchell, Bradley, Morgan",1626220-1627777-1628378-1628396-1629752,UTA,66.0,1,1.0,-2.0,2.0,1.0,3.0,,,1.0,1.0,3.0,,,,1.0,1.0,,,,,3.0,1.0,0.3333333333333333,0.5,,,,65.45454545454545,,20.0,26.0,18.0,26.0,,,,0.5530666666666667,1.9,1.0,1.0,1.0,,,1.0,2.0,5.0,,,,2.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,0.6666666666666666,,,0.5,0.5,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,1.0,,23.8,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612762,2020,2019-20,False
