EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,Points,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Fg2aBlocked,OffTwoPtRebounds,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyFtPoints,PtsUnassisted3s,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyFg2Pct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangePctBlocked,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PtsPutbacks,BlockedShortMidRange,DefShortMidRangeReboundPct,LostBallTurnovers,DefLongMidRangeReboundPct,SelfOReb,SelfORebPct,SecondChanceTurnovers,Offensive Fouls,StepOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,Fg3aBlocked,Charge Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffCorner3ReboundPct,OffLongMidRangeReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ShortMidRangeAssists,LongMidRangePctBlocked,ShortMidRangePctAssisted,Clear Path Fouls,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,LongMidRangeAssists,LongMidRangePctAssisted,3pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedCorner3,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,HeaveMakes,3SecondViolations,team_id,year,season,team_vs
1627863-200782-201566-201569-201935,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, Eric Gordon, James Harden","House Jr., Tucker, Westbrook, Gordon, Harden",1627863-200782-201566-201569-201935,HOU,4455.0,12,74.0,-17.0,178.0,175.0,77.0,64.0,353.0,46.0,18.0,65.0,209.0,23.0,46.0,33.0,61.0,82.0,16.0,35.0,70.0,0.42207792207792205,0.7857142857142857,0.7564102564102564,0.7647058823529411,114.1010101010101,12.589887640449438,12.651428571428571,11.893258426966293,12.411428571428571,0.2987012987012987,0.3333333333333333,0.7987012987012987,0.5330983766233767,0.5377416666666667,25.69076923076923,0.43258426966292135,34.0,58.0,9.0,19.0,40.0,89.0,18.0,192.0,36.0,42.0,18.0,14.0,32.0,8.0,18.0,78.0,26.0,40.0,2.0,2.0,2.0,,165.0,0.45,0.46153846153846156,0.7777777777777778,0.27692307692307694,0.27692307692307694,0.449438202247191,0.43506493506493504,0.5274725274725275,0.7222222222222222,0.5789473684210527,,0.37662337662337664,0.5862068965517241,0.6415094339622641,0.5294117647058824,0.12337662337662338,0.47368421052631576,0.47368421052631576,0.8888888888888888,5.389887640449438,18.0,4.0,8.0,19.0,5.0,9.0,1.0,58.0,4.0,9.0,27.0,31.0,5.0,88.0,44.0,9.0,6.0,10.0,2.0,21.0,11.0,7.0,10.0,5.0,5.0,15.0,8.0,5.0,64.0,16.0,75.0,5.0,0.21739130434782608,0.4444444444444444,0.4722222222222222,0.4537037037037037,0.6136363636363636,0.6027397260273972,0.6666666666666666,1.0,0.2222222222222222,0.2127659574468085,0.2,0.12337662337662338,0.1956521739130435,0.2,0.6666666666666666,0.4444444444444444,0.5,0.5,0.09259259259259259,0.05555555555555555,0.1956521739130435,0.1130952380952381,0.16,0.140625,0.4583333333333333,,3.0,3.0,9.0,10.0,7.0,10.0,1.0,3.0,0.3333333333333333,0.07865168539325842,0.08620689655172414,0.20408163265306123,0.25,0.2,0.16666666666666666,,,0.5316708333333333,0.04411764705882353,39.0,12.0,14.0,6.0,15.0,23.0,2.0,12.0,17.0,4.0,2.0,0.5483870967741935,0.875,0.07792207792207792,0.16666666666666666,0.16666666666666666,0.42592592592592593,0.6521739130434783,0.10526315789473684,4.0,0.21052631578947367,0.23529411764705882,2.0,,0.8571428571428571,5.0,1.0,5.0,0.05747126436781609,1.0,1.0,,1.0,,1.0,,4.0,,,0.015384615384615385,0.021739130434782608,1.0,5.0,,,3.0,6.0,0.3333333333333333,0.5,0.6666666666666666,0.3,0.1,4.0,0.8,,,,,,1.0,0.3333333333333333,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201569-203085,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, Eric Gordon, Austin Rivers","House Jr., Tucker, Westbrook, Gordon, Rivers",1627863-200782-201566-201569-203085,HOU,2121.0,10,35.0,19.0,78.0,82.0,15.0,13.0,160.0,19.0,2.0,27.0,98.0,3.0,19.0,13.0,30.0,33.0,10.0,13.0,15.0,0.38028169014084506,0.7222222222222222,0.675,0.6875,108.62800565770863,12.179487179487179,14.28048780487805,12.051282051282051,13.75609756097561,0.2676056338028169,0.15384615384615385,0.8450704225352113,0.5763161971830986,0.5764346153846154,25.70740740740741,0.19230769230769232,24.0,33.0,5.0,8.0,31.0,44.0,15.0,117.0,12.0,42.0,6.0,14.0,20.0,5.0,6.0,54.0,14.0,19.0,6.0,3.0,6.0,4.0,115.0,0.1935483870967742,0.2,0.9333333333333333,0.5555555555555556,0.5555555555555556,0.7045454545454546,0.7535211267605634,0.777027027027027,0.6363636363636364,0.5454545454545454,0.6666666666666666,0.4647887323943662,0.7272727272727273,0.7741935483870968,0.25,0.11267605633802817,0.625,0.625,1.0,4.611363636363636,3.0,1.0,1.0,5.0,1.0,10.0,1.0,10.0,1.0,1.0,2.0,10.0,2.0,20.0,50.0,10.0,9.0,,3.0,3.0,6.0,1.0,3.0,2.0,3.0,6.0,1.0,,13.0,6.0,20.0,,0.6666666666666666,1.0,0.5,0.7692307692307693,0.5,0.7692307692307693,0.5,1.0,,0.125,,0.07042253521126761,0.5263157894736842,0.5263157894736842,0.9,0.5,1.0,,0.07692307692307693,0.5,0.5263157894736842,0.0945945945945946,0.13043478260869565,0.017094017094017096,0.17094017094017094,,1.0,,1.0,,2.0,3.0,1.0,1.0,,0.045454545454545456,0.06060606060606061,0.25,0.3333333333333333,,0.5,,,0.57215,0.03571428571428571,,3.0,,,5.0,7.0,4.0,6.0,7.0,5.0,,0.7,1.0,0.08450704225352113,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.7142857142857143,,3.0,0.6,0.6,2.0,2.0,0.625,1.0,1.0,,,,,,,3.0,,2.0,1.0,,,,,1.0,4.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201569-203463,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, Eric Gordon, Ben McLemore","House Jr., Tucker, Westbrook, Gordon, McLemore",1627863-200782-201566-201569-203463,HOU,223.0,3,4.0,-11.0,9.0,8.0,,,17.0,1.0,,2.0,15.0,,1.0,2.0,2.0,3.0,2.0,3.0,,0.3333333333333333,1.0,0.6666666666666666,1.0,109.77578475336323,12.11111111111111,14.25,11.555555555555555,13.75,0.16666666666666666,,0.6666666666666666,0.47913333333333336,,24.85,,,2.0,,1.0,1.0,4.0,,4.0,,,,,,,,,,1.0,,,,,4.0,,,,,,0.25,0.16666666666666666,0.2857142857142857,,,,0.3333333333333333,,,,0.16666666666666666,,,,6.475,1.0,,,1.0,,,,2.0,,,,,,,2.0,,,,,1.0,,,1.0,,1.0,2.0,,,2.0,1.0,,,,,,,,,0.5,,,0.2,,0.16666666666666666,,,,,,,,,,0.14285714285714285,0.2,,,,1.0,,1.0,,1.0,1.0,,,,0.25,0.5,0.3333333333333333,0.5,,1.0,,,0.5067,,,,,,,,,1.0,,,1.0,,1.0,0.16666666666666666,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201569-203496,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, Eric Gordon, Robert Covington","House Jr., Tucker, Westbrook, Gordon, Covington",1627863-200782-201566-201569-203496,HOU,129.0,1,2.0,3.0,6.0,5.0,,,11.0,1.0,,2.0,,,1.0,3.0,3.0,3.0,,2.0,,0.6666666666666666,0.75,0.75,0.5,122.79069767441861,7.666666666666667,16.6,7.666666666666667,14.4,0.3333333333333333,,0.6666666666666666,0.5135500000000001,,24.65,,,,,1.0,,1.0,,3.0,,,,,,,,,,2.0,,,,,3.0,,,,,,,,0.3,,,,,,,,0.3333333333333333,,,,10.7,,,,1.0,,,,3.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,4.0,2.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,0.4,0.6666666666666666,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201569-203991,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, Eric Gordon, Clint Capela","House Jr., Tucker, Westbrook, Gordon, Capela",1627863-200782-201566-201569-203991,HOU,383.0,6,6.0,7.0,16.0,14.0,6.0,,30.0,2.0,1.0,5.0,12.0,2.0,2.0,4.0,5.0,7.0,1.0,3.0,6.0,0.38461538461538464,1.0,1.0,1.0,112.79373368146213,12.1875,13.428571428571429,12.0,13.428571428571429,0.15384615384615385,0.2,0.6923076923076923,0.5515423076923077,0.5617,24.54,0.375,1.0,4.0,3.0,3.0,2.0,8.0,4.0,19.0,2.0,12.0,1.0,4.0,5.0,3.0,,14.0,1.0,4.0,1.0,,1.0,1.0,17.0,0.5,1.0,1.0,0.8,0.8,0.25,0.6153846153846154,0.59375,1.0,,1.0,0.3076923076923077,0.25,0.25,,0.23076923076923078,1.0,1.0,1.0,6.4,1.0,1.0,2.0,3.0,1.0,1.0,,3.0,1.0,2.0,2.0,3.0,1.0,8.0,2.0,1.0,1.0,,,2.0,2.0,1.0,,,2.0,2.0,,,6.0,3.0,8.0,,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.2857142857142857,,0.23076923076923078,0.5,0.5,1.0,1.0,0.5,,0.2,,0.5,0.1875,0.2727272727272727,0.10526315789473684,0.42105263157894735,,,,,,,2.0,,,,,,0.3333333333333333,0.3333333333333333,0.5,,,,0.57365,,3.0,,,,1.0,2.0,,1.0,1.0,1.0,2.0,0.3333333333333333,1.0,0.07692307692307693,,,0.4,0.5,,1.0,0.3333333333333333,0.3333333333333333,2.0,1.0,1.0,,,1.0,0.14285714285714285,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201935-203085,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, James Harden, Austin Rivers","House Jr., Tucker, Westbrook, Harden, Rivers",1627863-200782-201566-201935-203085,HOU,1880.0,10,31.0,13.0,65.0,63.0,9.0,22.0,128.0,19.0,3.0,31.0,60.0,4.0,18.0,11.0,25.0,35.0,6.0,16.0,9.0,0.484375,0.6111111111111112,0.7333333333333333,0.5833333333333334,98.04255319148936,15.476923076923077,13.873015873015873,14.76923076923077,13.158730158730158,0.296875,0.375,0.859375,0.5551404761904761,0.5581142857142857,26.125806451612902,0.13846153846153847,11.0,24.0,4.0,12.0,17.0,33.0,10.0,73.0,12.0,24.0,6.0,8.0,14.0,4.0,3.0,36.0,11.0,16.0,2.0,2.0,4.0,3.0,64.0,0.35294117647058826,0.375,0.8,0.3225806451612903,0.3333333333333333,0.5151515151515151,0.5,0.5289855072463768,0.9166666666666666,0.8,0.75,0.375,0.4583333333333333,0.5238095238095238,0.2727272727272727,0.1875,0.3333333333333333,0.3333333333333333,1.0,3.118181818181818,8.0,1.0,4.0,8.0,1.0,6.0,1.0,9.0,3.0,6.0,9.0,4.0,1.0,10.0,22.0,6.0,4.0,6.0,3.0,10.0,8.0,4.0,3.0,,6.0,9.0,,1.0,13.0,7.0,10.0,3.0,0.25,0.5,0.5,0.4375,0.5,0.45454545454545453,0.3333333333333333,1.0,0.3,0.2777777777777778,0.3333333333333333,0.125,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.4444444444444444,0.25,,0.125,0.3333333333333333,0.3333333333333333,0.1044776119402985,0.19444444444444445,0.1232876712328767,0.136986301369863,,2.0,1.0,3.0,,3.0,4.0,,,0.3333333333333333,0.09090909090909091,0.125,0.25,0.23076923076923078,0.5,0.2222222222222222,,,0.518,,3.0,6.0,2.0,2.0,2.0,3.0,,1.0,2.0,4.0,,0.5,0.6666666666666666,0.015625,,,0.375,0.6666666666666666,,6.0,0.75,0.75,2.0,,1.0,3.0,1.0,,,1.0,1.0,,1.0,1.0,,3.0,1.0,2.0,1.0,,,,4.0,,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,0.25,,,,3.0,,0.5,,,,,,,,,1.0,,,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201935-203463,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, James Harden, Ben McLemore","House Jr., Tucker, Westbrook, Harden, McLemore",1627863-200782-201566-201935-203463,HOU,3036.0,16,51.0,40.0,109.0,109.0,53.0,50.0,218.0,28.0,16.0,49.0,108.0,24.0,28.0,18.0,42.0,50.0,14.0,24.0,52.0,0.5268817204301075,0.8181818181818182,0.6031746031746031,0.8,103.399209486166,12.403669724770642,15.44954128440367,11.79816513761468,14.8348623853211,0.3010752688172043,0.36363636363636365,0.8924731182795699,0.5468327956989247,0.5479068181818182,25.181632653061225,0.48623853211009177,26.0,34.0,6.0,21.0,31.0,44.0,17.0,148.0,22.0,30.0,11.0,10.0,21.0,5.0,8.0,52.0,20.0,26.0,9.0,6.0,9.0,2.0,146.0,0.3548387096774194,0.3548387096774194,0.5882352941176471,0.3469387755102041,0.3469387755102041,0.7045454545454546,0.6075268817204301,0.6788990825688074,0.4878048780487805,0.2,0.2222222222222222,0.3655913978494624,0.7647058823529411,0.7878787878787878,0.3076923076923077,0.22580645161290322,0.2857142857142857,0.2857142857142857,0.8333333333333334,3.4909090909090907,8.0,,1.0,8.0,8.0,11.0,8.0,35.0,1.0,2.0,2.0,20.0,12.0,82.0,40.0,11.0,5.0,5.0,4.0,8.0,9.0,6.0,6.0,5.0,,6.0,2.0,,40.0,11.0,81.0,4.0,0.5,0.5,0.14285714285714285,0.7272727272727273,0.14285714285714285,0.7884615384615384,1.0,1.0,0.16129032258064516,0.18181818181818182,0.1875,0.08602150537634409,0.39285714285714285,0.39285714285714285,0.45454545454545453,0.14285714285714285,,,0.18181818181818182,0.5,0.39285714285714285,0.13592233009708737,0.21153846153846154,0.013513513513513514,0.5540540540540541,,3.0,,5.0,,3.0,3.0,,3.0,,0.06818181818181818,0.029411764705882353,0.23076923076923078,0.25,0.3333333333333333,0.42857142857142855,,,0.528225,0.058823529411764705,18.0,21.0,6.0,5.0,13.0,17.0,,2.0,14.0,3.0,,0.7,0.8571428571428571,0.021505376344086023,,,0.38636363636363635,0.7647058823529411,0.25,5.0,0.625,0.8333333333333334,,3.0,0.7333333333333333,1.0,0.8333333333333334,,,1.0,,,,2.0,,,1.0,,,,,,3.0,,,,2.0,0.2857142857142857,,,0.13333333333333333,,4.0,0.5,3.0,,0.6,,,,,,,1.0,,,1.0,,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201935-203496,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, James Harden, Robert Covington","House Jr., Tucker, Westbrook, Harden, Covington",1627863-200782-201566-201935-203496,HOU,13282.0,13,221.0,22.0,468.0,470.0,58.0,109.0,938.0,143.0,16.0,207.0,508.0,21.0,143.0,81.0,173.0,212.0,52.0,102.0,56.0,0.4987951807228916,0.7570093457943925,0.6736401673640168,0.7435897435897436,101.69552778196055,13.55982905982906,14.757446808510638,13.134615384615385,14.119148936170212,0.344578313253012,0.37209302325581395,0.8481927710843373,0.5495706521739131,0.5240244186046511,25.600483091787442,0.12393162393162394,97.0,145.0,21.0,64.0,117.0,208.0,71.0,530.0,104.0,168.0,52.0,56.0,108.0,21.0,47.0,272.0,80.0,91.0,31.0,20.0,31.0,17.0,489.0,0.4444444444444444,0.48148148148148145,0.7887323943661971,0.34299516908212563,0.34299516908212563,0.5625,0.5385542168674698,0.5748373101952278,0.6060606060606061,0.5576923076923077,0.5483870967741935,0.3493975903614458,0.6689655172413793,0.7238805970149254,0.4845360824742268,0.15421686746987953,0.328125,0.328125,1.0,4.766346153846154,32.0,12.0,17.0,35.0,5.0,50.0,6.0,83.0,12.0,22.0,41.0,22.0,8.0,80.0,130.0,50.0,35.0,20.0,12.0,39.0,51.0,35.0,33.0,20.0,17.0,50.0,3.0,9.0,105.0,40.0,78.0,5.0,0.38095238095238093,0.5454545454545454,0.5735294117647058,0.5813953488372093,0.5857142857142857,0.6666666666666666,0.66,0.8,0.14925373134328357,0.17040358744394618,0.17582417582417584,0.08433734939759036,0.34965034965034963,0.3546099290780142,0.7,0.5,0.7058823529411765,0.08333333333333333,0.11627906976744186,0.375,0.34965034965034963,0.0957683741648107,0.16736401673640167,0.07735849056603773,0.1509433962264151,5.0,11.0,5.0,12.0,2.0,16.0,18.0,5.0,4.0,0.4166666666666667,0.07692307692307693,0.07586206896551724,0.20224719101123595,0.19148936170212766,0.375,0.3235294117647059,0.45454545454545453,0.8,0.50569375,0.014285714285714285,30.0,45.0,11.0,7.0,11.0,15.0,9.0,28.0,13.0,16.0,4.0,0.5909090909090909,0.7931034482758621,0.06746987951807229,0.32142857142857145,0.32142857142857145,0.3488372093023256,0.7333333333333333,0.14285714285714285,11.0,0.3142857142857143,0.36666666666666664,18.0,11.0,0.6190476190476191,13.0,0.7058823529411765,9.0,0.043689320388349516,2.0,4.0,,3.0,3.0,2.0,,7.0,,,0.00966183574879227,0.013986013986013986,3.0,9.0,1.0,,,1.0,0.029411764705882353,,,0.09302325581395349,,2.0,0.4,3.0,,0.2727272727272727,,,1.0,0.09090909090909091,2.0,0.2222222222222222,,,,,1.0,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201935-203991,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, James Harden, Clint Capela","House Jr., Tucker, Westbrook, Harden, Capela",1627863-200782-201566-201935-203991,HOU,21373.0,27,356.0,56.0,766.0,768.0,103.0,100.0,1534.0,201.0,33.0,281.0,796.0,40.0,201.0,126.0,298.0,398.0,51.0,142.0,103.0,0.4162962962962963,0.802547770700637,0.7823691460055097,0.811965811965812,103.35282833481496,13.241514360313316,14.622395833333334,12.566579634464752,14.0546875,0.29777777777777775,0.3793103448275862,0.7881481481481482,0.5457902962962963,0.5341448275862068,25.4288256227758,0.13446475195822455,155.0,251.0,32.0,80.0,206.0,394.0,105.0,852.0,230.0,183.0,115.0,61.0,176.0,32.0,91.0,413.0,158.0,139.0,44.0,26.0,44.0,30.0,757.0,0.558252427184466,0.6052631578947368,0.580952380952381,0.3736654804270463,0.3736654804270463,0.5228426395939086,0.5385185185185185,0.571236559139785,0.7669902912621359,0.7424242424242424,0.6818181818181818,0.3718518518518519,0.6175298804780877,0.6919642857142857,0.5870967741935483,0.11851851851851852,0.4,0.41025641025641024,1.0,5.223096446700508,80.0,28.0,43.0,96.0,7.0,73.0,13.0,125.0,33.0,56.0,95.0,47.0,14.0,118.0,182.0,73.0,29.0,42.0,14.0,100.0,72.0,49.0,69.0,46.0,55.0,124.0,12.0,12.0,162.0,74.0,118.0,6.0,0.35,0.5892857142857143,0.5406976744186046,0.5287356321839081,0.5337078651685393,0.5784313725490197,0.5564516129032258,0.875,0.24277456647398843,0.26666666666666666,0.2125984251968504,0.14222222222222222,0.36318407960199006,0.36683417085427134,0.3972602739726027,0.5,0.6511627906976745,0.32142857142857145,0.08045977011494253,0.3939393939393939,0.36318407960199006,0.11096075778078485,0.16299559471365638,0.11150234741784038,0.13849765258215962,5.0,21.0,9.0,30.0,2.0,37.0,54.0,11.0,8.0,0.3,0.09390862944162437,0.10756972111553785,0.2887700534759358,0.3020833333333333,0.27419354838709675,0.2441860465116279,0.23809523809523808,0.8,0.5266649122807018,0.028070175438596492,26.0,132.0,5.0,5.0,20.0,33.0,18.0,47.0,25.0,23.0,16.0,0.5319148936170213,0.775,0.06962962962962962,0.3829787234042553,0.3829787234042553,0.3793103448275862,0.6060606060606061,0.10416666666666667,33.0,0.34375,0.38372093023255816,32.0,17.0,0.7628865979381443,23.0,0.813953488372093,13.0,0.040625,8.0,4.0,6.0,7.0,4.0,4.0,12.0,3.0,,,0.014234875444839857,0.009950248756218905,6.0,14.0,2.0,,4.0,9.0,0.10465116279069768,0.4444444444444444,1.0,0.32608695652173914,0.27586206896551724,1.0,0.14285714285714285,17.0,,0.5151515151515151,1.0,0.025,4.0,0.19047619047619047,7.0,0.3888888888888889,4.0,1.0,,,2.0,,,,1610612745,2020,2019-20,False
1627863-200782-201566-201935-2199,1610612745,"Danuel House Jr., P.J. Tucker, Russell Westbrook, James Harden, Tyson Chandler","House Jr., Tucker, Westbrook, Harden, Chandler",1627863-200782-201566-201935-2199,HOU,1433.0,5,24.0,8.0,50.0,47.0,,,97.0,15.0,,19.0,53.0,,15.0,11.0,19.0,31.0,5.0,7.0,,0.4318181818181818,0.7857142857142857,0.72,0.7777777777777778,97.4738311235171,14.22,15.361702127659575,13.42,14.72340425531915,0.3409090909090909,,0.6590909090909091,0.5278863636363637,,25.889473684210525,,8.0,10.0,1.0,4.0,16.0,25.0,6.0,61.0,12.0,15.0,6.0,5.0,11.0,1.0,5.0,27.0,7.0,12.0,4.0,3.0,5.0,2.0,46.0,0.375,0.42857142857142855,0.8333333333333334,0.3157894736842105,0.3157894736842105,0.64,0.5681818181818182,0.5865384615384616,0.6363636363636364,0.5714285714285714,0.4,0.22727272727272727,0.8,0.8,0.625,0.09090909090909091,0.25,0.25,1.0,9.36,10.0,3.0,3.0,6.0,,5.0,,11.0,5.0,5.0,15.0,,,,20.0,5.0,4.0,7.0,1.0,12.0,3.0,2.0,5.0,5.0,5.0,10.0,,,20.0,9.0,,,,1.0,0.8333333333333334,,0.75,,0.5,1.0,0.5384615384615384,0.5,0.7,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.8,0.5,1.0,0.3333333333333333,,,0.3333333333333333,0.19230769230769232,0.28125,0.2459016393442623,,,1.0,,1.0,5.0,1.0,4.0,,1.0,,0.04,,0.4444444444444444,1.0,1.0,0.16666666666666666,,,0.49015000000000003,0.05,,3.0,,,,,4.0,9.0,,1.0,2.0,,0.8,0.20454545454545456,0.4444444444444444,0.4444444444444444,,,0.16666666666666666,4.0,0.6666666666666666,0.8,4.0,1.0,0.75,,,3.0,0.14285714285714285,2.0,1.0,1.0,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,0.25,1.0,0.25,,,1.0,,,1.0,,,1610612745,2020,2019-20,False
