EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,FG2A,FtPoints,Points,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG3A,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffRebounds,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,BlockedShortMidRange,DefFTReboundPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3FGA,ShortMidRangePctBlocked,Corner3Frequency,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,Loose Ball Fouls,PenaltyCorner3Frequency,SecondChanceTurnovers,PenaltyCorner3FGM,PtsUnassisted3s,Offensive Fouls,PenaltyCorner3Accuracy,Charge Fouls Drawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Technical Free Throw Trips,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Travels,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,LongMidRangePctBlocked,DefensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
101108-1627846-1628390-1629647-203457,1610612760,"Chris Paul, Abdel Nader, Terrance Ferguson, Darius Bazley, Nerlens Noel","Paul, Nader, Ferguson, Bazley, Noel",101108-1627846-1628390-1629647-203457,OKC,67.0,1,1.0,1.0,2,2.0,4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,85.97014925373134,1.0,16.5,17.0,16.5,17.0,1.0,0.4311,0.5,0.5,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
101108-1627846-1628983-1629647-203457,1610612760,"Chris Paul, Abdel Nader, Shai Gilgeous-Alexander, Darius Bazley, Nerlens Noel","Paul, Nader, Gilgeous-Alexander, Bazley, Noel",101108-1627846-1628983-1629647-203457,OKC,108.0,2,2.0,,3,5.0,8,1.0,2.0,,2.0,,3.0,3.0,3.0,1.0,,,,,,,2.0,0.3333333333333333,1.0,,1.0,1.0,,106.66666666666666,,17.666666666666668,11.0,17.666666666666668,11.0,0.3333333333333333,0.4174333333333333,,,15.45,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3503,1.0,26.7,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
101108-1627846-1628983-1629647-203500,1610612760,"Chris Paul, Abdel Nader, Shai Gilgeous-Alexander, Darius Bazley, Steven Adams","Paul, Nader, Gilgeous-Alexander, Bazley, Adams",101108-1627846-1628983-1629647-203500,OKC,78.0,1,1.0,4.0,3,2.0,5,,,,6.0,1.0,,1.0,2.0,,,,,,,,3.0,0.75,,1.0,1.0,,,92.3076923076923,,15.333333333333334,16.0,14.0,16.0,,0.516075,,,,,,,,4.0,,4.0,2.0,,,,,4.0,,,,,0.75,,,1.0,,,,,,1.0,1.0,,,26.6,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,0.5,1.0,0.5,1.5,1.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
101108-1627846-1629647-203457-203471,1610612760,"Chris Paul, Abdel Nader, Darius Bazley, Nerlens Noel, Dennis Schroder","Paul, Nader, Bazley, Noel, Schroder",101108-1627846-1629647-203457-203471,OKC,56.0,1,1.0,-1.0,2,3.0,5,1.0,1.0,,,,2.0,3.0,3.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,128.57142857142856,1.0,6.5,14.333333333333334,6.5,14.333333333333334,1.0,0.3839,,,20.7,2.0,2.0,,,,,,1.0,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,0.3839,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
101108-1627846-1629647-203471-203500,1610612760,"Chris Paul, Abdel Nader, Darius Bazley, Dennis Schroder, Steven Adams","Paul, Nader, Bazley, Schroder, Adams",101108-1627846-1629647-203471-203500,OKC,439.0,1,7.0,-14.0,12,13.0,25,2.0,9.0,,9.0,2.0,2.0,4.0,6.0,,,,,,,,7.0,0.34615384615384615,1.0,0.5,0.6666666666666666,1.0,,82.00455580865604,,20.916666666666668,14.461538461538462,19.333333333333332,13.23076923076923,0.15384615384615385,0.47104615384615384,,,6.922222222222222,,,,1.0,4.0,3.0,4.0,23.0,,,,2.0,4.0,,,0.3333333333333333,,0.34615384615384615,,,0.3076923076923077,,,0.07692307692307693,,,0.3076923076923077,0.7692307692307693,,,26.275,,2.0,1.0,,,1.0,,,2.0,3.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,1.0,0.25,,0.25,0.5,0.5,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.25,0.25,1.0,,,,0.25,0.2222222222222222,,,,1.0,,2.0,2.0,,,2.0,6.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.3333333333333333,1.0,0.16666666666666666,0.25,0.46153846153846156,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
101108-1628390-1628983-201568-203488,1610612760,"Chris Paul, Terrance Ferguson, Shai Gilgeous-Alexander, Danilo Gallinari, Mike Muscala","Paul, Ferguson, Gilgeous-Alexander, Gallinari, Muscala",101108-1628390-1628983-201568-203488,OKC,122.0,1,2.0,-4.0,3,4.0,7,1.0,2.0,,5.0,1.0,,1.0,1.0,,,,,,,,5.0,0.8333333333333334,,1.0,1.0,,1.0,82.62295081967214,,14.333333333333334,19.75,14.333333333333334,19.75,0.3333333333333333,0.50125,,,9.95,3.0,,,,1.0,1.0,1.0,9.0,1.0,2.0,5.0,,1.0,5.0,3.0,0.5,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,,,,,,0.3333333333333333,0.6666666666666666,0.50125,1.0,27.4,1.0,,1.0,,,1.0,,,,3.0,1.0,1.0,2.0,1.0,5.0,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,2.0,,1.0,1.0,,,,1.0,1.0,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
101108-1628390-1628983-201568-203500,1610612760,"Chris Paul, Terrance Ferguson, Shai Gilgeous-Alexander, Danilo Gallinari, Steven Adams","Paul, Ferguson, Gilgeous-Alexander, Gallinari, Adams",101108-1628390-1628983-201568-203500,OKC,747.0,2,12.0,7.0,25,25.0,50,4.0,22.0,5.0,30.0,7.0,3.0,10.0,16.0,9.0,6.0,3.0,1.0,1.0,1.0,1.0,22.0,0.5172413793103449,0.75,0.7,0.7142857142857143,0.6666666666666666,0.5,96.3855421686747,1.0,15.44,14.44,14.24,13.12,0.14814814814814814,0.46856538461538466,0.10714285714285714,0.13043478260869565,6.240909090909091,6.0,,1.0,5.0,5.0,11.0,5.0,23.0,2.0,6.0,6.0,12.0,4.0,6.0,6.0,0.5,0.3333333333333333,0.46296296296296297,0.2222222222222222,0.3,0.18518518518518517,1.0,,0.18518518518518517,0.2,0.2,0.18518518518518517,0.6666666666666666,0.48869375,0.2,33.1,0.24,5.0,1.0,,,1.0,,,8.0,3.0,1.0,1.0,6.0,1.0,13.0,2.0,6.0,1.0,0.2,,0.25,0.6,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.75,0.2,0.2,1.0,,,,0.25,0.26666666666666666,,,1.0,3.0,1.0,,2.0,,,8.0,13.0,3.0,3.0,2.0,3.0,5.0,10.0,,5.0,4.0,4.0,2.0,,0.45454545454545453,0.5555555555555556,0.6,,,0.6666666666666666,0.36363636363636365,0.4,0.48148148148148145,0.6153846153846154,0.6153846153846154,0.5,0.5,0.5,0.6,1.0,,0.57115,2.0,3.0,,3.0,,3.0,,0.3333333333333333,0.6666666666666666,0.3333333333333333,,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.25,0.5,0.07142857142857142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
101108-1628390-1629647-203457-203471,1610612760,"Chris Paul, Terrance Ferguson, Darius Bazley, Nerlens Noel, Dennis Schroder","Paul, Ferguson, Bazley, Noel, Schroder",101108-1628390-1629647-203457-203471,OKC,130.0,2,2.0,1.0,3,5.0,8,1.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,,1.0,1.0,3.0,0.3,1.0,1.0,1.0,,1.0,88.61538461538463,1.0,16.0,16.4,16.0,16.4,0.25,0.49156666666666665,0.2,0.3333333333333333,14.7,,1.0,,1.0,2.0,1.0,2.0,2.0,,,,2.0,1.0,,,0.5,,0.25,,,0.5,1.0,1.0,0.25,,,0.5,0.5,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
101108-1628390-1629647-203471-203500,1610612760,"Chris Paul, Terrance Ferguson, Darius Bazley, Dennis Schroder, Steven Adams","Paul, Ferguson, Bazley, Schroder, Adams",101108-1628390-1629647-203471-203500,OKC,304.0,2,5.0,3.0,12,11.0,23,,5.0,2.0,12.0,6.0,1.0,8.0,9.0,2.0,2.0,1.0,,,,,12.0,0.5454545454545454,0.3333333333333333,1.0,0.7777777777777778,0.5,1.0,108.94736842105263,,11.916666666666666,14.636363636363637,11.333333333333334,13.818181818181818,,0.503155,0.09090909090909091,0.16666666666666666,4.04,,,,3.0,4.0,2.0,5.0,9.0,,,,2.0,4.0,,,0.4,,0.5,,,0.5,,,0.3,,,0.4,0.7,,,25.1,,1.0,2.0,,1.0,2.0,,1.0,,6.0,2.0,2.0,3.0,2.0,8.0,1.0,1.0,1.0,0.4,,0.4,,,0.3333333333333333,0.16666666666666666,0.5,1.0,0.5,0.5,1.0,1.0,,,0.5,,1.0,,,1.0,,1.0,1.0,,1.0,2.0,2.0,,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,0.5,0.5,,0.4,,1.0,,,0.2,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
101108-1628390-201568-203471-203500,1610612760,"Chris Paul, Terrance Ferguson, Danilo Gallinari, Dennis Schroder, Steven Adams","Paul, Ferguson, Gallinari, Schroder, Adams",101108-1628390-201568-203471-203500,OKC,107.0,1,2.0,-4.0,3,3.0,6,,,,3.0,,,,,1.0,,,,,,,3.0,0.5,,,,,,80.74766355140187,,24.0,11.666666666666666,24.0,11.666666666666666,,0.5587,,,,,,,,2.0,,3.0,7.0,,,,,2.0,,,,,0.5,,,1.0,,,,,,0.6666666666666666,1.0,,,24.96666666666667,,,1.0,,,1.0,,,,3.0,1.0,1.0,1.0,1.0,3.0,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,,0.5,0.5,1.0,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2020,2019-20,False
