EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Charge Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,OffCorner3ReboundPct,HeaveAttempts,FTOffRebounds,Travels,DefensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,3SecondViolations,team_id,year,season,team_vs
1626196-1627732-1627788-1629680-201143,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Matisse Thybulle, Al Horford","Richardson, Simmons, Korkmaz, Thybulle, Horford",1626196-1627732-1627788-1629680-201143,PHI,125.0,2,2.0,-5.0,4.0,4.0,2.0,2.0,1.0,8.0,4.0,3.0,1.0,2.0,6.0,5.0,3.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,0.75,0.5,1.0,0.3333333333333333,92.16,16.25,15.0,13.25,15.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5087833333333334,0.5875,0.4361,7.216666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-202699,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Tobias Harris","Richardson, Simmons, Korkmaz, Horford, Harris",1626196-1627732-1627788-201143-202699,PHI,5101.0,22,85.0,-15.0,180.0,192.0,29.0,44.0,13.0,372.0,53.0,6.0,11.0,18.0,108.0,229.0,10.0,16.0,10.0,31.0,76.0,15.0,91.0,,14.0,,9.0,6.0,23.0,4.0,2.0,35.0,50.0,5.0,26.0,3.0,0.6086956521739131,0.23255813953488372,0.9117647058823529,0.8068181818181818,0.22058823529411764,0.3076923076923077,0.2727272727272727,0.9230769230769231,,105.01470299941188,13.588888888888889,13.828125,13.188888888888888,13.473958333333334,0.34868421052631576,0.11842105263157894,0.5,0.4782608695652174,0.6381578947368421,0.5089327814569536,0.5228222222222222,0.5337586956521739,6.65462962962963,0.16111111111111112,40.0,4.0,8.0,18.0,37.0,6.0,1.0,3.0,1.0,16.0,41.0,2.0,3.0,6.0,64.0,17.0,44.0,35.0,214.0,6.0,2.0,2.0,14.0,8.0,3.0,7.0,12.0,37.0,64.0,64.0,48.0,3.0,4.0,41.0,16.0,10.0,1.0,32.0,16.0,48.0,15.0,1.0,25.0,4.0,3.0,112.0,5.0,40.0,5.0,10.0,5.0,5.0,8.0,1.0,2.0,10.0,3.0,3.0,1.0,2.0,49.0,9.0,23.0,6.0,7.0,4.0,3.0,7.0,4.0,200.0,33.0,2.0,0.5,0.5161290322580645,0.9411764705882353,0.38636363636363635,0.42857142857142855,0.38636363636363635,0.5925925925925926,0.6,0.5,0.5888157894736842,0.5,0.5434782608695652,0.622093023255814,0.5384615384615384,0.6166666666666667,0.2894736842105263,0.022727272727272728,0.09259259259259259,0.07547169811320754,0.16216216216216217,0.024390243902439025,1.0,0.7407407407407407,0.2,0.15789473684210525,0.21739130434782608,0.8125,0.7931034482758621,0.4444444444444444,0.875,0.5714285714285714,0.7547169811320755,0.8163265306122449,0.625,0.24342105263157895,0.4864864864864865,0.5806451612903226,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5,0.019736842105263157,0.3333333333333333,0.3333333333333333,1.0,0.26973684210526316,0.3902439024390244,0.4,0.9375,0.6666666666666666,0.16666666666666666,0.7272727272727273,0.043478260869565216,0.2608695652173913,0.5,0.3902439024390244,0.13855421686746988,0.1885245901639344,0.06542056074766354,0.17289719626168223,26.572727272727274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-203118,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Mike Scott","Richardson, Simmons, Korkmaz, Horford, Scott",1626196-1627732-1627788-201143-203118,PHI,984.0,7,16.0,-6.0,33.0,36.0,12.0,24.0,2.0,69.0,10.0,2.0,4.0,2.0,18.0,47.0,2.0,8.0,2.0,7.0,15.0,2.0,17.0,1.0,1.0,,5.0,,6.0,,1.0,5.0,7.0,1.0,11.0,1.0,0.16666666666666666,0.18181818181818182,0.6363636363636364,0.6086956521739131,0.16666666666666666,0.25,,0.625,0.09090909090909091,100.97560975609757,13.818181818181818,14.666666666666666,13.636363636363637,13.333333333333334,0.4,0.08,1.0,0.4444444444444444,0.68,0.54985,0.5827,0.5275166666666666,5.411111111111111,0.36363636363636365,6.0,1.0,3.0,,6.0,1.0,1.0,1.0,,5.0,6.0,,1.0,1.0,7.0,6.0,7.0,9.0,41.0,1.0,,,2.0,3.0,1.0,1.0,7.0,16.0,8.0,6.0,15.0,3.0,,6.0,5.0,1.0,,4.0,5.0,9.0,4.0,1.0,4.0,,,23.0,,7.0,1.0,,,,1.0,2.0,,2.0,1.0,,,,10.0,,2.0,3.0,2.0,1.0,1.0,2.0,,39.0,14.0,2.0,0.5714285714285714,0.5714285714285714,0.8333333333333334,0.8571428571428571,1.0,0.8571428571428571,0.3888888888888889,0.5,0.375,0.64,0.5,0.5,0.6833333333333333,0.5,0.6153846153846154,0.28,,0.05555555555555555,,0.16666666666666666,,1.0,0.5833333333333334,,0.16666666666666666,,0.5,0.6666666666666666,,0.6666666666666666,,0.6,0.6,0.6666666666666666,0.24,,,,0.5,0.5,,0.04,1.0,1.0,1.0,0.24,0.8333333333333334,0.8333333333333334,0.8,0.5,,0.75,,0.1111111111111111,1.0,0.8333333333333334,0.07407407407407407,0.1,0.04878048780487805,0.3902439024390244,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-203516,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, James Ennis III","Richardson, Simmons, Korkmaz, Horford, Ennis III",1626196-1627732-1627788-201143-203516,PHI,236.0,1,4.0,-4.0,9.0,8.0,9.0,4.0,3.0,17.0,3.0,3.0,3.0,,8.0,12.0,3.0,8.0,3.0,1.0,3.0,3.0,6.0,,,,1.0,,1.0,,1.0,2.0,,,9.0,,,0.75,1.0,1.0,0.5,,,1.0,,103.72881355932203,15.11111111111111,12.5,13.222222222222221,12.5,0.3,,1.0,0.3,0.5,0.463385,0.5245333333333334,0.463385,5.0,1.0,3.0,3.0,3.0,1.0,5.0,,,1.0,1.0,,1.0,,,1.0,4.0,,2.0,,8.0,3.0,,,6.0,4.0,,2.0,,8.0,2.0,6.0,,,4.0,1.0,,1.0,,1.0,,1.0,,,,1.0,,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,8.0,,0.25,0.5,,,,,0.5,1.0,0.5,0.4,1.0,0.4,0.4,1.0,0.4,0.2,,0.125,,0.2,,,1.0,,0.75,,1.0,,1.0,,,1.0,1.0,,0.5,0.2,0.25,1.0,,,,0.1,,,,0.1,,,,1.0,,1.0,0.1,0.1,,,,,0.75,1.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-203526,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Raul Neto","Richardson, Simmons, Korkmaz, Horford, Neto",1626196-1627732-1627788-201143-203526,PHI,198.0,1,3.0,1.0,7.0,7.0,3.0,,1.0,14.0,2.0,1.0,1.0,,3.0,7.0,1.0,2.0,1.0,,2.0,1.0,3.0,,1.0,,,,1.0,,1.0,1.0,3.0,1.0,3.0,,1.0,0.5,,0.6666666666666666,0.25,,,,,101.81818181818183,11.0,17.285714285714285,10.285714285714286,15.714285714285714,0.3333333333333333,,1.0,0.3333333333333333,0.8333333333333334,0.4877833333333333,0.3864,0.40503333333333336,4.5,0.42857142857142855,1.0,,,,1.0,,,,,1.0,3.0,,,1.0,1.0,1.0,3.0,3.0,8.0,,,,,,,1.0,,,,2.0,3.0,,,3.0,1.0,,,,1.0,1.0,1.0,,,,,3.0,,2.0,,1.0,,1.0,1.0,,,1.0,,,,,3.0,1.0,2.0,,,,,,,8.0,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,0.4166666666666667,,,0.5714285714285714,,,0.5,,,,,,,1.0,,1.0,,1.0,1.0,,,,0.5,0.5,,0.16666666666666666,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,,0.3333333333333333,0.2857142857142857,0.5,,,26.266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-201143-203954,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Al Horford, Joel Embiid","Richardson, Simmons, Korkmaz, Horford, Embiid",1626196-1627732-1627788-201143-203954,PHI,174.0,2,3.0,11.0,7.0,7.0,3.0,3.0,1.0,14.0,1.0,,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,,,,,,,,,,2.0,,3.0,,,1.0,1.0,1.0,1.0,,,1.0,,115.86206896551724,11.857142857142858,13.0,10.428571428571429,13.0,0.16666666666666666,0.3333333333333333,,0.5,0.5,0.49028333333333335,0.3827,0.614775,11.55,0.42857142857142855,1.0,,1.0,,1.0,2.0,,,,2.0,2.0,,1.0,1.0,3.0,2.0,2.0,2.0,14.0,1.0,,,2.0,1.0,1.0,1.0,,5.0,,6.0,3.0,3.0,,2.0,2.0,,,,1.0,1.0,1.0,,,,,3.0,,5.0,,,,,,,,,,,,,2.0,,1.0,,1.0,1.0,,1.0,1.0,12.0,5.0,,,,0.5,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.25,1.0,1.0,1.25,0.3333333333333333,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.16666666666666666,,,,1.0,1.0,,,,,,0.3333333333333333,1.0,1.0,0.5,,,1.0,,0.5,1.0,1.0,0.14285714285714285,0.2,0.14285714285714285,0.35714285714285715,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-202699-203118,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Mike Scott","Richardson, Simmons, Korkmaz, Harris, Scott",1626196-1627732-1627788-202699-203118,PHI,5.0,1,,2.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,288.0,5.0,,5.0,,,1.0,,,,0.2694,,0.2694,23.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-202699-203124,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Kyle O'Quinn","Richardson, Simmons, Korkmaz, Harris, O'Quinn",1626196-1627732-1627788-202699-203124,PHI,96.0,1,2.0,1.0,3.0,3.0,3.0,3.0,,6.0,,,,,,3.0,,,,,2.0,,2.0,,,,,,,,,1.0,2.0,,3.0,,,,,0.6666666666666666,,,,,,90.0,11.666666666666666,20.333333333333332,11.666666666666666,18.0,,,,,1.0,0.576375,,0.576375,,1.0,,,,,,,,,,1.0,2.0,,1.0,2.0,,1.0,2.0,1.0,4.0,,,,,,1.0,2.0,1.0,4.0,,,,3.0,,2.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,4.0,,,2.0,,,,,,4.0,4.0,2.0,,,,0.5,0.5,0.5,,,,0.75,,0.75,0.5,,0.5,1.0,,,,,,,0.6666666666666666,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,1.0,0.5,0.5,,,,1.0,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-202699-203526,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Raul Neto","Richardson, Simmons, Korkmaz, Harris, Neto",1626196-1627732-1627788-202699-203526,PHI,56.0,1,1.0,4.0,2.0,2.0,2.0,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,102.85714285714286,13.5,14.5,13.5,14.5,,,,,1.0,0.57615,,0.57615,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,2.0,,6.0,,,,,,2.0,2.0,,6.0,,,6.0,,,1.0,1.0,,,,2.0,2.0,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,1.0,1.0,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,0.5,0.5,1.0,1.0,,,,1.0,23.65,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627732-1627788-202699-203658,1610612755,"Josh Richardson, Ben Simmons, Furkan Korkmaz, Tobias Harris, Norvel Pelle","Richardson, Simmons, Korkmaz, Harris, Pelle",1626196-1627732-1627788-202699-203658,PHI,195.0,2,3.0,1.0,8.0,7.0,,,1.0,15.0,2.0,1.0,,1.0,4.0,5.0,1.0,,1.0,2.0,4.0,1.0,5.0,,,,1.0,,1.0,,,3.0,,,,,,0.3333333333333333,1.0,1.0,0.16666666666666666,0.5,,1.0,,110.76923076923077,10.875,15.428571428571429,10.5,15.428571428571429,0.25,0.125,1.0,,0.75,0.50945625,0.4556,,6.35,,,,,1.0,1.0,,,,,1.0,4.0,,,,1.0,1.0,4.0,1.0,6.0,,,,,,,,,,,2.0,3.0,,,4.0,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,2.0,,1.0,1.0,,,,,2.0,,1.0,,,1.0,,,,,,,,,6.0,,,,,1.0,0.25,,0.25,0.25,,,0.3125,,,0.3125,,,0.5,,0.25,0.5,,,,1.0,,,,1.0,1.0,,,,,,,0.125,1.0,1.0,,,,,,,,,0.5,0.25,0.25,1.0,,,,,,,0.25,,,,,26.15,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
