EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,OffTwoPtRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Minutes,PlusMinus,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,SecondsExcludingORebsPerPossDef,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,PtsUnassisted3s,FTDefRebounds,DefRebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Offensive Fouls,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,ShortMidRangeFGA,DefThreePtRebounds,DefTwoPtRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFGM,LongMidRangeFGA,FG2M,PtsUnassisted2s,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls Drawn,Fg2Pct,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyTurnovers,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Corner3Assists,AtRimAssists,LostBallSteals,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffThreePtRebounds,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceFG3A,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceCorner3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,FTOffRebounds,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,BlockedCorner3,Defensive 3 Seconds Violations,AtRimPctBlocked,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,3SecondViolations,Travels,BlockedLongMidRange,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,DefensiveGoaltends,OffensiveGoaltends,team_id,year,season,team_vs
1626188-1627936-1628398-201980-202693,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Danny Green, Markieff Morris","Cook, Caruso, Kuzma, Green, Morris",1626188-1627936-1628398-201980-202693,LAL,25.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,115.19999999999999,24.0,1.0,24.0,1.0,1.0,1.0,0.3735,0.3735,0.5,0.5,1.0,1.0,2.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
1626188-1627936-200765-201162-203484,1610612747,"Quinn Cook, Alex Caruso, Rajon Rondo, Jared Dudley, Kentavious Caldwell-Pope","Cook, Caruso, Rondo, Dudley, Caldwell-Pope",1626188-1627936-200765-201162-203484,LAL,21.0,1,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,68.57142857142857,21.0,,21.0,,,1.0,0.47625,0.47625,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
1626188-1627936-201162-203484-2730,1610612747,"Quinn Cook, Alex Caruso, Jared Dudley, Kentavious Caldwell-Pope, Dwight Howard","Cook, Caruso, Dudley, Caldwell-Pope, Howard",1626188-1627936-201162-203484-2730,LAL,66.0,1,3.0,3.0,3.0,2.0,,6.0,,,,,3.0,7.0,,,,,3.0,,,,,,,3.0,3.0,0.75,,0.75,,,,130.9090909090909,11.666666666666666,10.333333333333334,11.666666666666666,,,1.0,0.49515,0.49515,,,,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,28.5,1.0,-4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.5,0.5,0.5,0.75,0.75,10.333333333333334,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
1626188-1628398-201162-201580-2747,1610612747,"Quinn Cook, Kyle Kuzma, Jared Dudley, JaVale McGee, JR Smith","Cook, Kuzma, Dudley, McGee, Smith",1626188-1628398-201162-201580-2747,LAL,168.0,1,7.0,7.0,,7.0,,14.0,1.0,,1.0,,6.0,13.0,,,,,,,,1.0,,,,,,0.6,,,,,,120.00000000000001,14.142857142857142,9.857142857142858,14.142857142857142,0.2,,1.0,0.55549,,,,,,2.7,,3.0,,4.0,,3.0,0.8,0.6,,24.975,3.0,-7.0,1.0,,2.0,,3.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,0.5,0.5,,0.5,0.6,,9.857142857142858,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
1626188-1628398-201162-202693-2747,1610612747,"Quinn Cook, Kyle Kuzma, Jared Dudley, Markieff Morris, JR Smith","Cook, Kuzma, Dudley, Morris, Smith",1626188-1628398-201162-202693-2747,LAL,119.0,2,5.0,4.0,1.0,3.0,,9.0,,,1.0,,3.0,4.0,,,,,,,,2.0,,,,,1.0,0.375,,,,,,108.90756302521008,14.8,11.25,14.8,,,0.75,0.434675,0.47175,,,,,12.8,0.2,3.0,1.0,3.0,1.0,3.0,0.75,0.75,1.0,26.099999999999998,2.0,-1.0,1.0,,1.0,,,1.0,,,,,1.0,3.0,,0.3333333333333333,,0.3333333333333333,0.375,,11.25,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,3.0,,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
1626188-1628398-203079-2730-2747,1610612747,"Quinn Cook, Kyle Kuzma, Dion Waiters, Dwight Howard, JR Smith","Cook, Kuzma, Waiters, Howard, Smith",1626188-1628398-203079-2730-2747,LAL,134.0,1,4.0,5.0,,,,9.0,,,1.0,,2.0,5.0,,,,,,,,1.0,1.0,,,,,0.5,,,,,,96.71641791044776,17.0,13.2,17.0,,,0.5,0.469475,,,,,,20.7,,1.0,,1.0,,1.0,0.5,0.5,,25.1,2.0,-3.0,,,,,,,,,,,1.0,2.0,,,,,0.5,,13.0,,,,,,,,,,1.0,,,1.0,2.0,,1.0,,,,,,,1.0,,,,,0.5,,0.5,0.5,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
1626188-201162-202693-2730-2747,1610612747,"Quinn Cook, Jared Dudley, Markieff Morris, Dwight Howard, JR Smith","Cook, Dudley, Morris, Howard, Smith",1626188-201162-202693-2730-2747,LAL,44.0,1,2.0,2.0,2.0,2.0,,4.0,,,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,130.9090909090909,16.0,6.0,16.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,-4.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
1626188-201162-203079-2730-2747,1610612747,"Quinn Cook, Jared Dudley, Dion Waiters, Dwight Howard, JR Smith","Cook, Dudley, Waiters, Howard, Smith",1626188-201162-203079-2730-2747,LAL,853.0,2,31.0,30.0,15.0,14.0,1.0,61.0,4.0,3.0,11.0,3.0,27.0,41.0,,,6.0,2.0,13.0,1.0,1.0,7.0,8.0,5.0,1.0,13.0,15.0,0.52,,0.5454545454545454,0.2,0.07692307692307693,,102.97772567409145,16.451612903225808,11.433333333333334,16.225806451612904,0.17391304347826086,0.3,0.6956521739130435,0.5221391304347826,0.53557,0.041666666666666664,0.08333333333333333,,0.48148148148148145,11.618181818181817,0.4838709677419355,6.0,2.0,12.0,4.0,6.0,0.5217391304347826,0.2608695652173913,0.2,24.59166666666667,14.0,-14.0,1.0,,4.0,1.0,9.0,1.0,3.0,5.0,,13.0,6.0,27.0,0.75,0.3333333333333333,0.25,0.3333333333333333,0.5217391304347826,0.55,10.366666666666667,0.16666666666666666,0.16666666666666666,,,0.16666666666666666,3.0,6.0,3.0,,6.0,4.0,1.0,3.0,6.0,2.0,1.0,,0.2608695652173913,0.5,0.5,2.0,4.0,2.0,1.0,1.0,1.0,,0.3333333333333333,0.5714285714285714,0.46153846153846156,0.25,0.5,,0.08695652173913043,1.0,5.0,6.0,8.0,3.0,3.0,,0.5454545454545454,0.5,0.21739130434782608,0.2,0.2,3.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
1626188-202693-203079-2730-2747,1610612747,"Quinn Cook, Markieff Morris, Dion Waiters, Dwight Howard, JR Smith","Cook, Morris, Waiters, Howard, Smith",1626188-202693-203079-2730-2747,LAL,26.0,1,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,55.38461538461538,,12.0,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
1627936-1628398-1629659-201162-203484,1610612747,"Alex Caruso, Kyle Kuzma, Talen Horton-Tucker, Jared Dudley, Kentavious Caldwell-Pope","Caruso, Kuzma, Horton-Tucker, Dudley, Caldwell-Pope",1627936-1628398-1629659-201162-203484,LAL,53.0,1,2.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,,3.0,,,,1.0,,3.0,,,1.0,,,,3.0,2.0,0.75,,0.75,,,,81.50943396226415,19.5,14.0,19.5,0.5,0.5,1.0,0.658625,0.658625,,,,1.0,0.9,1.0,,,1.0,1.0,,0.5,,,23.2,1.0,3.0,,,1.0,1.0,3.0,,1.0,1.0,,3.0,,3.0,1.0,1.0,1.0,1.0,0.75,0.75,14.0,,,,,,1.0,1.0,,,1.0,,,,,,,,0.5,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,False
