EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,PenaltyCorner3FGA,LostBallTurnovers,PenaltyCorner3Frequency,SelfOReb,SelfORebPct,Loose Ball Fouls,PenaltyCorner3FGM,OffThreePtRebounds,Steals,BadPassSteals,Charge Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyCorner3Accuracy,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,Travels,BlockedAtRim,SecondChanceCorner3FGA,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,HeaveAttempts,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,OffArc3ReboundPct,Charge Fouls Drawn,ShortMidRangePctBlocked,PtsUnassisted3s,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,Fg3aBlocked,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,BlockedLongMidRange,3SecondViolations,Corner3PctBlocked,BlockedArc3,LongMidRangePctBlocked,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,team_id,year,season,team_vs
1626143-1627742-1628366-1628402-1628404,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Frank Jackson, Josh Hart","Okafor, Ingram, Ball, Jackson, Hart",1626143-1627742-1628366-1628402-1628404,NOP,684.0,4,11.0,11.0,27.0,27.0,17.0,15.0,5.0,54.0,4.0,6.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,9.0,15.0,4.0,6.0,9.0,39.0,28.0,2.0,2.0,1.0,1.0,3.0,10.0,7.0,9.0,1.0,3.0,5.0,22.0,6.0,12.0,12.0,2.0,5.0,3.0,1.0,3.0,4.0,7.0,3.0,1.0,2.0,1.0,18.0,4.0,1.0,4.0,7.0,11.0,5.0,16.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,8.0,14.0,1.0,6.0,1.0,1.0,29.0,22.0,17.0,0.3333333333333333,0.375,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6,1.0,0.7777777777777778,0.7142857142857143,1.1666666666666667,0.7083333333333334,0.7222222222222222,1.0,0.7333333333333333,0.2857142857142857,0.06666666666666667,0.16666666666666666,0.25,0.5,0.7777777777777778,0.6666666666666666,0.8,0.7857142857142857,0.5,0.5,1.0,0.75,0.6666666666666666,1.0,1.0,0.5,113.68421052631578,11.25925925925926,14.074074074074074,10.851851851851851,13.481481481481481,0.2857142857142857,0.6666666666666666,0.8,0.5,0.23809523809523808,0.4,0.4,0.19047619047619047,0.75,0.75,0.3333333333333333,0.047619047619047616,1.0,1.0,1.0,0.23809523809523808,0.6,0.6,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.25,0.6666666666666666,0.25,0.3333333333333333,0.5714285714285714,0.6,0.4908571428571428,0.5235333333333333,0.44880416666666667,0.25925925925925924,0.3,0.14285714285714285,0.2564102564102564,0.5641025641025641,7.733333333333333,25.400000000000002,0.6296296296296297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
1626143-1627742-1628366-1628402-1629026,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Frank Jackson, Kenrich Williams","Okafor, Ingram, Ball, Jackson, Williams",1626143-1627742-1628366-1628402-1629026,NOP,79.0,1,1.0,-4.0,3.0,3.0,,3.0,1.0,6.0,1.0,2.0,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,3.0,,1.0,,2.0,6.0,,1.0,,,,,,,,,,,2.0,,,,1.0,,,1.0,,1.0,,,1.0,,2.0,1.0,,,,1.0,1.0,2.0,,,,,,,2.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,,,,,,0.5,,,0.3333333333333333,,1.0,,,,,,109.36708860759494,14.333333333333334,12.0,14.0,12.0,0.5,0.5,0.5,1.0,0.25,,,,,,,,,,,0.25,,,,1.0,,,,,,,,,0.75,,0.504575,0.4946,,,,,,,5.366666666666667,28.2,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
1626143-1627742-1628366-1628402-1629638,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Frank Jackson, Nickeil Alexander-Walker","Okafor, Ingram, Ball, Jackson, Alexander-Walker",1626143-1627742-1628366-1628402-1629638,NOP,133.0,2,2.0,-3.0,6.0,4.0,5.0,,,10.0,,,,,,,,,,,,1.0,,2.0,,,,2.0,,,,3.0,2.0,2.0,5.0,,,,,,,,,,3.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,2.0,,2.0,,2.0,2.0,1.0,,,2.0,1.0,,2.0,,1.0,2.0,,1.0,,,2.0,2.0,5.0,,,,,,,,,,,,,,0.25,,0.25,1.0,,,1.0,,,,1.0,0.6666666666666666,,,,,,,1.0,,108.27067669172932,13.666666666666666,12.75,13.666666666666666,11.5,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,0.6666666666666666,,1.0,,0.56095,,0.56095,0.25,1.0,,,1.0,,25.433333333333334,0.8333333333333334,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
1626143-1627742-1628366-1628402-1629740,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Frank Jackson, Nicolo Melli","Okafor, Ingram, Ball, Jackson, Melli",1626143-1627742-1628366-1628402-1629740,NOP,112.0,1,2.0,-4.0,5.0,4.0,,4.0,2.0,9.0,2.0,2.0,1.0,1.0,,,1.0,3.0,,,,,,2.0,,,,,3.0,5.0,,2.0,,6.0,10.0,2.0,2.0,,,,4.0,,,,,,,2.0,4.0,,2.0,2.0,,,1.0,,1.0,,,1.0,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,0.3333333333333333,0.5,,,,,,0.6,1.0,,0.42857142857142855,1.0,,0.42857142857142855,1.0,,0.2857142857142857,,,,,,1.0,,,0.6666666666666666,,1.0,,,,,,115.71428571428571,15.4,8.75,13.2,8.75,0.2857142857142857,1.0,1.0,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,,,,0.2857142857142857,,,,0.5,1.0,,,,,,,,0.5714285714285714,,0.45894285714285715,0.50035,,,,,0.6666666666666666,,7.2,29.4,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
1626143-1627742-1628366-1628402-200755,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Frank Jackson, JJ Redick","Okafor, Ingram, Ball, Jackson, Redick",1626143-1627742-1628366-1628402-200755,NOP,54.0,1,1.0,3.0,2.0,2.0,,,,4.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,5.0,2.0,,,,,,,,,,,,,2.0,,3.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,,,,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,,,5.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.25,,,1.25,,,0.5,,,,,1.0,,,0.5,,,,,,1.0,,,106.66666666666666,8.0,19.0,8.0,17.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.611275,,,,,,,,1.2,25.7,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
1626143-1627742-1628366-1628402-201950,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Frank Jackson, Jrue Holiday","Okafor, Ingram, Ball, Jackson, Holiday",1626143-1627742-1628366-1628402-201950,NOP,301.0,1,5.0,1.0,13.0,11.0,5.0,7.0,1.0,24.0,2.0,4.0,,,1.0,1.0,,1.0,,,2.0,3.0,,,,,,,2.0,5.0,2.0,3.0,6.0,16.0,15.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,9.0,2.0,2.0,6.0,,,,1.0,1.0,2.0,3.0,,2.0,1.0,,8.0,,,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,2.0,,,2.0,,4.0,8.0,,3.0,,,15.0,9.0,5.0,0.5,0.5,1.0,0.6666666666666666,,0.5,0.6666666666666666,0.4,,1.0,0.625,,0.8333333333333334,0.6666666666666666,0.5,0.75,0.375,0.2,0.25,0.5,,0.6666666666666666,,,0.6666666666666666,0.25,,,0.5,,1.0,,,114.8172757475083,11.846153846153847,13.363636363636363,11.846153846153847,13.272727272727273,0.5,0.5,0.6666666666666666,0.5,0.125,,,,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,0.3333333333333333,1.0,,,0.875,,0.5626875,,0.6307833333333334,0.2727272727272727,0.375,,0.0625,0.5625,3.66,23.2,0.38461538461538464,,,2.0,,0.6666666666666666,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
1626143-1627742-1628366-1628402-202734,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Frank Jackson, E'Twaun Moore","Okafor, Ingram, Ball, Jackson, Moore",1626143-1627742-1628366-1628402-202734,NOP,255.0,1,4.0,,8.0,9.0,8.0,6.0,2.0,17.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,3.0,2.0,3.0,2.0,5.0,,10.0,10.0,1.0,1.0,,1.0,,2.0,2.0,3.0,2.0,5.0,,10.0,2.0,2.0,6.0,2.0,3.0,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,1.0,,2.0,1.0,3.0,2.0,5.0,2.0,1.0,,,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,8.0,10.0,8.0,0.5,1.0,1.0,0.4,,0.4,0.4,0.6666666666666666,1.0,0.6666666666666666,0.625,0.5,0.625,0.625,0.5,0.625,0.625,,,1.0,,0.5,1.0,1.0,0.75,0.5,,,,1.0,,1.0,,96.0,15.625,14.444444444444445,13.5,13.11111111111111,0.25,1.0,1.0,0.5,,,,0.125,,,,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,,,0.25,1.0,0.375,0.3333333333333333,0.875,0.3333333333333333,0.5410125,0.5186,0.5410125,0.125,0.3333333333333333,,0.2,1.0,8.6,24.740000000000002,1.0,,,2.0,1.0,0.25,,,,1.0,1.0,,,,,,,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
1626143-1627742-1628366-1628404-1629026,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Josh Hart, Kenrich Williams","Okafor, Ingram, Ball, Hart, Williams",1626143-1627742-1628366-1628404-1629026,NOP,142.0,1,2.0,,6.0,6.0,2.0,3.0,,12.0,2.0,2.0,,,1.0,1.0,,,,,,,,2.0,,,,,2.0,2.0,,2.0,,4.0,4.0,,,,,,,1.0,1.0,,,,2.0,4.0,,,,2.0,,,2.0,,2.0,,,2.0,,4.0,,,1.0,2.0,3.0,,3.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,4.0,2.0,2.0,1.0,1.0,,,,,,1.0,,1.0,0.5,,1.0,0.5,,1.0,0.5,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,121.69014084507042,10.666666666666666,13.0,10.666666666666666,13.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,,,1.0,,0.6111375,,0.7095,,,,,0.5,0.85,27.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
1626143-1627742-1628366-1628404-1629638,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Josh Hart, Nickeil Alexander-Walker","Okafor, Ingram, Ball, Hart, Alexander-Walker",1626143-1627742-1628366-1628404-1629638,NOP,330.0,3,6.0,-17.0,11.0,11.0,5.0,8.0,1.0,22.0,,1.0,,,,,1.0,5.0,,,,1.0,,2.0,,,,1.0,1.0,6.0,,3.0,1.0,3.0,20.0,,,,1.0,,,1.0,3.0,,1.0,,2.0,2.0,,,,2.0,,,1.0,,1.0,,,,,2.0,1.0,,1.0,2.0,3.0,1.0,4.0,1.0,,1.0,,2.0,1.0,3.0,5.0,1.0,1.0,2.0,,1.0,,,3.0,2.0,5.0,1.0,1.0,,,,,,0.16666666666666666,,0.3333333333333333,0.1111111111111111,,0.25,0.15,,0.25,0.3333333333333333,,,0.5,,1.0,0.2,0.3333333333333333,0.6,0.125,,0.25,1.0,1.0,,0.3333333333333333,,96.0,16.09090909090909,13.909090909090908,15.727272727272727,12.636363636363637,0.1111111111111111,,,,0.5555555555555556,0.2,0.2,,,,,0.1111111111111111,,,,0.2222222222222222,,,,,,,,,,,0.25,,0.4444444444444444,,0.4660777777777778,0.64545,0.4252,0.1,0.14285714285714285,,,0.6666666666666666,8.766666666666667,24.766666666666666,0.45454545454545453,,,,1.0,,1.0,0.125,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
1626143-1627742-1628366-1628404-200755,1610612740,"Jahlil Okafor, Brandon Ingram, Lonzo Ball, Josh Hart, JJ Redick","Okafor, Ingram, Ball, Hart, Redick",1626143-1627742-1628366-1628404-200755,NOP,1269.0,5,21.0,3.0,48.0,48.0,7.0,12.0,6.0,96.0,9.0,15.0,3.0,5.0,2.0,3.0,2.0,9.0,2.0,4.0,1.0,3.0,7.0,13.0,,1.0,2.0,4.0,13.0,28.0,8.0,16.0,8.0,58.0,55.0,3.0,6.0,,1.0,,6.0,2.0,3.0,2.0,4.0,5.0,15.0,14.0,12.0,24.0,6.0,12.0,7.0,1.0,7.0,8.0,15.0,7.0,1.0,5.0,1.0,38.0,6.0,,11.0,7.0,18.0,8.0,26.0,3.0,2.0,6.0,1.0,9.0,,2.0,9.0,1.0,9.0,9.0,1.0,4.0,,,52.0,15.0,7.0,0.5384615384615384,0.7,1.0,0.5,,0.5,0.5333333333333333,0.4642857142857143,0.5,0.6666666666666666,0.5681818181818182,0.42857142857142855,0.7142857142857143,0.6041666666666666,0.42857142857142855,0.75,0.36363636363636365,0.03571428571428571,0.06666666666666667,0.3333333333333333,,0.5384615384615384,0.4,0.8461538461538461,0.6923076923076923,0.36363636363636365,0.6666666666666666,0.2857142857142857,0.5,0.6666666666666666,,1.0,0.6,108.93617021276596,12.770833333333334,13.666666666666666,12.041666666666666,12.833333333333334,0.3409090909090909,0.6,0.6428571428571429,0.5555555555555556,0.20454545454545456,0.2222222222222222,0.2222222222222222,0.09090909090909091,0.5,0.5,0.5,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.29545454545454547,0.5384615384615384,0.5384615384615384,1.0,0.7142857142857143,0.6,0.14285714285714285,,,0.42857142857142855,0.6666666666666666,0.5714285714285714,0.5,0.7045454545454546,0.5833333333333334,0.542246511627907,0.5787899999999999,0.5897583333333333,0.0851063829787234,0.12903225806451613,,0.10344827586206896,0.25862068965517243,6.45,27.4,0.14583333333333334,,,,1.0,,2.0,0.09523809523809523,2.0,,2.0,4.0,2.0,,2.0,1.0,1.0,0.2857142857142857,,,3.0,,3.0,1.0,,0.3333333333333333,3.0,3.0,,1.0,0.5,,1.0,2.0,1.0,1.0,2.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2020,2019-20,False
