EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,FG3M,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,LongMidRangeAssists,DeadBallTurnovers,Charge Fouls,Blocked2s,BlockedAtRim,Blocks,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,NonShootingPenaltyNonTakeFouls,SecondChanceFtPoints,HeaveAttempts,OffTwoPtRebounds,LostBallTurnovers,SecondChanceTurnovers,Clear Path Fouls,OffTwoPtReboundPct,OffShortMidRangeReboundPct,BlockedShortMidRange,RecoveredBlocks,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,ShortMidRangePctAssisted,ShortMidRangePctBlocked,2pt And 1 Free Throw Trips,PtsUnassisted3s,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,3SecondViolations,SelfOReb,OffAtRimReboundPct,SelfORebPct,SecondChanceShotQualityAvg,Offensive Fouls Drawn,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceCorner3FGA,Offensive Fouls,SecondChanceCorner3Frequency,Fg3aBlocked,Loose Ball Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,BlockedCorner3,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,SecondChanceArc3PctAssisted,DefensiveGoaltends,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
1626187-1627863-1628392-1629598-1629739,1610612745,"Michael Frazier, Danuel House Jr., Isaiah Hartenstein, Chris Clemons, William Howard","Frazier, House Jr., Hartenstein, Clemons, Howard",1626187-1627863-1628392-1629598-1629739,HOU,76.0,1,1.0,4.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,113.6842105263158,11.666666666666666,13.666666666666666,11.666666666666666,13.666666666666666,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5842,0.5842,0.3333333333333333,0.5,1.0,0.9,25.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1627863-1628392-1629598-200757,1610612745,"Michael Frazier, Danuel House Jr., Isaiah Hartenstein, Chris Clemons, Thabo Sefolosha","Frazier, House Jr., Hartenstein, Clemons, Sefolosha",1626187-1627863-1628392-1629598-200757,HOU,102.0,1,2.0,2.0,4.0,3.0,,,7.0,,1.0,,,1.0,,,1.0,1.0,4.0,7.0,,,,,,,1.0,1.0,1.0,1.0,2.0,4.0,2.0,7.0,,,,,0.75,,0.875,,0.5,1.0,1.0,1.0,98.82352941176471,14.25,15.0,14.25,15.0,0.5,,,0.5,,,,1.0,0.6082,,0.5,0.6666666666666666,,1.6,26.3,,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1627863-1629598-200757-203085,1610612745,"Michael Frazier, Danuel House Jr., Chris Clemons, Thabo Sefolosha, Austin Rivers","Frazier, House Jr., Clemons, Sefolosha, Rivers",1626187-1627863-1629598-200757-203085,HOU,368.0,1,6.0,6.0,14.0,15.0,14.0,6.0,29.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,16.0,4.0,4.0,6.0,5.0,16.0,2.0,5.0,4.0,7.0,8.0,4.0,8.0,3.0,14.0,16.0,14.0,1.0,1.0,0.55,0.55,0.5714285714285714,0.5714285714285714,0.6,0.8,0.8571428571428571,0.6666666666666666,113.4782608695652,12.285714285714286,13.066666666666666,12.214285714285714,12.533333333333333,0.4,1.0,1.0,0.5,0.4,1.0,0.5,1.0,0.605715,0.605715,0.23076923076923078,0.42857142857142855,1.0,0.775,26.3,1.0,1.0,1.0,10.0,3.0,1.0,,1.0,4.0,1.0,9.0,1.0,1.0,0.16666666666666666,0.16666666666666666,,,0.2,0.2,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.75,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,0.75,0.1,1.0,1.0,0.1,0.2,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1627863-200757-200782-201569,1610612745,"Michael Frazier, Danuel House Jr., Thabo Sefolosha, P.J. Tucker, Eric Gordon","Frazier, House Jr., Sefolosha, Tucker, Gordon",1626187-1627863-200757-200782-201569,HOU,240.0,1,4.0,2.0,8.0,7.0,5.0,,15.0,1.0,1.0,,,2.0,2.0,4.0,4.0,3.0,,11.0,1.0,1.0,3.0,,5.0,4.0,2.0,2.0,3.0,3.0,1.0,,,11.0,5.0,5.0,1.0,1.0,0.7857142857142857,0.625,0.7857142857142857,0.625,0.42857142857142855,1.0,0.5,1.0,90.0,14.0,18.285714285714285,14.0,16.428571428571427,0.14285714285714285,1.0,1.0,0.2857142857142857,,,0.5,0.5714285714285714,0.5007571428571429,0.541925,,,0.45454545454545453,10.875,24.566666666666666,0.625,,1.0,9.0,3.0,,,1.0,3.0,,7.0,6.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,1.0,1.0,,,,,1.0,4.0,,2.0,1.0,,,1.0,,,,,,1.0,1.0,4.0,,,,0.5,0.5,0.3333333333333333,,,,,1.0,,,,,,,,1.0,0.14285714285714285,,,0.25,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1627863-200757-200782-203085,1610612745,"Michael Frazier, Danuel House Jr., Thabo Sefolosha, P.J. Tucker, Austin Rivers","Frazier, House Jr., Sefolosha, Tucker, Rivers",1626187-1627863-200757-200782-203085,HOU,77.0,1,1.0,-3.0,3.0,3.0,3.0,3.0,6.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,0.25,0.25,,1.0,1.0,1.0,112.2077922077922,12.666666666666666,13.0,12.666666666666666,13.0,1.0,,,,1.0,,,1.0,0.4925,0.4925,0.5,0.5,1.0,2.9,,1.0,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1627863-200757-201569-203085,1610612745,"Michael Frazier, Danuel House Jr., Thabo Sefolosha, Eric Gordon, Austin Rivers","Frazier, House Jr., Sefolosha, Gordon, Rivers",1626187-1627863-200757-201569-203085,HOU,293.0,1,5.0,-9.0,12.0,12.0,9.0,12.0,24.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,6.0,4.0,8.0,1.0,2.0,4.0,4.0,6.0,4.0,3.0,1.0,2.0,4.0,4.0,6.0,2.0,7.0,6.0,9.0,0.5,0.5,0.2,0.16666666666666666,0.3076923076923077,0.3333333333333333,0.6,1.0,1.0,1.0,117.95221843003412,14.75,9.666666666666666,14.166666666666666,9.666666666666666,0.2,0.5,1.0,0.4,0.3333333333333333,0.5,0.3333333333333333,0.8,0.5374611111111112,0.59112,0.16666666666666666,0.3333333333333333,0.75,3.625,29.933333333333334,0.75,,,17.0,,,1.0,,,,,3.0,,,,0.25,0.5,,,,,2.0,,,2.0,2.0,,,,1.0,,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,0.5,1.0,,1.0,0.2,0.2857142857142857,0.5,1.0,,,,0.2,,,0.3333333333333333,,0.125,1.0,2.0,,,,,,,,,,,,0.2,0.5,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1627863-200757-201935-203463,1610612745,"Michael Frazier, Danuel House Jr., Thabo Sefolosha, James Harden, Ben McLemore","Frazier, House Jr., Sefolosha, Harden, McLemore",1626187-1627863-200757-201935-203463,HOU,179.0,1,3.0,5.0,4.0,4.0,3.0,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,8.0,2.0,2.0,1.0,2.0,6.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,4.0,6.0,3.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.75,0.25,1.0,1.0,1.0,64.35754189944134,19.75,25.0,16.0,25.0,0.25,1.0,1.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,0.4825375,0.5228166666666666,0.2,0.25,0.75,8.166666666666666,26.2,0.75,,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,4.0,,,,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.5,1.0,2.0,,,,,,,,,1.0,,1.0,0.5,0.5,0.5,,,,,,,,,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1627863-200757-203085-203463,1610612745,"Michael Frazier, Danuel House Jr., Thabo Sefolosha, Austin Rivers, Ben McLemore","Frazier, House Jr., Sefolosha, Rivers, McLemore",1626187-1627863-200757-203085-203463,HOU,213.0,1,4.0,-4.0,8.0,9.0,,8.0,17.0,1.0,1.0,,,,,3.0,3.0,,,6.0,,,,,,2.0,,3.0,5.0,5.0,1.0,,,6.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,114.92957746478874,11.625,13.333333333333334,11.625,13.333333333333334,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.41936666666666667,,,,,5.666666666666667,,,,,10.0,,,,,2.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,4.0,,2.0,1.0,,2.0,,,,,4.0,,5.0,,,,,,0.6666666666666666,0.6666666666666666,,,,,0.8,,1.0,,,,1.0,,,1.0,,,,,,,2.0,2.0,,,,,,,1.0,,,,,0.6666666666666666,1.0,1.0,,,,,,,,,1.0,,,,4.0,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1627863-200782-201566-201935,1610612745,"Michael Frazier, Danuel House Jr., P.J. Tucker, Russell Westbrook, James Harden","Frazier, House Jr., Tucker, Westbrook, Harden",1626187-1627863-200782-201566-201935,HOU,20.0,1,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,144.0,9.0,11.0,9.0,11.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1627863-200782-201569-203085,1610612745,"Michael Frazier, Danuel House Jr., P.J. Tucker, Eric Gordon, Austin Rivers","Frazier, House Jr., Tucker, Gordon, Rivers",1626187-1627863-200782-201569-203085,HOU,199.0,1,3.0,-3.0,7.0,7.0,1.0,7.0,14.0,2.0,2.0,,,1.0,,2.0,4.0,1.0,3.0,7.0,,1.0,,,,2.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,7.0,,1.0,0.5,,0.4,,0.5,,0.2,1.0,0.6666666666666666,1.0,101.30653266331657,15.0,13.428571428571429,15.0,13.285714285714286,0.4,1.0,1.0,0.2,,,,0.6,0.51167,0.4497,0.2857142857142857,0.3333333333333333,,4.85,25.2,0.14285714285714285,,,10.0,,,1.0,,1.0,,2.0,2.0,,,,0.25,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,0.5,0.5,,,,,,,0.5,,,,0.5,,,0.5,,,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,0.4,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
