EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg2aBlocked,Corner3Assists,AtRimAssists,FTDefRebounds,Steals,LostBallSteals,Offensive Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGA,2pt And 1 Free Throw Trips,OffAtRimReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,SecondChanceFtPoints,OffThreePtRebounds,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,BlockedLongMidRange,ShortMidRangeFGM,ShortMidRangeAssists,FTOffRebounds,OffFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Travels,LostBallTurnovers,Loose Ball Fouls,BadPassSteals,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedAtRim,SecondChanceCorner3Frequency,Technical Free Throw Trips,OffCorner3ReboundPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,SecondChanceArc3FGA,BlockedCorner3,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,team_id,year,season,team_vs
1626169-1626178-1628449-1628778-1629744,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Chris Boucher, Paul Watson, Matt Thomas","Johnson, Hollis-Jefferson, Boucher, Watson, Thomas",1626169-1626178-1628449-1628778-1629744,TOR,347.0,1,6.0,-2.0,13.0,13.0,11.0,1.0,1.0,26,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,3.0,5.0,18.0,20.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,4.0,14.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,16.0,14.0,11.0,2.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.7222222222222222,1.0,0.625,0.8181818181818182,1.0,0.7,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,107.89625360230548,1.0,14.076923076923077,12.615384615384615,13.923076923076923,12.615384615384615,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.5,0.5,0.5,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,1.0,0.5,0.125,0.25,1.0,0.4444444444444444,1.0,0.42441111111111113,0.3938,0.41255,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.7777777777777778,14.9,25.666666666666668,0.8461538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1628449-1629056-1629744,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Chris Boucher, Terence Davis, Matt Thomas","Johnson, Hollis-Jefferson, Boucher, Davis, Thomas",1626169-1626178-1628449-1629056-1629744,TOR,501.0,2,8.0,1.0,18.0,19.0,9.0,10.0,,37,3.0,2.0,,,,2.0,6.0,3.0,6.0,1.0,2.0,1.0,3.0,5.0,12.0,2.0,19.0,18.0,,,,1.0,2.0,2.0,5.0,,8.0,2.0,,9.0,6.0,,6.0,3.0,1.0,3.0,4.0,1.0,,11.0,,2.0,4.0,7.0,,7.0,,,,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,1.0,,,1.0,1.0,,,19.0,8.0,9.0,,1.0,1.0,0.6,0.4166666666666667,0.4,0.4166666666666667,0.3333333333333333,,0.5,0.5666666666666667,,0.5714285714285714,0.59375,,0.5714285714285714,0.8,,0.5714285714285714,,0.6666666666666666,0.6,,,0.6666666666666666,0.5,,106.34730538922156,,14.444444444444445,12.68421052631579,14.444444444444445,12.368421052631579,0.2,,,,,,0.4,0.3333333333333333,0.3333333333333333,0.4,0.5,0.5,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.5,1.0,0.5,0.5600033333333333,,0.5987,0.0625,,,0.42105263157894735,1.5,25.28333333333333,0.5,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,0.42857142857142855,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626178-1629056-1629744-201586,1610612761,"Stanley Johnson, Rondae Hollis-Jefferson, Terence Davis, Matt Thomas, Serge Ibaka","Johnson, Hollis-Jefferson, Davis, Thomas, Ibaka",1626169-1626178-1629056-1629744-201586,TOR,115.0,1,2.0,3.0,5.0,4.0,,,1.0,9,4.0,,,,,,,1.0,1.0,,,1.0,4.0,1.0,1.0,1.0,6.0,3.0,,1.0,,,,,,,,2.0,,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,5.0,1.0,2.0,1.0,3.0,1.0,4.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,6.0,,,,1.0,1.0,1.0,1.0,,1.0,0.25,,,0.5,,,0.6,,,0.2,,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,1.0,,112.69565217391303,,9.4,17.0,9.0,17.0,0.8,,,,,,,,,0.2,1.0,1.0,1.0,,,,1.0,1.0,0.59895,0.6714,,0.2,,,,1.525,26.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,0.25,0.25,1.0,,,,,0.25,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626259-1628449-1628778-1629744,1610612761,"Stanley Johnson, Malcolm Miller, Chris Boucher, Paul Watson, Matt Thomas","Johnson, Miller, Boucher, Watson, Thomas",1626169-1626259-1628449-1628778-1629744,TOR,174.0,1,3.0,6.0,7.0,6.0,7.0,,2.0,13,1.0,1.0,1.0,,,,,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,10.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,10.0,,2.0,,3.0,2.0,3.0,1.0,,,,,,,1.0,1.0,2.0,3.0,2.0,5.0,,,,,,,,,,3.0,6.0,,,1.0,1.0,,,1.0,1.0,1.0,,7.0,10.0,7.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,0.5,0.625,0.75,0.625,0.6,,1.0,1.0,1.0,1.0,0.6666666666666666,,1.0,1.0,,107.58620689655173,1.0,11.857142857142858,15.166666666666666,11.571428571428571,15.166666666666666,0.2,0.2,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,0.2,0.6,0.3333333333333333,0.8,0.3333333333333333,0.5069600000000001,0.5878,0.5069600000000001,0.2857142857142857,,0.3,1.0,7.1,25.933333333333334,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,1.0,,,0.5,1.0,,,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626169-1626259-1628449-1629056-1629744,1610612761,"Stanley Johnson, Malcolm Miller, Chris Boucher, Terence Davis, Matt Thomas","Johnson, Miller, Boucher, Davis, Thomas",1626169-1626259-1628449-1629056-1629744,TOR,73.0,1,1.0,-3.0,2.0,3.0,2.0,,,5,,,1.0,,,,,,,,,,1.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.63013698630138,,14.0,15.0,14.0,15.0,,1.0,,,,,,,,,,,,,,,,,0.3985,,0.3985,0.5,,,,13.5,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626178-1626181-1627783-1627832-201586,1610612761,"Rondae Hollis-Jefferson, Norman Powell, Pascal Siakam, Fred VanVleet, Serge Ibaka","Hollis-Jefferson, Powell, Siakam, VanVleet, Ibaka",1626178-1626181-1627783-1627832-201586,TOR,347.0,2,6.0,4.0,11.0,10.0,4.0,3.0,2.0,21,5.0,1.0,3.0,,2.0,,,2.0,3.0,,,4.0,10.0,2.0,3.0,1.0,15.0,11.0,1.0,3.0,2.0,1.0,4.0,,,,2.0,4.0,4.0,6.0,,,3.0,2.0,2.0,2.0,4.0,2.0,,10.0,2.0,2.0,2.0,4.0,3.0,7.0,,,,,,,,2.0,2.0,3.0,3.0,,,,,,,,,,,13.0,2.0,4.0,,0.5,0.5,1.0,0.6666666666666666,,0.6666666666666666,0.4,0.3333333333333333,0.25,0.5384615384615384,0.3333333333333333,0.25,0.5357142857142857,0.3333333333333333,0.25,0.23076923076923078,,1.0,0.4,0.6666666666666666,0.8,0.3333333333333333,,1.0,0.6666666666666666,,87.14697406340058,,15.272727272727273,17.9,13.909090909090908,17.5,0.38461538461538464,0.23076923076923078,0.15384615384615385,,,,,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.25,,,0.6153846153846154,0.6666666666666666,0.4569653846153846,0.4373666666666667,0.36715,0.14285714285714285,,0.13333333333333333,0.13333333333333333,7.040000000000001,25.8,0.36363636363636365,3.0,1.0,,,1.0,,1.0,,1.0,1.0,,,2.0,0.1,0.2,,1.0,,0.6,0.75,0.3333333333333333,,1.0,,,0.18181818181818182,2.0,1.0,0.5,,0.6666666666666666,1.0,,,,0.5,,0.5,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626178-1626181-1627783-200768-201586,1610612761,"Rondae Hollis-Jefferson, Norman Powell, Pascal Siakam, Kyle Lowry, Serge Ibaka","Hollis-Jefferson, Powell, Siakam, Lowry, Ibaka",1626178-1626181-1627783-200768-201586,TOR,70.0,1,1.0,-4.0,3.0,3.0,3.0,3.0,,6,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,6.0,,,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,123.42857142857142,,14.0,9.333333333333334,14.0,9.333333333333334,1.0,,,,,,,,,,,,,1.0,,,1.0,,0.466,,0.466,,,,1.0,2.3,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626178-1626181-1627832-200768-201586,1610612761,"Rondae Hollis-Jefferson, Norman Powell, Fred VanVleet, Kyle Lowry, Serge Ibaka","Hollis-Jefferson, Powell, VanVleet, Lowry, Ibaka",1626178-1626181-1627832-200768-201586,TOR,180.0,1,3.0,-2.0,7.0,7.0,,,,14,1.0,,,1.0,1.0,,2.0,,1.0,,,2.0,2.0,,3.0,,4.0,6.0,,,,,,,,,,2.0,2.0,,,,1.0,,1.0,,1.0,,,2.0,,3.0,1.0,4.0,,4.0,,1.0,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,4.0,,,,0.5,0.5,,,,,1.0,,,0.4,,,0.4,,,0.6,0.5,1.0,,1.0,1.0,,,1.0,1.0,,112.0,,11.0,14.714285714285714,11.0,13.0,0.2,,0.2,1.0,1.0,,0.4,,,0.2,,,,,,,0.8,,0.53764,,,,,,,9.15,25.366666666666664,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626178-1626181-1628449-1629056-1629744,1610612761,"Rondae Hollis-Jefferson, Norman Powell, Chris Boucher, Terence Davis, Matt Thomas","Hollis-Jefferson, Powell, Boucher, Davis, Thomas",1626178-1626181-1628449-1629056-1629744,TOR,461.0,3,8.0,-3.0,17.0,18.0,17.0,18.0,1.0,35,4.0,4.0,2.0,,3.0,2.0,2.0,,2.0,,2.0,4.0,9.0,2.0,4.0,6.0,20.0,23.0,,1.0,,4.0,9.0,2.0,4.0,6.0,20.0,6.0,2.0,6.0,,,2.0,,3.0,2.0,5.0,,,12.0,,3.0,1.0,4.0,1.0,5.0,,,1.0,,2.0,2.0,2.0,1.0,5.0,3.0,6.0,,,2.0,,,,,,,,20.0,20.0,17.0,2.0,0.75,0.75,1.0,0.5,0.5,0.5,0.4444444444444444,,0.4444444444444444,0.5384615384615384,,0.5384615384615384,0.625,,0.625,0.3076923076923077,,1.0,,1.0,1.0,0.14285714285714285,,,1.0,,109.32754880694142,,14.235294117647058,12.166666666666666,14.235294117647058,12.166666666666666,0.3076923076923077,0.15384615384615385,0.23076923076923078,,,,0.15384615384615385,1.0,1.0,0.15384615384615385,,,,0.3076923076923077,0.15384615384615385,,0.6153846153846154,,0.49808076923076927,,0.49808076923076927,0.07142857142857142,,,1.0,8.488888888888889,24.15,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,,1.0,,,,1.0,0.1111111111111111,,,1.0,,0.75,0.75,1.0,1.0,0.75,0.15384615384615385,1.0,0.1,1.0,,,,1.0,,,1.0,0.5,,0.5,,,1.0,,,,0.5,1.0,,,,,,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
1626178-1626181-1629744-200768-201586,1610612761,"Rondae Hollis-Jefferson, Norman Powell, Matt Thomas, Kyle Lowry, Serge Ibaka","Hollis-Jefferson, Powell, Thomas, Lowry, Ibaka",1626178-1626181-1629744-200768-201586,TOR,137.0,1,2.0,-3.0,4.0,4.0,,,,8,,,1.0,1.0,1.0,,,,1.0,,,2.0,2.0,,1.0,,4.0,7.0,,,,,,,,,,4.0,,,,,1.0,,2.0,,2.0,,1.0,4.0,,1.0,,1.0,,1.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,4.0,,,,1.0,1.0,,,,,1.0,,,0.6666666666666666,,,0.5,,,0.3333333333333333,,,,0.5,0.3333333333333333,,,,0.5,,84.08759124087592,,17.5,16.75,17.5,15.5,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,,,,,,,0.3333333333333333,,0.4498,,,0.25,,,,11.15,25.6,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,True
