EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2A,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,ShortMidRangeAssists,Offensive Fouls Drawn,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,DeadBallTurnovers,Offensive Fouls,BlockedShortMidRange,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsPutbacks,Corner3Assists,LongMidRangeAssists,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChancePointsPct,FTDefRebounds,BadPassOutOfBoundsTurnovers,DefFTReboundPct,OffCorner3ReboundPct,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Charge Fouls,DefensiveGoaltends,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,3SecondViolations,HeaveAttempts,BlockedCorner3,team_id,year,season,team_vs
1626167-1627763-203926-203933-204456,1610612754,"Myles Turner, Malcolm Brogdon, Doug McDermott, T.J. Warren, T.J. McConnell","Turner, Brogdon, McDermott, Warren, McConnell",1626167-1627763-203926-203933-204456,IND,99.0,1,2.0,4.0,3.0,7,1.0,1.0,4.0,4.0,,,2.0,3.0,2.0,4.0,2.0,2.0,0.5,,1.0,,101.81818181818183,13.0,15.666666666666666,13.0,15.666666666666666,0.5,0.487775,0.5,0.6666666666666666,4.3,4.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,,,1.0,1.0,1.0,,1.0,,,,,,,,,0.5,,,,,,,0.5,,,,,25.2,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,0.5,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1628988-203200-203506-203926,1610612754,"Myles Turner, Aaron Holiday, Justin Holiday, Victor Oladipo, Doug McDermott","Turner, Holiday, Holiday, Oladipo, McDermott",1626167-1628988-203200-203506-203926,IND,518.0,2,9.0,16.0,15.0,31,3.0,12.0,,21.0,15.0,4.0,7.0,11.0,2.0,,,17.0,0.5833333333333334,0.8,0.6666666666666666,0.8,86.17760617760618,15.4375,18.066666666666666,14.875,17.2,0.16666666666666666,0.49421388888888884,,,5.183333333333334,6.0,,,4.0,8.0,,,2.0,1.0,3.0,2.0,3.0,,6.0,3.0,6.0,,,,,,4.0,8.0,9.0,,3.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,13.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,1.0,,,,1.0,,,,,0.3333333333333333,0.5,1.0,0.5,0.5,0.5,,0.5833333333333334,,,0.3333333333333333,0.08333333333333333,,0.6666666666666666,0.5,0.5,,,0.4444444444444444,0.5,0.5,0.5,0.6666666666666666,1.0,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,,,,0.7777777777777778,0.6666666666666666,,,,24.833333333333332,,3.0,2.0,,2.0,1.0,3.0,4.0,,1.0,,,,0.6,0.3333333333333333,0.5,0.5,,0.5,,,,0.6666666666666666,,,,,0.5792,,1.0,1.0,1.0,,1.0,0.3333333333333333,,2.0,1.0,,,,,,2.0,,,4.0,,4.0,1.0,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,0.19047619047619047,1.0,,1.0,0.5,,,,,,0.3333333333333333,,,,1.0,,,,1610612754,2020,2019-20,True
1626167-1628988-203200-203926-204456,1610612754,"Myles Turner, Aaron Holiday, Justin Holiday, Doug McDermott, T.J. McConnell","Turner, Holiday, Holiday, McDermott, McConnell",1626167-1628988-203200-203926-204456,IND,31.0,1,1.0,2.0,2.0,4,,1.0,,3.0,,,2.0,2.0,,,,3.0,0.75,,1.0,,185.8064516129032,9.5,6.0,9.5,6.0,,0.552075,,,2.1,3.0,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.75,,,0.5,1.0,1.0,,1.0,,,,0.5,,,,,,,,0.5,1.0,1.0,,,,,1.0,1.0,,,,24.8,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1628988-203926-203960-204456,1610612754,"Myles Turner, Aaron Holiday, Doug McDermott, JaKarr Sampson, T.J. McConnell","Turner, Holiday, McDermott, Sampson, McConnell",1626167-1628988-203926-203960-204456,IND,211.0,2,4.0,6.0,7.0,13,,5.0,,4.0,4.0,,4.0,6.0,2.0,,,2.0,0.25,,0.6666666666666666,,88.72037914691943,18.0,14.714285714285714,16.833333333333332,14.142857142857142,,0.5300375,,,5.54,,,,1.0,4.0,,,,1.0,1.0,,2.0,,2.0,,3.0,,,,,,,4.0,,,2.0,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,0.4,,0.25,,,0.375,,,,1.0,1.0,,1.0,0.5,0.25,0.25,,,,0.125,0.125,0.25,,,,,,,0.875,,,,,24.666666666666668,,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,1.0,,,,1610612754,2020,2019-20,True
1626167-203200-203506-203926-204456,1610612754,"Myles Turner, Justin Holiday, Victor Oladipo, Doug McDermott, T.J. McConnell","Turner, Holiday, Oladipo, McDermott, McConnell",1626167-203200-203506-203926-204456,IND,123.0,1,2.0,4.0,5.0,9,,1.0,,3.0,4.0,,3.0,3.0,,,,3.0,0.375,,1.0,,105.3658536585366,14.75,12.8,14.75,12.8,,0.5435625,,,3.1,-1.0,,,,1.0,,,,,1.0,1.0,2.0,,,1.0,3.0,,,,,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,3.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,0.375,,,0.75,,,,1.0,,1.0,,0.25,,,,,,,0.25,0.5,0.5,0.5,1.0,,,,1.0,0.5,,,,24.599999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-1628410-1628988-203933-203960,1610612754,"Malcolm Brogdon, Edmond Sumner, Aaron Holiday, T.J. Warren, JaKarr Sampson","Brogdon, Sumner, Holiday, Warren, Sampson",1627763-1628410-1628988-203933-203960,IND,268.0,1,4.0,10.0,10.0,20,3.0,7.0,1.0,9.0,4.0,,3.0,5.0,4.0,2.0,,5.0,0.45,,1.0,,107.46268656716417,13.0,13.8,12.9,13.8,0.3333333333333333,0.4556555555555556,,,8.9,5.0,8.0,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,4.0,,2.0,2.0,5.0,2.0,1.0,5.0,2.0,6.0,,,1.0,,,1.0,,1.0,,,2.0,3.0,2.0,2.0,,,,2.0,,,,,1.0,,,,,,,5.0,8.0,,0.25,0.5,,,,0.5714285714285714,0.4,0.4444444444444444,0.2857142857142857,0.3125,0.2222222222222222,,,,1.0,,,,0.2222222222222222,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,,,,0.2857142857142857,1.0,0.14285714285714285,0.4444444444444444,,0.4692142857142857,,0.5555555555555556,24.2,0.8,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,0.3333333333333333,0.5,0.4,,1.0,1.0,0.4,0.5,0.5,1.0,,1.0,0.5,,0.5185,1.0,,,2.0,,,,0.14285714285714285,2.0,,,,,,,2.0,,,4.0,,4.0,,1.0,,1.0,2.0,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,0.4444444444444444,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-1628410-203200-203933-203960,1610612754,"Malcolm Brogdon, Edmond Sumner, Justin Holiday, T.J. Warren, JaKarr Sampson","Brogdon, Sumner, Holiday, Warren, Sampson",1627763-1628410-203200-203933-203960,IND,199.0,1,3.0,5.0,5.0,10,1.0,2.0,1.0,8.0,11.0,,,1.0,1.0,2.0,1.0,6.0,0.6666666666666666,,,,72.36180904522612,23.2,16.6,20.0,16.6,0.2,0.51519,0.16666666666666666,0.3333333333333333,7.55,-3.0,5.0,,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,8.0,,4.0,3.0,,1.0,,,,1.0,1.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,8.0,5.0,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.7,0.7,0.6666666666666666,0.6,,,,,,,,0.2,1.0,1.0,,1.0,1.0,,0.4,0.2,,,,0.2,1.0,0.2,0.8,,0.51519,,1.0,24.066666666666666,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,0.5,0.5,,1.0,,,,,1.0,,,,,,2.0,,,,,,,0.4,1.0,1.0,,,1.0,,,1.0,,,2.0,1.0,,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,0.5,0.5,1.0,1.0,,,,,,0.5,,0.25,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-1628410-203506-203933-203960,1610612754,"Malcolm Brogdon, Edmond Sumner, Victor Oladipo, T.J. Warren, JaKarr Sampson","Brogdon, Sumner, Oladipo, Warren, Sampson",1627763-1628410-203506-203933-203960,IND,94.0,1,2.0,2.0,3.0,5,2.0,3.0,,,2.0,1.0,2.0,3.0,2.0,,,,,1.0,1.0,1.0,76.59574468085107,23.5,15.666666666666666,22.5,15.666666666666666,0.6666666666666666,0.43896666666666667,,,4.566666666666666,-2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,,,1.0,,,,1.0,,,0.5,,0.5092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-1628988-203200-203926-203960,1610612754,"Malcolm Brogdon, Aaron Holiday, Justin Holiday, Doug McDermott, JaKarr Sampson","Brogdon, Holiday, Holiday, McDermott, Sampson",1627763-1628988-203200-203926-203960,IND,63.0,1,1.0,2.0,2.0,4,,1.0,2.0,4.0,3.0,,,,2.0,2.0,1.0,4.0,1.0,,,,91.42857142857143,17.0,14.5,17.0,14.5,,0.3537,0.5,0.5,3.8,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-1628988-203200-203933-203960,1610612754,"Malcolm Brogdon, Aaron Holiday, Justin Holiday, T.J. Warren, JaKarr Sampson","Brogdon, Holiday, Holiday, Warren, Sampson",1627763-1628988-203200-203933-203960,IND,115.0,1,2.0,5.0,4.0,9,1.0,1.0,2.0,5.0,9.0,,,,1.0,2.0,1.0,5.0,0.8333333333333334,,,,112.69565217391303,15.2,9.75,15.2,9.75,0.5,0.501425,0.3333333333333333,0.5,9.6,-4.0,5.0,4.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,5.0,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,5.0,5.0,,,,1.0,1.0,1.0,,,0.75,0.75,0.8333333333333334,0.5,,,1.0,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,0.5,0.5,1.0,0.501425,,1.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-1628988-203506-203933-203960,1610612754,"Malcolm Brogdon, Aaron Holiday, Victor Oladipo, T.J. Warren, JaKarr Sampson","Brogdon, Holiday, Oladipo, Warren, Sampson",1627763-1628988-203506-203933-203960,IND,161.0,1,3.0,5.0,6.0,11,1.0,3.0,1.0,5.0,9.0,,2.0,2.0,2.0,2.0,1.0,5.0,0.5,,1.0,,98.38509316770187,16.4,13.166666666666666,16.4,13.166666666666666,0.25,0.4357125,0.2,0.25,11.066666666666668,-4.0,3.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,3.0,,0.5,0.5,,,,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.25,,,,1.0,,1.0,,0.25,,,,1.0,1.0,0.25,,0.25,,,,0.3333333333333333,,0.3333333333333333,0.5,,0.46245,,0.4,26.0,0.6,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-1628988-203926-203933-203960,1610612754,"Malcolm Brogdon, Aaron Holiday, Doug McDermott, T.J. Warren, JaKarr Sampson","Brogdon, Holiday, McDermott, Warren, Sampson",1627763-1628988-203926-203933-203960,IND,208.0,1,3.0,7.0,7.0,14,,3.0,3.0,11.0,5.0,1.0,5.0,6.0,3.0,5.0,1.0,9.0,0.6875,1.0,1.0,1.0,96.92307692307692,13.0,16.714285714285715,12.0,16.714285714285715,,0.52094,0.16666666666666666,0.25,6.8,6.0,5.0,7.0,1.0,2.0,1.0,1.0,,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,,2.0,6.0,,2.0,2.0,1.0,,2.0,2.0,2.0,,6.0,3.0,,,,,,1.0,1.0,2.0,,,2.0,,,,,,,9.0,5.0,1.0,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.8,1.0,0.75,0.4,0.3333333333333333,0.5,,1.0,,1.0,,0.4,0.5,1.0,,,,0.2,,0.4,1.0,1.0,1.0,0.25,1.0,0.5,0.8,1.0,0.537775,,0.8181818181818182,25.5,0.7142857142857143,1.0,,,,,1.0,1.0,,,,,,0.5,,0.5,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,2.0,2.0,2.0,,,,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,0.18181818181818182,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,1610612754,2020,2019-20,True
1627763-1628993-203200-203506-203933,1610612754,"Malcolm Brogdon, Alize Johnson, Justin Holiday, Victor Oladipo, T.J. Warren","Brogdon, Johnson, Holiday, Oladipo, Warren",1627763-1628993-203200-203506-203933,IND,11.0,1,,1.0,,1,1.0,1.0,,,,,,,,,,,,,,,130.9090909090909,11.0,,11.0,,1.0,0.2308,,,4.6,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2308,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-203200-203506-203933-203960,1610612754,"Malcolm Brogdon, Justin Holiday, Victor Oladipo, T.J. Warren, JaKarr Sampson","Brogdon, Holiday, Oladipo, Warren, Sampson",1627763-203200-203506-203933-203960,IND,447.0,1,7.0,16.0,15.0,31,2.0,3.0,3.0,16.0,16.0,4.0,5.0,6.0,3.0,5.0,2.0,16.0,0.6666666666666666,1.0,1.0,1.0,99.86577181208054,14.625,14.2,14.625,14.2,0.2,0.527635,0.18181818181818182,0.5,8.833333333333334,,10.0,5.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,5.0,2.0,2.0,3.0,7.0,2.0,2.0,4.0,3.0,13.0,2.0,2.0,6.0,3.0,5.0,3.0,,1.0,2.0,3.0,2.0,1.0,8.0,1.0,3.0,,3.0,3.0,3.0,4.0,1.0,1.0,,,1.0,,,,,,,13.0,10.0,,0.5,0.5,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,0.65,0.8333333333333334,0.8125,0.7,,,0.75,1.0,1.0,,,0.1,1.0,1.0,1.0,0.5,0.5,,0.2,0.5,0.6,0.6,0.6666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.8,0.6,0.53755,,0.8125,24.67142857142857,0.625,1.0,,,,1.0,,1.0,,,,,,,0.25,0.2,,,,,,,,,,,,,2.0,,,1.0,,,,0.3333333333333333,,,,,,,2.0,,,,,2.0,,,,1.0,,2.0,1.0,,1.0,,0.5,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-203200-203926-203960-204456,1610612754,"Malcolm Brogdon, Justin Holiday, Doug McDermott, JaKarr Sampson, T.J. McConnell","Brogdon, Holiday, McDermott, Sampson, McConnell",1627763-203200-203926-203960-204456,IND,92.0,1,2.0,3.0,3.0,6,,,,,4.0,,1.0,1.0,,,,,,,1.0,,93.91304347826086,13.666666666666666,17.0,13.666666666666666,17.0,,0.562275,,,,-4.0,3.0,,,,,,,,1.0,,2.0,2.0,,,3.0,,,3.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,0.6666666666666666,1.0,,0.562275,,,35.13333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1610612754,2020,2019-20,True
1627763-203200-203933-203960-204456,1610612754,"Malcolm Brogdon, Justin Holiday, T.J. Warren, JaKarr Sampson, T.J. McConnell","Brogdon, Holiday, Warren, Sampson, McConnell",1627763-203200-203933-203960-204456,IND,44.0,1,1.0,1.0,1.0,2,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,65.45454545454545,22.0,22.0,22.0,22.0,,0.2565,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,0.2565,,,30.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-203506-203926-203933-203960,1610612754,"Malcolm Brogdon, Victor Oladipo, Doug McDermott, T.J. Warren, JaKarr Sampson","Brogdon, Oladipo, McDermott, Warren, Sampson",1627763-203506-203926-203933-203960,IND,7.0,1,,1.0,,1,,,1.0,1.0,,,,,1.0,2.0,,1.0,0.5,,,,205.71428571428572,7.0,,7.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1627763-203926-203933-203960-204456,1610612754,"Malcolm Brogdon, Doug McDermott, T.J. Warren, JaKarr Sampson, T.J. McConnell","Brogdon, McDermott, Warren, Sampson, McConnell",1627763-203926-203933-203960-204456,IND,29.0,1,,1.0,1.0,2,,,,3.0,,,,,1.0,,,3.0,1.5,,,,99.3103448275862,13.0,16.0,13.0,16.0,,0.531,,,,3.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.5,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,26.4,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1628410-203200-203926-203960-204456,1610612754,"Edmond Sumner, Justin Holiday, Doug McDermott, JaKarr Sampson, T.J. McConnell","Sumner, Holiday, McDermott, Sampson, McConnell",1628410-203200-203926-203960-204456,IND,513.0,2,9.0,17.0,19.0,36,,7.0,1.0,15.0,12.0,4.0,10.0,11.0,2.0,2.0,,12.0,0.5,0.8,0.9,1.0,101.05263157894736,13.823529411764707,14.631578947368421,13.352941176470589,14.210526315789474,,0.5576321428571428,,,2.185714285714286,3.0,3.0,4.0,4.0,7.0,,,,,1.0,1.0,6.0,2.0,4.0,2.0,7.0,,,2.0,1.0,1.0,6.0,2.0,6.0,,6.0,1.0,1.0,3.0,2.0,5.0,1.0,3.0,12.0,5.0,3.0,1.0,2.0,2.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,2.0,1.0,1.0,3.0,,0.75,0.75,1.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,,0.5,,0.16666666666666666,0.5,0.14285714285714285,0.14285714285714285,1.0,1.0,,1.0,0.5,0.5,0.5714285714285714,0.6666666666666666,0.75,,,,0.07142857142857142,0.42857142857142855,0.16666666666666666,0.16666666666666666,1.0,,,1.0,1.0,0.16666666666666666,0.513075,,0.06666666666666667,25.900000000000002,0.17647058823529413,1.0,,,,,1.0,1.0,,2.0,,,,0.3333333333333333,,0.125,0.3333333333333333,,1.0,,,,,,,,,0.5781,,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,3.0,,,1.0,,,,,,,1.0,1.0,,,1.5,1.5,,0.6666666666666666,,1.0,1.0,1.0,,,,,1.0,1.0,,,0.2,1.0,,1.0,,,,,,,,,,,,,,1.0,1610612754,2020,2019-20,True
