EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Charge Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefTwoPtRebounds,Steals,BadPassSteals,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGA,BadPassTurnovers,Corner3Frequency,Corner3FGM,Fg2aBlocked,Corner3Assists,TwoPtShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShootingFouls,PenaltyOffPoss,PenaltyDefPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,LostBallOutOfBoundsTurnovers,PenaltyFg2Pct,AtRimPctBlocked,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ShortMidRangeFGM,PenaltyCorner3FGM,Travels,Loose Ball Fouls,Offensive Fouls,Blocked3s,BlockedCorner3,BlockedLongMidRange,3SecondViolations,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyCorner3Accuracy,SecondChanceFtPoints,HeaveMakes,HeaveAttempts,ShortMidRangeAssists,SecondChanceTurnovers,Loose Ball Fouls Drawn,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1626147-1627747-1627789-1629066-1629185,1610612751,"Justin Anderson, Caris LeVert, Timothe Luwawu-Cabarrot, Rodions Kurucs, Chris Chiozza","Anderson, LeVert, Luwawu-Cabarrot, Kurucs, Chiozza",1626147-1627747-1627789-1629066-1629185,BKN,166.0,1,3.0,6.0,6.0,2.0,12.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.25,104.09638554216868,11.833333333333334,15.833333333333334,10.833333333333334,15.833333333333334,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.5,1.0,0.8333333333333334,0.49428333333333335,0.3564,0.5,6.7,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627747-1629066-1629185-202066,1610612751,"Justin Anderson, Caris LeVert, Rodions Kurucs, Chris Chiozza, Garrett Temple","Anderson, LeVert, Kurucs, Chiozza, Temple",1626147-1627747-1629066-1629185-202066,BKN,201.0,1,3.0,7.0,7.0,2.0,14.0,1.0,3.0,,1.0,2.0,3.0,2.0,6.0,3.0,11.0,2.0,,1.0,3.0,4.0,,3.0,2.0,4.0,1.0,10.0,,2.0,2.0,3.0,2.0,5.0,,,,,,1.0,,8.0,1.0,1.0,0.3333333333333333,,0.5555555555555556,0.75,0.5555555555555556,0.75,0.3333333333333333,,0.5,1.0,,1.0,0.4,,,1.0,,,100.29850746268656,13.285714285714286,15.428571428571429,12.428571428571429,15.428571428571429,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.3333333333333333,0.5,,0.6666666666666666,0.5219333333333334,0.587775,0.2727272727272727,7.966666666666666,26.666666666666668,9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.1111111111111111,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627789-1628386-1629185-202066,1610612751,"Justin Anderson, Timothe Luwawu-Cabarrot, Jarrett Allen, Chris Chiozza, Garrett Temple","Anderson, Luwawu-Cabarrot, Allen, Chiozza, Temple",1626147-1627789-1628386-1629185-202066,BKN,126.0,1,2.0,4.0,4.0,1.0,8.0,,1.0,,1.0,,,,3.0,1.0,,3.0,,1.0,,,,,,,,,,1.0,1.0,3.0,1.0,4.0,,1.0,,,1.0,1.0,,,,,,,,,,,0.25,1.0,0.3333333333333333,1.0,,1.0,0.25,,,,1.0,,91.42857142857143,20.25,11.25,19.75,11.25,0.25,,,,,,1.0,,0.5,0.444525,0.4669,,8.1,24.4,-3.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,0.5,,1.0,0.5,,,,,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1629058-1629066-1629185-1629725,1610612751,"Justin Anderson, Dzanan Musa, Rodions Kurucs, Chris Chiozza, Jeremiah Martin","Anderson, Musa, Kurucs, Chiozza, Martin",1626147-1629058-1629066-1629185-1629725,BKN,170.0,1,3.0,7.0,6.0,1.0,13.0,,,,,1.0,1.0,1.0,3.0,3.0,8.0,9.0,,,,2.0,,1.0,1.0,3.0,,8.0,,1.0,2.0,3.0,1.0,4.0,,1.0,,1.0,1.0,1.0,,8.0,1.0,1.0,0.3333333333333333,,0.6666666666666666,,0.5714285714285714,,0.5,1.0,0.5,1.0,,1.0,0.3333333333333333,,,1.0,1.0,,110.11764705882352,13.571428571428571,12.5,13.142857142857142,12.5,,,,,0.16666666666666666,0.16666666666666666,,,0.5,0.49652500000000005,,,12.5,24.03333333333333,-1.0,2.0,1.0,1.0,,,2.0,,,,6.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,2.0,,1.0,0.6666666666666666,,0.6666666666666666,1.0,0.5,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,0.14285714285714285,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1629058-1629066-1629725-202498,1610612751,"Justin Anderson, Dzanan Musa, Rodions Kurucs, Jeremiah Martin, Lance Thomas","Anderson, Musa, Kurucs, Martin, Thomas",1626147-1629058-1629066-1629725-202498,BKN,79.0,1,1.0,2.0,3.0,,5.0,,,,,,2.0,,,2.0,3.0,2.0,,,,,,2.0,,1.0,,3.0,,,2.0,2.0,,2.0,,,,,,1.0,,3.0,,,,,0.75,,0.75,,1.0,,,1.0,,1.0,,,,1.0,1.0,,91.13924050632912,15.0,16.333333333333332,15.0,16.333333333333332,,,,,,1.0,,,1.0,0.476325,,,,28.6,1.0,,,1.0,,,1.0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,1.0,0.5,,0.5,,,,,,,,,0.5,0.5,1.0,,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1629058-1629725-1629743-202498,1610612751,"Justin Anderson, Dzanan Musa, Jeremiah Martin, Donta Hall, Lance Thomas","Anderson, Musa, Martin, Hall, Thomas",1626147-1629058-1629725-1629743-202498,BKN,952.0,3,16.0,34.0,35.0,2.0,69.0,6.0,7.0,2.0,2.0,3.0,14.0,7.0,15.0,14.0,46.0,37.0,2.0,2.0,4.0,6.0,8.0,14.0,3.0,10.0,2.0,27.0,,2.0,3.0,13.0,2.0,15.0,1.0,,6.0,,6.0,9.0,,42.0,0.42857142857142855,0.6,0.4666666666666667,1.0,0.7068965517241379,1.0,0.7419354838709677,1.0,0.4827586206896552,,0.2857142857142857,0.6,,0.6470588235294118,0.16666666666666666,1.0,,0.3333333333333333,1.0,0.125,104.36974789915966,13.794117647058824,13.8,13.794117647058824,13.485714285714286,0.2413793103448276,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.10344827586206896,0.4827586206896552,1.0,1.0,0.7241379310344828,0.46807241379310344,0.6048,0.08695652173913043,6.88,27.114285714285717,9.0,5.0,1.0,9.0,,,9.0,5.0,,,21.0,9.0,7.0,7.0,1.0,8.0,3.0,2.0,4.0,,,5.0,,0.7777777777777778,0.6428571428571429,,0.6428571428571429,0.6666666666666666,0.2,,0.6,0.1724137931034483,0.3333333333333333,0.5,1.0,0.6428571428571429,0.6923076923076923,0.7777777777777778,,,,0.6428571428571429,,,,,4.0,,2.0,0.26666666666666666,0.6,0.6666666666666666,,,,0.06666666666666667,0.125,5.0,9.0,28.0,3.0,4.0,3.0,4.0,4.0,13.0,6.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,13.0,9.0,3.0,1.0,0.75,1.125,1.0833333333333333,0.07142857142857142,0.3333333333333333,0.07142857142857142,1.0,0.75,0.3333333333333333,1.0,0.75,0.4909125,0.2826086956521739,0.2647058823529412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-1629185-202066,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Chris Chiozza, Garrett Temple","LeVert, Luwawu-Cabarrot, Allen, Chiozza, Temple",1627747-1627789-1628386-1629185-202066,BKN,471.0,3,8.0,18.0,20.0,1.0,38.0,4.0,6.0,,,1.0,4.0,5.0,7.0,6.0,19.0,20.0,,,,10.0,,4.0,5.0,7.0,4.0,16.0,,1.0,6.0,9.0,1.0,10.0,,3.0,3.0,2.0,6.0,1.0,,19.0,1.0,1.0,0.7142857142857143,,0.7307692307692307,,0.7307692307692307,,0.46153846153846156,0.5,0.5,0.8571428571428571,,0.7272727272727273,0.2,0.5,,0.8,1.0,,116.17834394904459,13.944444444444445,11.0,13.777777777777779,10.2,0.46153846153846156,0.6666666666666666,1.0,1.0,0.07692307692307693,0.3076923076923077,,,0.9230769230769231,0.5608115384615384,0.6171,,4.714285714285714,25.5,-1.0,,1.0,2.0,,,3.0,,,1.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,,,,,0.6666666666666666,0.5,,0.5,0.5,,,0.6666666666666666,,1.0,1.0,1.0,0.5,0.5,0.5,,,,0.5,2.0,1.0,0.15384615384615385,1.0,2.0,1.0,,0.2857142857142857,,,0.5,0.5,1.0,,,1.0,5.0,3.0,,1.0,,2.0,,2.0,3.0,,,1.0,,1.0,2.0,,,1.0,,1.0,1.0,1.0,2.0,5.0,,,,0.25,0.25,,,,1.0,,1.0,0.25,,0.5317875,0.10526315789473684,0.2777777777777778,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.3333333333333333,1.0,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-1629185-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Chris Chiozza, Tyler Johnson","LeVert, Luwawu-Cabarrot, Allen, Chiozza, Johnson",1627747-1627789-1628386-1629185-204020,BKN,12.0,1,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,120.0,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-1629725-204020,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Jeremiah Martin, Tyler Johnson","LeVert, Luwawu-Cabarrot, Allen, Martin, Johnson",1627747-1627789-1628386-1629725-204020,BKN,63.0,1,1.0,2.0,1.0,,3.0,,,,,,1.0,,,2.0,6.0,3.0,,,,,,1.0,,2.0,,6.0,,,,,,,,,,,,1.0,,6.0,,,,,1.5,,1.5,,1.0,,,,,,,,,,,,68.57142857142857,16.0,31.0,16.0,31.0,,,,,,0.5,,,1.0,0.5619,,,,23.75,3.0,,,1.0,,,2.0,,,,6.0,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,0.5,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1627747-1627789-1628386-202066-203925,1610612751,"Caris LeVert, Timothe Luwawu-Cabarrot, Jarrett Allen, Garrett Temple, Joe Harris","LeVert, Luwawu-Cabarrot, Allen, Temple, Harris",1627747-1627789-1628386-202066-203925,BKN,2320.0,2,39.0,76.0,76.0,4.0,152.0,8.0,17.0,,2.0,3.0,25.0,11.0,27.0,31.0,72.0,99.0,,2.0,6.0,4.0,18.0,25.0,2.0,9.0,2.0,25.0,2.0,3.0,12.0,25.0,5.0,30.0,1.0,3.0,6.0,1.0,9.0,23.0,,66.0,0.18181818181818182,0.18181818181818182,0.4074074074074074,,0.47413793103448276,0.6,0.5070422535211268,0.6,0.5344827586206896,0.3333333333333333,0.1875,0.7058823529411765,0.1,0.55,0.1388888888888889,0.3333333333333333,0.125,0.6,0.75,0.030303030303030304,94.3448275862069,16.210526315789473,14.31578947368421,15.93421052631579,13.013157894736842,0.29310344827586204,0.47058823529411764,0.5714285714285714,0.25,0.05172413793103448,0.43103448275862066,0.4,,0.8275862068965517,0.5164551724137931,0.4283166666666667,0.08333333333333333,6.15925925925926,25.345161290322583,-27.0,7.0,,9.0,2.0,3.0,11.0,17.0,2.0,3.0,21.0,9.0,7.0,5.0,,10.0,5.0,5.0,19.0,,1.0,26.0,,0.6363636363636364,0.3548387096774194,0.6666666666666666,0.3548387096774194,0.43478260869565216,,,0.4666666666666667,0.1206896551724138,,,,0.36,0.36,0.5555555555555556,0.6,0.6666666666666666,0.5,0.36,6.0,2.0,0.10344827586206896,2.0,3.0,2.0,9.0,0.1111111111111111,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.13432835820895522,0.25,12.0,28.0,23.0,1.0,7.0,2.0,10.0,6.0,22.0,12.0,,,3.0,,,2.0,,4.0,6.0,2.0,3.0,7.0,2.0,22.0,28.0,1.0,3.0,0.2,0.4,0.4230769230769231,,,,0.75,,0.2857142857142857,0.35,0.14285714285714285,0.49894999999999995,0.3055555555555556,0.3684210526315789,3.0,5.0,,3.0,5.0,10.0,1.0,0.5,0.17647058823529413,,0.25,0.6,0.15,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
