EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked,LongMidRangePctBlocked,3SecondViolations,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1627759-1628369-1628464-202330-202689,1610612738,"Jaylen Brown, Jayson Tatum, Daniel Theis, Gordon Hayward, Kemba Walker","Brown, Tatum, Theis, Hayward, Walker",1627759-1628369-1628464-202330-202689,BOS,15722.0,23,262.0,54.0,535.0,532.0,44.0,39.0,51.0,1067.0,96.0,142.0,10.0,19.0,4.0,10.0,44.0,96.0,20.0,43.0,20.0,40.0,1.0,4.0,3.0,5.0,62.0,166.0,6.0,11.0,5.0,13.0,160.0,281.0,82.0,206.0,67.0,633.0,579.0,13.0,31.0,7.0,15.0,7.0,54.0,7.0,16.0,8.0,18.0,8.0,46.0,170.0,150.0,192.0,54.0,18.0,166.0,62.0,27.0,2.0,85.0,64.0,149.0,45.0,19.0,56.0,20.0,9.0,362.0,20.0,38.0,1.0,72.0,120.0,11.0,203.0,59.0,262.0,12.0,45.0,30.0,15.0,37.0,10.0,18.0,34.0,4.0,19.0,1.0,10.0,71.0,10.0,10.0,49.0,108.0,1.0,1.0,5.0,6.0,101.0,3.0,10.0,7.0,93.0,13.0,2.0,44.0,2.0,5.0,31.0,1.0,1.0,16.0,2.0,13.0,32.0,22.0,3.0,2.0,579.0,45.0,43.0,5.0,3.0,0.53125,0.5629139072847682,0.7804878048780488,0.39805825242718446,0.4666666666666667,0.4444444444444444,0.39805825242718446,0.5693950177935944,0.41935483870967744,0.4375,0.5811088295687885,0.5108695652173914,0.5588235294117647,0.6009523809523809,0.54,0.5609756097560976,0.42299794661190965,0.009708737864077669,0.09608540925266904,0.11971830985915492,0.10416666666666667,0.012048192771084338,0.5211267605633803,0.9166666666666666,0.07692307692307693,0.7407407407407407,0.3140495867768595,0.8181818181818182,0.16129032258064516,0.768,0.23673469387755103,0.34782608695652173,0.3269230769230769,0.21739130434782608,0.18269230769230768,0.05,0.7575757575757576,0.7014925373134329,0.7931034482758621,0.8309859154929577,0.7647058823529411,0.05555555555555555,97.72802442437347,0.6875,14.394392523364486,15.077067669172932,13.85981308411215,14.63345864661654,0.2915811088295688,0.676056338028169,0.768,0.5833333333333334,0.1971252566735113,0.4583333333333333,0.5116279069767442,0.45454545454545453,0.08829568788501027,0.46511627906976744,0.46511627906976744,0.45,0.08213552361396304,0.5,0.5,0.95,0.3408624229979466,0.37349397590361444,0.3780487804878049,0.7258064516129032,0.41304347826086957,0.5263157894736842,0.3,0.08695652173913043,0.25,1.0,0.2391304347826087,0.5454545454545454,1.0,0.29411764705882354,0.4,0.14705882352941177,0.6,0.38235294117647056,0.38461538461538464,0.7145790554414785,0.37349397590361444,0.5276400410677617,0.49129571428571434,0.5263205882352942,0.08846153846153847,0.14102564102564102,0.009615384615384616,0.08530805687203792,0.07266982622432859,6.527402135231317,25.61504854368932,0.08224299065420561,,,,,,,,,1610612738,2020,2019-20,False
1627759-1628369-1628464-202330-203935,1610612738,"Jaylen Brown, Jayson Tatum, Daniel Theis, Gordon Hayward, Marcus Smart","Brown, Tatum, Theis, Hayward, Smart",1627759-1628369-1628464-202330-203935,BOS,10952.0,18,183.0,7.0,380.0,375.0,96.0,79.0,43.0,755.0,67.0,107.0,10.0,21.0,12.0,17.0,27.0,69.0,9.0,32.0,14.0,28.0,2.0,5.0,2.0,6.0,32.0,102.0,1.0,6.0,8.0,28.0,103.0,208.0,46.0,130.0,78.0,422.0,415.0,12.0,32.0,3.0,11.0,5.0,38.0,25.0,41.0,10.0,34.0,30.0,110.0,110.0,96.0,102.0,36.0,16.0,99.0,32.0,16.0,,55.0,34.0,89.0,21.0,13.0,40.0,11.0,4.0,212.0,13.0,34.0,2.0,78.0,69.0,6.0,153.0,49.0,202.0,4.0,30.0,17.0,13.0,34.0,3.0,18.0,14.0,2.0,16.0,2.0,2.0,48.0,4.0,12.0,37.0,68.0,3.0,,2.0,,79.0,,3.0,3.0,101.0,3.0,2.0,33.0,4.0,13.0,17.0,3.0,2.0,6.0,3.0,8.0,20.0,15.0,3.0,1.0,384.0,107.0,93.0,8.0,10.0,0.5339805825242718,0.5789473684210527,0.7391304347826086,0.35384615384615387,0.2727272727272727,0.29411764705882354,0.36220472440944884,0.4951923076923077,0.375,0.6097560975609756,0.5088757396449705,0.38372093023255816,0.5333333333333333,0.546875,0.41304347826086957,0.5729166666666666,0.38461538461538464,,0.07692307692307693,0.102803738317757,0.07246376811594203,,0.7083333333333334,0.75,0.16666666666666666,0.7582417582417582,0.3300970873786408,0.7959183673469388,0.16455696202531644,0.7777777777777778,0.25824175824175827,0.425,0.3333333333333333,0.14285714285714285,0.12307692307692308,0.35714285714285715,0.7096774193548387,0.725,0.9,0.8108108108108109,0.75,0.024096385542168676,99.26953981008035,0.75,14.336842105263157,14.677333333333333,13.602631578947369,14.125333333333334,0.3165680473372781,0.6261682242990654,0.6979166666666666,0.5970149253731343,0.20414201183431951,0.391304347826087,0.421875,0.4074074074074074,0.09467455621301775,0.28125,0.28125,0.4444444444444444,0.08284023668639054,0.5,0.5,0.9285714285714286,0.30177514792899407,0.3137254901960784,0.3137254901960784,0.65625,0.4883720930232558,0.47619047619047616,0.2,0.11627906976744186,0.4,0.5,0.13953488372093023,0.16666666666666666,,0.22666666666666666,0.7058823529411765,0.08,0.3333333333333333,0.37333333333333335,0.2857142857142857,0.7011834319526628,0.32323232323232326,0.5130525373134328,0.5296666666666666,0.48384041095890407,0.09973045822102426,0.13865546218487396,0.03007518796992481,0.09004739336492891,0.26066350710900477,6.5754807692307695,26.443076923076923,0.25263157894736843,3.0,1.0,1.0,,,,,,1610612738,2020,2019-20,False
1628369-1628464-202330-202689-203935,1610612738,"Jayson Tatum, Daniel Theis, Gordon Hayward, Kemba Walker, Marcus Smart","Tatum, Theis, Hayward, Walker, Smart",1628369-1628464-202330-202689-203935,BOS,10353.0,15,173.0,52.0,355.0,353.0,76.0,81.0,37.0,708.0,58.0,94.0,13.0,20.0,11.0,15.0,26.0,59.0,17.0,34.0,12.0,29.0,,1.0,2.0,5.0,37.0,108.0,3.0,8.0,7.0,21.0,101.0,187.0,49.0,137.0,48.0,397.0,345.0,18.0,29.0,3.0,9.0,2.0,47.0,19.0,34.0,9.0,26.0,18.0,83.0,108.0,94.0,108.0,39.0,18.0,108.0,37.0,21.0,1.0,54.0,36.0,90.0,24.0,12.0,28.0,17.0,9.0,216.0,12.0,30.0,1.0,59.0,76.0,7.0,142.0,43.0,185.0,8.0,37.0,29.0,8.0,27.0,6.0,18.0,21.0,5.0,9.0,,3.0,48.0,3.0,9.0,35.0,61.0,,,3.0,2.0,60.0,2.0,6.0,3.0,58.0,1.0,5.0,18.0,2.0,6.0,20.0,2.0,1.0,13.0,,7.0,22.0,16.0,1.0,,350.0,78.0,73.0,5.0,3.0,0.5346534653465347,0.5869565217391305,0.7346938775510204,0.35766423357664234,0.3333333333333333,0.34615384615384615,0.35766423357664234,0.5401069518716578,0.6206896551724138,0.5588235294117647,0.5385802469135802,0.5921052631578947,0.5416666666666666,0.5630372492836676,0.5897435897435898,0.5857142857142857,0.4228395061728395,0.0072992700729927005,0.11229946524064172,0.1276595744680851,0.15254237288135594,0.009259259259259259,0.5625,0.7,0.25,0.7307692307692307,0.35714285714285715,0.9076923076923077,0.13636363636363635,0.7988165680473372,0.2441860465116279,0.4444444444444444,0.36363636363636365,0.13333333333333333,0.14084507042253522,0.11764705882352941,0.6666666666666666,0.75,0.8,0.8775510204081632,1.0,0.05333333333333334,98.47580411474934,0.7272727272727273,14.422535211267606,14.824362606232295,13.861971830985915,14.342776203966006,0.29012345679012347,0.6170212765957447,0.7073170731707317,0.4827586206896552,0.18209876543209877,0.4406779661016949,0.52,0.6538461538461539,0.10493827160493827,0.5,0.5,0.5294117647058824,0.08950617283950617,0.41379310344827586,0.41379310344827586,1.0,0.3333333333333333,0.3425925925925926,0.34579439252336447,0.6486486486486487,0.5263157894736842,0.65,0.15384615384615385,0.02631578947368421,,,0.21052631578947367,0.375,0.3333333333333333,0.25,0.7333333333333333,0.08333333333333333,0.4,0.35,0.3333333333333333,0.7129629629629629,0.3425925925925926,0.5222368421052632,0.5088788461538462,0.48919322033898305,0.05830903790087463,0.08823529411764706,0.014388489208633094,0.11838790931989925,0.20906801007556675,6.8042780748663105,25.867883211678834,0.2140845070422535,,,1.0,,,,,,1610612738,2020,2019-20,False
1627759-1628369-1628464-202689-203935,1610612738,"Jaylen Brown, Jayson Tatum, Daniel Theis, Kemba Walker, Marcus Smart","Brown, Tatum, Theis, Walker, Smart",1627759-1628369-1628464-202689-203935,BOS,8880.0,15,148.0,13.0,294.0,300.0,62.0,68.0,35.0,594.0,57.0,92.0,8.0,17.0,11.0,23.0,17.0,49.0,11.0,28.0,7.0,21.0,1.0,5.0,1.0,4.0,28.0,88.0,2.0,5.0,6.0,18.0,85.0,169.0,35.0,109.0,42.0,317.0,304.0,13.0,24.0,3.0,10.0,3.0,38.0,21.0,43.0,7.0,22.0,14.0,77.0,98.0,72.0,84.0,21.0,4.0,87.0,28.0,18.0,2.0,49.0,28.0,77.0,21.0,7.0,36.0,9.0,4.0,182.0,15.0,21.0,1.0,58.0,55.0,7.0,120.0,37.0,157.0,7.0,28.0,19.0,9.0,20.0,7.0,13.0,15.0,1.0,7.0,,1.0,35.0,3.0,3.0,21.0,60.0,,,7.0,5.0,56.0,1.0,3.0,2.0,50.0,7.0,1.0,20.0,1.0,7.0,12.0,,,8.0,,4.0,12.0,8.0,,,279.0,77.0,62.0,9.0,4.0,0.5764705882352941,0.5903614457831325,0.8,0.3211009174311927,0.3,0.3181818181818182,0.32407407407407407,0.5029585798816568,0.5416666666666666,0.4883720930232558,0.49460431654676257,0.5147058823529411,0.4846153846153846,0.5284280936454849,0.5428571428571428,0.5347222222222222,0.3920863309352518,0.01834862385321101,0.10650887573964497,0.07608695652173914,0.22448979591836735,,0.5714285714285714,1.0,0.16666666666666666,0.7432432432432432,0.25301204819277107,0.7631578947368421,0.2112676056338028,0.7533333333333333,0.23376623376623376,0.2571428571428571,0.22580645161290322,0.29411764705882354,0.20689655172413793,0.23076923076923078,0.8666666666666667,0.4827586206896552,1.0,0.7846153846153846,0.6363636363636364,0.05185185185185185,96.32432432432432,0.6666666666666666,14.928571428571429,14.97,14.370748299319727,14.416666666666666,0.33093525179856115,0.6195652173913043,0.6705882352941176,0.631578947368421,0.17625899280575538,0.3469387755102041,0.4473684210526316,0.5294117647058824,0.10071942446043165,0.39285714285714285,0.39285714285714285,0.36363636363636365,0.07553956834532374,0.3333333333333333,0.3684210526315789,1.0,0.31654676258992803,0.3181818181818182,0.3181818181818182,0.75,0.5,0.47058823529411764,0.375,0.14705882352941177,0.2,1.0,0.14705882352941177,0.4,1.0,0.35384615384615387,0.4782608695652174,0.06153846153846154,0.25,0.27692307692307694,0.3333333333333333,0.7230215827338129,0.3218390804597701,0.5156256317689532,0.5550195652173913,0.4878703125,0.07191780821917808,0.10989010989010989,0.00909090909090909,0.11987381703470032,0.24290220820189273,6.300000000000001,25.96880733944954,0.2108843537414966,1.0,,,0.09523809523809523,,,,,1610612738,2020,2019-20,False
1627759-1628464-202330-202689-203935,1610612738,"Jaylen Brown, Daniel Theis, Gordon Hayward, Kemba Walker, Marcus Smart","Brown, Theis, Hayward, Walker, Smart",1627759-1628464-202330-202689-203935,BOS,5229.0,13,87.0,-17.0,176.0,175.0,35.0,33.0,17.0,351.0,35.0,54.0,7.0,7.0,5.0,11.0,10.0,21.0,9.0,20.0,3.0,9.0,,2.0,,1.0,16.0,49.0,1.0,2.0,3.0,12.0,54.0,95.0,19.0,58.0,25.0,190.0,207.0,8.0,8.0,1.0,4.0,1.0,20.0,10.0,19.0,3.0,13.0,5.0,34.0,46.0,62.0,36.0,21.0,14.0,49.0,16.0,9.0,,23.0,12.0,35.0,9.0,3.0,18.0,4.0,1.0,82.0,6.0,10.0,1.0,35.0,27.0,4.0,66.0,17.0,83.0,4.0,13.0,8.0,5.0,12.0,6.0,8.0,11.0,,4.0,2.0,,23.0,4.0,6.0,13.0,35.0,,,4.0,2.0,36.0,1.0,1.0,2.0,39.0,2.0,,18.0,1.0,1.0,10.0,1.0,1.0,5.0,1.0,4.0,11.0,6.0,,,170.0,34.0,35.0,1.0,1.0,0.42592592592592593,0.48936170212765956,0.631578947368421,0.3275862068965517,0.25,0.23076923076923078,0.3275862068965517,0.5684210526315789,1.0,0.5263157894736842,0.5392156862745098,0.7916666666666666,0.453125,0.5555555555555556,0.7692307692307693,0.4594594594594595,0.3790849673202614,,0.09473684210526316,0.09259259259259259,0.19047619047619047,,0.5217391304347826,0.6666666666666666,0.14285714285714285,0.6136363636363636,0.24390243902439024,0.7608695652173914,0.15384615384615385,0.6888888888888889,0.2,0.15789473684210525,0.36363636363636365,0.2727272727272727,0.12121212121212122,0.3333333333333333,0.6875,0.5714285714285714,0.5714285714285714,0.7878787878787878,0.6923076923076923,0.056338028169014086,96.66092943201376,0.5454545454545454,14.363636363636363,15.434285714285714,14.045454545454545,14.697142857142858,0.35294117647058826,0.6481481481481481,0.7142857142857143,0.5142857142857142,0.13725490196078433,0.47619047619047616,0.5882352941176471,0.4,0.13071895424836602,0.45,0.45,0.1111111111111111,0.058823529411764705,0.3333333333333333,0.3333333333333333,1.0,0.3202614379084967,0.32653061224489793,0.32653061224489793,0.5625,0.5833333333333334,1.0,,0.16666666666666666,,,0.16666666666666666,0.5,1.0,0.34375,0.45454545454545453,0.03125,,0.375,0.25,0.7320261437908496,0.32653061224489793,0.5248807189542484,0.6123071428571428,0.51363125,0.11176470588235295,0.16216216216216217,0.01694915254237288,0.10526315789473684,0.17894736842105263,6.665263157894738,25.320689655172412,0.19886363636363635,,,,,,,,,1610612738,2020,2019-20,False
1627759-1628369-1628400-1628464-202689,1610612738,"Jaylen Brown, Jayson Tatum, Semi Ojeleye, Daniel Theis, Kemba Walker","Brown, Tatum, Ojeleye, Theis, Walker",1627759-1628369-1628400-1628464-202689,BOS,2987.0,6,50.0,11.0,97.0,100.0,11.0,15.0,10.0,197.0,16.0,24.0,1.0,4.0,5.0,5.0,8.0,12.0,3.0,6.0,6.0,7.0,1.0,1.0,1.0,1.0,12.0,39.0,2.0,5.0,2.0,4.0,27.0,42.0,18.0,46.0,12.0,120.0,109.0,1.0,4.0,3.0,6.0,2.0,13.0,5.0,5.0,3.0,5.0,3.0,22.0,30.0,24.0,39.0,15.0,2.0,38.0,12.0,2.0,,15.0,13.0,28.0,7.0,6.0,9.0,4.0,2.0,69.0,6.0,5.0,,13.0,23.0,4.0,40.0,11.0,51.0,2.0,7.0,4.0,3.0,9.0,5.0,5.0,6.0,,4.0,,1.0,15.0,1.0,1.0,9.0,23.0,,,3.0,,15.0,1.0,,,16.0,3.0,1.0,7.0,,2.0,9.0,1.0,1.0,4.0,,5.0,10.0,7.0,1.0,,107.0,22.0,11.0,1.0,2.0,0.5555555555555556,0.5769230769230769,0.7222222222222222,0.391304347826087,0.5,0.6,0.4,0.6428571428571429,0.25,1.0,0.6136363636363636,0.55,0.95,0.6382978723404256,0.5909090909090909,0.9166666666666666,0.5227272727272727,,0.047619047619047616,0.08333333333333333,,,0.6,1.0,,0.7666666666666667,0.3333333333333333,0.8125,0.2222222222222222,0.782608695652174,0.2619047619047619,0.375,0.25,0.3333333333333333,0.23076923076923078,,0.6363636363636364,0.7272727272727273,1.0,0.7692307692307693,1.0,0.05,94.97154335453632,0.7,14.917525773195877,15.4,14.350515463917526,15.05,0.2727272727272727,0.6666666666666666,0.7272727272727273,0.5625,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.5,0.06818181818181818,0.5,0.5,0.6666666666666666,0.07954545454545454,0.8571428571428571,0.8571428571428571,1.0,0.4431818181818182,0.3076923076923077,0.3076923076923077,0.5833333333333334,0.4,0.25,,0.1,1.0,1.0,0.5,0.4,1.0,0.5,1.0,0.1,1.0,0.4,0.5,0.7954545454545454,0.3157894736842105,0.52848908045977,0.561925,0.5932499999999999,0.07608695652173914,0.15217391304347827,,0.10833333333333334,0.18333333333333332,5.526190476190476,26.650000000000002,0.1134020618556701,1.0,,,,,,,,1610612738,2020,2019-20,False
1627759-1628369-202683-202689-203935,1610612738,"Jaylen Brown, Jayson Tatum, Enes Kanter, Kemba Walker, Marcus Smart","Brown, Tatum, Kanter, Walker, Smart",1627759-1628369-202683-202689-203935,BOS,2507.0,10,42.0,18.0,87.0,85.0,17.0,21.0,11.0,172.0,18.0,28.0,6.0,9.0,5.0,5.0,8.0,17.0,6.0,13.0,1.0,2.0,,,,1.0,10.0,20.0,,1.0,3.0,5.0,32.0,58.0,11.0,22.0,6.0,103.0,85.0,7.0,11.0,,1.0,3.0,17.0,5.0,9.0,3.0,6.0,2.0,21.0,34.0,30.0,27.0,6.0,8.0,20.0,10.0,2.0,,17.0,9.0,26.0,8.0,1.0,9.0,5.0,3.0,61.0,2.0,12.0,1.0,16.0,11.0,2.0,29.0,15.0,44.0,4.0,8.0,5.0,3.0,9.0,2.0,4.0,8.0,,5.0,,1.0,17.0,1.0,3.0,9.0,17.0,1.0,,,2.0,18.0,2.0,2.0,,11.0,2.0,,5.0,,2.0,3.0,,,1.0,,2.0,3.0,2.0,,,86.0,21.0,17.0,1.0,1.0,0.53125,0.6071428571428571,0.8181818181818182,0.5,,0.5,0.5,0.5517241379310345,0.6363636363636364,0.5555555555555556,0.60625,0.5833333333333334,0.6333333333333333,0.6058823529411764,0.6071428571428571,0.65625,0.275,,0.034482758620689655,0.03571428571428571,,,0.5294117647058824,1.0,0.25,0.7333333333333333,0.48,0.8421052631578947,0.18181818181818182,0.7941176470588235,0.3888888888888889,0.4,0.6666666666666666,0.3333333333333333,0.2,,0.5,1.0,0.6,0.8421052631578947,,0.11764705882352941,98.79537295572398,0.6666666666666666,14.448275862068966,14.705882352941176,13.735632183908047,14.258823529411766,0.35,0.6428571428571429,0.6666666666666666,0.5,0.2125,0.47058823529411764,0.47058823529411764,0.625,0.1625,0.46153846153846156,0.5,0.5,0.025,0.5,0.5,1.0,0.25,0.5,0.5,0.8,0.75,0.6666666666666666,0.16666666666666666,,,,0.08333333333333333,,,0.3333333333333333,1.0,0.06666666666666667,,0.3333333333333333,0.6,0.625,0.5,0.496369375,0.5468181818181818,0.4822866666666667,0.060240963855421686,0.08196721311475409,,0.1650485436893204,0.20388349514563106,7.067241379310344,26.19545454545454,0.19540229885057472,,,,,0.07692307692307693,,,,1610612738,2020,2019-20,False
1627759-1628369-202330-202683-202689,1610612738,"Jaylen Brown, Jayson Tatum, Gordon Hayward, Enes Kanter, Kemba Walker","Brown, Tatum, Hayward, Kanter, Walker",1627759-1628369-202330-202683-202689,BOS,2228.0,9,37.0,18.0,80.0,78.0,15.0,31.0,5.0,158.0,16.0,21.0,3.0,4.0,3.0,3.0,10.0,18.0,5.0,13.0,3.0,3.0,,,1.0,1.0,5.0,11.0,,,3.0,5.0,31.0,52.0,8.0,14.0,17.0,103.0,85.0,3.0,5.0,,,1.0,7.0,6.0,8.0,4.0,6.0,5.0,29.0,36.0,26.0,21.0,3.0,6.0,11.0,5.0,5.0,1.0,18.0,7.0,25.0,4.0,3.0,9.0,5.0,4.0,57.0,,4.0,1.0,11.0,13.0,2.0,26.0,5.0,31.0,,3.0,2.0,1.0,4.0,1.0,1.0,8.0,,3.0,1.0,3.0,12.0,,,8.0,18.0,,,,3.0,21.0,,1.0,1.0,23.0,4.0,,9.0,3.0,1.0,3.0,,,2.0,1.0,,3.0,1.0,,,96.0,29.0,15.0,2.0,1.0,0.5806451612903226,0.6428571428571429,0.875,0.5714285714285714,,0.6666666666666666,0.5714285714285714,0.5961538461538461,0.6,0.75,0.6515151515151515,0.6,0.8571428571428571,0.6959459459459459,0.7,0.90625,0.21212121212121213,0.07142857142857142,0.09615384615384616,0.09523809523809523,0.16666666666666666,0.09090909090909091,0.3333333333333333,1.0,0.3333333333333333,0.7647058823529411,0.19047619047619047,0.9166666666666666,,0.8275862068965517,0.14814814814814814,0.6,,0.125,,,0.6666666666666666,0.75,0.8333333333333334,0.9,1.0,,102.11849192100539,0.3333333333333333,14.4125,13.782051282051283,14.25,13.564102564102564,0.3181818181818182,0.7619047619047619,0.8421052631578947,0.5625,0.2727272727272727,0.5555555555555556,0.6666666666666666,0.5,0.19696969696969696,0.38461538461538464,0.38461538461538464,0.8,0.045454545454545456,1.0,1.0,1.0,0.16666666666666666,0.45454545454545453,0.5,0.8,0.8,0.75,,,,,,,,0.21428571428571427,1.0,0.07142857142857142,1.0,0.35714285714285715,0.6,0.5303030303030303,0.45454545454545453,0.4868674242424242,0.51226,0.482525,0.1643835616438356,0.15789473684210525,0.1875,0.06796116504854369,0.2815533980582524,8.805769230769231,25.485714285714288,0.1875,,1.0,,,,,,,1610612738,2020,2019-20,False
