EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Minutes,PlusMinus,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,OffThreePtRebounds,OffRebounds,FoulsDrawn,FirstChancePoints,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SecondsExcludingORebsPerPossOff,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,FtPoints,PenaltyFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,Arc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,DefShortMidRangeReboundPct,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,OffTwoPtRebounds,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,OffTwoPtReboundPct,OffAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,FTDefRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3Assists,ShortMidRangePctBlocked,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Charge Fouls Drawn,Loose Ball Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,LostBallSteals,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedAtRim,Corner3PctBlocked,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,OffLongMidRangeReboundPct,HeaveAttempts,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,Travels,LongMidRangePctBlocked,DefensiveGoaltends,BlockedLongMidRange,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1627936-1628398-1629659-201162-2730,1610612747,"Alex Caruso, Kyle Kuzma, Talen Horton-Tucker, Jared Dudley, Dwight Howard","Caruso, Kuzma, Horton-Tucker, Dudley, Howard",1627936-1628398-1629659-201162-2730,LAL,48.0,1,2.0,1.0,2.0,1.0,,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,1.0,1.0,4.0,,,,,,,1.0,4.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,90.0,10.5,27.0,26.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.7584,,0.7584,,1.0,0.9,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,1.0,4.0,,,,,,,,10.5,,,,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-1629659-202693-2544,1610612747,"Alex Caruso, Kyle Kuzma, Talen Horton-Tucker, Markieff Morris, LeBron James","Caruso, Kuzma, Horton-Tucker, Morris, James",1627936-1628398-1629659-202693-2544,LAL,104.0,1,4.0,4.0,,,1.0,8.0,1.0,2.0,,,,,1.0,3.0,2.0,4.0,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,,,0.25,,,0.2,,,110.76923076923076,10.75,15.25,15.25,0.5,0.5,1.0,,,,,,,0.75,0.6078375,0.49155,,,,2.1,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,-2.0,,1.0,,1.0,,,,1.0,,,2.0,,,1.0,,,,2.0,1.0,2.0,,,,0.25,,0.6666666666666666,,9.25,0.25,,,,0.25,,,,,,27.7,,,,,,,1.0,1.0,1.0,,,2.0,1.0,,1.0,,,,0.2,0.25,1.0,0.3333333333333333,0.5,,,,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-200765-201162-203079,1610612747,"Alex Caruso, Kyle Kuzma, Rajon Rondo, Jared Dudley, Dion Waiters","Caruso, Kuzma, Rondo, Dudley, Waiters",1627936-1628398-200765-201162-203079,LAL,165.0,1,6.0,5.0,6.0,5.0,,11.0,,,,,,,,1.0,5.0,5.0,,,,,1.0,5.0,,,1.0,,3.0,,,5.0,6.0,,,,,,0.75,,0.75,0.625,,0.625,96.0,19.833333333333332,9.2,7.6,,,,,,,,,,0.5,0.433925,,0.433925,,1.0,10.2,1.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,3.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,5.0,1.0,1.0,1.0,0.5,,,,19.833333333333332,0.5,,,,,,,,,,25.0,2.0,2.0,3.0,1.0,,,1.0,1.0,2.0,2.0,,4.0,2.0,1.0,0.5,,,,0.5,0.6666666666666666,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,0.5,1.0,1.0,,,,0.5,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-200765-201980-202693,1610612747,"Alex Caruso, Kyle Kuzma, Rajon Rondo, Danny Green, Markieff Morris","Caruso, Kuzma, Rondo, Green, Morris",1627936-1628398-200765-201980-202693,LAL,44.0,1,2.0,1.0,,,,3.0,1.0,1.0,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,98.18181818181819,6.0,32.0,32.0,1.0,1.0,1.0,,,,,,,1.0,0.7666,,,,,0.8,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,2.0,,,,,,,,1.0,4.0,,,,,,,,6.0,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,1.0,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-200765-201980-203076,1610612747,"Alex Caruso, Kyle Kuzma, Rajon Rondo, Danny Green, Anthony Davis","Caruso, Kuzma, Rondo, Green, Davis",1627936-1628398-200765-201980-203076,LAL,394.0,3,12.0,13.0,,6.0,3.0,25.0,2.0,3.0,1.0,1.0,,,5.0,7.0,17.0,17.0,1.0,1.0,8.0,,,,4.0,2.0,4.0,1.0,10.0,1.0,2.0,,,0.4,0.5,0.7142857142857143,1.0,,0.5333333333333333,1.3333333333333333,,0.53125,1.3333333333333333,,91.37055837563452,15.833333333333334,15.692307692307692,14.538461538461538,0.2,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,,,,0.7333333333333333,0.5193233333333334,0.5903333333333333,,0.47058823529411764,,5.742857142857143,,2.0,3.0,6.0,0.6666666666666666,0.6,1.0,7.0,,3.0,4.0,1.0,5.0,,,2.0,8.0,,,6.0,,2.0,5.0,1.0,1.0,1.0,3.0,3.0,9.0,0.25,,0.25,0.5333333333333333,0.2,0.42857142857142855,,14.666666666666666,0.26666666666666666,0.75,0.75,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,,,0.2,25.0375,1.0,,6.0,2.0,1.0,1.0,,,,,,2.0,1.0,1.0,,0.5,1.0,1.0,0.0625,0.125,1.0,0.14285714285714285,0.3333333333333333,,,,,2.0,,,,,,1.0,1.0,,,,,1.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,,,,,,1.0,,1.0,,,,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.4,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-200765-202693-203076,1610612747,"Alex Caruso, Kyle Kuzma, Rajon Rondo, Markieff Morris, Anthony Davis","Caruso, Kuzma, Rondo, Morris, Davis",1627936-1628398-200765-202693-203076,LAL,818.0,6,26.0,27.0,14.0,15.0,,53.0,3.0,4.0,,,2.0,2.0,6.0,10.0,26.0,34.0,,,,5.0,6.0,15.0,6.0,3.0,6.0,2.0,15.0,5.0,11.0,15.0,14.0,0.5,0.5,0.6,,0.8333333333333334,0.6176470588235294,,0.5909090909090909,0.6842105263157895,,0.625,93.30073349633253,14.538461538461538,16.296296296296298,14.814814814814815,0.23529411764705882,0.75,1.0,0.6666666666666666,,,,0.18181818181818182,1.0,0.6470588235294118,0.5040529411764706,,0.48870454545454545,,0.5769230769230769,6.0,0.5384615384615384,4.0,10.0,10.0,0.5714285714285714,0.7142857142857143,0.6666666666666666,14.0,-8.0,2.0,5.0,3.0,6.0,1.0,4.0,3.0,7.0,1.0,5.0,6.0,,,6.0,3.0,1.0,,,4.0,26.0,0.42857142857142855,0.2,0.42857142857142855,0.4117647058823529,,,,14.538461538461538,0.29411764705882354,0.4,0.5,0.5,0.35294117647058826,0.5,0.5,0.36363636363636365,0.25,0.5,25.185714285714287,5.0,2.0,9.0,3.0,3.0,6.0,5.0,3.0,7.0,2.0,,5.0,2.0,1.0,0.7142857142857143,0.8571428571428571,,1.0,0.15789473684210525,0.16666666666666666,2.0,0.2,0.25,1.0,1.0,1.0,,,,,2.0,,1.0,,,0.058823529411764705,1.0,1.0,,,1.0,,1.0,,,,,,,,2.0,,,1.0,1.0,1.0,2.0,,,,1.0,0.5,,0.058823529411764705,,,,,,0.09090909090909091,,0.14285714285714285,,,,0.2,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-200765-202693-2544,1610612747,"Alex Caruso, Kyle Kuzma, Rajon Rondo, Markieff Morris, LeBron James","Caruso, Kuzma, Rondo, Morris, James",1627936-1628398-200765-202693-2544,LAL,4019.0,14,126.0,130.0,14.0,21.0,10.0,256.0,23.0,39.0,4.0,7.0,3.0,3.0,35.0,67.0,152.0,167.0,5.0,9.0,11.0,6.0,9.0,16.0,30.0,15.0,34.0,11.0,87.0,19.0,30.0,16.0,14.0,0.42857142857142855,0.4838709677419355,0.5223880597014925,0.5555555555555556,0.6666666666666666,0.6045454545454545,0.45454545454545453,0.5769230769230769,0.625,0.4583333333333333,0.5333333333333333,91.72430952973376,16.41269841269841,15.007692307692308,14.830769230769231,0.35454545454545455,0.5897435897435898,0.6571428571428571,0.4782608695652174,0.6363636363636364,0.5714285714285714,,0.23076923076923078,1.0,0.7454545454545455,0.5164736363636364,0.5286611111111111,0.4573153846153846,0.07236842105263158,0.10526315789473684,6.456716417910448,0.1111111111111111,22.0,38.0,51.0,0.9565217391304348,0.8372093023255814,0.9473684210526315,67.0,-15.0,7.0,17.0,15.0,29.0,,1.0,21.0,43.0,1.0,4.0,40.0,6.0,8.0,29.0,15.0,2.0,6.0,13.0,28.0,141.0,0.4883720930232558,0.25,0.4883720930232558,0.39090909090909093,0.2727272727272727,0.24528301886792453,0.14285714285714285,16.03968253968254,0.15454545454545454,0.4117647058823529,0.4375,0.2857142857142857,0.2636363636363636,0.5172413793103449,0.5172413793103449,0.07692307692307693,,0.5172413793103449,25.195348837209306,19.0,1.0,57.0,19.0,14.0,14.0,13.0,11.0,19.0,,4.0,23.0,7.0,0.9047619047619048,0.6842105263157895,0.7,0.75,0.9333333333333333,0.06779661016949153,0.0945945945945946,5.0,0.07462686567164178,0.10256410256410256,0.6666666666666666,5.0,11.0,2.0,7.0,11.0,7.0,6.0,,2.0,0.22580645161290322,0.375,0.1,0.45454545454545453,0.45454545454545453,0.4,6.0,14.0,1.0,3.0,,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,,1.0,,,1.0,0.1,0.6666666666666666,1.0,0.0425531914893617,0.12727272727272726,0.42857142857142855,0.46153846153846156,0.18181818181818182,,,0.23076923076923078,0.3333333333333333,0.022727272727272728,2.0,2.0,5.0,0.058823529411764705,0.8333333333333334,,,1.0,1.0,1.0,0.023255813953488372,,0.5,,,,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,0.07142857142857142,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-200765-203076-203484,1610612747,"Alex Caruso, Kyle Kuzma, Rajon Rondo, Anthony Davis, Kentavious Caldwell-Pope","Caruso, Kuzma, Rondo, Davis, Caldwell-Pope",1627936-1628398-200765-203076-203484,LAL,2834.0,15,96.0,97.0,34.0,36.0,4.0,193.0,17.0,26.0,3.0,4.0,7.0,13.0,26.0,41.0,111.0,106.0,3.0,4.0,6.0,9.0,16.0,48.0,30.0,15.0,25.0,12.0,60.0,11.0,16.0,48.0,34.0,0.5769230769230769,0.6,0.6341463414634146,0.75,0.5625,0.5616438356164384,0.6,0.6875,0.6235955056179775,0.6,0.75,98.06633733239238,15.020833333333334,14.350515463917526,13.835051546391753,0.3561643835616438,0.6538461538461539,0.7391304347826086,0.7058823529411765,0.8,0.75,0.3333333333333333,0.5416666666666666,0.5384615384615384,0.7945205479452054,0.5364013698630137,0.62053,0.5677895833333334,0.05405405405405406,0.43243243243243246,5.429268292682926,0.3541666666666667,15.0,36.0,42.0,0.8333333333333334,0.8095238095238095,0.7,47.0,5.0,7.0,10.0,7.0,26.0,4.0,7.0,10.0,32.0,5.0,8.0,22.0,,2.0,26.0,7.0,2.0,,6.0,22.0,105.0,0.3125,0.625,0.3125,0.4383561643835616,,0.16216216216216217,,14.822916666666666,0.136986301369863,0.7,0.7,0.2857142857142857,0.3561643835616438,0.2692307692307692,0.2692307692307692,0.2916666666666667,0.5714285714285714,0.2692307692307692,25.303125,29.0,15.0,30.0,10.0,7.0,19.0,6.0,5.0,12.0,4.0,2.0,33.0,14.0,1.0,0.5,0.7916666666666666,0.7777777777777778,1.0,0.16279069767441862,0.25925925925925924,3.0,0.07317073170731707,0.11538461538461539,0.875,2.0,5.0,1.0,6.0,3.0,2.0,6.0,1.0,1.0,0.4,0.3333333333333333,0.0684931506849315,0.4,0.4,0.5,3.0,6.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,1.0,,,1.0,,1.0,0.6666666666666666,0.7142857142857143,1.0,0.029411764705882353,0.0821917808219178,0.5,0.5,0.2,,,0.041666666666666664,1.0,,3.0,3.0,3.0,,1.0,,,,1.0,,,,,,,,2.0,5.0,2.0,6.0,2.0,0.3333333333333333,1.0,1.0,,3.0,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-200765-203076-2544,1610612747,"Alex Caruso, Kyle Kuzma, Rajon Rondo, Anthony Davis, LeBron James","Caruso, Kuzma, Rondo, Davis, James",1627936-1628398-200765-203076-2544,LAL,2724.0,14,99.0,97.0,52.0,57.0,11.0,196.0,18.0,24.0,4.0,4.0,10.0,13.0,29.0,47.0,112.0,118.0,5.0,5.0,14.0,14.0,23.0,72.0,30.0,15.0,21.0,10.0,48.0,13.0,25.0,69.0,50.0,0.5172413793103449,0.6,0.6170212765957447,1.0,0.6086956521739131,0.5945945945945946,1.0,0.6621621621621622,0.6436781609195402,1.0,0.72,103.61233480176212,14.636363636363637,13.144329896907216,12.68041237113402,0.32432432432432434,0.75,0.9,0.5555555555555556,0.8,1.0,,0.35135135135135137,0.7692307692307693,0.6891891891891891,0.47515352112676057,0.4764,0.4734926470588235,0.125,0.6428571428571429,6.9787234042553195,0.5252525252525253,14.0,26.0,36.0,0.7,0.6774193548387096,0.7142857142857143,45.0,-6.0,8.0,15.0,7.0,20.0,7.0,12.0,10.0,27.0,7.0,14.0,28.0,12.0,8.0,17.0,7.0,4.0,3.0,10.0,24.0,98.0,0.37037037037037035,0.5,0.4166666666666667,0.36486486486486486,0.23076923076923078,0.2903225806451613,0.1111111111111111,14.232323232323232,0.20270270270270271,0.5333333333333333,0.5714285714285714,0.5,0.2702702702702703,0.35,0.35,0.32432432432432434,0.5833333333333334,0.4117647058823529,28.685185185185187,24.0,23.0,18.0,6.0,3.0,7.0,12.0,6.0,24.0,11.0,1.0,29.0,9.0,0.6,0.5,0.6363636363636364,,0.42857142857142855,0.1125,0.16981132075471697,5.0,0.10638297872340426,0.16666666666666666,1.0,3.0,8.0,1.0,6.0,6.0,3.0,12.0,,1.0,0.3333333333333333,0.6666666666666666,0.10810810810810811,0.375,0.375,0.3333333333333333,3.0,7.0,,2.0,,,,,4.0,5.0,2.0,6.0,3.0,3.0,2.0,,,5.0,,1.0,0.2857142857142857,1.0,0.6666666666666666,0.07692307692307693,0.0945945945945946,0.42857142857142855,0.42857142857142855,,,,0.05405405405405406,,,7.0,5.0,3.0,0.06666666666666667,1.0,,,,2.0,3.0,,,0.5,,,,1.0,2.0,,2.0,,,3.0,4.0,,2.0,,3.0,,,,3.0,1.0,1.0,0.5,,,,,,1610612747,2020,2019-20,True
1627936-1628398-201162-201580-2747,1610612747,"Alex Caruso, Kyle Kuzma, Jared Dudley, JaVale McGee, JR Smith","Caruso, Kuzma, Dudley, McGee, Smith",1627936-1628398-201162-201580-2747,LAL,80.0,1,2.0,3.0,2.0,,,5.0,,,,,,,1.0,1.0,2.0,,,,,1.0,1.0,2.0,,,,,,,,2.0,2.0,,,1.0,,1.0,0.5,,0.5,0.5,,0.5,90.0,16.5,15.666666666666666,15.666666666666666,,,,,,,,,,0.5,0.423075,,0.423075,,1.0,18.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,1.0,,1.0,,1.0,2.0,,,1.0,,,,,1.0,2.0,,,,0.5,,,,16.5,,,,,0.5,,,0.5,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-201162-203076-203484,1610612747,"Alex Caruso, Kyle Kuzma, Jared Dudley, Anthony Davis, Kentavious Caldwell-Pope","Caruso, Kuzma, Dudley, Davis, Caldwell-Pope",1627936-1628398-201162-203076-203484,LAL,8.0,1,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,0.5,,0.5,180.0,8.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,8.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-201580-202693-2544,1610612747,"Alex Caruso, Kyle Kuzma, JaVale McGee, Markieff Morris, LeBron James","Caruso, Kuzma, McGee, Morris, James",1627936-1628398-201580-202693-2544,LAL,447.0,2,13.0,13.0,,,2.0,26.0,3.0,4.0,,,,,4.0,8.0,14.0,15.0,1.0,1.0,2.0,,,,2.0,1.0,3.0,1.0,8.0,,3.0,,,0.25,0.25,0.5,1.0,,0.5,0.5,,0.5,0.5,,83.75838926174497,17.153846153846153,17.23076923076923,15.384615384615385,0.2857142857142857,0.75,1.0,0.3333333333333333,,,,,,0.7142857142857143,0.5193107142857143,0.4432,,0.14285714285714285,,4.65,,2.0,4.0,6.0,0.6666666666666666,0.5714285714285714,0.6666666666666666,7.0,-1.0,1.0,4.0,2.0,5.0,,,2.0,6.0,,,6.0,,,5.0,2.0,,,2.0,4.0,12.0,0.3333333333333333,,0.3333333333333333,0.42857142857142855,,0.25,,16.076923076923077,0.2857142857142857,0.25,0.3333333333333333,,0.35714285714285715,0.4,0.4,,,0.4,25.78333333333333,,,6.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,0.5,0.5,1.0,,,2.0,0.25,0.25,,,,,2.0,1.0,1.0,,,,0.5,1.0,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,2.0,,,,,,0.3333333333333333,1.0,,0.16666666666666666,0.07142857142857142,,,0.5,,,,,,,,,0.25,,,,,,1.0,,,,,,,,2.0,,2.0,1.0,0.5,,,,2.0,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-201580-2544-2747,1610612747,"Alex Caruso, Kyle Kuzma, JaVale McGee, LeBron James, JR Smith","Caruso, Kuzma, McGee, James, Smith",1627936-1628398-201580-2544-2747,LAL,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-201980-202693-203076,1610612747,"Alex Caruso, Kyle Kuzma, Danny Green, Markieff Morris, Anthony Davis","Caruso, Kuzma, Green, Morris, Davis",1627936-1628398-201980-202693-203076,LAL,109.0,1,3.0,4.0,,,,7.0,,,,,,,,,3.0,7.0,,,,,,,,,1.0,,3.0,1.0,1.0,,,,,,,,0.75,,,0.75,,,92.4770642201835,19.0,13.0,12.25,,,,,,,,,,1.0,0.51765,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,2.0,-4.0,,,1.0,2.0,,,1.0,2.0,,,,,,2.0,1.0,,,,1.0,3.0,0.5,,0.5,1.0,,,,19.0,,,,,1.0,0.5,0.5,,,0.5,28.95,,,3.0,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1627936-1628398-201980-202693-2544,1610612747,"Alex Caruso, Kyle Kuzma, Danny Green, Markieff Morris, LeBron James","Caruso, Kuzma, Green, Morris, James",1627936-1628398-201980-202693-2544,LAL,1502.0,13,46.0,49.0,,1.0,6.0,95.0,9.0,16.0,3.0,3.0,,,13.0,25.0,57.0,53.0,4.0,4.0,8.0,,1.0,,20.0,10.0,16.0,7.0,38.0,9.0,14.0,,,0.7692307692307693,0.9090909090909091,0.52,1.0,,0.5365853658536586,0.8,,0.5714285714285714,0.8,,91.07856191744341,16.130434782608695,15.510204081632653,14.755102040816327,0.3902439024390244,0.5625,0.5625,0.7777777777777778,0.6,1.0,0.3333333333333333,,,0.7804878048780488,0.4993963414634146,0.496525,0.4115,0.14035087719298245,,5.22,,11.0,19.0,26.0,0.7857142857142857,0.782608695652174,0.6666666666666666,25.0,4.0,3.0,7.0,2.0,9.0,,,6.0,16.0,,,6.0,,4.0,9.0,2.0,2.0,2.0,7.0,15.0,49.0,0.375,,0.375,0.3902439024390244,0.2,0.3181818181818182,0.14285714285714285,15.717391304347826,0.17073170731707318,0.42857142857142855,0.5,0.6666666666666666,0.21951219512195122,0.2222222222222222,0.2222222222222222,,,0.2222222222222222,24.875,13.0,,18.0,6.0,2.0,7.0,4.0,4.0,5.0,,1.0,18.0,9.0,1.0,0.8,0.7777777777777778,0.8,1.0,0.1836734693877551,0.2727272727272727,1.0,0.04,,0.75,1.0,2.0,1.0,5.0,3.0,2.0,1.0,,,0.4166666666666667,0.2857142857142857,0.04878048780487805,0.5,0.5,1.0,4.0,7.0,,,,1.0,,1.0,,1.0,2.0,,1.0,,,,,1.0,,0.25,0.75,,0.875,0.09523809523809523,0.17073170731707318,0.5714285714285714,0.5714285714285714,0.2,,,,,,,,4.0,0.14285714285714285,1.0,,,,2.0,,,,0.3333333333333333,,,,,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,1610612747,2020,2019-20,True
