EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,SelfOReb,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,DefTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,DefTwoPtReboundPct,DefLongMidRangeReboundPct,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,BadPassTurnovers,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,AtRimPctBlocked,OffAtRimReboundPct,PtsUnassisted3s,Offensive Fouls,Travels,Offensive Fouls Drawn,Loose Ball Fouls,SecondChanceCorner3FGA,OffThreePtRebounds,BlockedAtRim,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,2pt And 1 Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceFtPoints,Technical Free Throw Trips,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,SecondChanceTurnovers,Loose Ball Fouls Drawn,DefensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,Arc3PctBlocked,team_id,year,season,team_vs
1627884-1628389-1629130-1629639-202710,1610612748,"Derrick Jones Jr., Bam Adebayo, Duncan Robinson, Tyler Herro, Jimmy Butler","Jones Jr., Adebayo, Robinson, Herro, Butler",1627884-1628389-1629130-1629639-202710,MIA,141.0,2,2.0,3.0,5.0,4.0,4.0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,0.5,1.0,0.5,0.5,1.0,0.5,0.625,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.91489361702128,16.2,15.0,13.2,15.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.55375,0.6857,0.55375,0.5,0.5,0.4,0.6,8.55,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1627884-1628389-1629134-1629639-201609,1610612748,"Derrick Jones Jr., Bam Adebayo, Kendrick Nunn, Tyler Herro, Goran Dragic","Jones Jr., Adebayo, Nunn, Herro, Dragic",1627884-1628389-1629134-1629639-201609,MIA,134.0,2,2.0,-5.0,5.0,5.0,5.0,5.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,4.0,9.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,,,,1.0,1.0,,,,,2.0,3.0,,2.0,2.0,,2.0,4.0,5.0,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,1.0,0.2857142857142857,,0.5,,,0.25,,,,107.46268656716417,19.0,7.8,18.8,7.8,0.16666666666666666,1.0,1.0,,1.0,1.0,0.16666666666666666,1.0,0.6666666666666666,0.49202,0.5682,0.49202,,,0.5,1.0,7.3999999999999995,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.3333333333333333,0.5,0.5,38.43333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1627884-1628389-1629134-1629639-202710,1610612748,"Derrick Jones Jr., Bam Adebayo, Kendrick Nunn, Tyler Herro, Jimmy Butler","Jones Jr., Adebayo, Nunn, Herro, Butler",1627884-1628389-1629134-1629639-202710,MIA,92.0,1,2.0,-4.0,4.0,5.0,4.0,5.0,,9.0,,2.0,,,,2.0,,,2.0,1.0,1.0,5.0,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,4.0,,,,,,,0.125,,0.125,,,,1.0,,,,,140.86956521739128,10.5,10.0,10.5,10.0,0.6666666666666666,,,,,,0.6666666666666666,,1.0,0.7151000000000001,,0.7151000000000001,0.25,0.3333333333333333,,1.0,0.85,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,25.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1627884-1628389-1629134-1629639-2738,1610612748,"Derrick Jones Jr., Bam Adebayo, Kendrick Nunn, Tyler Herro, Andre Iguodala","Jones Jr., Adebayo, Nunn, Herro, Iguodala",1627884-1628389-1629134-1629639-2738,MIA,3.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,480.0,3.0,,3.0,,,,,,,,,,1.0,0.3231,,0.3231,,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1627884-1628389-1629134-201609-2738,1610612748,"Derrick Jones Jr., Bam Adebayo, Kendrick Nunn, Goran Dragic, Andre Iguodala","Jones Jr., Adebayo, Nunn, Dragic, Iguodala",1627884-1628389-1629134-201609-2738,MIA,6.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1627884-1628389-1629639-201609-202710,1610612748,"Derrick Jones Jr., Bam Adebayo, Tyler Herro, Goran Dragic, Jimmy Butler","Jones Jr., Adebayo, Herro, Dragic, Butler",1627884-1628389-1629639-201609-202710,MIA,165.0,2,3.0,9.0,6.0,6.0,6.0,,,12.0,4.0,4.0,,,4.0,4.0,,4.0,4.0,,11.0,2.0,,,,4.0,4.0,,11.0,4.0,,1.0,,2.0,,2.0,,,,,,1.0,,,,,11.0,11.0,6.0,1.0,,1.0,0.9166666666666666,,0.9166666666666666,0.9166666666666666,,0.9166666666666666,,,1.0,1.0,,,1.0,,104.72727272727273,8.166666666666666,19.333333333333332,8.166666666666666,19.333333333333332,0.6666666666666666,1.0,1.0,,,,0.6666666666666666,1.0,1.0,0.6867583333333332,,0.6867583333333332,,,,1.0,1.25,1.0,,2.0,2.0,2.0,2.0,,,2.0,,,,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,25.65,1.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1627884-1628389-1629639-201609-203109,1610612748,"Derrick Jones Jr., Bam Adebayo, Tyler Herro, Goran Dragic, Jae Crowder","Jones Jr., Adebayo, Herro, Dragic, Crowder",1627884-1628389-1629639-201609-203109,MIA,358.0,2,6.0,2.0,13.0,11.0,,,1.0,24.0,3.0,4.0,,,,,,4.0,7.0,2.0,16.0,14.0,,,3.0,,,,,6.0,,1.0,,5.0,1.0,6.0,,,3.0,,1.0,2.0,,1.0,3.0,,13.0,,,0.5714285714285714,,,0.7,1.5,,0.7272727272727273,1.5,,,,1.0,1.0,,,,1.0,96.53631284916202,13.384615384615385,16.727272727272727,13.23076923076923,16.727272727272727,0.4,0.75,0.75,,,,,,0.7,0.5752849999999999,0.61905,,0.09090909090909091,,0.1875,,4.285714285714286,,3.0,2.0,,3.0,,,,2.0,,,,,0.3,,,0.3,0.2,,25.333333333333332,4.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,,2.0,,2.0,6.0,1.0,1.0,2.0,3.0,1.0,,8.0,0.25,0.25,1.0,0.6666666666666666,,0.6666666666666666,1.0,,0.5,0.5,1.0,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1627884-1628389-1629639-201609-2738,1610612748,"Derrick Jones Jr., Bam Adebayo, Tyler Herro, Goran Dragic, Andre Iguodala","Jones Jr., Adebayo, Herro, Dragic, Iguodala",1627884-1628389-1629639-201609-2738,MIA,144.0,3,2.0,-1.0,4.0,5.0,,2.0,,9.0,,,,,,,2.0,2.0,3.0,,7.0,8.0,,,,,,,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,7.0,,,0.6666666666666666,,,0.875,,,0.875,,,1.0,,,,,,,,90.0,18.0,14.4,18.0,14.4,,,,0.5,,,,,0.25,0.4113875,,,,,,,12.933333333333332,,1.0,1.0,,1.0,,,,1.0,,,,,0.25,,,0.25,0.25,,28.2,,,,,,,,,,1.0,,1.0,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,5.0,0.5,0.5,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1627884-1628389-201609-202710-203109,1610612748,"Derrick Jones Jr., Bam Adebayo, Goran Dragic, Jimmy Butler, Jae Crowder","Jones Jr., Adebayo, Dragic, Butler, Crowder",1627884-1628389-201609-202710-203109,MIA,20.0,1,,,2.0,1.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,216.0,7.0,6.0,7.0,6.0,,,,,,,,,1.0,0.5562,,0.5562,,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,23.4,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
1627884-1628389-201609-202710-2738,1610612748,"Derrick Jones Jr., Bam Adebayo, Goran Dragic, Jimmy Butler, Andre Iguodala","Jones Jr., Adebayo, Dragic, Butler, Iguodala",1627884-1628389-201609-202710-2738,MIA,15.0,1,,,1.0,1.0,1.0,,,2.0,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,192.0,13.0,2.0,13.0,2.0,1.0,,,,,,1.0,,1.0,0.4062,,0.4062,,,,,3.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2020,2019-20,True
