EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FtPoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,LostBallTurnovers,ShootingFouls,BlockedAtRim,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,2pt And 1 Free Throw Trips,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,BadPassSteals,Technical Free Throw Trips,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,DefCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,DefensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,HeaveAttempts,SecondChanceFtPoints,Charge Fouls Drawn,BlockedLongMidRange,3SecondViolations,StepOutOfBoundsTurnovers,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,Blocked3s,BlockedArc3,HeaveMakes,Corner3PctBlocked,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626188-1627936-1628398-1628961-203584,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Kostas Antetokounmpo, Troy Daniels","Cook, Caruso, Kuzma, Antetokounmpo, Daniels",1626188-1627936-1628398-1628961-203584,LAL,138.0,1,2.0,4.0,5.0,5.0,5.0,5.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,10.0,6.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,10.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,8.0,10.0,5.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.34782608695653,9.2,18.4,7.8,18.4,0.2,1.0,1.0,0.4,0.5,0.5,0.4,1.0,1.0,1.0,0.2,1.0,0.4,1.0,0.6,1.0,0.5435,0.4017,0.5435,0.2,1.0,4.8,25.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1626188-1627936-1628398-200765-203076,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Rajon Rondo, Anthony Davis","Cook, Caruso, Kuzma, Rondo, Davis",1626188-1627936-1628398-200765-203076,LAL,524.0,3,9.0,-7.0,18.0,20.0,13.0,14.0,2.0,38.0,5.0,7.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,12.0,1.0,3.0,21.0,28.0,2.0,2.0,4.0,6.0,8.0,1.0,2.0,17.0,8.0,3.0,2.0,1.0,1.0,4.0,1.0,9.0,2.0,2.0,5.0,2.0,7.0,,17.0,17.0,13.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5833333333333334,1.0,0.75,0.5666666666666667,1.0,0.75,0.6176470588235294,1.0,0.7727272727272727,0.2,0.6666666666666666,0.4,0.6666666666666666,0.2857142857142857,1.0,0.5,,,104.42748091603055,15.277777777777779,12.45,15.277777777777779,12.35,0.4666666666666667,0.7142857142857143,0.7142857142857143,0.13333333333333333,0.5,0.5,0.13333333333333333,0.5,0.5,1.0,0.5,0.8,0.2,0.5,0.6666666666666666,0.5,0.5172566666666667,0.59665,0.520235,0.19047619047619047,0.8095238095238095,6.7250000000000005,24.900000000000002,0.7222222222222222,2.0,2.0,1.0,3.0,1.0,4.0,2.0,6.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.42857142857142855,0.6,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.4,1.0,0.2,0.3333333333333333,0.3333333333333333,0.06666666666666667,1.0,1.0,0.0625,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1626188-1627936-1628398-201162-201580,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Jared Dudley, JaVale McGee","Cook, Caruso, Kuzma, Dudley, McGee",1626188-1627936-1628398-201162-201580,LAL,298.0,1,5.0,-3.0,10.0,11.0,,1.0,1.0,21.0,1.0,6.0,,,,,,1.0,,,2.0,7.0,1.0,2.0,7.0,10.0,,1.0,,,,,,,2.0,3.0,1.0,,1.0,2.0,,5.0,1.0,2.0,5.0,1.0,6.0,,7.0,,,1.0,0.5,,0.5,0.2857142857142857,,,0.3888888888888889,,,0.3888888888888889,,,0.2222222222222222,0.6666666666666666,0.2,0.8,0.16666666666666666,,1.0,,,101.47651006711409,13.7,14.636363636363637,12.4,13.454545454545455,0.6666666666666666,0.16666666666666666,0.3333333333333333,,,,0.1111111111111111,,,,,,,,0.8888888888888888,,0.5934055555555555,0.6531,,,,4.1,24.25,,,1.0,1.0,1.0,1.0,,,2.0,,1.0,,,2.0,1.0,,,1.0,,1.0,2.0,,3.0,,,,,,,1.0,,1.0,,,0.5,0.5,0.5,1.0,1.0,0.2,0.5,1.0,,,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,,,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.42857142857142855,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1626188-1627936-1628398-201162-203584,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Jared Dudley, Troy Daniels","Cook, Caruso, Kuzma, Dudley, Daniels",1626188-1627936-1628398-201162-203584,LAL,44.0,1,1.0,-2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,65.45454545454545,26.0,18.0,26.0,18.0,,,,,,,1.0,,,,,,1.0,,1.0,,0.4815,,0.4815,,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1626188-1627936-1628398-201162-2730,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Jared Dudley, Dwight Howard","Cook, Caruso, Kuzma, Dudley, Howard",1626188-1627936-1628398-201162-2730,LAL,271.0,2,5.0,10.0,10.0,10.0,6.0,7.0,,20.0,2.0,4.0,,1.0,,1.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,10.0,,,,,,1.0,2.0,4.0,6.0,2.0,6.0,4.0,2.0,2.0,3.0,2.0,8.0,,4.0,6.0,,6.0,,10.0,6.0,6.0,1.0,0.5,0.5,0.5,0.4,,,0.5555555555555556,,0.6,0.5555555555555556,,0.6,0.4444444444444444,1.0,,1.0,,,1.0,1.0,,106.2730627306273,11.8,15.3,11.8,15.3,0.4444444444444444,0.5,0.5,0.1111111111111111,,,0.4444444444444444,0.5,0.5,1.0,0.2,,0.8,0.5,0.8888888888888888,0.5,0.5391111111111111,,0.49386,,0.6,4.0,27.375,0.6,,,,,,,,2.0,,1.0,1.0,,2.0,,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,,0.5,0.5,0.5,,1.0,,1.0,1.0,0.5,,,,,,,,0.1111111111111111,0.2,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1626188-1627936-1628398-201580-203484,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, JaVale McGee, Kentavious Caldwell-Pope","Cook, Caruso, Kuzma, McGee, Caldwell-Pope",1626188-1627936-1628398-201580-203484,LAL,177.0,1,3.0,-6.0,6.0,5.0,,,3.0,11.0,,,,,,,,5.0,,,,2.0,,6.0,,6.0,,,,,,,,,,,5.0,,,,,,1.0,1.0,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,0.75,0.3333333333333333,0.5,0.4,0.5,,,,,89.4915254237288,16.166666666666668,16.0,11.833333333333334,14.8,,,,,,,0.625,,,,,,,,0.75,,0.5381625,0.596925,,,,18.5,24.849999999999998,,,,,2.0,1.0,,,,,,,,1.0,,,,2.0,2.0,,2.0,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,0.5,,0.5,0.5,,,0.25,,,0.125,,,,,,,,,,1.0,1.0,,,,,,,,4.0,4.0,3.0,0.5,0.5,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1626188-1627936-1628398-201980-203076,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Danny Green, Anthony Davis","Cook, Caruso, Kuzma, Green, Davis",1626188-1627936-1628398-201980-203076,LAL,289.0,2,5.0,-1.0,8.0,10.0,,,3.0,18.0,3.0,5.0,,,1.0,3.0,,1.0,,,4.0,9.0,,1.0,11.0,12.0,2.0,3.0,4.0,,,,,,8.0,,1.0,,,,,,3.0,2.0,4.0,3.0,7.0,1.0,7.0,,,,,,,0.4444444444444444,0.6666666666666666,,0.4,0.6666666666666666,,0.45454545454545453,0.6666666666666666,,0.1,0.6666666666666666,0.6,0.6666666666666666,0.5,,,,0.2,89.6885813148789,16.25,15.9,14.75,15.5,0.5,0.6,0.75,0.3,0.3333333333333333,0.3333333333333333,0.1,,,,,,,,0.6,,0.54108,0.5954333333333334,,0.36363636363636365,,4.844444444444445,25.2,,2.0,2.0,,1.0,,3.0,,,4.0,,,,2.0,,1.0,,,,,,,1.0,,1.0,,3.0,1.0,,2.0,,2.0,,,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,,,0.1,,,,0.6666666666666666,1.0,0.09090909090909091,0.1,,1.0,,,,1.0,2.0,0.1111111111111111,0.2,,,,,,,,,,1.0,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1626188-1627936-1628398-202340-203584,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Avery Bradley, Troy Daniels","Cook, Caruso, Kuzma, Bradley, Daniels",1626188-1627936-1628398-202340-203584,LAL,45.0,1,1.0,2.0,2.0,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,2.0,,1.0,1.0,2.0,1.0,1.0,,,2.0,,,,,,1.0,,2.0,,1.0,1.0,,1.0,,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,96.0,11.5,22.0,9.5,22.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,0.717,0.717,0.717,1.0,1.0,1.4,,1.0,1.0,1.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1626188-1627936-1628398-202693-203079,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Markieff Morris, Dion Waiters","Cook, Caruso, Kuzma, Morris, Waiters",1626188-1627936-1628398-202693-203079,LAL,30.0,1,,3.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,3.0,,,1.0,1.0,,3.0,,,1.0,,1.0,,3.0,,,1.0,1.0,,1.0,,,,1.5,,,1.5,,,1.0,,,1.0,,,,,,96.0,6.0,24.0,6.0,24.0,,,,,,,,,,,,,,,1.0,,0.6444,,,,,,23.4,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
1626188-1627936-1628398-203076-203079,1610612747,"Quinn Cook, Alex Caruso, Kyle Kuzma, Anthony Davis, Dion Waiters","Cook, Caruso, Kuzma, Davis, Waiters",1626188-1627936-1628398-203076-203079,LAL,62.0,1,1.0,6.0,3.0,2.0,,,,5.0,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,6.0,,,,,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,2.0,,2.0,,6.0,,,1.0,1.0,,1.0,1.0,,,1.25,,,1.0,,,0.5,,,1.0,,,,,,116.1290322580645,13.333333333333334,11.0,13.333333333333334,11.0,0.5,1.0,1.0,,,,0.5,1.0,1.0,1.0,,,,,1.0,1.0,0.5256,,,,,2.5,25.5,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2020,2019-20,True
