EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Charge Fouls Drawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,OffThreePtRebounds,DefTwoPtRebounds,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,AtRimFGM,Corner3FGM,Corner3FGA,Corner3Assists,Fouls,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeFGM,PtsAssisted2s,TwoPtAssists,AtRimAssists,Steals,LostBallSteals,DeadBallTurnovers,Travels,ShootingFouls,BlockedAtRim,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGA,SecondChanceFG2A,LongMidRangeAssists,BadPassSteals,LostBallTurnovers,Loose Ball Fouls,Defensive 3 Seconds Violations,DefAtRimReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,ShortMidRangeAssists,FTDefRebounds,DefFTReboundPct,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimAccuracy,2pt And 1 Free Throw Trips,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,SecondChanceFg2Pct,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockedLongMidRange,3SecondViolations,ShortMidRangePctBlocked,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,SecondChanceTurnovers,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1626209-1627746-1629014-1629018-1629642,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Gary Trent Jr., Nassir Little","Hezonja, Labissiere, Simons, Trent Jr., Little",1626209-1627746-1629014-1629018-1629642,POR,252.0,2,4.0,-2.0,8.0,8.0,4.0,8.0,1.0,16.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,6.0,8.0,1.0,1.0,3.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,0.6,1.5,0.6,1.5,0.4,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,1.0,91.42857142857143,17.25,14.25,17.125,13.875,0.4,0.2,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.47648,0.6174,0.398,0.5,13.433333333333332,25.05,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1627746-1629014-1629018-201229,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Gary Trent Jr., Anthony Tolliver","Hezonja, Labissiere, Simons, Trent Jr., Tolliver",1626209-1627746-1629014-1629018-201229,POR,182.0,1,3.0,,6.0,7.0,6.0,7.0,3.0,13.0,1.0,1.0,1.0,3.0,,1.0,4.0,1.0,3.0,8.0,8.0,,1.0,3.0,4.0,,3.0,1.0,,,,,2.0,2.0,3.0,3.0,6.0,,,,,2.0,,5.0,6.0,,0.3333333333333333,,0.3333333333333333,0.35714285714285715,,0.4444444444444444,0.5,0.42857142857142855,,0.6666666666666666,1.0,1.0,0.6,1.0,1.0,102.85714285714286,15.5,12.714285714285714,13.666666666666666,12.714285714285714,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,,1.0,,,0.7142857142857143,0.3333333333333333,0.49074999999999996,0.49965,0.49074999999999996,0.375,8.725,26.433333333333334,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,8.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,0.3333333333333333,0.25,0.25,0.35714285714285715,0.4444444444444444,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.2857142857142857,1.0,1.0,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.125,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1627746-1629014-1629018-203081,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Gary Trent Jr., Damian Lillard","Hezonja, Labissiere, Simons, Trent Jr., Lillard",1626209-1627746-1629014-1629018-203081,POR,349.0,2,6.0,3.0,13.0,12.0,,12.0,,25.0,1.0,2.0,2.0,5.0,,,5.0,3.0,7.0,11.0,8.0,,,,,9.0,5.0,2.0,3.0,3.0,2.0,9.0,,3.0,7.0,,7.0,1.0,1.0,1.0,,,,11.0,,1.0,0.42857142857142855,,0.42857142857142855,0.4583333333333333,,0.4583333333333333,,0.5833333333333334,1.0,,0.75,0.7,,,0.75,103.15186246418338,14.076923076923077,13.833333333333334,14.076923076923077,12.833333333333334,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.4,0.4,1.0,,,,0.75,0.4,0.49061249999999995,,,,9.28,26.485714285714288,,2.0,,,,,1.0,,,,,,,,2.0,,,,4.0,,,,,,,,0.2,,,,,,0.6666666666666666,,,,0.5,0.16666666666666666,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.16666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1627746-1629014-1629018-203145,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Gary Trent Jr., Kent Bazemore","Hezonja, Labissiere, Simons, Trent Jr., Bazemore",1626209-1627746-1629014-1629018-203145,POR,627.0,4,10.0,-12.0,19.0,19.0,6.0,5.0,,38.0,4.0,4.0,1.0,4.0,,,12.0,1.0,4.0,13.0,25.0,,,,4.0,,4.0,1.0,,2.0,,4.0,,2.0,5.0,,5.0,,,2.0,1.0,3.0,,13.0,6.0,,0.25,,0.25,0.34375,,0.38235294117647056,,0.25,,,1.0,0.7142857142857143,,,1.0,87.27272727272728,16.526315789473685,16.473684210526315,16.526315789473685,16.31578947368421,0.25,0.25,0.25,0.25,0.25,,,,,0.5,0.25,0.462684375,,0.41546000000000005,,10.35,25.3,0.3157894736842105,4.0,,1.0,,1.0,4.0,2.0,,,,1.0,,,4.0,3.0,1.0,,3.0,,2.0,1.0,,,,,0.3333333333333333,,,,0.08333333333333333,0.25,0.6,,,,1.0,0.25,0.25,0.25,,0.2,,0.058823529411764705,0.07692307692307693,,2.0,,,,3.0,2.0,,,1.0,2.0,,1.0,0.5,0.6666666666666666,,,,,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1627746-1629014-1629018-203468,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Gary Trent Jr., CJ McCollum","Hezonja, Labissiere, Simons, Trent Jr., McCollum",1626209-1627746-1629014-1629018-203468,POR,397.0,4,7.0,2.0,12.0,13.0,6.0,,2.0,25.0,2.0,2.0,3.0,7.0,,,6.0,3.0,7.0,15.0,13.0,,,,2.0,6.0,7.0,3.0,2.0,4.0,2.0,10.0,,4.0,7.0,2.0,9.0,1.0,,1.0,1.0,,,15.0,6.0,0.6666666666666666,0.42857142857142855,,0.42857142857142855,0.5769230769230769,,0.5769230769230769,,0.5384615384615384,1.0,,0.5714285714285714,0.6363636363636364,0.2857142857142857,,0.6,90.68010075566751,14.25,17.384615384615383,13.583333333333334,16.846153846153847,0.15384615384615385,0.15384615384615385,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,0.6923076923076923,0.42857142857142855,0.5289576923076923,,0.5068833333333334,,8.916666666666666,26.0,0.5,2.0,,2.0,2.0,4.0,3.0,,,1.0,2.0,4.0,,8.0,2.0,3.0,,2.0,3.0,,,,,8.0,,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,,,0.75,0.5,,0.5,1.0,0.15384615384615385,1.0,1.0,,0.6666666666666666,0.5,,,0.5333333333333333,1.0,,,,6.0,1.0,,,1.0,1.0,,,0.5,0.5,,,,,,4.0,2.0,1.0,1.0,,,,1.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1627746-1629014-1629642-1629658,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Nassir Little, Jaylen Hoard","Hezonja, Labissiere, Simons, Little, Hoard",1626209-1627746-1629014-1629642-1629658,POR,88.0,1,1.0,2.0,3.0,4.0,3.0,4.0,,7.0,1.0,,,,,,1.0,,,5.0,3.0,,,,1.0,,,,,1.0,,2.0,,1.0,2.0,,2.0,,,,,2.0,,5.0,3.0,,,,,1.0,,0.8333333333333334,,,,,1.0,1.0,,,1.0,114.54545454545455,9.666666666666666,14.75,9.666666666666666,14.75,1.0,,,,,,,,,,,0.4137,,0.4137,,6.5,,1.0,,,,,,1.0,3.0,,1.0,,,3.0,5.0,,,,,,,4.0,1.0,1.0,5.0,1.0,,1.0,1.0,1.0,0.8333333333333334,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1627746-1629014-1629642-201229,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Nassir Little, Anthony Tolliver","Hezonja, Labissiere, Simons, Little, Tolliver",1626209-1627746-1629014-1629642-201229,POR,224.0,1,4.0,-4.0,8.0,7.0,8.0,7.0,,15.0,1.0,,,4.0,,,2.0,,4.0,8.0,12.0,,,,2.0,,4.0,,,,,,,,1.0,,1.0,,,,,2.0,,8.0,8.0,,,,,0.3333333333333333,,0.5,,0.6666666666666666,,,,0.3333333333333333,,,,96.42857142857143,13.875,16.142857142857142,13.875,15.285714285714286,0.16666666666666666,,0.6666666666666666,,,,,,,0.8333333333333334,,0.49289999999999995,,0.49289999999999995,,3.05,26.275,1.0,1.0,1.0,,,4.0,2.0,4.0,,2.0,,4.0,4.0,8.0,4.0,,,,1.0,,4.0,1.0,1.0,8.0,1.0,,1.0,1.0,0.3333333333333333,0.5,,,0.5,,,,,0.16666666666666666,,,0.16666666666666666,0.6666666666666666,,0.14285714285714285,0.3333333333333333,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1627746-1629014-1629642-203081,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Nassir Little, Damian Lillard","Hezonja, Labissiere, Simons, Little, Lillard",1626209-1627746-1629014-1629642-203081,POR,232.0,2,4.0,9.0,10.0,8.0,4.0,6.0,1.0,18.0,1.0,2.0,,3.0,,1.0,7.0,,3.0,12.0,3.0,,1.0,,3.0,,3.0,,,3.0,,6.0,1.0,3.0,6.0,1.0,7.0,,,,,4.0,,12.0,4.0,,,,,0.5,,0.5454545454545454,,0.3,,0.5,1.0,0.7142857142857143,0.2,,1.0,111.72413793103448,12.0,14.0,11.4,13.625,0.1,0.2,0.3,,,,1.0,,,0.7,,0.51115,0.4281,0.5052125,,8.071428571428571,26.266666666666666,0.4,4.0,1.0,1.0,,1.0,5.0,2.0,,2.0,,1.0,1.0,5.0,4.0,,1.0,,2.0,,3.0,2.0,,5.0,,,0.7142857142857143,0.6666666666666666,0.5,0.625,0.14285714285714285,0.25,0.5,,1.0,,0.5,0.4,0.5,0.5,0.25,0.25,,0.18181818181818182,0.25,0.4166666666666667,3.0,,,,1.0,1.0,,,,1.0,,,0.75,1.0,,,,,1.0,6.0,3.0,2.0,,,,,1.0,1.0,1.0,0.6,0.6,1.0,0.6666666666666666,1.0,1.0,,,1.0,,,,,0.5,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1627746-1629014-1629642-203145,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Nassir Little, Kent Bazemore","Hezonja, Labissiere, Simons, Little, Bazemore",1626209-1627746-1629014-1629642-203145,POR,1427.0,5,24.0,3.0,51.0,48.0,11.0,17.0,8.0,99.0,7.0,11.0,3.0,14.0,,1.0,35.0,5.0,18.0,55.0,52.0,1.0,2.0,11.0,3.0,12.0,13.0,3.0,4.0,14.0,2.0,32.0,7.0,14.0,23.0,8.0,31.0,1.0,1.0,3.0,,9.0,,44.0,11.0,0.8,0.2777777777777778,0.5,0.29411764705882354,0.44339622641509435,0.5,0.4824561403508772,0.6111111111111112,0.33962264150943394,0.3333333333333333,0.3684210526315789,0.7368421052631579,0.71875,0.23333333333333334,0.3333333333333333,0.7272727272727273,99.90189208128942,13.568627450980392,15.3125,12.784313725490197,14.5,0.1320754716981132,0.20754716981132076,0.2641509433962264,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.14285714285714285,,,0.660377358490566,0.23076923076923078,0.4994942307692308,0.5217142857142857,0.50474,0.2,8.597142857142856,27.311111111111114,0.21568627450980393,17.0,2.0,3.0,,7.0,16.0,8.0,4.0,2.0,1.0,8.0,4.0,11.0,12.0,3.0,1.0,,9.0,1.0,8.0,2.0,2.0,11.0,2.0,0.125,0.45714285714285713,0.6666666666666666,0.3181818181818182,0.4230769230769231,0.02857142857142857,0.058823529411764705,0.6923076923076923,,0.5,,0.3333333333333333,0.32075471698113206,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.6363636363636364,,0.03636363636363636,0.05405405405405406,0.2,9.0,2.0,4.0,2.0,13.0,3.0,,,1.0,3.0,2.0,0.5,0.5294117647058824,0.5625,0.07547169811320754,0.5,0.5,1.0,4.0,20.0,10.0,4.0,3.0,1.0,2.0,,3.0,2.0,2.0,0.625,0.7142857142857143,0.6666666666666666,0.4444444444444444,0.5714285714285714,0.5714285714285714,4.0,5.0,2.0,2.0,,,,0.875,0.75,0.6666666666666666,0.5714285714285714,4.0,,,1.0,1.0,0.5,,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.4,1.0,0.25,0.06896551724137931,0.5,0.14285714285714285,1.0,1.0,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1627746-1629014-201229-203145,1610612757,"Mario Hezonja, Skal Labissiere, Anfernee Simons, Anthony Tolliver, Kent Bazemore","Hezonja, Labissiere, Simons, Tolliver, Bazemore",1626209-1627746-1629014-201229-203145,POR,259.0,2,4.0,-4.0,9.0,9.0,,,1.0,18.0,2.0,3.0,,,,,8.0,,,7.0,11.0,,,2.0,,,,,,,,,1.0,1.0,3.0,1.0,4.0,1.0,,1.0,,3.0,,5.0,,,,,,0.25,1.0,0.3888888888888889,1.0,,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,,1.0,100.07722007722008,18.333333333333332,10.444444444444445,17.555555555555557,10.444444444444445,0.25,0.375,,,,,,,,0.375,,0.41265,0.6072,,0.2857142857142857,10.25,,,3.0,,,,,2.0,3.0,,,,,,,4.0,,,,2.0,,3.0,2.0,,,,,0.25,,,,,,1.0,,,,1.0,0.375,,,,,,0.2222222222222222,0.2222222222222222,,2.0,,,,2.0,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
