EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Corner3Assists,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeAssists,FTOffRebounds,SelfOReb,BadPassTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,BadPassOutOfBoundsTurnovers,PenaltyArc3FGM,BadPassSteals,2pt And 1 Free Throw Trips,PenaltyArc3Accuracy,SecondChanceCorner3FGA,PtsUnassisted3s,StepOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,DefCorner3ReboundPct,SecondChanceCorner3Frequency,DefShortMidRangeReboundPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,ShortMidRangePctAssisted,OffShortMidRangeReboundPct,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,Blocked3s,BlockedArc3,DefensiveGoaltends,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1626209-1629014-1629018-1629117-1629658,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Wenyen Gabriel, Jaylen Hoard","Hezonja, Simons, Trent Jr., Gabriel, Hoard",1626209-1629014-1629018-1629117-1629658,POR,127.0,1,2.0,4.0,5.0,1.0,9,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.25,0.5,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,102.04724409448819,12.0,15.8,11.25,15.8,0.5,0.5,0.5,0.5,1.0,1.0,0.5925125,1.25,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-1629018-1629117-202355,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Wenyen Gabriel, Hassan Whiteside","Hezonja, Simons, Trent Jr., Gabriel, Whiteside",1626209-1629014-1629018-1629117-202355,POR,185.0,1,3.0,6.0,5.0,2.0,11,3.0,4.0,3.0,,3.0,4.0,4.0,12.0,8.0,,4.0,3.0,1.0,1.0,2.0,2.0,4.0,,,,,,,,8.0,0.75,0.75,0.75,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,,,0.5,85.62162162162161,17.666666666666668,15.8,17.166666666666668,15.4,0.5,0.75,0.75,0.375,,1.0,0.59776875,0.8,24.9,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.125,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6448,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-1629018-1629121-1629658,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Jaylen Adams, Jaylen Hoard","Hezonja, Simons, Trent Jr., Adams, Hoard",1626209-1629014-1629018-1629121-1629658,POR,210.0,2,4.0,9.0,8.0,1.0,17,1.0,2.0,1.0,,2.0,4.0,1.0,6.0,17.0,,2.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,4.0,0.5,0.4,0.5,0.2,,,,0.3333333333333333,,,,116.57142857142857,15.222222222222221,9.125,15.222222222222221,9.0,0.4,0.5,0.5,0.2,,0.6,0.42443,12.15,24.5,-11.0,,,,,,,,2.0,2.0,,,,1.0,,1.0,,1.0,2.0,1.0,,0.5,0.5,,,,,,1.0,0.5,,1.0,,,1.0,,,,,,,,,0.3333333333333333,8.0,8.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,8.0,0.5,0.4,0.5,0.4,0.5,0.5,0.4,0.5,0.2,0.42443,0.16666666666666666,0.2,1.0,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-1629018-1629658-203468,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Jaylen Hoard, CJ McCollum","Hezonja, Simons, Trent Jr., Hoard, McCollum",1626209-1629014-1629018-1629658-203468,POR,3.0,1,,1.0,,,1,,,,,1.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,480.0,3.0,,3.0,,,,,,,,0.2571,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,0.2571,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-1629018-202355-203081,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Hassan Whiteside, Damian Lillard","Hezonja, Simons, Trent Jr., Whiteside, Lillard",1626209-1629014-1629018-202355-203081,POR,285.0,2,5.0,12.0,10.0,1.0,22,3.0,3.0,2.0,,4.0,4.0,4.0,19.0,13.0,,4.0,2.0,1.0,4.0,5.0,1.0,6.0,,,,,1.0,1.0,6.0,17.0,1.0,0.6875,0.7916666666666666,0.5,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.3333333333333333,,1.0,1.0,111.15789473684211,9.5,17.1,9.333333333333334,16.4,0.375,1.0,1.0,0.25,,0.875,0.58996875,5.775,24.225,6.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,4.0,3.0,2.0,,2.0,1.0,3.0,,2.0,7.0,,,0.5,0.6666666666666666,1.0,0.25,0.25,1.0,1.0,1.0,,,,1.0,,0.6666666666666666,0.25,,,,1.0,1.0,,,0.10526315789473684,10.0,4.0,2.0,2.0,1.0,1.0,2.0,8.0,,3.0,3.0,3.0,6.0,15.0,1.0,4.0,8.0,3.0,2.0,1.0,2.0,15.0,10.0,1.0,0.75,0.8333333333333334,0.125,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.551725,0.2727272727272727,0.42857142857142855,0.7894736842105263,0.8333333333333334,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.5,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-1629018-202355-203468,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Hassan Whiteside, CJ McCollum","Hezonja, Simons, Trent Jr., Whiteside, McCollum",1626209-1629014-1629018-202355-203468,POR,226.0,2,4.0,7.0,8.0,2.0,15,1.0,3.0,,,3.0,6.0,2.0,11.0,14.0,,4.0,,,,1.0,4.0,5.0,1.0,1.0,,,1.0,1.0,1.0,9.0,0.5,0.5625,0.5,0.25,,,0.5,0.75,,,,95.57522123893806,17.142857142857142,13.25,16.285714285714285,12.0,0.375,0.3333333333333333,0.3333333333333333,,,0.625,0.56611875,9.299999999999999,23.25,-3.0,1.0,3.0,2.0,,1.0,1.0,3.0,2.0,2.0,3.0,2.0,,1.0,1.0,2.0,,,5.0,3.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,1.0,,0.25,,,,1.0,0.3333333333333333,,0.6856666666666666,0.18181818181818182,7.0,8.0,1.0,3.0,2.0,3.0,,2.0,,3.0,6.0,2.0,2.0,11.0,1.0,2.0,5.0,1.0,,,,11.0,7.0,0.5,0.5625,0.5,0.375,0.6666666666666666,0.6666666666666666,0.375,0.3333333333333333,,0.56611875,0.1111111111111111,0.14285714285714285,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,,,,0.5,1.0,,,0.5,0.5,1.0,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-1629018-203081-203994,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Damian Lillard, Jusuf Nurkic","Hezonja, Simons, Trent Jr., Lillard, Nurkic",1626209-1629014-1629018-203081-203994,POR,85.0,1,1.0,4.0,3.0,1.0,7,1.0,2.0,1.0,,1.0,3.0,1.0,2.0,,,2.0,1.0,,,3.0,1.0,4.0,,,1.0,,1.0,,,,0.3333333333333333,0.25,0.25,0.25,,,1.0,0.3333333333333333,,,,118.58823529411764,9.5,15.666666666666666,9.5,15.666666666666666,0.5,0.5,0.5,0.25,,0.75,0.494625,7.966666666666666,25.9,2.0,1.0,1.0,,,,1.0,1.0,2.0,,,2.0,,,,,,,,1.0,3.0,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,,,,,,1.0,1.0,,0.5022,1.0,4.0,,1.0,2.0,,1.0,1.0,,,1.0,3.0,1.0,,2.0,1.0,,,,,,,2.0,4.0,0.3333333333333333,0.25,0.25,0.25,,,0.5,0.5,0.25,0.494625,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-1629018-203468-203994,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., CJ McCollum, Jusuf Nurkic","Hezonja, Simons, Trent Jr., McCollum, Nurkic",1626209-1629014-1629018-203468-203994,POR,192.0,1,3.0,7.0,8.0,1.0,15,1.0,3.0,1.0,,1.0,3.0,3.0,7.0,8.0,,2.0,1.0,,,2.0,1.0,3.0,1.0,,,,2.0,2.0,2.0,4.0,0.3333333333333333,0.4166666666666667,0.5,0.5,,,1.0,0.25,,,,112.5,16.142857142857142,9.875,16.0,9.875,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,,1.0,0.5287583333333333,2.6333333333333333,23.7,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,1.0,2.0,,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.5,0.5,1.0,0.5,,1.0,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5488,0.42857142857142855,4.0,7.0,1.0,2.0,,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,,4.0,3.0,2.0,,,,7.0,4.0,0.5,0.5,0.5833333333333334,,,,0.4,0.5,0.2,0.57511,0.2857142857142857,0.5,1.0,0.5714285714285714,,,,,,,,2.0,1.0,,,2.0,1.0,,,,,,0.3333333333333333,1.0,,,,,,0.4,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-1629117-1629121-1629658,1610612757,"Mario Hezonja, Anfernee Simons, Wenyen Gabriel, Jaylen Adams, Jaylen Hoard","Hezonja, Simons, Gabriel, Adams, Hoard",1626209-1629014-1629117-1629121-1629658,POR,1034.0,2,17.0,33.0,34.0,3.0,67,3.0,3.0,8.0,,5.0,10.0,16.0,28.0,39.0,1.0,8.0,8.0,1.0,3.0,8.0,3.0,11.0,4.0,3.0,5.0,,9.0,2.0,8.0,28.0,0.5,0.4807692307692308,0.48214285714285715,0.6153846153846154,0.375,0.09090909090909091,0.5,0.1875,0.14285714285714285,0.4,0.5,93.30754352030947,18.575757575757574,12.382352941176471,17.848484848484848,11.323529411764707,0.11538461538461539,1.0,1.0,0.3076923076923077,,0.7307692307692307,0.5272057692307692,11.709999999999999,24.5375,-11.0,,,8.0,1.0,5.0,,,,2.0,12.0,,1.0,1.0,4.0,5.0,,1.0,14.0,2.0,5.0,0.2,0.2,0.8,0.3125,0.3125,,,,0.4,0.625,,,0.5714285714285714,0.3333333333333333,0.3076923076923077,0.125,0.125,,,,0.125,,,11.0,10.0,2.0,2.0,1.0,5.0,2.0,3.0,,2.0,3.0,4.0,2.0,9.0,3.0,10.0,5.0,1.0,1.0,,1.0,9.0,11.0,0.6666666666666666,0.5,0.5,0.19230769230769232,0.2,0.2,0.2857142857142857,1.0,0.2857142857142857,0.5826857142857144,0.037037037037037035,0.09090909090909091,0.32142857142857145,0.3333333333333333,1.0,2.0,0.07692307692307693,0.5,0.5,4.0,1.0,2.0,1.0,4.0,,4.0,,1.0,1.0,,,,0.25,0.4444444444444444,,,0.5,0.5,1.0,0.2857142857142857,0.5,,,,4.0,2.0,1.0,1.0,,0.5,,,1.0,,1.0,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
1626209-1629014-1629658-202355-203468,1610612757,"Mario Hezonja, Anfernee Simons, Jaylen Hoard, Hassan Whiteside, CJ McCollum","Hezonja, Simons, Hoard, Whiteside, McCollum",1626209-1629014-1629658-202355-203468,POR,33.0,1,1.0,1.0,1.0,,2,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.5,,,,,,,,,87.27272727272727,6.0,27.0,6.0,22.0,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,1.0,2.0,,,,,1.0,1.0,,,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,True
