EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,LongMidRangeAssists,BadPassSteals,Technical Free Throw Trips,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,AtRimPctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,SecondChanceFtPoints,Defensive 3 Seconds Violations,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveAttempts,BlockedCorner3,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,team_id,year,season,team_vs
1626167-1627734-1627763-1628410-203087,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Edmond Sumner, Jeremy Lamb","Turner, Sabonis, Brogdon, Sumner, Lamb",1626167-1627734-1627763-1628410-203087,IND,173.0,1,3.0,8.0,6.0,5.0,6.0,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,10.0,2.0,1.0,3.0,2.0,2.0,2.0,10.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8,0.8,0.8333333333333334,0.8333333333333334,0.4,1.0,0.5,0.8,1.0,1.0,0.5,91.5606936416185,1.0,17.166666666666668,14.0,17.166666666666668,13.2,0.2,0.2,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,0.2,1.0,0.2,1.0,0.6,1.0,0.5012800000000001,0.5012800000000001,1.0,8.700000000000001,25.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627734-1627763-1628410-203933,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Edmond Sumner, T.J. Warren","Turner, Sabonis, Brogdon, Sumner, Warren",1626167-1627734-1627763-1628410-203933,IND,2131.0,3,36.0,11.0,69.0,69.0,,3.0,138.0,15.0,,6.0,16.0,8.0,4.0,7.0,,,7.0,13.0,,,21.0,39.0,11.0,20.0,8.0,83.0,72.0,,,,,,,18.0,33.0,13.0,7.0,9.0,11.0,20.0,7.0,4.0,2.0,51.0,7.0,23.0,31.0,41.0,12.0,11.0,,4.0,3.0,4.0,4.0,71.0,,,,0.42857142857142855,0.45,1.0,0.55,,0.55,0.5384615384615384,,0.635593220338983,,0.6484375,,0.3389830508474576,0.8214285714285714,0.7777777777777778,0.8108108108108109,0.8571428571428571,0.7142857142857143,1.0,93.25199436884093,1.0,16.057971014492754,14.826086956521738,15.46376811594203,14.46376811594203,0.2542372881355932,0.2711864406779661,0.375,0.375,0.3333333333333333,0.13559322033898305,0.11864406779661017,0.5714285714285714,0.5714285714285714,1.0,0.22033898305084745,0.5384615384615384,0.5384615384615384,1.0,,,,,,0.5932203389830508,0.5384615384615384,0.5241898305084746,,,6.646153846153846,25.105,,8.0,13.0,3.0,4.0,2.0,6.0,7.0,12.0,24.0,2.0,7.0,3.0,7.0,1.0,10.0,1.0,2.0,2.0,10.0,1.0,3.0,5.0,7.0,1.0,15.0,2.0,4.0,14.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6666666666666666,1.0,0.3888888888888889,0.3333333333333333,0.37037037037037035,1.0,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.037037037037037035,0.8666666666666667,0.8666666666666667,0.5384615384615384,0.25,0.25,0.5714285714285714,0.75,0.3333333333333333,0.5113666666666666,0.078125,0.09302325581395349,0.047619047619047616,0.14457831325301204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627734-1627763-1628988-203087,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Aaron Holiday, Jeremy Lamb","Turner, Sabonis, Brogdon, Holiday, Lamb",1626167-1627734-1627763-1628988-203087,IND,795.0,2,13.0,5.0,25.0,25.0,,,50.0,6.0,,1.0,2.0,5.0,1.0,3.0,,,2.0,6.0,,,9.0,13.0,3.0,9.0,5.0,32.0,27.0,,,,,,,10.0,6.0,6.0,2.0,5.0,2.0,7.0,2.0,,1.0,16.0,3.0,6.0,11.0,14.0,5.0,5.0,,,,,,28.0,,,,0.5555555555555556,0.625,0.6666666666666666,0.3333333333333333,,0.3333333333333333,0.6923076923076923,,0.6136363636363636,,0.6458333333333334,,0.4090909090909091,0.6666666666666666,0.75,0.6923076923076923,0.6,1.0,,90.56603773584905,,15.36,16.44,15.0,15.0,0.2727272727272727,0.09090909090909091,0.5,1.0,1.0,0.22727272727272727,0.13636363636363635,0.3333333333333333,0.3333333333333333,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.6818181818181818,0.3333333333333333,0.5254045454545454,,,8.2,25.799999999999997,,3.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,8.0,2.0,3.0,1.0,2.0,2.0,3.0,,1.0,,4.0,,2.0,,2.0,,4.0,,1.0,3.0,,,1.0,2.0,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.16666666666666666,0.3,,1.0,0.5,0.25,,0.6666666666666666,0.75,,0.8333333333333334,0.8333333333333334,0.6,0.6,0.6,0.6666666666666666,1.0,0.5,0.5302,0.08333333333333333,0.13333333333333333,,0.125,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627734-1627763-1628988-203200,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Aaron Holiday, Justin Holiday","Turner, Sabonis, Brogdon, Holiday, Holiday",1626167-1627734-1627763-1628988-203200,IND,121.0,1,2.0,-3.0,3.0,3.0,,,6.0,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,2.0,,2.0,,2.0,5.0,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,0.5,,0.25,,0.25,,0.5,,1.0,1.0,,,,71.40495867768595,,21.333333333333332,19.0,15.333333333333334,19.0,0.25,,,,,0.25,0.25,,,,0.25,,,,,,,,,0.75,,0.5194375,,,12.15,25.55,,1.0,,,,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,2.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,0.5,0.5,,,1.0,0.5,0.6666666666666666,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,0.60525,,,,1.0,,1.0,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627734-1627763-1628988-203933,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Aaron Holiday, T.J. Warren","Turner, Sabonis, Brogdon, Holiday, Warren",1626167-1627734-1627763-1628988-203933,IND,5579.0,8,93.0,-2.0,184.0,184.0,20.0,8.0,368.0,53.0,6.0,11.0,28.0,16.0,5.0,12.0,,,19.0,63.0,2.0,8.0,49.0,97.0,24.0,75.0,19.0,189.0,191.0,5.0,10.0,2.0,8.0,,16.0,46.0,63.0,63.0,19.0,23.0,21.0,44.0,16.0,5.0,4.0,109.0,26.0,40.0,67.0,87.0,25.0,25.0,1.0,9.0,5.0,9.0,7.0,171.0,16.0,20.0,1.0,0.46938775510204084,0.5,0.875,0.32,0.25,0.32,0.5051546391752577,0.5,0.4941860465116279,0.4444444444444444,0.5192307692307693,0.42105263157894735,0.436046511627907,0.7142857142857143,0.8666666666666667,0.7674418604651163,0.5454545454545454,0.8823529411764706,0.5,94.98476429467647,0.7777777777777778,14.282608695652174,16.03804347826087,13.73913043478261,15.733695652173912,0.3081395348837209,0.16279069767441862,0.39285714285714285,0.44,0.36363636363636365,0.09302325581395349,0.06976744186046512,0.4166666666666667,0.4166666666666667,1.0,0.36627906976744184,0.30158730158730157,0.30158730158730157,0.8421052631578947,0.3333333333333333,,,0.4444444444444444,0.25,0.7441860465116279,0.30158730158730157,0.5330517441860465,0.5177055555555555,0.08465608465608465,6.109278350515464,25.933333333333334,0.10869565217391304,18.0,29.0,3.0,3.0,9.0,6.0,10.0,18.0,52.0,6.0,15.0,9.0,11.0,1.0,20.0,4.0,17.0,11.0,16.0,3.0,8.0,8.0,8.0,1.0,24.0,5.0,19.0,36.0,,1.0,2.0,10.0,2.0,3.0,,0.6,0.6,0.6,0.6666666666666666,1.0,0.23404255319148937,0.17647058823529413,0.20408163265306123,0.2608695652173913,0.23529411764705882,0.14285714285714285,0.18181818181818182,0.14285714285714285,0.7647058823529411,0.9583333333333334,0.04878048780487805,0.5471698113207547,0.7435897435897436,0.5172413793103449,0.5625,0.5625,0.2,1.0,,0.40980625,0.06629834254143646,0.09615384615384616,0.025974025974025976,0.09523809523809523,2.0,5.0,9.0,17.0,4.0,6.0,,0.17525773195876287,0.10714285714285714,0.4444444444444444,0.13333333333333333,3.0,0.2,3.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,4.0,3.0,1.0,2.0,0.4,0.2641509433962264,0.3333333333333333,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627734-1627763-203087-203200,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Jeremy Lamb, Justin Holiday","Turner, Sabonis, Brogdon, Lamb, Holiday",1626167-1627734-1627763-203087-203200,IND,570.0,5,10.0,-4.0,22.0,21.0,18.0,3.0,43.0,3.0,3.0,1.0,3.0,2.0,,2.0,,2.0,1.0,4.0,1.0,4.0,5.0,8.0,1.0,6.0,3.0,16.0,20.0,4.0,7.0,1.0,6.0,3.0,14.0,8.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,,1.0,11.0,7.0,1.0,8.0,10.0,4.0,4.0,1.0,,,,,14.0,13.0,17.0,,0.8,0.8,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.625,0.5714285714285714,0.4642857142857143,0.4230769230769231,0.5,0.4666666666666667,0.42857142857142855,1.0,1.0,1.0,1.0,,,108.63157894736842,,12.909090909090908,13.619047619047619,12.5,12.904761904761905,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,,,,0.2857142857142857,0.25,0.25,1.0,0.23076923076923078,0.15384615384615385,,0.3076923076923077,0.25,0.6428571428571429,0.25,0.5025535714285715,0.5086807692307692,0.875,8.4875,24.166666666666668,0.8181818181818182,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,,2.0,,1.0,,3.0,,2.0,3.0,1.0,2.0,6.0,1.0,2.0,5.0,,1.0,2.0,1.0,,,,1.0,1.0,1.0,0.5,,0.3333333333333333,0.2,0.25,,0.5,,0.3333333333333333,,,1.0,,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,,,0.06666666666666667,0.1111111111111111,,0.125,,,,,1.0,1.0,,,,1.0,,,,3.0,,,,,4.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627734-1627763-203087-203506,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Jeremy Lamb, Victor Oladipo","Turner, Sabonis, Brogdon, Lamb, Oladipo",1626167-1627734-1627763-203087-203506,IND,2566.0,3,43.0,26.0,84.0,86.0,11.0,18.0,170.0,23.0,2.0,5.0,15.0,3.0,6.0,11.0,,1.0,10.0,21.0,1.0,2.0,19.0,41.0,16.0,32.0,15.0,101.0,75.0,2.0,4.0,1.0,3.0,4.0,11.0,16.0,39.0,21.0,10.0,8.0,13.0,21.0,7.0,6.0,3.0,55.0,13.0,17.0,31.0,42.0,19.0,18.0,1.0,1.0,1.0,1.0,,92.0,9.0,10.0,,0.42105263157894735,0.4444444444444444,0.8125,0.5,0.3333333333333333,0.5,0.4634146341463415,0.5,0.589041095890411,0.5,0.6234567901234568,0.6111111111111112,0.4383561643835616,0.85,0.7222222222222222,0.7894736842105263,0.5,1.0,0.7777777777777778,95.40140296180826,,13.619047619047619,16.53488372093023,12.833333333333334,15.813953488372093,0.3150684931506849,0.2054794520547945,0.3333333333333333,0.38461538461538464,0.6,0.0410958904109589,0.1506849315068493,0.5454545454545454,0.5454545454545454,1.0,0.2876712328767123,0.47619047619047616,0.47619047619047616,0.7,0.2857142857142857,0.14285714285714285,,0.2857142857142857,0.5,0.7534246575342466,0.47619047619047616,0.5282527397260274,0.4936428571428571,0.10891089108910891,5.146341463414634,26.1,0.13095238095238096,8.0,13.0,1.0,4.0,1.0,1.0,5.0,9.0,22.0,2.0,4.0,3.0,8.0,1.0,11.0,,14.0,7.0,5.0,2.0,,10.0,5.0,3.0,15.0,,5.0,17.0,3.0,,1.0,9.0,,,,0.2,0.4,0.4090909090909091,0.3333333333333333,1.0,0.36363636363636365,0.1875,0.2894736842105263,0.3,0.3,1.0,0.18181818181818182,0.2,1.0,0.6666666666666666,,0.5652173913043478,0.5909090909090909,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.4,0.25,,0.57801875,0.1125,0.1875,,0.0891089108910891,2.0,5.0,9.0,3.0,1.0,7.0,,0.07317073170731707,0.13333333333333333,1.0,0.2,3.0,0.3,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,0.4,0.043478260869565216,0.6666666666666666,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627734-1627763-203087-203926,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Jeremy Lamb, Doug McDermott","Turner, Sabonis, Brogdon, Lamb, McDermott",1626167-1627734-1627763-203087-203926,IND,18.0,1,,-2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,2.0,4.0,2.0,,,,,3.0,,,,,,,,,,,,,,0.75,0.75,,,,,,,,320.0,,2.5,6.5,2.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2020,2019-20,True
1626167-1627734-1627763-203087-203933,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Jeremy Lamb, T.J. Warren","Turner, Sabonis, Brogdon, Lamb, Warren",1626167-1627734-1627763-203087-203933,IND,21283.0,25,355.0,-53.0,700.0,703.0,119.0,61.0,1403.0,210.0,37.0,47.0,120.0,56.0,18.0,55.0,1.0,7.0,65.0,174.0,10.0,28.0,176.0,386.0,83.0,229.0,114.0,715.0,768.0,28.0,67.0,11.0,35.0,34.0,123.0,192.0,213.0,174.0,65.0,96.0,71.0,167.0,53.0,18.0,16.0,405.0,84.0,155.0,251.0,335.0,141.0,153.0,14.0,28.0,19.0,29.0,17.0,638.0,117.0,116.0,11.0,0.5454545454545454,0.588957055214724,0.8554216867469879,0.3624454148471616,0.3142857142857143,0.3624454148471616,0.45595854922279794,0.417910447761194,0.4886178861788618,0.4362745098039216,0.5211370262390671,0.5,0.3723577235772358,0.7242990654205608,0.8484848484848485,0.7635782747603834,0.6197183098591549,0.8289473684210527,0.84,94.92646713339286,0.5862068965517241,15.384285714285713,14.955903271692746,14.90857142857143,14.475106685633001,0.34146341463414637,0.1951219512195122,0.39166666666666666,0.4392523364485981,0.3404255319148936,0.0910569105691057,0.08943089430894309,0.32727272727272727,0.3333333333333333,1.0,0.28292682926829266,0.3735632183908046,0.37572254335260113,0.8153846153846154,0.3627450980392157,0.06862745098039216,0.14285714285714285,0.27450980392156865,0.35714285714285715,0.7138211382113822,0.3735632183908046,0.5256847154471546,0.521114705882353,0.17202797202797201,5.924611398963731,25.87292576419214,0.17,72.0,117.0,16.0,33.0,12.0,21.0,45.0,77.0,160.0,26.0,73.0,22.0,62.0,12.0,84.0,13.0,48.0,18.0,48.0,10.0,37.0,56.0,11.0,10.0,104.0,7.0,57.0,131.0,1.0,16.0,12.0,58.0,6.0,9.0,,0.4666666666666667,0.4701492537313433,0.5133333333333333,0.46153846153846156,0.8571428571428571,0.2980769230769231,0.15172413793103448,0.23796033994334279,0.3548387096774194,0.30985915492957744,0.1590909090909091,0.16666666666666666,0.10810810810810811,0.7164179104477612,0.8513513513513513,0.042071197411003236,0.5571428571428572,0.6464088397790055,0.6239316239316239,0.21428571428571427,0.21428571428571427,0.4925373134328358,0.48484848484848486,0.125,0.5291745098039216,0.09388971684053651,0.13211845102505695,0.021551724137931036,0.1076923076923077,15.0,22.0,36.0,42.0,7.0,30.0,,0.10880829015544041,0.10833333333333334,0.5833333333333334,0.22388059701492538,7.0,0.1044776119402985,18.0,2.0,5.0,7.0,6.0,16.0,16.0,7.0,11.0,5.0,,8.0,0.3181818181818182,0.1380952380952381,0.2857142857142857,1.0,0.3333333333333333,1.0,0.4864864864864865,14.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.008733624454148471,0.01818181818181818,0.005747126436781609,,,,,,,1610612754,2020,2019-20,True
1626167-1627734-1627763-203200-203506,1610612754,"Myles Turner, Domantas Sabonis, Malcolm Brogdon, Justin Holiday, Victor Oladipo","Turner, Sabonis, Brogdon, Holiday, Oladipo",1626167-1627734-1627763-203200-203506,IND,689.0,4,11.0,9.0,24.0,22.0,5.0,4.0,46.0,6.0,,,1.0,4.0,,,,,3.0,8.0,1.0,3.0,6.0,11.0,3.0,8.0,4.0,25.0,16.0,,,1.0,3.0,3.0,6.0,8.0,9.0,7.0,3.0,4.0,3.0,7.0,3.0,,,17.0,6.0,6.0,12.0,14.0,5.0,6.0,1.0,2.0,2.0,2.0,,25.0,4.0,4.0,,0.6666666666666666,0.6666666666666666,1.0,0.375,0.3333333333333333,0.42857142857142855,0.5454545454545454,,0.5526315789473685,0.5,0.5681818181818182,0.6,0.42105263157894735,0.6666666666666666,0.75,0.7058823529411765,0.25,1.0,1.0,96.13933236574746,,13.458333333333334,16.636363636363637,12.5,14.181818181818182,0.3157894736842105,0.05263157894736842,,,,0.21052631578947367,,,,,0.42105263157894735,0.375,0.375,1.0,,,,1.0,0.3333333333333333,0.7368421052631579,0.42857142857142855,0.49195555555555553,0.501975,0.24,8.727272727272727,29.3625,0.20833333333333334,3.0,3.0,,2.0,3.0,,2.0,,4.0,,3.0,1.0,1.0,,2.0,,1.0,,,1.0,,3.0,,1.0,3.0,,1.0,4.0,1.0,,,2.0,,,,,,,,,0.2,0.25,0.2222222222222222,0.3333333333333333,,,0.25,,1.0,0.7142857142857143,,0.5,0.5,1.0,0.75,0.75,0.6666666666666666,,,0.592525,0.09523809523809523,0.15384615384615385,,,1.0,1.0,,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1610612754,2020,2019-20,True
