EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,ShootingFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,BlockedArc3,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,OffTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Fg2aBlocked,Charge Fouls,FG2APctBlocked,AtRimPctBlocked,Offensive Fouls Drawn,Technical Free Throw Trips,SecondChanceTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,BlockedLongMidRange,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1626187-1629598-201960-203085-203463,1610612745,"Michael Frazier, Chris Clemons, DeMarre Carroll, Austin Rivers, Ben McLemore","Frazier, Clemons, Carroll, Rivers, McLemore",1626187-1629598-201960-203085-203463,HOU,224.0,1,4.0,-5.0,8,9.0,8.0,2.0,17,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,5.0,10.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,8.0,1.0,0.5,0.5,0.5,0.5,0.2222222222222222,0.2222222222222222,0.25,0.25,0.25,0.5555555555555556,0.6666666666666666,1.0,0.4,0.75,0.2857142857142857,0.5,0.6666666666666666,1.0,109.28571428571428,0.6666666666666666,17.0,9.777777777777779,15.0,8.777777777777779,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,0.1111111111111111,0.4444444444444444,1.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.8888888888888888,0.5034555555555555,0.5034555555555555,0.1111111111111111,0.25,0.2,1.0,5.2,25.080000000000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-1629598-203085-203463-203998,1610612745,"Michael Frazier, Chris Clemons, Austin Rivers, Ben McLemore, Bruno Caboclo","Frazier, Clemons, Rivers, McLemore, Caboclo",1626187-1629598-203085-203463-203998,HOU,270.0,1,4.0,-6.0,13,13.0,13.0,1.0,26,2.0,2.0,,2.0,2.0,,1.0,1.0,5.0,5.0,2.0,2.0,6.0,3.0,7.0,13.0,,1.0,1.0,2.0,2.0,6.0,3.0,7.0,,4.0,5.0,,,,,1.0,7.0,,7.0,1.0,8.0,3.0,3.0,6.0,,,3.0,,,1.0,1.0,6.0,7.0,13.0,3.0,,,1.0,1.0,0.25,0.25,0.3181818181818182,0.5,0.3181818181818182,0.75,,0.875,0.16666666666666666,0.875,0.16666666666666666,,,1.0,138.66666666666666,1.0,11.538461538461538,9.23076923076923,11.461538461538462,9.0,0.25,1.0,1.0,,,0.125,0.625,,0.25,1.0,0.125,0.625,1.0,0.560825,0.560825,,,0.14285714285714285,1.0,1.2,25.416666666666668,1.0,13.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-201145-203085-203463-203496,1610612745,"Michael Frazier, Jeff Green, Austin Rivers, Ben McLemore, Robert Covington","Frazier, Green, Rivers, McLemore, Covington",1626187-201145-203085-203463-203496,HOU,73.0,1,1.0,-1.0,2,3.0,2.0,1.0,5,,,,,,,3.0,3.0,,,,,3.0,,3.0,4.0,,,,,,3.0,,3.0,,,,,1.0,,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,3.0,3.0,2.0,,,,,,0.5,0.5,0.5,,0.5,1.0,,,0.5,,0.5,,,,98.63013698630138,,13.0,15.666666666666666,9.0,15.666666666666666,,,,,,1.0,,,,,1.0,,1.0,0.5562,0.5562,,,,1.0,,23.666666666666668,1.0,3.0,,,,,,,,,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1626187-201960-203085-203496-203998,1610612745,"Michael Frazier, DeMarre Carroll, Austin Rivers, Robert Covington, Bruno Caboclo","Frazier, Carroll, Rivers, Covington, Caboclo",1626187-201960-203085-203496-203998,HOU,124.0,1,2.0,2.0,5,4.0,5.0,,9,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,2.0,,2.0,4.0,2.0,,,,1.0,2.0,,2.0,4.0,,2.0,,,,,,,1.0,2.0,3.0,,3.0,,1.0,2.0,,1.0,,,,,,4.0,4.0,5.0,,,,0.5,0.5,0.5,0.5,0.6666666666666666,,0.6666666666666666,,1.0,1.0,,1.0,,,,1.0,104.51612903225805,,11.8,16.25,11.8,16.25,0.5,1.0,1.0,,0.5,,,,0.5,1.0,,,0.5,0.42605,0.42605,0.3333333333333333,0.3333333333333333,,1.0,8.2,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1627863-200782-201145-201566-201569,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Russell Westbrook, Eric Gordon","House Jr., Tucker, Green, Westbrook, Gordon",1627863-200782-201145-201566-201569,HOU,719.0,4,12.0,-5.0,24,24.0,6.0,2.0,48,5.0,5.0,,,,3.0,3.0,1.0,8.0,1.0,7.0,9.0,11.0,1.0,24.0,29.0,,,,1.0,2.0,2.0,,5.0,6.0,8.0,8.0,3.0,6.0,2.0,15.0,2.0,4.0,2.0,6.0,2.0,8.0,1.0,4.0,2.0,,1.0,,,,1.0,,24.0,5.0,6.0,,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.5,0.575,0.625,0.5714285714285714,,0.625,0.55,0.5,0.6666666666666666,0.25,0.6,0.2,0.2857142857142857,0.5,0.6,96.13351877607789,,14.333333333333334,15.625,13.916666666666666,14.875,0.25,1.0,1.0,0.4,0.15,0.15,0.4,,,,0.25,0.25,0.8,0.5409575,0.4717875,0.047619047619047616,0.1,,0.20833333333333334,6.566666666666666,25.254545454545454,0.25,3.0,3.0,1.0,4.0,1.0,,1.0,1.0,,,,1.0,2.0,1.0,1.0,3.0,2.0,1.0,9.0,3.0,2.0,1.0,1.0,0.2727272727272727,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.25,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.05,1.0,1.0,0.125,0.125,1.0,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1627863-200782-201145-201566-201935,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Russell Westbrook, James Harden","House Jr., Tucker, Green, Westbrook, Harden",1627863-200782-201145-201566-201935,HOU,110.0,2,2.0,3.0,4,3.0,4.0,,7,3.0,3.0,,3.0,3.0,,1.0,1.0,,,3.0,3.0,1.0,1.0,7.0,4.0,,,,3.0,3.0,1.0,1.0,7.0,4.0,2.0,,2.0,2.0,2.0,4.0,,1.0,,1.0,,1.0,,2.0,3.0,1.0,2.0,,,,,,7.0,7.0,4.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.75,0.7,,0.7,0.25,,1.0,,1.0,,,,1.0,91.63636363636364,,17.75,13.0,17.75,13.0,0.75,1.0,1.0,0.6666666666666666,,0.25,,,0.75,1.0,0.25,,1.0,0.7002375,0.7002375,0.4,0.5,,1.0,0.8333333333333334,22.5,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1627863-200782-201145-201566-203085,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Russell Westbrook, Austin Rivers","House Jr., Tucker, Green, Westbrook, Rivers",1627863-200782-201145-201566-203085,HOU,230.0,2,4.0,3.0,7,5.0,,2.0,12,,,,,,,3.0,,3.0,,1.0,1.0,6.0,2.0,10.0,7.0,,2.0,2.0,,,,,,2.0,,3.0,1.0,3.0,,8.0,1.0,,2.0,2.0,1.0,3.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,8.0,,,,1.0,1.0,1.0,,0.5714285714285714,,0.625,0.5,,0.8571428571428571,1.0,,0.25,0.6666666666666666,0.25,0.5,1.0,,75.13043478260869,1.0,15.714285714285714,24.0,14.142857142857142,22.0,,,,,,0.42857142857142855,0.42857142857142855,,,,,,0.8571428571428571,0.5262785714285714,,0.125,0.5,0.2,,19.4,24.566666666666666,,,,,,,,,,,,,,1.0,,,2.0,1.0,,6.0,2.0,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,0.14285714285714285,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.37755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1627863-200782-201145-201569-201935,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Eric Gordon, James Harden","House Jr., Tucker, Green, Gordon, Harden",1627863-200782-201145-201569-201935,HOU,1955.0,6,33.0,1.0,68,71.0,32.0,6.0,139,12.0,18.0,3.0,9.0,11.0,6.0,8.0,3.0,16.0,9.0,19.0,31.0,24.0,19.0,78.0,77.0,5.0,3.0,8.0,9.0,14.0,12.0,14.0,44.0,12.0,26.0,15.0,6.0,11.0,4.0,27.0,5.0,16.0,6.0,26.0,8.0,34.0,15.0,20.0,24.0,2.0,8.0,5.0,4.0,3.0,4.0,2.0,70.0,42.0,31.0,4.0,0.3157894736842105,0.3333333333333333,0.6129032258064516,0.6428571428571429,0.5363636363636364,0.5769230769230769,0.5909090909090909,0.5,0.6666666666666666,0.43636363636363634,0.6,0.7619047619047619,0.3125,0.7096774193548387,0.2962962962962963,0.36363636363636365,0.625,0.7368421052631579,102.38363171355498,0.5,13.220588235294118,14.873239436619718,12.632352941176471,14.0,0.32727272727272727,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.10909090909090909,0.14545454545454545,0.2909090909090909,0.5,0.4230769230769231,0.8181818181818182,0.11538461538461539,0.34615384615384615,0.7636363636363637,0.5140046296296297,0.521544,0.13114754098360656,0.21621621621621623,0.10256410256410256,0.5641025641025641,6.690322580645161,26.554166666666664,0.47058823529411764,9.0,6.0,,11.0,4.0,1.0,2.0,,,2.0,0.2,1.0,3.0,,2.0,7.0,1.0,4.0,15.0,5.0,1.0,4.0,0.7142857142857143,0.2916666666666667,0.3333333333333333,0.30434782608695654,0.375,0.42857142857142855,0.3333333333333333,,0.6666666666666666,5.0,2.0,0.45454545454545453,0.5,,4.0,3.0,7.0,4.0,1.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,1.0,,0.6666666666666666,0.6666666666666666,0.5,0.12727272727272726,0.42857142857142855,0.42857142857142855,0.25,0.25,1.0,0.16666666666666666,0.26666666666666666,,,0.5081,1.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,0.2,0.4166666666666667,0.041666666666666664,0.125,1.0,0.2727272727272727,0.2,0.5,0.25,0.038461538461538464,0.3333333333333333,1.0,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1627863-200782-201145-201569-203085,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Eric Gordon, Austin Rivers","House Jr., Tucker, Green, Gordon, Rivers",1627863-200782-201145-201569-203085,HOU,814.0,3,14.0,-11.0,24,26.0,6.0,5.0,50,2.0,6.0,2.0,,,2.0,1.0,,9.0,,6.0,13.0,10.0,2.0,23.0,34.0,2.0,2.0,7.0,2.0,3.0,,,4.0,2.0,10.0,9.0,1.0,4.0,1.0,11.0,3.0,6.0,5.0,12.0,5.0,17.0,5.0,2.0,2.0,,1.0,,2.0,,2.0,2.0,16.0,4.0,6.0,,0.16666666666666666,0.2,0.46153846153846156,0.6666666666666666,0.45652173913043476,0.6666666666666666,0.4791666666666667,0.7,0.6666666666666666,0.43478260869565216,1.0,0.75,0.42857142857142855,0.8461538461538461,0.35714285714285715,0.5,1.0,0.7142857142857143,88.45208845208846,1.0,19.041666666666668,13.73076923076923,17.666666666666668,12.76923076923077,0.2608695652173913,0.3333333333333333,0.4,0.5,0.08695652173913043,0.043478260869565216,0.391304347826087,0.5,,,,,0.6956521739130435,0.4578413043478261,0.40443333333333337,0.041666666666666664,0.07142857142857142,0.30434782608695654,0.17391304347826086,9.553846153846154,25.839999999999996,0.25,2.0,3.0,,5.0,3.0,,1.0,,,,,1.0,,1.0,,3.0,2.0,,9.0,3.0,,2.0,1.0,0.3,,0.3,,,,0.25,,2.0,2.0,0.4,1.0,,1.0,3.0,5.0,3.0,1.0,3.0,3.0,,,,,1.0,,,0.5,0.5,,0.21739130434782608,0.6,0.6,0.3333333333333333,0.3333333333333333,1.0,0.25,0.3333333333333333,,,0.48005000000000003,1.0,1.0,,1.0,1.0,,2.0,,,2.0,1.0,,,,,2.0,0.5,0.5,0.625,,,1.0,0.2857142857142857,0.5,,,,0.5,1.0,1.0,,1.0,2.0,0.07692307692307693,0.16666666666666666,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
1627863-200782-201145-201569-203463,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Eric Gordon, Ben McLemore","House Jr., Tucker, Green, Gordon, McLemore",1627863-200782-201145-201569-203463,HOU,114.0,1,2.0,1.0,4,4.0,1.0,,8,1.0,2.0,,,,,,,,,1.0,2.0,,2.0,4.0,3.0,,,,,,,,,,2.0,,,,,,,2.0,,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,4.0,,1.0,,,,0.5,,0.5,,0.75,,,,,1.0,,1.0,,,,1.0,101.05263157894737,,20.5,8.0,20.5,8.0,1.0,0.5,0.5,,,,,,,,,,1.0,0.53275,,0.5,0.5,,,2.0,,0.25,,2.0,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,True
