EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FtPoints,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Offensive Fouls,LiveBallTurnoverPct,DefFTReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SecondChanceTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,PenaltyFtPoints,PenaltyPoints,NonShootingFoulsDrawn,PenaltyTsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Fg3aBlocked,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,FG3APctBlocked,Arc3PctBlocked,DefLongMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,SecondChanceFG2M,SecondChanceFG2A,LostBallOutOfBoundsTurnovers,SecondChanceFg2Pct,OffCorner3ReboundPct,PenaltyCorner3FGA,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PtsPutbacks,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,Corner3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Loose Ball Fouls,BlockedShortMidRange,SecondChanceCorner3FGA,SecondChanceFtPoints,SelfOReb,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceCorner3Frequency,Blocked3s,BlockedArc3,PtsUnassisted3s,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Travels,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,HeaveAttempts,BlockedLongMidRange,Technical Free Throw Trips,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,DefensiveGoaltends,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,team_id,year,season,team_vs
1626178-1627775-1627783-1629744-200768,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Pascal Siakam, Matt Thomas, Kyle Lowry","Hollis-Jefferson, McCaw, Siakam, Thomas, Lowry",1626178-1627775-1627783-1629744-200768,TOR,47.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,2.0,2.0,,,4.0,,2.0,2.0,,,1.0,,1.0,,,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0,0.5,0.5,,,,1.0,1.0,1.0,,,,1.0,,0.5,1.0,,61.276595744680854,24.0,23.0,24.0,22.0,0.5,1.0,1.0,,,,,,,,,0.5,0.4823,0.5,0.5,11.2,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,1.0,1.0,1.0,,,,,,,,,4.0,1.0,,,1.0,,,,,,0.4823,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627783-200768-201586,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Pascal Siakam, Kyle Lowry, Serge Ibaka","Hollis-Jefferson, McCaw, Siakam, Lowry, Ibaka",1626178-1627775-1627783-200768-201586,TOR,621.0,2,10.0,23.0,22.0,4.0,45.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,8.0,5.0,9.0,25.0,19.0,2.0,4.0,15.0,,1.0,5.0,6.0,1.0,1.0,17.0,8.0,4.0,12.0,15.0,1.0,,,2.0,5.0,6.0,,2.0,20.0,0.3333333333333333,0.5,1.0,0.5555555555555556,0.5555555555555556,0.375,0.6176470588235294,0.625,0.5294117647058824,,,0.8,0.8888888888888888,0.8571428571428571,1.0,1.0,104.34782608695653,13.73913043478261,13.863636363636363,12.91304347826087,13.681818181818182,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.29411764705882354,0.4,0.4,0.5,0.058823529411764705,1.0,1.0,1.0,0.7058823529411765,0.5065176470588235,0.10526315789473684,0.2,4.45,25.066666666666666,6.0,,,4.0,8.0,4.0,8.0,4.0,4.0,,,2.0,1.0,4.0,6.0,1.0,0.3333333333333333,,0.75,0.8571428571428571,,,,,0.47058823529411764,0.5,0.5,1.0,0.5,4.0,1.0,1.0,1.0,1.0,5.0,,3.0,3.0,2.0,,1.0,1.25,1.25,0.6,,0.3333333333333333,,,0.5,1.0,1.0,0.4899,0.2,1.0,2.0,2.0,1.0,1.0,0.08,0.043478260869565216,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1628384-1628449,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, OG Anunoby, Chris Boucher","Hollis-Jefferson, McCaw, VanVleet, Anunoby, Boucher",1626178-1627775-1627832-1628384-1628449,TOR,14.0,1,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,2.0,,2.0,,,,1.0,,1.0,,,2.0,,,,,2.0,2.0,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,205.71428571428572,3.0,11.0,3.0,11.0,1.0,1.0,1.0,,,,,,,,,1.0,0.6966,,,1.1,,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,0.6966,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1628384-200768,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, OG Anunoby, Kyle Lowry","Hollis-Jefferson, McCaw, VanVleet, Anunoby, Lowry",1626178-1627775-1627832-1628384-200768,TOR,97.0,1,2.0,5.0,4.0,4.0,9.0,1.0,1.0,,,,1.0,2.0,2.0,,2.0,8.0,3.0,2.0,2.0,,,1.0,,1.0,,,2.0,1.0,1.0,2.0,3.0,1.0,,,,2.0,4.0,,1.0,8.0,0.5,0.5,,,,1.0,0.5,0.6666666666666666,0.5,,,1.0,0.5,0.6666666666666666,,1.0,133.60824742268042,6.2,16.5,5.8,16.0,0.25,1.0,1.0,,,,,0.25,,,,0.75,0.4965,0.2,0.3333333333333333,9.85,24.9,5.0,1.0,1.0,,1.0,4.0,1.0,,,1.0,,,,,,,,,,,1.0,0.25,1.0,1.0,0.25,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,0.3291,,5.0,4.0,8.0,1.0,0.6666666666666666,1.0,1.0,,1.0,,2.0,,,,,8.0,5.0,1.0,,0.5,,,1.0,0.25,,0.4965,,,,,,1.0,,,,,,0.25,,,1.0,1.0,2.0,2.0,,,1.0,,,1.0,,,,,,0.25,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1628384-201586,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, OG Anunoby, Serge Ibaka","Hollis-Jefferson, McCaw, VanVleet, Anunoby, Ibaka",1626178-1627775-1627832-1628384-201586,TOR,739.0,4,12.0,26.0,26.0,4.0,52.0,5.0,9.0,1.0,3.0,1.0,3.0,6.0,12.0,5.0,11.0,27.0,24.0,4.0,8.0,12.0,,2.0,4.0,6.0,1.0,,16.0,9.0,4.0,14.0,15.0,1.0,,,3.0,1.0,,,,25.0,0.3333333333333333,0.4,0.8,0.45454545454545453,0.45454545454545453,0.5,0.5869565217391305,0.5869565217391305,0.4782608695652174,,,0.6666666666666666,0.9,0.8125,0.5,1.0,101.32611637347767,13.807692307692308,14.615384615384615,13.76923076923077,14.153846153846153,0.391304347826087,0.5555555555555556,0.5555555555555556,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.8695652173913043,0.5703217391304348,,,3.158333333333333,25.018181818181816,3.0,,,4.0,8.0,,8.0,4.0,3.0,2.0,1.0,,,4.0,4.0,,,1.0,1.0,0.8333333333333334,0.4,,,,0.34782608695652173,0.5,0.5,0.75,0.5,1.0,,,,,2.0,1.0,,1.0,,,,1.0,1.0,,0.16666666666666666,0.08333333333333333,,,,,,,0.07407407407407407,2.0,,2.0,,0.3333333333333333,0.07407407407407407,0.07692307692307693,,,,1.0,,,,,2.0,2.0,,,0.3333333333333333,,,,,,0.5037,1.0,1.0,,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,0.3333333333333333,,,,,1.0,2.0,2.0,,1.0,2.0,,0.5,,,,,,,,1.0,,,,,,,,,1.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1628449-1629056,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, Chris Boucher, Terence Davis","Hollis-Jefferson, McCaw, VanVleet, Boucher, Davis",1626178-1627775-1627832-1628449-1629056,TOR,677.0,5,11.0,21.0,23.0,7.0,44.0,5.0,10.0,,3.0,,1.0,5.0,14.0,2.0,7.0,20.0,29.0,4.0,6.0,6.0,2.0,2.0,2.0,4.0,,,10.0,4.0,1.0,5.0,11.0,1.0,1.0,2.0,3.0,6.0,6.0,,3.0,16.0,0.4,0.6666666666666666,1.0,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.38095238095238093,0.4166666666666667,0.3333333333333333,0.14285714285714285,0.1,0.5,1.0,0.8333333333333334,,1.0,93.58936484490398,15.333333333333334,15.434782608695652,15.047619047619047,14.608695652173912,0.47619047619047616,0.5,0.5555555555555556,0.14285714285714285,,,,0.047619047619047616,,,,0.8095238095238095,0.5290333333333334,0.125,0.17647058823529413,3.5357142857142856,25.571428571428573,-9.0,,1.0,2.0,6.0,4.0,6.0,2.0,2.0,2.0,,2.0,,1.0,3.0,1.0,0.6666666666666666,,,1.0,0.4,0.047619047619047616,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,4.0,,,,,4.0,1.0,5.0,6.0,1.0,1.0,,0.5,0.5,0.5555555555555556,0.2,0.42857142857142855,0.4,0.25,,,,0.5418999999999999,0.2,5.0,,5.0,,0.5,0.25,0.23809523809523808,1.0,2.0,1.0,2.0,,2.0,,,5.0,5.0,,0.5,0.625,,,1.0,0.5,0.5,0.5698,2.0,4.0,,0.5,,,,,,,,,2.0,3.0,1.0,1.0,1.0,2.0,4.0,,,,,0.5,,,1.0,0.75,0.6666666666666666,0.25,1.0,,,,,1.0,0.3333333333333333,0.6666666666666666,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1628449-200768,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, Chris Boucher, Kyle Lowry","Hollis-Jefferson, McCaw, VanVleet, Boucher, Lowry",1626178-1627775-1627832-1628449-200768,TOR,114.0,2,2.0,4.0,5.0,3.0,9.0,,1.0,,2.0,1.0,2.0,,3.0,1.0,3.0,3.0,3.0,,,3.0,,,1.0,1.0,1.0,,3.0,,1.0,1.0,3.0,1.0,1.0,,,1.0,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,0.25,0.25,0.5,,,1.0,,1.0,,,113.6842105263158,16.5,9.6,14.0,9.6,0.16666666666666666,,,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.54515,,,4.7,23.866666666666664,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,0.16666666666666666,,,,,2.0,,,1.0,1.0,3.0,2.0,,2.0,,,1.0,0.75,0.75,,1.0,0.4,,1.0,,,,,1.0,3.0,,,,,,0.75,,,,1.0,,,,1.0,,3.0,,,,,,,,,0.5417625,,1.0,,,1.0,1.0,,,,,,0.25,,1.0,,1.0,,3.0,,,,,,,,,,0.5,,0.25,,,,1.0,,,,,,0.5,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1629052-200768,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, Oshae Brissett, Kyle Lowry","Hollis-Jefferson, McCaw, VanVleet, Brissett, Lowry",1626178-1627775-1627832-1629052-200768,TOR,12.0,1,,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,120.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1629056-1629744,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, Terence Davis, Matt Thomas","Hollis-Jefferson, McCaw, VanVleet, Davis, Thomas",1626178-1627775-1627832-1629056-1629744,TOR,149.0,2,2.0,5.0,4.0,2.0,9.0,,,,1.0,,,1.0,2.0,,2.0,2.0,7.0,,2.0,,1.0,,,,,,,,2.0,2.0,3.0,,,2.0,2.0,1.0,2.0,,1.0,2.0,,,,,,0.5,0.25,0.2,0.5,0.5,,0.5,,0.4,0.6666666666666666,,86.97986577181207,15.4,18.0,14.6,16.0,,,,0.25,,,,,,,,0.5,0.4690875,0.2,0.3333333333333333,14.75,25.5,-5.0,1.0,1.0,,2.0,,2.0,,,,,1.0,,1.0,2.0,,0.5,,,,,0.25,1.0,1.0,0.5,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,0.3333333333333333,,,1.0,,,0.49395,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1629056-201188,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, Terence Davis, Marc Gasol","Hollis-Jefferson, McCaw, VanVleet, Davis, Gasol",1626178-1627775-1627832-1629056-201188,TOR,45.0,1,1.0,1.0,2.0,,3.0,,1.0,,1.0,,,,2.0,,,,3.0,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,96.0,26.0,9.5,22.0,4.0,0.5,,,0.5,,,,,,,,0.5,0.4148,,,5.75,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,0.5,,0.5,,,,,,0.3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1629056-201586,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, Terence Davis, Serge Ibaka","Hollis-Jefferson, McCaw, VanVleet, Davis, Ibaka",1626178-1627775-1627832-1629056-201586,TOR,1622.0,7,27.0,55.0,56.0,7.0,111.0,7.0,10.0,7.0,13.0,,1.0,17.0,29.0,6.0,16.0,63.0,66.0,24.0,10.0,15.0,1.0,12.0,5.0,17.0,,5.0,39.0,6.0,11.0,19.0,23.0,5.0,1.0,4.0,7.0,14.0,15.0,3.0,9.0,59.0,0.7058823529411765,0.75,0.8333333333333334,0.375,0.375,0.5862068965517241,0.5777777777777777,0.6176470588235294,0.35555555555555557,0.034482758620689655,0.1,0.6875,0.6666666666666666,0.68,0.5714285714285714,0.5,98.5450061652281,15.036363636363637,14.196428571428571,14.690909090909091,13.785714285714286,0.2222222222222222,0.7,0.7777777777777778,0.28888888888888886,0.5384615384615384,0.5384615384615384,0.7142857142857143,0.022222222222222223,,,,0.5777777777777777,0.5112711111111111,0.17647058823529413,0.2571428571428571,7.020689655172413,25.925,-3.0,3.0,6.0,6.0,15.0,11.0,15.0,6.0,5.0,5.0,2.0,5.0,2.0,3.0,8.0,,0.625,1.0,0.75,0.7142857142857143,0.7142857142857143,0.13333333333333333,0.5,0.5,0.3333333333333333,0.4,0.4,0.8333333333333334,0.4,3.0,,,,,4.0,,4.0,4.0,,,,0.5,0.5,0.3333333333333333,,0.18181818181818182,0.3333333333333333,,,,,0.4801,0.06349206349206349,1.0,,,,,,0.01818181818181818,,,,,,3.0,1.0,1.0,,1.0,,,,,,1.0,,,,2.0,4.0,,0.5,,,3.0,2.0,3.0,2.0,0.6666666666666666,,,1.0,,,,,2.0,,4.0,,,,,,,0.25,,,,,1.0,,,,,0.5,,,,,3.0,,,,1.0,,,,,,,,2.0,0.6666666666666666,,,,,,,,,,,2.0,,1610612761,2020,2019-20,False
1626178-1627775-1627832-1629744-201586,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, Matt Thomas, Serge Ibaka","Hollis-Jefferson, McCaw, VanVleet, Thomas, Ibaka",1626178-1627775-1627832-1629744-201586,TOR,92.0,1,2.0,3.0,2.0,,5.0,1.0,1.0,,1.0,,,1.0,2.0,,,4.0,,2.0,,,,1.0,,1.0,,,2.0,1.0,1.0,2.0,2.0,,,,2.0,1.0,2.0,,1.0,4.0,1.0,1.0,,,,0.5,0.5,0.6666666666666666,,,,1.0,0.5,0.6666666666666666,1.0,1.0,78.26086956521739,12.333333333333334,27.5,12.333333333333334,25.0,0.5,1.0,1.0,0.5,,,,,,,,0.5,0.5075,0.3333333333333333,0.3333333333333333,5.15,,4.0,,,,,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1627832-200768-201586,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, Fred VanVleet, Kyle Lowry, Serge Ibaka","Hollis-Jefferson, McCaw, VanVleet, Lowry, Ibaka",1626178-1627775-1627832-200768-201586,TOR,1122.0,5,19.0,36.0,38.0,17.0,74.0,3.0,6.0,2.0,6.0,1.0,4.0,7.0,16.0,5.0,15.0,36.0,49.0,10.0,4.0,12.0,1.0,5.0,4.0,9.0,1.0,2.0,22.0,3.0,8.0,13.0,17.0,3.0,2.0,5.0,10.0,8.0,8.0,,2.0,36.0,0.7142857142857143,0.7142857142857143,0.8,0.3333333333333333,0.35714285714285715,0.4375,0.46774193548387094,0.5147058823529411,0.4838709677419355,0.0625,0.16666666666666666,0.6666666666666666,0.6,0.6470588235294118,0.4,1.0,94.97326203208557,16.63888888888889,13.763157894736842,15.5,12.631578947368421,0.1935483870967742,0.5,0.6,0.1935483870967742,0.3333333333333333,0.3333333333333333,1.0,0.12903225806451613,0.25,0.25,1.0,0.6774193548387096,0.5058483333333333,0.08823529411764706,0.1111111111111111,8.13125,27.02,-13.0,2.0,4.0,4.0,11.0,7.0,10.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,7.0,1.0,0.42857142857142855,1.0,0.8,0.5,1.0,0.12903225806451613,0.5,0.5,0.3548387096774194,0.36363636363636365,0.36363636363636365,0.75,0.4,2.0,,1.0,,3.0,,1.0,3.0,4.0,,,,,,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,,0.25,,,0.5259333333333334,,9.0,1.0,9.0,,0.5,0.25,0.25,2.0,4.0,2.0,5.0,,1.0,2.0,,9.0,9.0,,0.4,0.5,,,1.0,0.5,0.5,0.5004428571428571,,1.0,,,0.3333333333333333,1.0,1.0,1.0,1.0,,,0.125,,,1.0,2.0,1.0,3.0,,,1.0,2.0,3.0,0.3333333333333333,,,0.5,,,0.25,0.5,1.0,,2.0,,1.0,,0.25,0.058823529411764705,0.5,,,3.0,,,,,,,,1.0,1.0,,1.0,,,,,1.0,0.0625,,,,,,,1.0,,1610612761,2020,2019-20,False
1626178-1627775-1628384-1628449-1629056,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, OG Anunoby, Chris Boucher, Terence Davis","Hollis-Jefferson, McCaw, Anunoby, Boucher, Davis",1626178-1627775-1628384-1628449-1629056,TOR,12.0,2,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1628384-1628449-200768,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, OG Anunoby, Chris Boucher, Kyle Lowry","Hollis-Jefferson, McCaw, Anunoby, Boucher, Lowry",1626178-1627775-1628384-1628449-200768,TOR,357.0,3,6.0,12.0,14.0,2.0,26.0,2.0,3.0,1.0,1.0,,2.0,4.0,6.0,,5.0,9.0,21.0,6.0,2.0,,,3.0,,3.0,,,6.0,2.0,1.0,3.0,4.0,1.0,,4.0,4.0,1.0,1.0,,,9.0,0.75,0.75,,,,0.6666666666666666,0.36363636363636365,0.36363636363636365,0.45454545454545453,,,0.5,0.5,0.5,,,104.87394957983193,17.666666666666668,10.357142857142858,17.583333333333332,10.071428571428571,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.09090909090909091,1.0,1.0,,0.18181818181818182,,,,0.7272727272727273,0.5442772727272728,,,8.016666666666667,25.14,-12.0,1.0,2.0,,3.0,1.0,3.0,,,2.0,,1.0,,1.0,2.0,,0.5,,0.5,0.6666666666666666,1.0,0.18181818181818182,0.5,0.5,0.2727272727272727,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,0.5,,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,0.16666666666666666,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1610612761,2020,2019-20,False
1626178-1627775-1628384-1629056-1629744,1610612761,"Rondae Hollis-Jefferson, Patrick McCaw, OG Anunoby, Terence Davis, Matt Thomas","Hollis-Jefferson, McCaw, Anunoby, Davis, Thomas",1626178-1627775-1628384-1629056-1629744,TOR,229.0,1,4.0,8.0,8.0,,16.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,5.0,8.0,7.0,2.0,,6.0,,1.0,2.0,3.0,1.0,,8.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,8.0,1.0,1.0,1.0,0.4,0.4,0.5,0.5714285714285714,0.5714285714285714,0.7142857142857143,,,1.0,1.0,1.0,1.0,,100.61135371179039,16.625,12.0,16.625,12.0,,,,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,0.7142857142857143,0.5025428571428571,,,12.25,26.04,1.0,1.0,1.0,1.0,4.0,,4.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,0.14285714285714285,1.0,1.0,0.5714285714285714,0.25,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1610612761,2020,2019-20,False
