EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,Minutes,PlusMinus,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGA,PenaltyArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,Arc3Assists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Travels,PenaltyFg3Pct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LongMidRangeFGM,SecondChanceFtPoints,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,SecondChanceTurnovers,OffFTReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,ShortMidRangePctBlocked,BlockedLongMidRange,Charge Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,LongMidRangeAssists,LongMidRangePctAssisted,3SecondViolations,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,SecondChanceArc3FGM,BlockedCorner3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
101150-1626149-1629013-202331-202694,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Paul George, Marcus Morris Sr.","Williams, Harrell, Shamet, George, Morris Sr.",101150-1626149-1629013-202331-202694,LAC,13.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,221.53846153846152,8.0,5.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1629013-202331-202704,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Paul George, Reggie Jackson","Williams, Harrell, Shamet, George, Jackson",101150-1626149-1629013-202331-202704,LAC,246.0,2,7.0,8.0,,,15.0,1.0,2.0,,,,1.0,,,87.8048780487805,17.285714285714285,15.625,17.285714285714285,12.875,,4.0,-8.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,6.0,14.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.5,0.5,0.5,0.6,0.6,0.8,0.5,0.25,1.0,0.4,0.5,1.0,0.2,0.2,1.0,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,0.8,0.3333333333333333,0.5068900000000001,22.2,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1629013-202331-203210,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Paul George, JaMychal Green","Williams, Harrell, Shamet, George, Green",101150-1626149-1629013-202331-203210,LAC,548.0,4,21.0,20.0,17.0,12.0,41.0,2.0,4.0,4.0,5.0,,6.0,,17.0,107.73722627737227,13.761904761904763,12.95,13.761904761904763,12.7,0.8095238095238095,9.0,-10.0,1.0,,1.0,,6.0,9.0,,7.0,18.0,28.0,,,5.0,,,1.0,,2.0,2.0,4.0,8.0,9.0,2.0,1.0,1.0,1.0,,2.0,16.0,,,,0.375,0.45,0.4375,0.5,0.5714285714285714,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0625,0.0625,,,,0.375,,,0.6875,,0.4910333333333333,7.5,31.785714285714285,1.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,6.0,6.0,1.0,1.0,2.0,5.0,7.0,5.0,6.0,16.0,2.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,16.0,2.0,2.0,0.16666666666666666,0.2,0.6666666666666666,1.0,0.7142857142857143,1.0,0.4166666666666667,1.0,0.5,0.1111111111111111,0.25,1.0,0.3333333333333333,0.1111111111111111,1.0,0.5,0.125,0.5,0.25,0.75,1.0,0.3333333333333333,0.25,0.75,0.75,1.0,1.0,0.3333333333333333,0.75,0.08333333333333333,0.3333333333333333,0.587,0.5068409090909091,0.2222222222222222,0.36363636363636365,0.1111111111111111,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1629013-202694-202695,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Marcus Morris Sr., Kawhi Leonard","Williams, Harrell, Shamet, Morris Sr., Leonard",101150-1626149-1629013-202694-202695,LAC,530.0,6,18.0,20.0,13.0,9.0,38.0,3.0,4.0,3.0,4.0,,2.0,1.0,13.0,103.24528301886792,13.5,14.35,13.222222222222221,13.9,0.7222222222222222,9.0,1.0,1.0,2.0,4.0,1.0,2.0,12.0,3.0,6.0,19.0,18.0,9.0,,2.0,1.0,3.0,5.0,2.0,13.0,3.0,4.0,8.0,12.0,1.0,1.0,,,,,19.0,1.0,0.5,0.5,0.5277777777777778,0.5277777777777778,0.3333333333333333,0.25,0.8,0.5,0.6363636363636364,1.0,0.6,0.05555555555555555,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,0.5,0.5,0.8888888888888888,0.5,0.5112833333333333,4.183333333333334,23.849999999999998,3.0,4.0,10.0,,3.0,3.0,9.0,1.0,1.0,3.0,2.0,5.0,,,3.0,,3.0,9.0,5.0,,12.0,4.0,6.0,,,,2.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,12.0,1.0,,0.4,0.4,0.4166666666666667,,0.3333333333333333,,0.42857142857142855,,0.42857142857142855,,,1.0,0.42857142857142855,0.4444444444444444,,0.5,0.2222222222222222,,0.5555555555555556,0.4,0.4,0.5,0.05555555555555555,1.0,1.0,0.75,,0.6428571428571429,0.3333333333333333,0.21428571428571427,0.14285714285714285,0.4659,0.5116571428571428,,,,0.631578947368421,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1629013-202694-202704,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Marcus Morris Sr., Reggie Jackson","Williams, Harrell, Shamet, Morris Sr., Jackson",101150-1626149-1629013-202694-202704,LAC,3.0,1,,1.0,,1.0,1.0,,,,,,,,,480.0,,2.0,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,63.1,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1629013-202695-202704,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Kawhi Leonard, Reggie Jackson","Williams, Harrell, Shamet, Leonard, Jackson",101150-1626149-1629013-202695-202704,LAC,195.0,2,8.0,6.0,7.0,6.0,14.0,,1.0,1.0,1.0,,1.0,,7.0,103.38461538461539,10.75,18.166666666666668,10.75,16.166666666666668,0.875,3.0,-8.0,1.0,1.0,1.0,,,5.0,1.0,1.0,5.0,13.0,3.0,,,,1.0,1.0,1.0,3.0,,,,,1.0,,,,,,5.0,1.0,1.0,1.0,0.25,0.35714285714285715,0.16666666666666666,1.0,,,,,,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,,,0.3333333333333333,,0.47547500000000004,10.82,23.3,,,1.0,,,,1.0,,3.0,1.0,,,2.0,,,,,5.0,1.0,,3.0,,,,,,,,,,,,,,1.0,,,,,2.0,,1.0,,,,,,3.0,,,,,,,,,0.25,,0.25,,,,,,,,,,0.16666666666666666,,,,0.5,,,,,0.16666666666666666,,0.16666666666666666,,,0.47547500000000004,0.14285714285714285,0.16666666666666666,,0.6,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1629013-202695-203210,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Kawhi Leonard, JaMychal Green","Williams, Harrell, Shamet, Leonard, Green",101150-1626149-1629013-202695-203210,LAC,724.0,6,27.0,23.0,14.0,15.0,50.0,3.0,5.0,2.0,5.0,2.0,5.0,,14.0,99.4475138121547,14.777777777777779,14.130434782608695,14.11111111111111,13.652173913043478,0.5185185185185185,12.0,-13.0,3.0,1.0,3.0,,7.0,11.0,1.0,10.0,16.0,29.0,3.0,,7.0,,1.0,2.0,1.0,5.0,4.0,1.0,5.0,8.0,2.0,1.0,2.0,,,,14.0,1.0,0.1,0.1,0.2619047619047619,0.3076923076923077,0.47619047619047616,0.4,1.0,0.5,0.5555555555555556,1.0,0.5,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.6190476190476191,,0.4750261904761905,9.354545454545455,24.630000000000003,3.0,1.0,3.0,,,1.0,3.0,2.0,5.0,1.0,3.0,4.0,5.0,,1.0,2.0,3.0,8.0,4.0,3.0,9.0,2.0,6.0,,,1.0,1.0,,2.0,,3.0,,2.0,1.0,,,2.0,,1.0,10.0,,4.0,1.0,,,,,9.0,,1.0,0.25,0.25,0.36363636363636365,,0.375,,0.25,0.5,0.3,0.09090909090909091,0.3333333333333333,,0.2857142857142857,0.13333333333333333,0.3333333333333333,,,,0.14285714285714285,0.3333333333333333,0.5,,0.23809523809523808,0.4,0.4,,,0.25,0.3333333333333333,0.08333333333333333,0.25,0.3754,0.44754166666666667,0.16,0.26666666666666666,0.125,0.5625,,,,,,,,,,,,0.5,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1629013-202704-203210,1610612746,"Lou Williams, Montrezl Harrell, Landry Shamet, Reggie Jackson, JaMychal Green","Williams, Harrell, Shamet, Jackson, Green",101150-1626149-1629013-202704-203210,LAC,187.0,2,7.0,7.0,,7.0,14.0,,,,2.0,,1.0,,,107.80748663101605,15.428571428571429,11.285714285714286,14.857142857142858,11.0,,3.0,-7.0,,,1.0,,1.0,6.0,,2.0,6.0,13.0,,,1.0,,,1.0,,2.0,,,,1.0,,,,,,,4.0,,,,0.375,0.375,0.25,,,,,,,,0.125,,,,0.125,,,0.75,,0.53160625,4.633333333333334,24.25,1.0,2.0,4.0,1.0,1.0,,,1.0,2.0,,,3.0,,1.0,1.0,2.0,,,,,,2.0,4.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,0.3333333333333333,0.5,1.0,,1.0,,1.0,,0.16666666666666666,0.25,,,0.25,,,0.3333333333333333,,0.5,0.5,0.6666666666666666,0.5,0.25,0.5,0.5,1.0,1.0,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1629611-201976-203585,1610612746,"Lou Williams, Montrezl Harrell, Terance Mann, Patrick Beverley, Rodney McGruder","Williams, Harrell, Mann, Beverley, McGruder",101150-1626149-1629611-201976-203585,LAC,84.0,1,3.0,3.0,,3.0,6.0,,,,1.0,,,,,102.85714285714286,7.333333333333333,20.666666666666668,7.333333333333333,20.666666666666668,,1.0,5.0,,,,1.0,1.0,2.0,1.0,1.0,7.0,2.0,,3.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,,,,,,,7.0,,1.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,,,1.0,1.0,,1.0,,,,,,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5366666666666667,3.0,25.2,,1.0,1.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
101150-1626149-1629611-202331-203210,1610612746,"Lou Williams, Montrezl Harrell, Terance Mann, Paul George, JaMychal Green","Williams, Harrell, Mann, George, Green",101150-1626149-1629611-202331-203210,LAC,168.0,1,6.0,6.0,,1.0,12.0,,2.0,,4.0,,2.0,,,102.85714285714286,11.5,16.5,11.5,16.0,,3.0,,,,,,2.0,3.0,,2.0,7.0,7.0,,,2.0,,,,,,,2.0,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,7.0,,,,0.6,0.7,0.4,1.0,1.0,,1.0,1.0,,,,,,,0.4,,,1.0,,0.5532199999999999,2.6333333333333333,24.8,,3.0,3.0,,,,,,,,,3.0,1.0,,,,,,,,,,6.0,,,,,,,1.0,,,,,1.0,,3.0,,,2.0,2.0,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,0.5,,,,,,1.0,0.6,1.0,1.0,,,,,,,,,,,,,0.4,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2020,2019-20,False
