EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,FoulsDrawn,Offensive Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,TwoPtShootingFoulsDrawn,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,Corner3FGM,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedAtRim,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyPointsPct,LostBallSteals,PenaltyAtRimFGA,PenaltyCorner3FGA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyAtRimFGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,PenaltyFg3Pct,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyTurnovers,Loose Ball Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,HeaveAttempts,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyCorner3FGM,Travels,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,Fg3aBlocked,Charge Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,team_id,year,season,team_vs
1626168-1627749-1627751-1627854-1628401,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Bryn Forbes, Derrick White","Lyles, Murray, Poeltl, Forbes, White",1626168-1627749-1627751-1627854-1628401,SAS,70.0,1,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,0.75,82.28571428571428,19.5,15.5,19.5,15.5,1.0,0.3101,0.3101,0.5,1.0,12.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
1626168-1627749-1627751-1627854-1629022,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Bryn Forbes, Lonnie Walker IV","Lyles, Murray, Poeltl, Forbes, Walker IV",1626168-1627749-1627751-1627854-1629022,SAS,389.0,5,6.0,-11.0,10.0,13.0,,6.0,23.0,4.0,9.0,,6.0,17.0,,2.0,1.0,,,4.0,,0.2727272727272727,85.14138817480719,17.1,16.76923076923077,16.2,15.692307692307692,0.36363636363636365,0.48613636363636364,,,,9.055555555555555,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,0.5,0.2727272727272727,0.5,0.5,0.18181818181818182,1.0,0.16666666666666666,0.5,0.5,0.8,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,1.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.5,1.0,0.45454545454545453,0.4501,0.3333333333333333,23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
1626168-1627749-1627751-1627854-201158,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Bryn Forbes, Marco Belinelli","Lyles, Murray, Poeltl, Forbes, Belinelli",1626168-1627749-1627751-1627854-201158,SAS,25.0,1,,-2.0,,1.0,,,1.0,,,,,2.0,,1.0,,2.0,,,,,57.599999999999994,,17.0,,17.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
1626168-1627749-1627751-1627854-201942,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Bryn Forbes, DeMar DeRozan","Lyles, Murray, Poeltl, Forbes, DeRozan",1626168-1627749-1627751-1627854-201942,SAS,2433.0,18,41.0,20.0,87.0,87.0,1.0,1.0,174.0,32.0,57.0,8.0,104.0,84.0,1.0,12.0,1.0,11.0,,95.0,1.0,0.6204819277108434,102.98397040690506,14.045977011494253,13.919540229885058,13.597701149425287,13.298850574712644,0.4050632911392405,0.4935835443037975,0.49535,0.07228915662650602,,8.389473684210525,0.011494252873563218,9.0,10.0,14.0,,1.0,15.0,11.0,2.0,20.0,30.0,22.0,4.0,6.0,9.0,28.0,32.0,2.0,20.0,14.0,26.0,6.0,6.0,64.0,3.0,6.0,17.0,21.0,40.0,9.0,49.0,5.0,,14.0,12.0,14.0,8.0,2.0,8.0,6.0,,0.4666666666666667,0.4827586206896552,0.5263157894736842,0.6666666666666666,0.6075949367088608,0.6666666666666666,0.6428571428571429,0.27848101265822783,0.7777777777777778,0.2222222222222222,0.8095238095238095,0.3,0.7916666666666666,0.24324324324324326,0.17647058823529413,,0.625,1.0,0.75,0.17721518987341772,0.7142857142857143,0.8333333333333334,0.6,0.46875,0.5,0.4,0.13924050632911392,0.02531645569620253,0.25316455696202533,0.16666666666666666,,0.45569620253164556,0.43212,0.08653846153846154,25.99090909090909,6.0,0.09836065573770492,5.0,1.0,11.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,36.0,11.0,4.0,12.0,11.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,0.5454545454545454,0.5454545454545454,1.0,0.5,0.5,0.07017543859649122,0.14285714285714285,0.0625,0.6428571428571429,1.0,0.25,0.3333333333333333,0.3333333333333333,0.7857142857142857,1.0,0.7777777777777778,0.030303030303030304,0.45454545454545453,0.45454545454545453,0.4,0.5,0.5,1.0,0.55,0.55,1.0,0.5,0.55,0.028846153846153848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
1626168-1627749-1627751-1627854-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Bryn Forbes, Patty Mills","Lyles, Murray, Poeltl, Forbes, Mills",1626168-1627749-1627751-1627854-201988,SAS,107.0,2,2.0,-2.0,4.0,2.0,1.0,,6.0,2.0,4.0,,6.0,8.0,1.0,,,,,6.0,1.0,0.75,80.74766355140187,19.25,15.0,17.25,15.0,0.5,0.418125,0.4161,,,13.725,0.25,1.0,,,,,2.0,2.0,,,3.0,,,,,2.0,4.0,,,1.0,1.0,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.75,,0.75,,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,0.5,0.5,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
1626168-1627749-1627751-1628401-201942,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Derrick White, DeMar DeRozan","Lyles, Murray, Poeltl, White, DeRozan",1626168-1627749-1627751-1628401-201942,SAS,258.0,1,4.0,9.0,10.0,9.0,,,19.0,5.0,6.0,1.0,11.0,2.0,,3.0,,2.0,,11.0,,0.7857142857142857,106.04651162790698,8.3,19.444444444444443,8.3,19.444444444444443,0.8333333333333334,0.4213,,0.14285714285714285,,10.75,,,,,,,4.0,1.0,,,5.0,,,,,4.0,6.0,,,2.0,2.0,,1.0,4.0,,,4.0,2.0,6.0,,6.0,2.0,,2.0,,1.0,,,,,,0.4,0.4,0.8333333333333334,,0.8333333333333334,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,0.8,0.8,0.25,0.16666666666666666,,,,,,,,,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
1626168-1627749-1627751-1629022-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, Patty Mills","Lyles, Murray, Poeltl, Walker IV, Mills",1626168-1627749-1627751-1629022-201988,SAS,784.0,4,13.0,6.0,27.0,25.0,7.0,11.0,52.0,3.0,20.0,5.0,36.0,30.0,3.0,6.0,,7.0,,32.0,7.0,0.5625,95.51020408163265,13.777777777777779,16.48,12.925925925925926,16.2,0.10344827586206896,0.5161362068965517,0.4629714285714286,0.0967741935483871,,7.32,0.25925925925925924,5.0,7.0,11.0,1.0,4.0,2.0,6.0,2.0,7.0,11.0,9.0,1.0,4.0,4.0,8.0,14.0,2.0,7.0,4.0,7.0,3.0,,17.0,2.0,3.0,4.0,2.0,9.0,5.0,14.0,,,,4.0,5.0,2.0,,2.0,,,0.36363636363636365,0.4,0.55,0.25,0.5344827586206896,0.25,0.4,0.3103448275862069,0.4,0.375,0.8,0.4,0.6,0.38461538461538464,1.0,,1.0,,,0.3793103448275862,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.20689655172413793,0.06896551724137931,0.2413793103448276,1.0,0.25,0.6896551724137931,0.5997,0.1111111111111111,25.51111111111111,3.0,0.13636363636363635,2.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,9.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,,,,,,,,,1.0,,2.0,,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.1875,0.05,,,,1.0,0.25,0.3333333333333333,0.5,0.25,,1.0,0.07692307692307693,0.3333333333333333,0.4,0.5,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,1.0,0.42857142857142855,0.2857142857142857,0.08333333333333333,,1.0,1.0,1.0,1.0,0.16666666666666666,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
1626168-1627749-1627751-201158-201942,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Marco Belinelli, DeMar DeRozan","Lyles, Murray, Poeltl, Belinelli, DeRozan",1626168-1627749-1627751-201158-201942,SAS,31.0,1,1.0,-3.0,1.0,1.0,,,2.0,,,,,3.0,,,,,,,,,92.9032258064516,26.0,5.0,26.0,5.0,,0.40965,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
1626168-1627749-1627751-201158-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, Marco Belinelli, Patty Mills","Lyles, Murray, Poeltl, Belinelli, Mills",1626168-1627749-1627751-201158-201988,SAS,580.0,2,10.0,18.0,23.0,24.0,10.0,7.0,47.0,3.0,15.0,3.0,34.0,16.0,4.0,6.0,,3.0,,28.0,10.0,0.6071428571428571,116.6896551724138,10.608695652173912,14.0,9.91304347826087,13.458333333333334,0.1111111111111111,0.5670185185185185,0.54562,0.037037037037037035,,7.086666666666667,0.43478260869565216,3.0,6.0,8.0,3.0,4.0,1.0,4.0,1.0,11.0,8.0,12.0,3.0,4.0,6.0,6.0,10.0,4.0,11.0,3.0,8.0,1.0,1.0,21.0,2.0,3.0,6.0,7.0,13.0,5.0,18.0,,,,2.0,3.0,1.0,,1.0,1.0,,0.375,0.5,0.5333333333333333,0.75,0.5740740740740741,0.6,0.6,0.4444444444444444,0.7,0.42857142857142855,1.0,0.2857142857142857,0.8125,0.35714285714285715,0.5,,0.6,1.0,1.0,0.2962962962962963,0.75,0.8571428571428571,0.16666666666666666,0.3333333333333333,0.5,1.0,0.14814814814814814,0.037037037037037035,0.4074074074074074,0.8,0.75,0.7407407407407407,0.6377833333333334,0.17647058823529413,25.775000000000002,1.0,0.06666666666666667,1.0,,5.0,6.0,5.0,,4.0,6.0,2.0,19.0,15.0,5.0,2.0,5.0,5.0,,1.0,,,3.0,3.0,,,,,,,,1.0,1.0,,1.0,,19.0,1.0,0.4166666666666667,0.4166666666666667,1.0,0.85,0.8636363636363636,0.13333333333333333,0.125,0.3333333333333333,,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,0.25,0.25,1.0,,,,0.45454545454545453,0.45454545454545453,1.0,0.6,0.45454545454545453,0.5588235294117647,,2.0,,1.0,1.0,,0.2,,2.0,1.0,3.0,1.0,3.0,0.5,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
1626168-1627749-1627751-201942-201988,1610612759,"Trey Lyles, Dejounte Murray, Jakob Poeltl, DeMar DeRozan, Patty Mills","Lyles, Murray, Poeltl, DeRozan, Mills",1626168-1627749-1627751-201942-201988,SAS,824.0,7,14.0,-24.0,26.0,29.0,4.0,7.0,55.0,7.0,16.0,,26.0,50.0,3.0,2.0,1.0,,,21.0,4.0,0.52,96.11650485436894,16.96153846153846,13.206896551724139,16.692307692307693,12.827586206896552,0.28,0.502116,0.3752,,,10.3875,0.15384615384615385,3.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,8.0,10.0,9.0,1.0,2.0,5.0,10.0,10.0,2.0,8.0,5.0,7.0,1.0,2.0,16.0,,3.0,1.0,4.0,5.0,3.0,8.0,,,4.0,6.0,11.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5555555555555556,0.625,0.5,0.52,0.8333333333333334,0.8333333333333334,0.36,0.8,0.5,0.5,,0.7142857142857143,0.23076923076923078,0.6666666666666666,,0.6666666666666666,1.0,1.0,0.16,0.75,0.75,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.5,0.2,0.04,0.32,0.3333333333333333,1.0,0.52,0.5069,0.19230769230769232,25.355555555555554,,,3.0,,2.0,,2.0,,1.0,,,2.0,6.0,2.0,1.0,2.0,2.0,,2.0,,1.0,2.0,2.0,4.0,,2.0,,2.0,,,,,,1.0,,2.0,1.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0625,,0.14285714285714285,1.0,,1.0,,,1.0,1.0,,0.08333333333333333,0.6,0.6,0.6666666666666666,,,,0.25,0.25,1.0,,0.25,0.07692307692307693,,,,,,,,,,1.0,,1.0,,,0.3333333333333333,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2020,2019-20,False
