EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,DeadBallTurnovers,Travels,Turnovers,DefShortMidRangeReboundPct,Corner3Frequency,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,OffThreePtRebounds,OffRebounds,Offensive Fouls,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffTwoPtRebounds,SelfOReb,SecondChanceFg2Pct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Fg2aBlocked,FTDefRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,HeaveAttempts,PenaltyCorner3FGA,LostBallTurnovers,PenaltyTurnovers,PenaltyCorner3Frequency,SecondChanceFtPoints,ShortMidRangeAssists,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,AtRimPctBlocked,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,Fg3aBlocked,SecondChanceTurnovers,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedArc3,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Corner3FGM,PenaltyCorner3FGM,DefensiveGoaltends,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,Corner3PctBlocked,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3Assists,Defensive 3 Seconds Violations,Corner3PctAssisted,Charge Fouls,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls Drawn,OffFTReboundPct,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,3SecondViolations,LongMidRangePctBlocked,team_id,year,season,team_vs
1626147-1627747-1627789-1629058-201599,1610612751,"Justin Anderson, Caris LeVert, Timothe Luwawu-Cabarrot, Dzanan Musa, DeAndre Jordan","Anderson, LeVert, Luwawu-Cabarrot, Musa, Jordan",1626147-1627747-1627789-1629058-201599,BKN,340.0,1,6.0,7.0,12.0,12.0,7.0,8.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,17.0,10.0,2.0,2.0,2.0,3.0,3.0,13.0,4.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,4.0,2.0,6.0,6.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,17.0,13.0,7.0,2.0,0.6666666666666666,0.6666666666666666,0.5,0.4,0.6666666666666666,0.4,0.75,1.0,0.6666666666666666,1.0,0.7083333333333334,0.9285714285714286,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6,1.0,101.6470588235294,0.5,11.25,17.083333333333332,11.25,16.083333333333332,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.5555555555555556,0.4,0.4,0.5,0.2,1.0,0.6,0.6666666666666666,0.6666666666666666,0.4,0.4906,0.55196,0.1,0.2,0.7647058823529411,9.475,26.0,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627747-1627789-1629066-204020,1610612751,"Justin Anderson, Caris LeVert, Timothe Luwawu-Cabarrot, Rodions Kurucs, Tyler Johnson","Anderson, LeVert, Luwawu-Cabarrot, Kurucs, Johnson",1626147-1627747-1627789-1629066-204020,BKN,38.0,1,1.0,-3.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.78947368421053,,23.0,15.0,23.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627747-1628386-203925-204020,1610612751,"Justin Anderson, Caris LeVert, Jarrett Allen, Joe Harris, Tyler Johnson","Anderson, LeVert, Allen, Harris, Johnson",1626147-1627747-1628386-203925-204020,BKN,104.0,1,2.0,-3.0,3.0,3.0,,,6.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,2.0,5.0,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,,0.5,,0.5,,0.5,1.0,,1.0,,,,83.07692307692308,,14.333333333333334,20.333333333333332,14.333333333333334,20.333333333333332,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,0.62185,,,,,1.6,23.2,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627747-1629058-201599-203925,1610612751,"Justin Anderson, Caris LeVert, Dzanan Musa, DeAndre Jordan, Joe Harris","Anderson, LeVert, Musa, Jordan, Harris",1626147-1627747-1629058-201599-203925,BKN,247.0,1,4.0,,9.0,9.0,,,18.0,1.0,2.0,,,,2.0,,,1.0,4.0,,,1.0,4.0,1.0,4.0,1.0,6.0,6.0,,,,,,,2.0,,3.0,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,3.0,,,,1.0,1.0,1.0,0.25,,0.25,0.25,,0.3125,,0.3333333333333333,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,104.93927125506075,,12.777777777777779,14.666666666666666,12.666666666666666,14.666666666666666,0.25,0.5,0.5,1.0,0.25,,,,,,,0.5,0.25,0.25,1.0,,,,,0.75,0.25,0.52260625,,0.1111111111111111,0.2,,3.175,25.525,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627747-1629066-202066-204020,1610612751,"Justin Anderson, Caris LeVert, Rodions Kurucs, Garrett Temple, Tyler Johnson","Anderson, LeVert, Kurucs, Temple, Johnson",1626147-1627747-1629066-202066-204020,BKN,41.0,1,1.0,2.0,1.0,,1.0,,1.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,1.0,3.0,,,,2.0,,1.0,3.0,,,,2.0,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,35.1219512195122,,20.0,,19.0,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,0.6666666666666666,0.5,,,0.6666666666666666,,0.5309666666666667,0.5309666666666667,,,1.0,4.166666666666667,,1.0,,,,,,,1.0,,,,,2.0,,2.0,,,,0.5,0.5,,1.0,,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.6161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627789-1628386-1629058-1629066,1610612751,"Justin Anderson, Timothe Luwawu-Cabarrot, Jarrett Allen, Dzanan Musa, Rodions Kurucs","Anderson, Luwawu-Cabarrot, Allen, Musa, Kurucs",1626147-1627789-1628386-1629058-1629066,BKN,266.0,1,4.0,2.0,10.0,10.0,7.0,6.0,20.0,2.0,3.0,2.0,3.0,,2.0,,1.0,1.0,5.0,,2.0,2.0,6.0,1.0,5.0,,7.0,5.0,2.0,6.0,,2.0,,4.0,2.0,2.0,3.0,,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,1.0,2.0,4.0,3.0,1.0,3.0,2.0,,,,,,,,,5.0,4.0,7.0,,0.5,1.0,1.0,0.2,,0.2,0.3333333333333333,0.3333333333333333,0.3181818181818182,0.25,0.3181818181818182,0.25,0.45454545454545453,0.5,,0.5,0.5,,,108.27067669172932,,13.4,13.2,12.3,13.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,,,0.09090909090909091,,,,0.45454545454545453,0.2,0.2,1.0,0.375,0.6666666666666666,0.25,,0.7272727272727273,0.2,0.5047863636363636,0.5178875,,,0.5714285714285714,6.6499999999999995,26.080000000000002,0.7,,,,1.0,,,2.0,,,,,2.0,1.0,2.0,,,,0.5,0.5,0.25,0.2857142857142857,0.25,,,,0.2857142857142857,1.0,1.0,1.0,2.0,2.0,1.0,,0.5,0.3333333333333333,1.0,,,0.5,1.0,0.5164,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.16666666666666666,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627789-1629058-1629185-1629725,1610612751,"Justin Anderson, Timothe Luwawu-Cabarrot, Dzanan Musa, Chris Chiozza, Jeremiah Martin","Anderson, Luwawu-Cabarrot, Musa, Chiozza, Martin",1626147-1627789-1629058-1629185-1629725,BKN,25.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,57.599999999999994,,,23.0,,23.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,66.2,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627789-1629058-1629185-1629743,1610612751,"Justin Anderson, Timothe Luwawu-Cabarrot, Dzanan Musa, Chris Chiozza, Donta Hall","Anderson, Luwawu-Cabarrot, Musa, Chiozza, Hall",1626147-1627789-1629058-1629185-1629743,BKN,108.0,1,2.0,-1.0,6.0,6.0,6.0,,12.0,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,2.0,2.0,2.0,3.0,,1.0,,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,2.0,3.0,3.0,2.0,1.0,,1.0,2.0,1.0,,,,,,,2.0,2.0,6.0,,,,,,,,,,,,0.25,0.25,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,,160.0,,7.833333333333333,10.166666666666666,7.833333333333333,9.666666666666666,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,0.3333333333333333,,1.0,,0.5842333333333333,0.5842333333333333,0.25,0.5,1.0,2.2,24.1,1.0,1.0,,,2.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,1.0,1.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627789-1629058-1629185-204020,1610612751,"Justin Anderson, Timothe Luwawu-Cabarrot, Dzanan Musa, Chris Chiozza, Tyler Johnson","Anderson, Luwawu-Cabarrot, Musa, Chiozza, Johnson",1626147-1627789-1629058-1629185-204020,BKN,261.0,1,4.0,-12.0,8.0,8.0,,,16.0,1.0,5.0,,,2.0,2.0,,3.0,,1.0,,,3.0,10.0,,1.0,2.0,8.0,20.0,,,,,,,4.0,2.0,,,1.0,,2.0,,2.0,,,,4.0,1.0,,1.0,4.0,,,2.0,2.0,2.0,2.0,,,,,1.0,,5.0,,,,0.6666666666666666,0.6666666666666666,,,,,0.3,,0.2727272727272727,,0.36363636363636365,,0.09090909090909091,,0.5,0.5,,,0.5,88.27586206896552,,19.125,13.5,18.25,12.375,0.45454545454545453,0.2,0.25,,0.18181818181818182,1.0,1.0,0.2727272727272727,,,,0.09090909090909091,,,,,,,,0.5454545454545454,,0.4955227272727273,,0.18181818181818182,0.2,,7.65,25.7,,,,,,,,2.0,,1.0,,1.0,3.0,,3.0,,,,0.3333333333333333,0.5,,0.375,,0.3333333333333333,,,0.375,1.0,2.0,1.0,2.0,,3.0,1.0,0.5,0.42857142857142855,0.5,,0.14285714285714285,0.6666666666666666,0.5,0.6056833333333334,1.0,,,,,2.0,,,0.1,,,,,,,,,1.0,2.0,2.0,1.0,1.0,0.2,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
1626147-1627789-1629058-1629725-1629743,1610612751,"Justin Anderson, Timothe Luwawu-Cabarrot, Dzanan Musa, Jeremiah Martin, Donta Hall","Anderson, Luwawu-Cabarrot, Musa, Martin, Hall",1626147-1627789-1629058-1629725-1629743,BKN,572.0,1,10.0,-17.0,23.0,23.0,3.0,18.0,46.0,2.0,2.0,,,,5.0,1.0,2.0,2.0,9.0,,,3.0,9.0,2.0,9.0,,12.0,29.0,,1.0,,,,,6.0,,6.0,,9.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,5.0,2.0,7.0,9.0,3.0,1.0,4.0,2.0,,,,1.0,1.0,,1.0,1.0,10.0,,3.0,,1.0,1.0,1.0,0.2222222222222222,,0.2222222222222222,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.5,1.0,0.625,0.7,1.0,0.5714285714285714,1.0,115.8041958041958,1.0,15.173913043478262,9.695652173913043,14.782608695652174,9.043478260869565,0.1111111111111111,1.0,1.0,1.0,0.2777777777777778,,,0.1111111111111111,0.5,0.5,1.0,0.5,0.2222222222222222,0.25,1.0,,,,,0.6111111111111112,0.2222222222222222,0.49206944444444445,0.3988,,,,9.3,26.755555555555556,0.13043478260869565,,4.0,1.0,6.0,1.0,,2.0,,,,,2.0,,2.0,1.0,,,1.0,1.0,,0.15384615384615385,,,,,0.16666666666666666,1.0,1.0,1.0,1.0,,2.0,,1.0,0.3333333333333333,,0.4,,1.0,1.0,0.6692,,,2.0,2.0,2.0,2.0,,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2020,2019-20,True
