EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg3aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,OffThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,PenaltyFG2M,ShortMidRangeAssists,Steals,BadPassSteals,2pt And 1 Free Throw Trips,PenaltyFg2Pct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,LongMidRangeAssists,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,DefensiveGoaltends,SecondChanceFg3Pct,AtRimPctBlocked,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,Travels,PenaltyTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceArc3FGM,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1626196-1627788-1629003-201143-202699,1610612755,"Josh Richardson, Furkan Korkmaz, Shake Milton, Al Horford, Tobias Harris","Richardson, Korkmaz, Milton, Horford, Harris",1626196-1627788-1629003-201143-202699,PHI,199.0,2,3.0,-7.0,7.0,7.0,4.0,14.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,11.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,101.30653266331657,1.0,16.0,12.428571428571429,16.0,12.428571428571429,0.3333333333333333,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.45895833333333336,9.225,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627788-1629003-202699-203954,1610612755,"Josh Richardson, Furkan Korkmaz, Shake Milton, Tobias Harris, Joel Embiid","Richardson, Korkmaz, Milton, Harris, Embiid",1626196-1627788-1629003-202699-203954,PHI,340.0,2,6.0,-3.0,11.0,11.0,11.0,22.0,3.0,4.0,4.0,1.0,2.0,3.0,9.0,2.0,9.0,12.0,2.0,2.0,,3.0,2.0,6.0,8.0,2.0,1.0,2.0,,2.0,,,,,,5.0,2.0,0.3333333333333333,0.4090909090909091,0.4090909090909091,0.18181818181818182,,,1.0,1.0,1.0,,1.0,93.17647058823529,,16.636363636363637,14.272727272727273,15.909090909090908,14.272727272727273,0.36363636363636365,0.75,0.75,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.5454545454545454,0.4358772727272727,6.766666666666667,27.1,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,1.0,2.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.2222222222222222,0.5,1.0,0.3333333333333333,0.2857142857142857,1.0,0.25,1.0,0.4,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.4445,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627788-1629680-202699-203954,1610612755,"Josh Richardson, Furkan Korkmaz, Matisse Thybulle, Tobias Harris, Joel Embiid","Richardson, Korkmaz, Thybulle, Harris, Embiid",1626196-1627788-1629680-202699-203954,PHI,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627788-201143-202692-202699,1610612755,"Josh Richardson, Furkan Korkmaz, Al Horford, Alec Burks, Tobias Harris","Richardson, Korkmaz, Horford, Burks, Harris",1626196-1627788-201143-202692-202699,PHI,439.0,4,7.0,-9.0,14.0,13.0,10.0,27.0,,2.0,3.0,3.0,5.0,,8.0,6.0,11.0,20.0,,5.0,,1.0,1.0,4.0,8.0,,,1.0,5.0,6.0,4.0,1.0,,1.0,,8.0,1.0,,0.21428571428571427,0.3235294117647059,0.42857142857142855,,,0.2,0.5,0.2857142857142857,0.3333333333333333,0.5,88.56492027334852,,17.571428571428573,14.846153846153847,16.428571428571427,13.923076923076923,0.14285714285714285,,,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.5714285714285714,0.4593857142857143,10.3625,25.633333333333336,2.0,,,1.0,2.0,,1.0,3.0,,6.0,,1.0,1.0,,2.0,2.0,1.0,,6.0,3.0,2.0,4.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,,0.375,0.125,0.3333333333333333,1.0,0.375,0.3333333333333333,,0.3333333333333333,,,,0.2,0.2,1.0,,,,0.2,0.524175,0.2727272727272727,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,3.0,2.0,5.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,9.0,7.0,2.0,0.4,0.375,0.45,1.0,0.25,0.6666666666666666,0.25,0.07142857142857142,1.0,1.0,1.0,0.5,0.125,1.0,0.5,0.25,0.5095125,0.06666666666666667,0.1111111111111111,0.8181818181818182,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627788-201143-202692-203954,1610612755,"Josh Richardson, Furkan Korkmaz, Al Horford, Alec Burks, Joel Embiid","Richardson, Korkmaz, Horford, Burks, Embiid",1626196-1627788-201143-202692-203954,PHI,4.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627788-201143-202699-203954,1610612755,"Josh Richardson, Furkan Korkmaz, Al Horford, Tobias Harris, Joel Embiid","Richardson, Korkmaz, Horford, Harris, Embiid",1626196-1627788-201143-202699-203954,PHI,21.0,1,,-2.0,1.0,1.0,1.0,2.0,,,,,1.0,,,1.0,,2.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,137.14285714285714,,14.0,7.0,14.0,7.0,,,,,,1.0,1.0,0.5484,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,0.5484,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1627788-202692-202699-203954,1610612755,"Josh Richardson, Furkan Korkmaz, Alec Burks, Tobias Harris, Joel Embiid","Richardson, Korkmaz, Burks, Harris, Embiid",1626196-1627788-202692-202699-203954,PHI,50.0,1,1.0,-2.0,1.0,2.0,2.0,3.0,,,,,1.0,,,1.0,,2.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,86.39999999999999,,16.0,17.0,16.0,16.0,,,,,,1.0,1.0,0.4794,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,0.4794,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1629003-1629680-201143-202699,1610612755,"Josh Richardson, Shake Milton, Matisse Thybulle, Al Horford, Tobias Harris","Richardson, Milton, Thybulle, Horford, Harris",1626196-1629003-1629680-201143-202699,PHI,247.0,2,4.0,6.0,7.0,7.0,5.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,14.0,8.0,4.0,1.0,,2.0,1.0,3.0,3.0,,,,1.0,1.0,3.0,,,,,14.0,,1.0,0.75,0.875,0.5,,,1.0,1.0,1.0,,1.0,81.61943319838058,,16.428571428571427,18.857142857142858,16.428571428571427,18.857142857142858,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5277583333333333,11.866666666666667,23.96666666666667,,,,,1.0,,,,2.0,3.0,,,,1.0,1.0,2.0,,,5.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,1.0,2.0,,,1.0,5.0,,,2.0,1.0,3.0,4.0,11.0,1.0,,,,,5.0,1.0,2.0,,11.0,6.0,1.0,0.3333333333333333,0.7,0.7857142857142857,,,,,0.3333333333333333,0.5,0.5,1.0,,0.4,0.5,0.2,,0.54213,0.16666666666666666,0.3333333333333333,0.7857142857142857,0.8571428571428571,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1629003-1629680-202699-203954,1610612755,"Josh Richardson, Shake Milton, Matisse Thybulle, Tobias Harris, Joel Embiid","Richardson, Milton, Thybulle, Harris, Embiid",1626196-1629003-1629680-202699-203954,PHI,1121.0,2,19.0,4.0,38.0,37.0,11.0,75.0,4.0,6.0,9.0,5.0,12.0,12.0,20.0,17.0,42.0,38.0,14.0,12.0,1.0,3.0,8.0,12.0,16.0,,,3.0,4.0,9.0,7.0,1.0,,1.0,,37.0,2.0,0.6,0.4864864864864865,0.5384615384615384,0.4594594594594595,0.058823529411764705,0.08333333333333333,0.8888888888888888,0.6,0.7857142857142857,1.0,0.6,96.34255129348796,,14.078947368421053,15.837837837837839,13.736842105263158,15.243243243243244,0.16216216216216217,0.6666666666666666,0.8,0.24324324324324326,0.13513513513513514,0.32432432432432434,0.6216216216216216,0.4944162162162162,8.97,25.941176470588236,3.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,10.0,6.0,2.0,2.0,1.0,5.0,2.0,7.0,1.0,,16.0,3.0,1.0,4.0,1.0,,0.4166666666666667,0.45454545454545453,0.5,0.23529411764705882,0.23529411764705882,1.0,0.8333333333333334,0.8333333333333334,0.05,,1.0,0.375,0.2,0.5,0.6666666666666666,0.8333333333333334,0.05555555555555555,,0.16666666666666666,0.18181818181818182,0.5,0.3333333333333333,1.0,,0.16666666666666666,0.6177666666666667,0.11904761904761904,5.0,2.0,5.0,,,,1.0,3.0,6.0,2.0,,2.0,1.0,3.0,,5.0,1.0,1.0,3.0,1.0,,7.0,5.0,,1.0,5.0,5.0,,0.3333333333333333,0.5,0.5,1.0,0.08333333333333333,,,0.13513513513513514,0.4,0.4,0.5,,,,0.6,0.3333333333333333,0.42211,0.1282051282051282,0.22727272727272727,0.11904761904761904,0.13157894736842105,,,6.0,2.0,1.0,4.0,5.0,3.0,3.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.4,,,1.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,1610612755,2020,2019-20,True
1626196-1629003-201143-202692-202699,1610612755,"Josh Richardson, Shake Milton, Al Horford, Alec Burks, Tobias Harris","Richardson, Milton, Horford, Burks, Harris",1626196-1629003-201143-202692-202699,PHI,644.0,3,11.0,-5.0,21.0,22.0,5.0,43.0,3.0,3.0,3.0,5.0,8.0,7.0,11.0,9.0,25.0,30.0,10.0,8.0,,4.0,4.0,9.0,13.0,2.0,,2.0,3.0,4.0,5.0,,,1.0,1.0,25.0,,0.6363636363636364,0.425,0.5,0.45,,,1.0,0.6666666666666666,0.8,1.0,0.75,96.14906832298138,1.0,13.571428571428571,16.318181818181817,12.952380952380953,15.909090909090908,0.15,1.0,1.0,0.15,0.25,0.4,0.6,0.4850825,10.754545454545454,25.677777777777777,4.0,,,1.0,1.0,,,,4.0,3.0,,1.0,2.0,2.0,1.0,3.0,1.0,1.0,7.0,3.0,1.0,4.0,,,0.2857142857142857,0.2857142857142857,1.0,0.1111111111111111,0.1111111111111111,,,,0.18181818181818182,,1.0,0.75,0.3333333333333333,,,1.0,,0.3333333333333333,0.125,0.125,1.0,,,,0.125,0.50535,,13.0,,1.0,,1.0,2.0,,4.0,8.0,2.0,,7.0,,5.0,4.0,12.0,,1.0,,,,9.0,3.0,2.0,,12.0,13.0,,,0.3333333333333333,0.39285714285714285,,0.125,1.0,0.14285714285714285,0.05,,,,1.0,0.08333333333333333,,0.3333333333333333,,0.4849666666666667,0.13636363636363635,0.23076923076923078,0.48,0.6190476190476191,2.0,2.0,2.0,2.0,4.0,,1.0,,1.0,0.5714285714285714,1.0,0.6666666666666666,0.6666666666666666,,0.4,0.6666666666666666,0.16666666666666666,1.0,,,,,1.0,1.0,,2.0,,,,,,0.5,,,1.0,2.0,1.0,1.0,1.0,0.4,0.5,,,,,,,,,,,,,1610612755,2020,2019-20,True
