EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PtsUnassisted3s,Corner3Assists,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyDefPoss,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyShotQualityAvg,ShortMidRangeFGM,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3FGA,SecondChanceFG2A,FTDefRebounds,Offensive Fouls Drawn,3SecondViolations,DefFTReboundPct,OffLongMidRangeReboundPct,PenaltyArc3Frequency,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGM,SecondChanceFG2M,PenaltyFG3M,PtsPutbacks,AtRimAssists,OffThreePtRebounds,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceFtPoints,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Travels,PenaltyCorner3FGM,LongMidRangePctBlocked,PenaltyCorner3Accuracy,BlockedLongMidRange,OffensiveGoaltends,team_id,year,season,team_vs
1628365-1628411-1629109-202696-203095,1610612753,"Markelle Fultz, Wes Iwundu, Gary Clark, Nikola Vucevic, Evan Fournier","Fultz, Iwundu, Clark, Vucevic, Fournier",1628365-1628411-1629109-202696-203095,ORL,381.0,1,6.0,-9.0,13.0,13,3.0,1.0,26,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,4.0,9.0,18.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,0.5,1.0,0.5,0.16666666666666666,0.3125,1.5,0.45,1.5,1.0,0.25,0.5,1.0,0.2,0.5,0.6666666666666666,0.16666666666666666,0.5,1.0,0.5,0.16666666666666666,98.26771653543308,18.615384615384617,10.692307692307692,18.53846153846154,10.461538461538462,0.25,0.125,0.375,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.4852125,0.597,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.2222222222222222,11.266666666666666,25.4,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628411-1629168-1629724-203920,1610612753,"Markelle Fultz, Wes Iwundu, BJ Johnson, Vic Law, Khem Birch","Fultz, Iwundu, Johnson, Law, Birch",1628365-1628411-1629168-1629724-203920,ORL,213.0,1,4.0,9.0,9.0,8,,,17,,1.0,,2.0,3.0,3.0,,,,3.0,4.0,4.0,,12.0,3.0,,,,,,,6.0,3.0,3.0,2.0,2.0,1.0,6.0,,3.0,3.0,6.0,,6.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,12.0,,,,0.5,1.0,,1.0,,0.8571428571428571,,0.8571428571428571,,,0.5714285714285714,1.0,1.0,,1.0,1.0,,,1.0,,,114.92957746478874,9.333333333333334,16.125,9.333333333333334,16.125,,0.14285714285714285,0.2857142857142857,,,0.42857142857142855,1.0,1.0,0.3333333333333333,,,,0.5714285714285714,1.0,0.48842857142857143,,,,,,15.233333333333334,24.65,,1.0,1.0,6.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628411-202696-203082-203095,1610612753,"Markelle Fultz, Wes Iwundu, Nikola Vucevic, Terrence Ross, Evan Fournier","Fultz, Iwundu, Vucevic, Ross, Fournier",1628365-1628411-202696-203082-203095,ORL,88.0,1,1.0,-2.0,3.0,3,3.0,,6,,,1.0,1.0,,,,,1.0,1.0,,1.0,2.0,4.0,6.0,,,,2.0,4.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,,4.0,4.0,3.0,,,,,,1.0,0.5,,0.6666666666666666,,0.6666666666666666,0.5,,,,,,,,,,,98.18181818181819,19.333333333333332,10.0,19.333333333333332,10.0,,,0.5,1.0,1.0,,,,,,,,0.5,,0.493475,,0.3333333333333333,0.5,,1.0,18.0,23.4,1.0,,1.0,,,,,0.5,,,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.493475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628411-202696-203082-203920,1610612753,"Markelle Fultz, Wes Iwundu, Nikola Vucevic, Terrence Ross, Khem Birch","Fultz, Iwundu, Vucevic, Ross, Birch",1628365-1628411-202696-203082-203920,ORL,167.0,2,3.0,-4.0,5.0,6,2.0,,11,1.0,2.0,,,,,,,1.0,3.0,,,,2.0,6.0,,,,,2.0,2.0,,,,,,,,,1.0,2.0,3.0,,3.0,,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,4.0,,,,,,2.0,2.0,2.0,,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.5,,0.5,1.0,,0.3333333333333333,0.6,,,,0.3333333333333333,,94.8502994011976,11.0,18.666666666666668,11.0,18.666666666666668,0.3333333333333333,0.6666666666666666,,,,,,,,,,,0.3333333333333333,,0.3959,,,,,1.0,7.1000000000000005,,0.4,,,,,1.0,,,,,,2.0,,1.0,2.0,,,,,,,0.5,0.5,,,0.41985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1628411-202696-203516-203920,1610612753,"Markelle Fultz, Wes Iwundu, Nikola Vucevic, James Ennis III, Khem Birch","Fultz, Iwundu, Vucevic, Ennis III, Birch",1628365-1628411-202696-203516-203920,ORL,85.0,1,1.0,-5.0,2.0,2,,,4,,1.0,,,,,,,,1.0,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,67.76470588235294,25.0,17.5,25.0,17.5,,0.5,,,,,,,,,,,0.5,,0.4989,,,,,,5.1,23.4,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1629109-201571-202696-203095,1610612753,"Markelle Fultz, Gary Clark, D.J. Augustin, Nikola Vucevic, Evan Fournier","Fultz, Clark, Augustin, Vucevic, Fournier",1628365-1629109-201571-202696-203095,ORL,649.0,4,11.0,-26.0,23.0,25,10.0,1.0,48,,5.0,,4.0,1.0,7.0,,,1.0,9.0,1.0,8.0,7.0,12.0,38.0,,,,7.0,7.0,2.0,,7.0,1.0,,,,,1.0,3.0,1.0,6.0,1.0,7.0,,2.0,1.0,1.0,2.0,1.0,2.0,,1.0,4.0,2.0,3.0,3.0,,8.0,8.0,3.0,1.0,12.0,7.0,10.0,1.0,,0.125,,0.125,0.1111111111111111,0.14705882352941177,,0.2857142857142857,,0.3888888888888889,0.47058823529411764,0.5,0.5,0.125,1.0,0.8,0.06666666666666667,,,1.0,,106.50231124807397,17.304347826086957,10.04,17.217391304347824,9.88,,0.29411764705882354,0.23529411764705882,,,0.4117647058823529,0.14285714285714285,0.14285714285714285,,,,,0.47058823529411764,0.14285714285714285,0.4566705882352941,0.4719,0.15,0.25,,0.5833333333333334,13.344444444444443,26.1875,0.43478260869565216,,1.0,3.0,,1.0,,0.058823529411764705,,,,6.0,1.0,,3.0,2.0,,,,,,,,,0.2,0.46529,1.0,,,,,,,,,0.2,0.2,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1629109-202696-203082-203095,1610612753,"Markelle Fultz, Gary Clark, Nikola Vucevic, Terrence Ross, Evan Fournier","Fultz, Clark, Vucevic, Ross, Fournier",1628365-1629109-202696-203082-203095,ORL,567.0,3,9.0,10.0,20.0,21,8.0,2.0,41,2.0,3.0,3.0,3.0,6.0,12.0,,1.0,5.0,8.0,6.0,12.0,3.0,31.0,21.0,,1.0,2.0,3.0,14.0,6.0,15.0,12.0,6.0,5.0,7.0,5.0,19.0,1.0,3.0,4.0,9.0,2.0,11.0,,2.0,,2.0,,,1.0,,,1.0,1.0,1.0,4.0,1.0,2.0,3.0,,,29.0,14.0,8.0,,0.8333333333333334,0.5,,0.5,0.625,0.7,0.5,0.7380952380952381,0.5,1.0,0.6,,0.6666666666666666,0.3333333333333333,1.0,0.7777777777777778,0.2222222222222222,,1.0,1.0,,104.12698412698414,12.5,15.095238095238095,12.05,15.0,0.1,0.15,0.15,1.0,1.0,0.6,0.5,0.5,0.8333333333333334,0.5,,,0.7,0.5,0.5126324999999999,0.48105,,,0.06451612903225806,0.45161290322580644,10.725,26.15833333333333,0.4,,,3.0,,,,,,,,4.0,,1.0,2.0,4.0,4.0,2.0,1.0,0.4,0.5,0.5,0.9166666666666666,0.3333333333333333,,0.4710083333333333,,,,,,,1.0,0.5,,,,4.0,1.0,2.0,,,1.0,,0.6666666666666666,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.75,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,1.0,0.5,0.5,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1629109-202696-203082-203516,1610612753,"Markelle Fultz, Gary Clark, Nikola Vucevic, Terrence Ross, James Ennis III","Fultz, Clark, Vucevic, Ross, Ennis III",1628365-1629109-202696-203082-203516,ORL,30.0,1,,-3.0,1.0,2,1.0,,3,1.0,,,,,,,,1.0,1.0,,,,2.0,5.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,2.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,144.0,14.0,8.0,14.0,8.0,1.0,,,,,,,,,,,,1.0,,0.6275,,,,,1.0,1.5,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,0.6275,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
1628365-1629109-202696-203095-203516,1610612753,"Markelle Fultz, Gary Clark, Nikola Vucevic, Evan Fournier, James Ennis III","Fultz, Clark, Vucevic, Fournier, Ennis III",1628365-1629109-202696-203095-203516,ORL,3570.0,5,60.0,-5.0,127.0,125,1.0,8.0,252,16.0,17.0,10.0,20.0,14.0,44.0,,,27.0,53.0,20.0,55.0,19.0,133.0,138.0,,,12.0,,,26.0,57.0,44.0,14.0,19.0,33.0,13.0,85.0,7.0,30.0,20.0,51.0,9.0,60.0,1.0,9.0,5.0,4.0,12.0,7.0,6.0,,5.0,18.0,1.0,9.0,23.0,2.0,20.0,26.0,10.0,,121.0,,1.0,,0.95,0.36363636363636365,,0.36363636363636365,0.5094339622641509,0.5277777777777778,0.8,0.559322033898305,0.75,,0.5092592592592593,0.6666666666666666,0.5882352941176471,0.2692307692307692,0.7894736842105263,0.6944444444444444,0.14754098360655737,0.42857142857142855,0.8333333333333334,0.8076923076923077,0.017543859649122806,101.6470588235294,14.653543307086615,13.672,14.464566929133857,13.072,0.14814814814814814,0.1574074074074074,0.18518518518518517,0.5,0.5,0.4074074074074074,0.3181818181818182,0.32558139534883723,0.9285714285714286,,,,0.6574074074074074,0.3181818181818182,0.5172546296296296,0.501475,0.11016949152542373,0.16393442622950818,0.09022556390977443,,10.475471698113209,25.20727272727273,0.007874015748031496,6.0,11.0,3.0,6.0,0.6666666666666666,0.75,0.10185185185185185,0.5454545454545454,0.5454545454545454,1.0,,,,,,28.0,14.0,7.0,0.5185185185185185,0.56,,,0.7,,,8.0,,6.0,4.0,7.0,3.0,,0.4375,0.42857142857142855,0.47058823529411764,0.5,,5.0,1.0,1.0,,0.5,0.1,,9.0,3.0,4.0,,4.0,,4.0,5.0,2.0,,3.0,,0.8,0.05714285714285714,0.3333333333333333,,0.5625,0.6428571428571429,0.5555555555555556,0.8,0.75,,,,,,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.01818181818181818,0.05660377358490566,0.125,0.058823529411764705,0.022727272727272728,0.4,0.25,0.3333333333333333,0.05263157894736842,,,,,,,,1610612753,2020,2019-20,False
1628365-1629109-203082-203095-203920,1610612753,"Markelle Fultz, Gary Clark, Terrence Ross, Evan Fournier, Khem Birch","Fultz, Clark, Ross, Fournier, Birch",1628365-1629109-203082-203095-203920,ORL,166.0,1,3.0,3.0,6.0,7,,1.0,13,2.0,,,1.0,2.0,3.0,,,1.0,3.0,2.0,3.0,1.0,9.0,6.0,,,2.0,,,2.0,6.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,7.0,,,,1.0,0.6666666666666666,,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,,0.5,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,,1.0,,112.7710843373494,15.833333333333334,10.142857142857142,15.833333333333334,10.142857142857142,0.3333333333333333,,0.16666666666666666,,,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,0.8333333333333334,0.6666666666666666,0.5262666666666667,0.5578,,,0.2222222222222222,,5.8999999999999995,26.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,2.0,,,,,,1.0,,,,0.5,0.5,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612753,2020,2019-20,False
