EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PlusMinus,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,Fg2aBlocked,TwoPtAssists,AtRimAssists,FTDefRebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,DefensiveGoaltends,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFtPoints,Steals,LostBallSteals,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,PenaltyArc3Frequency,PenaltyArc3Accuracy,LongMidRangeFGM,ShortMidRangeAssists,BadPassSteals,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,BadPassTurnovers,2pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,Travels,Fg3aBlocked,FTOffRebounds,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,team_id,year,season,team_vs
1626209-1629014-1629018-1629117-1629658,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Wenyen Gabriel, Jaylen Hoard","Hezonja, Simons, Trent Jr., Gabriel, Hoard",1626209-1629014-1629018-1629117-1629658,POR,127.0,1,2.0,5.0,4.0,9,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,102.04724409448819,15.8,12.0,15.8,11.25,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4587333333333334,0.25,0.25,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-1629117-202355,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Wenyen Gabriel, Hassan Whiteside","Hezonja, Simons, Trent Jr., Gabriel, Whiteside",1626209-1629014-1629018-1629117-202355,POR,185.0,1,3.0,5.0,6.0,11,1.0,2.0,3.0,,8.0,12.0,1.0,,1.0,2.0,,,,,,,6.0,0.6666666666666666,,,0.5,0.3333333333333333,,1.0,85.62162162162161,15.8,17.666666666666668,15.4,17.166666666666668,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.4777416666666667,,,12.966666666666667,-4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5522,0.25,25.433333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-1629121-1629658,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Jaylen Adams, Jaylen Hoard","Hezonja, Simons, Trent Jr., Adams, Hoard",1626209-1629014-1629018-1629121-1629658,POR,210.0,2,4.0,8.0,9.0,17,6.0,,9.0,,17.0,6.0,1.0,1.0,3.0,5.0,,,,,,,13.0,0.85,,0.5,1.0,0.6666666666666666,,1.0,116.57142857142857,9.125,15.222222222222221,9.0,15.222222222222221,0.6,,0.7,0.6034349999999999,,,3.5888888888888886,11.0,2.0,5.0,2.0,2.0,1.0,1.0,,,7.0,1.0,1.0,2.0,2.0,4.0,10.0,,2.0,,,,2.0,,,4.0,2.0,2.0,,1.0,1.0,0.7777777777777778,1.0,0.85,1.0,1.0,0.1,1.0,1.0,,0.8333333333333334,0.8333333333333334,0.1,1.0,1.0,,,,,,1.0,1.0,,0.6318,0.23529411764705882,22.3,8.0,8.0,5.0,6.0,2.0,3.0,1.0,1.0,7.0,9.0,1.0,1.0,17.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0,8.0,0.2857142857142857,0.3333333333333333,1.0,0.7777777777777778,0.85,0.85,0.1111111111111111,0.3333333333333333,1.0,1.0,1.0,1.0,0.4,0.3,0.6666666666666666,1.0,0.5,0.6,0.8333333333333334,0.1,1.0,0.6034349999999999,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-1629658-203468,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Jaylen Hoard, CJ McCollum","Hezonja, Simons, Trent Jr., Hoard, McCollum",1626209-1629014-1629018-1629658-203468,POR,3.0,1,,,1.0,1,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-202355-203081,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Hassan Whiteside, Damian Lillard","Hezonja, Simons, Trent Jr., Whiteside, Lillard",1626209-1629014-1629018-202355-203081,POR,285.0,2,5.0,10.0,12.0,22,4.0,2.0,9.0,3.0,13.0,19.0,2.0,,2.0,5.0,,,,6.0,4.0,1.0,12.0,0.5,,,0.6666666666666666,0.6666666666666666,,1.0,111.15789473684211,17.1,9.5,16.4,9.333333333333334,0.36363636363636365,0.18181818181818182,0.5454545454545454,0.4788363636363636,0.08333333333333333,0.1,7.788888888888888,-6.0,2.0,2.0,,1.0,,,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,,3.0,,2.0,2.0,1.0,3.0,1.0,,7.0,3.0,3.0,0.5,1.0,1.0,0.2222222222222222,,0.45454545454545453,,0.25,0.18181818181818182,0.42857142857142855,0.42857142857142855,,0.5,0.5,,,,,0.18181818181818182,1.0,1.0,0.5,1.0,,1.0,0.5138,0.07692307692307693,25.8,4.0,10.0,1.0,1.0,,3.0,,,1.0,2.0,1.0,1.0,8.0,4.0,3.0,2.0,2.0,2.0,,3.0,4.0,8.0,4.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8,0.2222222222222222,0.3333333333333333,,,1.0,,1.0,0.2727272727272727,,,,0.3333333333333333,1.0,,,0.44028333333333336,0.6153846153846154,0.4,,,,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-202355-203468,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Hassan Whiteside, CJ McCollum","Hezonja, Simons, Trent Jr., Whiteside, McCollum",1626209-1629014-1629018-202355-203468,POR,226.0,2,4.0,8.0,7.0,15,2.0,2.0,5.0,3.0,14.0,11.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,11.0,0.8125,1.0,,1.0,0.25,,,95.57522123893806,13.25,17.142857142857142,12.0,16.285714285714285,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5590142857142857,0.125,0.16666666666666666,8.72,3.0,1.0,2.0,,,1.0,1.0,,1.0,4.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,,1.0,,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,0.5,0.5,0.8,1.0,0.7857142857142857,1.0,1.0,0.2857142857142857,1.0,0.5,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,,,0.4389,0.21428571428571427,24.45,8.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,14.0,2.0,,,1.0,,1.0,1.0,2.0,14.0,8.0,0.25,0.25,0.5,0.8,0.7857142857142857,0.8125,,,0.5,,,,,0.14285714285714285,1.0,1.0,,0.2857142857142857,1.0,0.14285714285714285,1.0,0.5590142857142857,1.0,1.0,,,1.0,,,1.0,1.0,3.0,1.0,,,,,,0.14285714285714285,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-203081-203994,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., Damian Lillard, Jusuf Nurkic","Hezonja, Simons, Trent Jr., Lillard, Nurkic",1626209-1629014-1629018-203081-203994,POR,85.0,1,1.0,3.0,4.0,7,,,,,,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,0.5,1.0,0.6666666666666666,,1.0,118.58823529411764,15.666666666666666,9.5,15.666666666666666,9.5,,,1.0,0.56055,,,,-2.0,,,,,,,,3.0,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,26.566666666666666,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629018-203468-203994,1610612757,"Mario Hezonja, Anfernee Simons, Gary Trent Jr., CJ McCollum, Jusuf Nurkic","Hezonja, Simons, Trent Jr., McCollum, Nurkic",1626209-1629014-1629018-203468-203994,POR,192.0,1,3.0,8.0,7.0,15,1.0,,3.0,2.0,8.0,7.0,2.0,1.0,3.0,3.0,1.0,,2.0,2.0,3.0,2.0,8.0,0.6666666666666666,0.5,0.5,1.0,0.75,0.5,,112.5,9.875,16.142857142857142,9.875,16.0,0.2,,0.6,0.47523,0.3333333333333333,0.5,6.2,1.0,,1.0,,,,,,2.0,3.0,,2.0,,,,6.0,,,2.0,,,,,,,,,,,,1.0,,0.6,,,0.4,,,,1.0,1.0,,,,,0.4,,,,,,,,,24.85,7.0,4.0,1.0,1.0,2.0,2.0,,,3.0,3.0,,2.0,7.0,,,,,,,2.0,4.0,7.0,7.0,,,,1.0,0.6,0.7,,,,,,,,0.4,1.0,1.0,,0.2,1.0,,,0.47523,0.875,0.875,1.0,1.0,2.0,,,2.0,,1.0,2.0,1.0,,,,,0.4,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629117-1629121-1629658,1610612757,"Mario Hezonja, Anfernee Simons, Wenyen Gabriel, Jaylen Adams, Jaylen Hoard","Hezonja, Simons, Gabriel, Adams, Hoard",1626209-1629014-1629117-1629121-1629658,POR,1034.0,2,17.0,34.0,33.0,67,8.0,7.0,20.0,2.0,39.0,28.0,10.0,3.0,13.0,21.0,4.0,3.0,8.0,8.0,3.0,1.0,27.0,0.5735294117647058,0.5,0.6,0.9090909090909091,0.8125,,0.8571428571428571,93.30754352030947,12.382352941176471,18.575757575757574,11.323529411764707,17.848484848484848,0.24242424242424243,0.21212121212121213,0.6363636363636364,0.5050136363636364,0.058823529411764705,0.047619047619047616,9.27,11.0,8.0,3.0,1.0,2.0,,1.0,5.0,12.0,11.0,5.0,13.0,2.0,3.0,12.0,6.0,6.0,2.0,12.0,5.0,2.0,10.0,2.0,,22.0,5.0,8.0,0.4,0.38461538461538464,0.38461538461538464,0.55,0.6666666666666666,0.5606060606060606,1.0,1.0,0.3939393939393939,0.625,0.5,0.5,0.375,0.42857142857142855,0.030303030303030304,,,,0.36363636363636365,0.4166666666666667,0.4166666666666667,0.4,0.4,0.5,0.4166666666666667,0.4993,0.3076923076923077,25.692307692307693,10.0,11.0,1.0,2.0,4.0,5.0,,,5.0,7.0,1.0,3.0,13.0,16.0,9.0,1.0,8.0,2.0,,1.0,10.0,13.0,10.0,0.7272727272727273,0.8,0.3333333333333333,0.7142857142857143,0.65,0.65,0.05,,,0.6,1.0,0.5,0.6666666666666666,0.15151515151515152,0.8,0.8,,0.2,0.5,,,0.49760499999999996,0.3333333333333333,0.29411764705882354,1.0,4.0,1.0,,1.0,3.0,2.0,,4.0,,1.0,,,,0.3,0.3333333333333333,4.0,2.0,4.0,,1.0,1.0,0.5,0.5714285714285714,0.5714285714285714,1.0,,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.125,0.375,0.42857142857142855,1.0,0.06666666666666667,1.0,0.4,1.0,0.5,0.07692307692307693,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
1626209-1629014-1629658-202355-203468,1610612757,"Mario Hezonja, Anfernee Simons, Jaylen Hoard, Hassan Whiteside, CJ McCollum","Hezonja, Simons, Hoard, Whiteside, McCollum",1626209-1629014-1629658-202355-203468,POR,33.0,1,1.0,1.0,1.0,2,,,,2.0,2.0,1.0,,,1.0,2.0,,,,1.0,2.0,1.0,,0.5,,,,,,,87.27272727272727,27.0,6.0,22.0,6.0,,,1.0,0.5397,0.5,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,25.4,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,,1.0,,1.0,2.0,1.0,,,,,,0.5,,,1.0,,,,,,,,,,,,,0.5397,1.0,1.0,,,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2020,2019-20,False
