EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGA,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DeadBallTurnovers,Travels,Turnovers,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Corner3Frequency,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,PenaltyTurnovers,Charge Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PtsUnassisted3s,LiveBallTurnovers,LostBallTurnovers,Offensive Fouls,LiveBallTurnoverPct,FTDefRebounds,BadPassTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefFTReboundPct,BlocksRecoveredPct,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Loose Ball Fouls,LongMidRangeAssists,NonShootingPenaltyNonTakeFouls,LongMidRangePctAssisted,SecondChanceFG2M,SecondChancePoints,OffThreePtRebounds,LostBallSteals,Technical Free Throw Trips,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChancePointsPct,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,FTOffRebounds,BadPassOutOfBoundsTurnovers,AtRimPctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceFtPoints,SecondChanceAtRimFGM,PtsPutbacks,SelfOReb,SelfORebPct,SecondChanceAtRimAccuracy,Offensive Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceTurnovers,Charge Fouls,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockedArc3,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1626153-1626246-1627827-1629029-203552,1610612742,"Delon Wright, Boban Marjanovic, Dorian Finney-Smith, Luka Doncic, Seth Curry","Wright, Marjanovic, Finney-Smith, Doncic, Curry",1626153-1626246-1627827-1629029-203552,DAL,251.0,2,4.0,-2.0,11.0,10,21,1.0,1.0,4.0,1.0,1.0,5.0,1.0,7.0,9.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,9.0,1.0,5.0,9.0,0.2,0.16666666666666666,0.45,0.16666666666666666,0.2,0.25,0.5,0.5,1.0,120.47808764940238,11.545454545454545,12.4,11.545454545454545,12.4,0.16666666666666666,1.0,1.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.4537083333333333,0.5,0.5555555555555556,6.8,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626246-1627827-203504-203552,1610612742,"Delon Wright, Boban Marjanovic, Dorian Finney-Smith, Trey Burke, Seth Curry","Wright, Marjanovic, Finney-Smith, Burke, Curry",1626153-1626246-1627827-203504-203552,DAL,177.0,2,3.0,-3.0,6.0,6,12,3.0,3.0,,1.0,3.0,3.0,2.0,,6.0,9.0,4.0,1.0,,1.0,2.0,2.0,,,2.0,2.0,,,,,6.0,1.0,0.6,0.6,0.4,,,0.5,0.6666666666666666,,97.62711864406779,12.166666666666666,17.333333333333332,12.166666666666666,15.166666666666666,0.6,1.0,1.0,,0.2,1.0,0.5544100000000001,,,1.9666666666666668,25.4,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626246-1628382-1628499-1629729,1610612742,"Delon Wright, Boban Marjanovic, Justin Jackson, Antonius Cleveland, Josh Reaves","Wright, Marjanovic, Jackson, Cleveland, Reaves",1626153-1626246-1628382-1628499-1629729,DAL,269.0,1,4.0,13.0,11.0,11,22,1.0,1.0,2.0,1.0,3.0,3.0,6.0,2.0,20.0,7.0,2.0,1.0,,3.0,5.0,5.0,,,1.0,1.0,2.0,2.0,,,20.0,1.0,1.0,1.0,0.6666666666666666,,,1.0,1.0,1.0,117.76951672862454,12.090909090909092,12.363636363636363,12.090909090909092,12.363636363636363,0.1111111111111111,1.0,1.0,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.5519000000000001,,,5.3,23.55,5.0,4.0,2.0,6.0,,16.0,2.0,1.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,0.5555555555555556,11.0,11.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,6.0,2.0,20.0,12.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,20.0,11.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.5555555555555556,0.6,0.1111111111111111,1.0,1.0,0.5519000000000001,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626246-1628467-1629029-203552,1610612742,"Delon Wright, Boban Marjanovic, Maxi Kleber, Luka Doncic, Seth Curry","Wright, Marjanovic, Kleber, Doncic, Curry",1626153-1626246-1628467-1629029-203552,DAL,295.0,2,5.0,-5.0,10.0,9,19,,,2.0,5.0,1.0,2.0,5.0,3.0,11.0,16.0,,5.0,,1.0,2.0,2.0,,,,2.0,2.0,4.0,,2.0,11.0,0.5,0.5714285714285714,0.6111111111111112,0.7142857142857143,,,1.0,1.0,1.0,92.7457627118644,15.8,15.222222222222221,15.8,15.222222222222221,,,,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.49409285714285717,0.2222222222222222,0.5,5.65,24.8,,2.0,1.0,2.0,,5.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,2.0,,,2.0,,,,,,,3.0,2.0,1.0,1.0,,1.0,,,,,,,0.5,0.4,,0.4,,,,,,0.5,0.5,1.0,,,,0.4,0.4,0.5,,,,,,,0.4,,,,3.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626246-1628467-203504-203552,1610612742,"Delon Wright, Boban Marjanovic, Maxi Kleber, Trey Burke, Seth Curry","Wright, Marjanovic, Kleber, Burke, Curry",1626153-1626246-1628467-203504-203552,DAL,168.0,1,3.0,,6.0,6,12,3.0,3.0,,2.0,3.0,3.0,2.0,1.0,7.0,7.0,6.0,2.0,,2.0,3.0,3.0,,,3.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.6,0.7,0.4,,,1.0,1.0,,102.85714285714286,11.5,16.5,11.5,16.0,0.6,1.0,1.0,,0.4,1.0,0.5532199999999999,0.4,0.6666666666666666,2.6333333333333333,24.8,,,,,,,,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626246-1629029-203077-203552,1610612742,"Delon Wright, Boban Marjanovic, Luka Doncic, Michael Kidd-Gilchrist, Seth Curry","Wright, Marjanovic, Doncic, Kidd-Gilchrist, Curry",1626153-1626246-1629029-203077-203552,DAL,219.0,1,4.0,-2.0,8.0,9,17,,1.0,6.0,1.0,2.0,7.0,1.0,,7.0,9.0,4.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,7.0,0.2857142857142857,0.4375,0.4375,0.125,0.2857142857142857,0.3333333333333333,,1.0,,111.78082191780823,16.25,9.88888888888889,16.125,9.88888888888889,0.125,,,0.75,0.125,0.25,0.41895,,,7.542857142857143,25.6,,,,1.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,8.0,9.0,,1.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,,7.0,3.0,1.0,1.0,1.0,,,1.0,,,7.0,8.0,,1.0,1.0,1.0,1.0,0.2857142857142857,0.4375,0.4375,,,0.3333333333333333,0.5,,,,,1.0,1.0,1.0,0.125,,,,0.125,1.0,1.0,0.41895,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.25,1.0,0.6323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1626246-203077-203504-203552,1610612742,"Delon Wright, Boban Marjanovic, Michael Kidd-Gilchrist, Trey Burke, Seth Curry","Wright, Marjanovic, Kidd-Gilchrist, Burke, Curry",1626153-1626246-203077-203504-203552,DAL,192.0,1,3.0,4.0,6.0,7,13,2.0,2.0,,1.0,3.0,3.0,1.0,3.0,12.0,8.0,4.0,1.0,,1.0,3.0,3.0,,,2.0,2.0,2.0,3.0,1.0,2.0,12.0,1.0,1.125,1.2,0.25,,,1.0,0.75,1.0,97.5,11.666666666666666,17.428571428571427,11.666666666666666,15.285714285714286,0.5,1.0,1.0,,0.25,0.75,0.5628,0.4,0.5,5.566666666666666,25.7,,2.0,1.0,2.0,1.0,5.0,2.0,,,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,1.0,0.5,,,,,,,,,,1.0,,,1.0,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,0.5,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1627827-1628467-1629029-203552,1610612742,"Delon Wright, Dorian Finney-Smith, Maxi Kleber, Luka Doncic, Seth Curry","Wright, Finney-Smith, Kleber, Doncic, Curry",1626153-1627827-1628467-1629029-203552,DAL,45.0,1,1.0,-3.0,1.0,1,2,,,,,,,1.0,,,3.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,64.0,21.0,24.0,21.0,24.0,,,,,,1.0,0.59355,,,,23.6,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1627827-1628467-203077-203501,1610612742,"Delon Wright, Dorian Finney-Smith, Maxi Kleber, Michael Kidd-Gilchrist, Tim Hardaway Jr.","Wright, Finney-Smith, Kleber, Kidd-Gilchrist, Hardaway Jr.",1626153-1627827-1628467-203077-203501,DAL,64.0,1,1.0,2.0,2.0,2,4,,,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,,,1.0,1.0,,,,,,,,,2.0,1.0,0.5,0.5,0.5,,,,1.0,,90.0,11.5,20.5,11.5,20.5,,,,0.5,0.5,0.5,0.411225,,,11.2,27.3,,,,,,,1.0,,,,,,1.0,,1.0,,,2.0,2.0,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,1.0,0.5,0.5,,,1.0,1.0,,,,,,,,,,,,0.5,,,0.411225,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
1626153-1627827-1628467-203501-203552,1610612742,"Delon Wright, Dorian Finney-Smith, Maxi Kleber, Tim Hardaway Jr., Seth Curry","Wright, Finney-Smith, Kleber, Hardaway Jr., Curry",1626153-1627827-1628467-203501-203552,DAL,119.0,1,2.0,2.0,5.0,5,10,,,1.0,1.0,1.0,2.0,2.0,,8.0,6.0,,1.0,1.0,1.0,2.0,2.0,,,,1.0,,,,,8.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6666666666666666,,121.00840336134453,11.6,12.2,11.6,12.2,,,,0.25,0.25,0.5,0.50455,,,15.0,23.85,1.0,2.0,1.0,2.0,,5.0,1.0,,,,1.0,1.0,0.5,1.0,0.5,,0.25,,5.0,,,,1.0,,,1.0,,,2.0,,,,,,,3.0,1.0,1.0,,1.0,,,,,,,,0.5,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2020,2019-20,True
