EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,OffThreePtRebounds,SelfOReb,Loose Ball Fouls,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyCorner3FGM,TwoPtShootingFoulsDrawn,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGA,AtRimAssists,Steals,BadPassSteals,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFGM,SecondChanceFG2M,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,SecondChanceFg2Pct,Arc3PctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3FGA,SecondChanceFtPoints,PtsPutbacks,HeaveMakes,HeaveAttempts,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Offensive Fouls,Technical Free Throw Trips,BlockedShortMidRange,OffensiveGoaltends,SecondChanceCorner3FGM,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,LongMidRangeAssists,LongMidRangePctAssisted,BlockedLongMidRange,BlockedArc3,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1626187-1629598-201960-203085-203463,1610612745,"Michael Frazier, Chris Clemons, DeMarre Carroll, Austin Rivers, Ben McLemore","Frazier, Clemons, Carroll, Rivers, McLemore",1626187-1629598-201960-203085-203463,HOU,224.0,1,4.0,5.0,9.0,8,8.0,1.0,17,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,10.0,5.0,1.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,3.0,2.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.4,0.625,0.625,0.375,0.6,0.75,1.0,1.0,0.3333333333333333,0.6,0.7142857142857143,0.25,0.3333333333333333,1.0,1.0,0.5,1.0,109.28571428571428,9.777777777777779,17.0,8.777777777777779,15.0,0.5,0.25,1.0,0.125,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.125,1.0,0.875,0.48996875,0.4265,2.94,24.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1626187-1629598-203085-203463-203998,1610612745,"Michael Frazier, Chris Clemons, Austin Rivers, Ben McLemore, Bruno Caboclo","Frazier, Clemons, Rivers, McLemore, Caboclo",1626187-1629598-203085-203463-203998,HOU,270.0,1,4.0,6.0,13.0,13,13.0,1.0,26,1.0,1.0,,,,,3.0,7.0,1.0,1.0,2.0,10.0,13.0,7.0,,,2.0,3.0,7.0,,,1.0,1.0,,,3.0,,5.0,,2.0,7.0,1.0,8.0,,,,,3.0,3.0,10.0,3.0,,,0.5,0.2,0.2,1.0,0.36363636363636365,0.4642857142857143,0.9090909090909091,,,1.0,,,0.8333333333333334,0.8333333333333334,0.125,,,,1.0,,138.66666666666666,9.23076923076923,11.538461538461538,9.0,11.461538461538462,0.09090909090909091,1.0,1.0,,,,,0.2727272727272727,,,,0.6363636363636364,,1.0,0.5441863636363636,,0.9,25.54,13.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,10.0,5.0,13.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,13.0,13.0,3.0,1.0,0.2,1.0,1.5,0.36363636363636365,1.5,0.4642857142857143,0.1,0.3333333333333333,0.125,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5,1.0,1.0,1.0,0.09090909090909091,1.0,0.2727272727272727,0.6363636363636364,0.2857142857142857,0.2857142857142857,0.5441863636363636,0.23076923076923078,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1626187-201145-203085-203463-203496,1610612745,"Michael Frazier, Jeff Green, Austin Rivers, Ben McLemore, Robert Covington","Frazier, Green, Rivers, McLemore, Covington",1626187-201145-203085-203463-203496,HOU,73.0,1,1.0,1.0,3.0,2,2.0,,5,,,,,,1.0,1.0,,,,1.0,1.0,4.0,3.0,,,,3.0,,,,1.0,1.0,1.0,,3.0,,1.0,,,1.0,,1.0,,,,,,1.0,4.0,,,,1.0,1.0,1.0,,1.5,1.0,1.0,,,,,,0.5,0.5,,,,,,0.5,98.63013698630138,15.666666666666666,13.0,15.666666666666666,9.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,0.51045,,,25.0,3.0,,,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,4.0,,,,,,,,,2.0,,4.0,3.0,,,1.0,,,1.5,,1.0,,,,,,,,,,,,,,1.0,,,,0.51045,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1626187-201960-203085-203496-203998,1610612745,"Michael Frazier, DeMarre Carroll, Austin Rivers, Robert Covington, Bruno Caboclo","Frazier, Carroll, Rivers, Covington, Caboclo",1626187-201960-203085-203496-203998,HOU,124.0,1,2.0,-2.0,4.0,5,5.0,,9,1.0,1.0,,,1.0,,,1.0,1.0,3.0,,1.0,2.0,4.0,,2.0,,,1.0,,1.0,,1.0,,,2.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,2.0,,1.0,1.0,,,,0.3333333333333333,0.25,0.25,0.25,,,,1.0,,,1.0,,,,1.0,,,104.51612903225805,16.25,11.8,16.25,11.8,0.25,1.0,1.0,0.25,,,,,,,,0.25,,0.5,0.45985,,8.733333333333333,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201566-201569,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Russell Westbrook, Eric Gordon","House Jr., Tucker, Green, Westbrook, Gordon",1627863-200782-201145-201566-201569,HOU,719.0,4,12.0,5.0,24.0,24,6.0,3.0,48,5.0,7.0,1.0,1.0,2.0,5.0,6.0,6.0,6.0,10.0,5.0,12.0,29.0,24.0,1.0,4.0,8.0,15.0,6.0,,2.0,5.0,7.0,5.0,,19.0,2.0,6.0,2.0,2.0,10.0,4.0,14.0,1.0,1.0,5.0,1.0,4.0,1.0,27.0,,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,0.4166666666666667,0.6,0.6136363636363636,0.6304347826086957,0.5454545454545454,,,1.0,1.0,0.5,0.75,0.8,0.4,0.5,,1.0,0.7142857142857143,1.0,96.13351877607789,15.625,14.333333333333334,14.875,13.916666666666666,0.3181818181818182,0.7142857142857143,0.7142857142857143,0.09090909090909091,0.5,0.5,,0.2727272727272727,0.8333333333333334,0.8333333333333334,1.0,0.2727272727272727,0.5,0.8636363636363636,0.55455,0.547775,5.1,24.458333333333332,3.0,1.0,1.0,1.0,,,1.0,,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,5.0,,,1.0,,2.0,,1.0,,2.0,,5.0,3.0,,,1.0,1.0,0.5,1.25,0.5,1.25,0.08333333333333333,,0.3333333333333333,,,,,,0.5,,,0.5,1.0,0.5,,,,0.656325,0.06896551724137931,0.1724137931034483,0.125,1.0,1.0,1.0,0.043478260869565216,0.09090909090909091,1.0,2.0,1.0,1.0,0.4,0.045454545454545456,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.16666666666666666,0.8,1.0,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201566-201935,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Russell Westbrook, James Harden","House Jr., Tucker, Green, Westbrook, Harden",1627863-200782-201145-201566-201935,HOU,110.0,2,2.0,-3.0,3.0,4,4.0,,7,1.0,1.0,,,,,,1.0,2.0,2.0,,1.0,4.0,7.0,,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,,1.0,,,1.0,,1.0,,,,2.0,2.0,,4.0,,0.5,0.5,,,,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,,,,1.0,1.0,,,,,,1.0,91.63636363636364,13.0,17.75,13.0,17.75,0.3333333333333333,1.0,1.0,,,,,,,,,0.3333333333333333,,0.6666666666666666,0.5449666666666667,,8.1,27.0,3.0,1.0,1.0,,,,,,1.0,,,,,2.0,2.0,,1.0,,4.0,,,,,,,,,,,4.0,3.0,,,,1.0,,0.6666666666666666,,0.6666666666666666,,,,,,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,,,0.5449666666666667,,1.0,1.0,,,,,,1.0,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201566-203085,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Russell Westbrook, Austin Rivers","House Jr., Tucker, Green, Westbrook, Rivers",1627863-200782-201145-201566-203085,HOU,230.0,2,4.0,-3.0,5.0,7,,1.0,12,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,7.0,10.0,1.0,,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,3.0,,,3.0,1.0,4.0,,,,1.0,1.0,,5.0,,,,1.0,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.25,0.5,,,,0.75,0.75,0.3333333333333333,,,,0.5,1.0,75.13043478260869,24.0,15.714285714285714,22.0,14.142857142857142,0.3333333333333333,0.5,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,0.6666666666666666,0.511975,,7.625,23.9,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.2857142857142857,,,,,,,,1.0,,,,,0.16666666666666666,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201569-201935,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Eric Gordon, James Harden","House Jr., Tucker, Green, Gordon, Harden",1627863-200782-201145-201569-201935,HOU,1955.0,6,33.0,-1.0,71.0,68,32.0,9.0,139,13.0,21.0,3.0,6.0,8.0,3.0,5.0,26.0,20.0,30.0,10.0,31.0,77.0,78.0,3.0,10.0,30.0,24.0,24.0,4.0,5.0,8.0,13.0,3.0,2.0,34.0,4.0,11.0,8.0,3.0,22.0,9.0,31.0,9.0,1.0,14.0,8.0,20.0,15.0,66.0,4.0,0.25,0.2631578947368421,0.8,0.3225806451612903,0.3,0.6666666666666666,0.5737704918032787,0.5833333333333334,0.5081967213114754,0.13333333333333333,0.14285714285714285,1.0,0.7272727272727273,0.4,0.6875,0.7037037037037037,0.2903225806451613,0.375,0.8,0.5,0.6363636363636364,0.8,102.38363171355498,14.873239436619718,13.220588235294118,14.0,12.632352941176471,0.3442622950819672,0.6190476190476191,0.7222222222222222,0.13114754098360656,0.75,0.8571428571428571,0.3333333333333333,0.08196721311475409,0.6,0.6,1.0,0.4262295081967213,0.5,0.8524590163934426,0.4987533333333333,0.5066625,4.546666666666667,26.848387096774193,9.0,,,1.0,7.0,1.0,2.0,1.0,2.0,7.0,1.0,3.0,11.0,2.0,2.0,2.0,3.0,3.0,13.0,6.0,6.0,,5.0,5.0,3.0,2.0,1.0,11.0,3.0,13.0,9.0,2.0,0.3333333333333333,0.6666666666666666,1.0,0.75,1.0,0.7857142857142857,0.9285714285714286,,,0.23809523809523808,,0.1111111111111111,0.2692307692307692,0.2692307692307692,0.7142857142857143,0.3333333333333333,0.5,1.0,,,0.2,0.4,0.5,0.25,0.4136,0.14285714285714285,0.16883116883116883,0.1267605633802817,1.0,4.0,1.0,0.06349206349206349,0.125,1.0,3.0,5.0,2.0,0.23076923076923078,0.01639344262295082,3.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,,0.35714285714285715,,0.2631578947368421,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.125,0.5,0.75,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201569-203085,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Eric Gordon, Austin Rivers","House Jr., Tucker, Green, Gordon, Rivers",1627863-200782-201145-201569-203085,HOU,814.0,3,14.0,11.0,26.0,24,6.0,3.0,50,5.0,7.0,1.0,,3.0,3.0,4.0,11.0,5.0,10.0,7.0,15.0,34.0,23.0,1.0,4.0,6.0,18.0,11.0,2.0,2.0,6.0,8.0,3.0,,22.0,,4.0,5.0,,9.0,2.0,11.0,1.0,,1.0,1.0,2.0,5.0,29.0,,0.4,0.4,0.8571428571428571,0.4666666666666667,0.4666666666666667,0.5,0.62,0.6296296296296297,0.6,0.2,,,0.7142857142857143,,0.5714285714285714,0.6428571428571429,0.15384615384615385,,0.5,1.0,0.5,1.0,88.45208845208846,13.73076923076923,19.041666666666668,12.76923076923077,17.666666666666668,0.28,0.7142857142857143,0.7142857142857143,0.12,,,,0.16,0.75,0.75,1.0,0.44,0.3333333333333333,0.88,0.52222,0.522,3.7299999999999995,25.8,2.0,,,,4.0,1.0,1.0,,,3.0,1.0,2.0,5.0,,1.0,,,1.0,1.0,3.0,4.0,,3.0,2.0,,1.0,,4.0,,1.0,2.0,,0.5,,,0.8333333333333334,,0.8333333333333334,0.25,,,0.25,,,0.36363636363636365,0.36363636363636365,0.75,0.3333333333333333,1.0,1.0,,,,,,0.36363636363636365,0.392,0.14705882352941177,0.029411764705882353,0.07692307692307693,,2.0,,0.07407407407407407,0.16666666666666666,,2.0,2.0,2.0,0.4,,1.0,1.0,,,,,,1.0,,,,0.2857142857142857,1.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,0.6666666666666666,,1.0,,0.3333333333333333,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
1627863-200782-201145-201569-203463,1610612745,"Danuel House Jr., P.J. Tucker, Jeff Green, Eric Gordon, Ben McLemore","House Jr., Tucker, Green, Gordon, McLemore",1627863-200782-201145-201569-203463,HOU,114.0,1,2.0,-1.0,4.0,4,1.0,,8,,,,,,,1.0,2.0,,,1.0,3.0,3.0,4.0,,,,3.0,2.0,,,1.0,1.0,,,3.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,,,,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.5,1.0,,,,1.0,,,1.0,,,1.0,,,,101.05263157894737,8.0,20.5,8.0,20.5,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,1.0,0.47615,,,24.53333333333333,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612745,2020,2019-20,False
