EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyTurnovers,SecondChanceAtRimFGA,Arc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,NonHeaveArc3FGA,Loose Ball Fouls Drawn,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,Travels,Offensive Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyPointsPct,AtRimAssists,BadPassTurnovers,StepOutOfBoundsTurnovers,AtRimPctAssisted,SecondChanceAtRimFGM,Arc3FGM,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,Loose Ball Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,PtsPutbacks,NonShootingPenaltyNonTakeFouls,Corner3FGM,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,OffFTReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,Offensive Fouls,DefensiveGoaltends,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveMakes,Blocked3s,BlockedArc3,OffensiveGoaltends,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
101129-101144-101236-1503-201171,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Tracy McGrady, Carl Landry","Head, Wafer, Hayes, McGrady, Landry",101129-101144-101236-1503-201171,HOU,660.0,2,11.0,-15.0,18.0,19.0,3.0,1.0,37.0,1.0,3.0,1.0,6.0,1.0,6.0,1.0,1.0,3.0,15.0,1.0,2.0,8.0,23.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,8.0,3.0,0.3333333333333333,0.3333333333333333,0.2,0.1875,0.23529411764705882,0.0625,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.4166666666666667,0.07692307692307693,0.5,0.3333333333333333,0.5,0.6666666666666666,0.09090909090909091,80.72727272727273,18.27777777777778,17.42105263157895,18.22222222222222,15.631578947368421,0.1875,0.3333333333333333,0.3333333333333333,0.375,0.16666666666666666,0.2,0.375,0.16666666666666666,0.2,1.0,0.0625,0.3333333333333333,0.25,0.436634375,0.4516166666666667,0.058823529411764705,0.0625,11.46,23.1,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101129-101144-101236-1503-2397,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Tracy McGrady, Yao Ming","Head, Wafer, Hayes, McGrady, Ming",101129-101144-101236-1503-2397,HOU,32.0,1,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,90.0,20.0,12.0,20.0,12.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101129-101144-101236-1503-2449,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Tracy McGrady, Luis Scola","Head, Wafer, Hayes, McGrady, Scola",101129-101144-101236-1503-2449,HOU,243.0,1,4.0,,7.0,7.0,,2.0,14.0,,3.0,1.0,1.0,1.0,3.0,,,2.0,7.0,1.0,3.0,7.0,7.0,,,,4.0,1.0,,,,,3.0,,2.0,2.0,3.0,5.0,,1.0,1.0,,,,,,,1.0,1.0,3.0,4.0,2.0,1.0,1.0,,1.0,5.0,,,,0.2857142857142857,0.25,0.35,0.125,0.14285714285714285,,,,0.6666666666666666,0.6,,0.6666666666666666,0.5,0.6666666666666666,,,,,82.96296296296296,17.142857142857142,17.571428571428573,12.714285714285714,17.428571428571427,0.375,,,0.125,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,,,,0.5,0.47094375,,0.2,0.2222222222222222,9.157142857142857,28.0,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.125,0.3333333333333333,0.4465666666666666,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101129-101144-101236-1747-201171,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Rafer Alston, Carl Landry","Head, Wafer, Hayes, Alston, Landry",101129-101144-101236-1747-201171,HOU,279.0,2,5.0,7.0,8.0,9.0,3.0,1.0,17.0,2.0,3.0,1.0,1.0,1.0,1.0,,,4.0,5.0,1.0,5.0,13.0,6.0,2.0,1.0,2.0,6.0,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,4.0,6.0,2.0,,,,,11.0,3.0,0.25,0.25,0.8,0.6666666666666666,0.7222222222222222,0.16666666666666666,,,,,0.75,1.0,1.0,0.8,0.5,1.0,1.0,0.5,,,87.74193548387096,17.625,15.333333333333334,17.625,15.0,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,,,0.6666666666666666,0.5170333333333333,0.44143333333333334,0.25,0.2857142857142857,5.54,26.9,0.375,,,1.0,,,2.0,1.0,1.0,,,,1.0,,,,,0.16666666666666666,,,0.15384615384615385,7.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,0.6666666666666666,0.625,1.0,0.3333333333333333,1.0,0.3333333333333333,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101129-101144-101236-1897-201171,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Metta World Peace, Carl Landry","Head, Wafer, Hayes, World Peace, Landry",101129-101144-101236-1897-201171,HOU,112.0,1,2.0,2.0,5.0,5.0,,,10.0,2.0,2.0,,,,,,,2.0,2.0,,,4.0,2.0,,,2.0,2.0,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,3.0,,1.0,1.0,2.0,,,,,,,4.0,,0.5,0.5,1.0,1.0,1.0,,,,,0.6666666666666666,1.0,,,1.0,,,,1.0,,,128.57142857142856,12.0,10.4,12.0,10.4,1.0,1.0,1.0,,,,,,,,,,1.0,0.7038,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101129-101144-101236-201166-201171,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Aaron Brooks, Carl Landry","Head, Wafer, Hayes, Brooks, Landry",101129-101144-101236-201166-201171,HOU,1590.0,7,26.0,-4.0,49.0,51.0,9.0,6.0,100.0,10.0,14.0,4.0,14.0,3.0,6.0,3.0,1.0,17.0,34.0,11.0,6.0,46.0,50.0,5.0,2.0,20.0,14.0,,10.0,11.0,2.0,23.0,2.0,3.0,12.0,17.0,7.0,24.0,,4.0,3.0,4.0,1.0,3.0,2.0,7.0,,6.0,7.0,12.0,9.0,3.0,3.0,1.0,1.0,3.0,41.0,9.0,0.5882352941176471,0.5882352941176471,0.5,0.4444444444444444,0.46875,0.24444444444444444,,,,0.5714285714285714,0.75,0.11764705882352941,0.6,0.7142857142857143,0.28,,1.0,0.875,0.6,,90.56603773584905,15.73469387755102,16.058823529411764,14.326530612244898,15.509803921568627,0.3111111111111111,0.7142857142857143,0.7142857142857143,0.3111111111111111,0.2857142857142857,0.2857142857142857,0.13333333333333333,0.5,0.5,0.6666666666666666,0.06666666666666667,0.14285714285714285,0.5555555555555556,0.49509333333333333,0.5405714285714286,0.06521739130434782,0.08571428571428572,6.714705882352941,24.672727272727272,0.1836734693877551,,2.0,8.0,1.0,5.0,5.0,8.0,1.0,2.0,0.2,0.2,0.35714285714285715,,,0.4,0.6666666666666666,0.17777777777777778,0.4,0.39225,0.10869565217391304,17.0,2.0,3.0,1.0,3.0,2.0,3.0,7.0,,2.0,2.0,7.0,2.0,0.4,0.2857142857142857,0.3888888888888889,,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.15217391304347827,8.0,2.0,,0.8,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.18181818181818182,0.18181818181818182,1.0,0.625,0.2,0.8,0.3333333333333333,0.25,0.25,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101129-101144-101236-201166-2397,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Aaron Brooks, Yao Ming","Head, Wafer, Hayes, Brooks, Ming",101129-101144-101236-201166-2397,HOU,106.0,1,2.0,-1.0,3.0,3.0,,1.0,6.0,1.0,1.0,,,1.0,2.0,,,2.0,3.0,,,4.0,5.0,,,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,81.50943396226415,13.0,22.333333333333332,13.0,22.333333333333332,0.3333333333333333,1.0,1.0,,,,0.6666666666666666,0.5,0.5,1.0,,,0.3333333333333333,0.48216666666666663,,,,12.533333333333333,,,,1.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,0.5969,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101129-101144-101236-201166-699,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Aaron Brooks, Brent Barry","Head, Wafer, Hayes, Brooks, Barry",101129-101144-101236-201166-699,HOU,282.0,1,5.0,-4.0,10.0,10.0,3.0,3.0,20.0,2.0,5.0,,2.0,2.0,3.0,,,4.0,10.0,1.0,,8.0,12.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,7.0,,1.0,,1.0,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,6.0,3.0,0.5,0.6666666666666666,0.4,0.36363636363636365,0.36363636363636365,0.09090909090909091,0.1,,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.42857142857142855,0.6666666666666666,,1.0,1.0,,102.12765957446808,16.6,11.6,15.6,10.2,0.45454545454545453,0.4,0.5,0.18181818181818182,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,,,0.5454545454545454,0.4904090909090909,0.48423333333333335,,,7.13,24.5,0.3,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,0.5,0.5,0.5,0.2,,,,0.09090909090909091,0.5,0.4394,0.25,2.0,,1.0,1.0,,,,,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,1.0,1.0,,0.5,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101129-101144-101236-201171-699,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Carl Landry, Brent Barry","Head, Wafer, Hayes, Landry, Barry",101129-101144-101236-201171-699,HOU,136.0,1,2.0,-1.0,4.0,4.0,4.0,2.0,8.0,2.0,3.0,,,,2.0,,,2.0,5.0,,2.0,6.0,7.0,5.0,,2.0,2.0,,1.0,1.0,,2.0,2.0,,1.0,1.0,2.0,3.0,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,4.0,4.0,0.5,1.0,0.4,0.4,0.5,,,,,,1.0,0.6666666666666666,,1.0,0.6666666666666666,,,1.0,,,84.70588235294117,15.25,18.75,14.25,18.75,0.6,0.6666666666666666,0.6666666666666666,,,,0.4,,,,,,0.6,0.49728000000000006,0.49728000000000006,,,8.58,,1.0,,2.0,,1.0,2.0,2.0,,,,0.5,0.5,0.5,,1.0,,,,1.0,0.5747,0.3333333333333333,4.0,2.0,3.0,,,2.0,2.0,6.0,,,1.0,6.0,1.0,0.4,0.4,0.5,,0.6,0.6666666666666666,,1.0,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101129-101144-101236-201595-699,1610612745,"Luther Head, Von Wafer, Chuck Hayes, Joey Dorsey, Brent Barry","Head, Wafer, Hayes, Dorsey, Barry",101129-101144-101236-201595-699,HOU,132.0,1,2.0,2.0,4.0,5.0,4.0,,9.0,1.0,1.0,,,2.0,3.0,,,3.0,4.0,,,6.0,4.0,4.0,,4.0,2.0,,2.0,2.0,1.0,4.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,6.0,4.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,,,,,,1.0,,,1.0,,,,,,,98.18181818181817,13.25,15.8,13.25,15.8,0.25,1.0,1.0,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,,0.25,0.441425,0.441425,,,14.125,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,5.0,1.0,1.0,,,3.0,,6.0,,,,6.0,,0.75,0.75,0.75,,0.25,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
