EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,Minutes,PlusMinus,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,Steals,LostBallSteals,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeFGA,PenaltyTurnovers,OffAtRimReboundPct,ShortMidRangeFrequency,OffShortMidRangeReboundPct,SecondChanceShotQualityAvg,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,ShortMidRangePctBlocked,SelfOReb,Offensive Fouls,SelfORebPct,FTOffRebounds,Loose Ball Fouls Drawn,3SecondViolations,OffFTReboundPct,Technical Free Throw Trips,Travels,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101129-200081-200821-201596-2617,1610612748,"Luther Head, Jamario Moon, Yakhouba Diawara, Mario Chalmers, Udonis Haslem","Head, Moon, Diawara, Chalmers, Haslem",101129-200081-200821-201596-2617,MIA,27.0,1,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,160.0,8.5,10.0,8.5,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
101129-200081-201161-201563-2048,1610612748,"Luther Head, Jamario Moon, Daequan Cook, Michael Beasley, Jamaal Magloire","Head, Moon, Cook, Beasley, Magloire",101129-200081-201161-201563-2048,MIA,142.0,1,4.0,5.0,4.0,3.0,9.0,,2.0,2.0,4.0,,1.0,,91.26760563380282,13.0,18.0,13.0,18.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,4.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,0.625,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.6666666666666666,1.0,0.7611333333333333,0.7611333333333333,0.25,0.25,1.0,0.7666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
101129-200081-201161-201563-2617,1610612748,"Luther Head, Jamario Moon, Daequan Cook, Michael Beasley, Udonis Haslem","Head, Moon, Cook, Beasley, Haslem",101129-200081-201161-201563-2617,MIA,300.0,1,9.0,10.0,1.0,2.0,19.0,3.0,6.0,8.0,1.0,1.0,0.8571428571428571,,91.2,13.666666666666666,17.7,12.11111111111111,16.0,0.1111111111111111,5.0,4.0,3.0,3.0,1.0,1.0,3.0,5.0,1.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,,1.0,1.0,1.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,4.0,3.0,0.3333333333333333,0.3333333333333333,0.6,1.0,0.42857142857142855,0.3333333333333333,0.5,0.5,,,0.75,0.5,1.0,0.42857142857142855,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.4584428571428571,0.4676,0.14285714285714285,0.2,0.42857142857142855,8.8,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.2857142857142857,0.8,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,1.0,0.6666666666666666,0.42857142857142855,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
101129-200081-201161-2617-979,1610612748,"Luther Head, Jamario Moon, Daequan Cook, Udonis Haslem, Jermaine O'Neal","Head, Moon, Cook, Haslem, O'Neal",101129-200081-201161-2617-979,MIA,86.0,2,4.0,2.0,4.0,,6.0,,1.0,2.0,4.0,,1.0,,100.46511627906976,15.0,13.0,14.0,13.0,1.0,1.0,-2.0,,1.0,,1.0,,4.0,,,2.0,,4.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,0.25,1.0,1.0,,1.0,0.25,,,,0.25,,0.25,0.4285,0.4285,,,,11.925,1.0,,1.0,2.0,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,0.5,,1.0,,,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
101129-200081-201563-201596-2048,1610612748,"Luther Head, Jamario Moon, Michael Beasley, Mario Chalmers, Jamaal Magloire","Head, Moon, Beasley, Chalmers, Magloire",101129-200081-201563-201596-2048,MIA,54.0,1,2.0,1.0,,,3.0,,,2.0,,,,,80.0,20.5,13.0,14.5,13.0,,1.0,1.0,,,,,,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,2.0,4.0,2.0,2.0,,,,,,,,0.375,,,,,,,,,,,,,,0.39195,,0.5,0.5,,12.9,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,0.25,,,1.0,,1.0,1.0,,,0.5,,,,,0.3333333333333333,,1.0,,,0.5,1.0,0.3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
101129-200081-201563-201596-979,1610612748,"Luther Head, Jamario Moon, Michael Beasley, Mario Chalmers, Jermaine O'Neal","Head, Moon, Beasley, Chalmers, O'Neal",101129-200081-201563-201596-979,MIA,21.0,1,1.0,,,,1.0,,,1.0,,,,,68.57142857142857,21.0,,21.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.3922,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
101129-200081-201563-2048-2548,1610612748,"Luther Head, Jamario Moon, Michael Beasley, Jamaal Magloire, Dwyane Wade","Head, Moon, Beasley, Magloire, Wade",101129-200081-201563-2048-2548,MIA,1.0,1,1.0,,1.0,,1.0,,,,1.0,,,,1440.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
101129-200081-201563-2548-2617,1610612748,"Luther Head, Jamario Moon, Michael Beasley, Dwyane Wade, Udonis Haslem","Head, Moon, Beasley, Wade, Haslem",101129-200081-201563-2548-2617,MIA,1676.0,7,51.0,52.0,19.0,21.0,103.0,6.0,25.0,35.0,19.0,1.0,0.7586206896551724,1.0,88.4964200477327,15.627450980392156,16.903846153846153,13.92156862745098,16.01923076923077,0.37254901960784315,28.0,11.0,13.0,16.0,3.0,4.0,19.0,37.0,12.0,62.0,51.0,3.0,10.0,5.0,17.0,24.0,14.0,1.0,12.0,15.0,9.0,33.0,16.0,2.0,1.0,9.0,11.0,16.0,8.0,51.0,17.0,0.631578947368421,0.7058823529411765,0.5135135135135135,0.3,0.5319148936170213,0.4,0.5740740740740741,0.4722222222222222,0.02702702702702703,0.0625,0.6956521739130435,0.5714285714285714,0.7272727272727273,0.3404255319148936,0.8125,0.8666666666666667,0.6923076923076923,0.26666666666666666,0.75,0.5531914893617021,0.49103829787234043,0.4698,0.1509433962264151,0.18604651162790697,0.27419354838709675,8.664864864864866,10.0,2.0,3.0,16.0,6.0,5.0,10.0,2.0,6.0,4.0,11.0,5.0,6.0,,10.0,10.0,1.0,5.0,2.0,2.0,,3.0,7.0,2.0,5.0,2.0,4.0,1.0,4.0,0.3333333333333333,0.5,0.6111111111111112,0.2127659574468085,0.7142857142857143,0.5555555555555556,,0.43478260869565216,0.6363636363636364,,1.0,0.3404255319148936,0.1276595744680851,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.1774193548387097,24.07,5.0,4.0,0.6666666666666666,0.10638297872340426,0.25,0.5108285714285714,1.0,5.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,9.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.75,0.4,1.0,0.4,0.4,1.0,0.8,0.5,0.2,0.2,0.3125,0.3125,0.6,0.0851063829787234,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5,0.14285714285714285,1.0,1.0,0.4,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
101129-200081-201563-2548-979,1610612748,"Luther Head, Jamario Moon, Michael Beasley, Dwyane Wade, Jermaine O'Neal","Head, Moon, Beasley, Wade, O'Neal",101129-200081-201563-2548-979,MIA,309.0,2,7.0,8.0,3.0,8.0,15.0,,,4.0,3.0,,,,69.90291262135922,22.571428571428573,18.875,18.571428571428573,18.5,0.42857142857142855,5.0,-5.0,,3.0,,,2.0,6.0,4.0,14.0,19.0,1.0,1.0,2.0,7.0,2.0,2.0,,1.0,3.0,,8.0,,,,3.0,2.0,5.0,,8.0,7.0,0.5,0.5,0.3333333333333333,1.0,0.5555555555555556,0.8333333333333334,0.6363636363636364,0.875,,,,,,0.3333333333333333,,,,,,0.6666666666666666,0.5113888888888889,0.5119666666666667,0.1,,0.5,5.05,2.0,,2.0,1.0,1.0,1.0,3.0,,2.0,,6.0,2.0,1.0,1.0,3.0,4.0,,,,,,,,,2.0,,1.0,,1.0,,0.75,0.75,0.3333333333333333,,0.75,1.0,0.8,,,,0.1111111111111111,0.1111111111111111,0.5,,0.3333333333333333,0.42857142857142855,23.933333333333334,2.0,,1.0,0.2222222222222222,,0.5887,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,,,1.0,2.0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,,,,1.0,1.0,,,,0.2222222222222222,0.5,0.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
101129-200081-201596-2548-2617,1610612748,"Luther Head, Jamario Moon, Mario Chalmers, Dwyane Wade, Udonis Haslem","Head, Moon, Chalmers, Wade, Haslem",101129-200081-201596-2548-2617,MIA,8.0,1,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,180.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
