EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3A,PenaltyFG3M,ShortMidRangeAssists,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyFg3Pct,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,DefThreePtRebounds,SelfOReb,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,PenaltyArc3FGM,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,3SecondViolations,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,Fg3aBlocked,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,Loose Ball Fouls Drawn,StepOutOfBoundsTurnovers,HeaveAttempts,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,BlockedArc3,OffensiveGoaltends,team_id,year,season,team_vs
1630-1718-200765-200796-2067,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Leon Powe, Eddie House","Moore, Pierce, Rondo, Powe, House",1630-1718-200765-200796-2067,BOS,139.0,2,2.0,-5.0,4.0,6.0,4.0,6.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,103.59712230215827,12.0,15.166666666666666,12.0,15.166666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5349,0.5349,1.0,8.933333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-200796-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Leon Powe, Stephon Marbury","Moore, Pierce, Rondo, Powe, Marbury",1630-1718-200765-200796-950,BOS,15.0,1,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-200796-951,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Leon Powe, Ray Allen","Moore, Pierce, Rondo, Powe, Allen",1630-1718-200765-200796-951,BOS,489.0,6,8.0,,15.0,15.0,6.0,2.0,30.0,1.0,1.0,,,1.0,1.0,3.0,2.0,5.0,20.0,20.0,1.0,1.0,6.0,2.0,,1.0,5.0,,1.0,14.0,1.0,1.0,,1.0,,3.0,3.0,3.0,5.0,3.0,17.0,6.0,6.0,0.5,1.0,0.4,1.0,0.6666666666666666,0.5,0.6785714285714286,0.625,,,0.3333333333333333,88.34355828220859,16.4,16.2,15.933333333333334,16.2,0.08333333333333333,1.0,1.0,,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,,,0.6666666666666666,0.5272166666666667,0.483125,0.3,10.66,0.4,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,12.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,1.0,1.0,0.75,0.5833333333333334,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.4166666666666667,0.4,0.4,1.0,1.0,1.0,0.5,0.4,0.07692307692307693,0.16666666666666666,0.15,24.74285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-201175-2067,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Glen Davis, Eddie House","Moore, Pierce, Rondo, Davis, House",1630-1718-200765-201175-2067,BOS,851.0,4,14.0,7.0,25.0,24.0,14.0,4.0,49.0,6.0,9.0,4.0,5.0,4.0,2.0,4.0,11.0,17.0,31.0,24.0,7.0,8.0,18.0,10.0,2.0,5.0,7.0,2.0,2.0,16.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,31.0,18.0,14.0,0.45454545454545453,0.45454545454545453,0.6470588235294118,0.875,0.6666666666666666,0.85,0.6739130434782609,0.8181818181818182,0.11764705882352941,,0.25,82.91421856639248,16.2,18.583333333333332,16.08,18.458333333333332,0.42857142857142855,0.6666666666666666,0.8571428571428571,0.3333333333333333,0.19047619047619047,0.19047619047619047,0.5,0.5,1.0,0.5,0.8,0.6190476190476191,0.5148071428571429,0.560385,0.5806451612903226,7.482352941176471,0.56,3.0,1.0,4.0,,,1.0,,,2.0,3.0,,1.0,1.0,2.0,4.0,,,,,2.0,12.0,6.0,,1.0,,2.0,,2.0,,8.0,,8.0,1.0,9.0,3.0,,,,,2.0,,,,,1.0,0.5,0.5,,,,0.19047619047619047,,0.8,,0.8,0.14285714285714285,,0.6666666666666666,0.75,,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.047619047619047616,,,,,,0.1,,0.08695652173913043,0.10526315789473684,,23.375,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2222222222222222,0.16666666666666666,0.3333333333333333,1.0,0.75,0.75,0.3333333333333333,1.0,0.1,1.0,0.5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-201175-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Glen Davis, Stephon Marbury","Moore, Pierce, Rondo, Davis, Marbury",1630-1718-200765-201175-950,BOS,269.0,3,4.0,-3.0,8.0,9.0,2.0,2.0,17.0,,3.0,,,1.0,2.0,5.0,2.0,9.0,8.0,11.0,,2.0,,,1.0,,1.0,,,3.0,,,,,,1.0,,,1.0,,5.0,,2.0,,,0.2222222222222222,,0.35,,0.35,,0.1111111111111111,,,91.00371747211896,19.5,12.555555555555555,16.125,12.555555555555555,0.3,,,,0.1,0.5,0.4,0.4,,,,0.4,0.4241,0.39455,,11.433333333333334,0.25,1.0,,1.0,,,2.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,3.0,,4.0,3.0,,1.0,1.0,1.0,1.0,,,1.0,,2.0,3.0,5.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,,0.5,,0.6666666666666666,0.42857142857142855,,,0.5,,,,,,0.1,1.0,1.0,1.0,0.6666666666666666,,,1.0,,,0.375,26.7,,,,,,,,3.0,,,,,0.3333333333333333,0.42857142857142855,0.6666666666666666,,,,,,,,0.42346666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-201175-951,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Glen Davis, Ray Allen","Moore, Pierce, Rondo, Davis, Allen",1630-1718-200765-201175-951,BOS,1553.0,8,26.0,-1.0,49.0,47.0,15.0,13.0,96.0,10.0,20.0,2.0,6.0,6.0,6.0,10.0,19.0,36.0,56.0,57.0,6.0,15.0,19.0,16.0,6.0,8.0,10.0,5.0,3.0,22.0,2.0,1.0,1.0,1.0,,7.0,,8.0,16.0,12.0,48.0,19.0,15.0,0.42105263157894735,0.4444444444444444,0.5277777777777778,0.4,0.5465116279069767,0.4411764705882353,0.5833333333333334,0.5,0.16666666666666666,0.16666666666666666,0.14285714285714285,89.01481004507406,17.163265306122447,15.148936170212766,15.448979591836734,14.23404255319149,0.46511627906976744,0.5,0.6666666666666666,0.5,0.13953488372093023,0.23255813953488372,0.6,0.6,0.5,0.35294117647058826,0.3333333333333333,0.627906976744186,0.5197732558139535,0.5065588235294117,0.3392857142857143,6.949999999999999,0.30612244897959184,9.0,4.0,12.0,,,7.0,,1.0,1.0,3.0,2.0,4.0,2.0,3.0,7.0,3.0,5.0,2.0,8.0,2.0,22.0,6.0,2.0,4.0,2.0,2.0,1.0,1.0,,10.0,3.0,15.0,7.0,22.0,6.0,1.0,3.0,,,7.0,1.0,1.0,1.0,,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.6,0.5,0.5,0.16279069767441862,1.0,0.625,,0.6,0.3333333333333333,,0.4,1.0,,0.06976744186046512,0.3333333333333333,0.3333333333333333,1.0,0.09302325581395349,0.5,0.5,0.5,0.16666666666666666,,0.11764705882352941,0.5,0.14583333333333334,0.17073170731707318,0.14285714285714285,25.24285714285714,3.0,1.0,,,1.0,1.0,,7.0,1.0,,,0.5,0.25,0.4117647058823529,0.5,0.625,0.5,0.6,,0.16666666666666666,,,0.48599166666666666,2.0,,0.5,0.25,1.0,,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-201611-2067,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Henry Walker, Eddie House","Moore, Pierce, Rondo, Walker, House",1630-1718-200765-201611-2067,BOS,240.0,2,4.0,-1.0,9.0,9.0,7.0,7.0,18.0,,1.0,,,,3.0,5.0,3.0,6.0,9.0,10.0,3.0,5.0,9.0,2.0,,1.0,1.0,,1.0,2.0,,,,,,1.0,,2.0,5.0,2.0,8.0,9.0,7.0,0.3333333333333333,0.3333333333333333,0.5,0.6,0.5,0.6,0.5625,0.6428571428571429,,,,108.0,16.22222222222222,10.444444444444445,16.11111111111111,10.333333333333334,0.16666666666666666,,,,,0.8333333333333334,0.6,0.6,0.3333333333333333,,,0.16666666666666666,0.3923833333333333,0.38222,1.0,14.533333333333333,0.7777777777777778,3.0,3.0,4.0,,,1.0,,,,,,,,,,,,1.0,1.0,,4.0,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.1111111111111111,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-201611-2570,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Henry Walker, Kendrick Perkins","Moore, Pierce, Rondo, Walker, Perkins",1630-1718-200765-201611-2570,BOS,31.0,1,1.0,-2.0,1.0,2.0,,2.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,139.3548387096774,13.0,9.0,13.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-201611-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Henry Walker, Stephon Marbury","Moore, Pierce, Rondo, Walker, Marbury",1630-1718-200765-201611-950,BOS,55.0,1,1.0,-3.0,2.0,1.0,,1.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,78.54545454545455,14.5,26.0,14.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
1630-1718-200765-201611-951,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Henry Walker, Ray Allen","Moore, Pierce, Rondo, Walker, Allen",1630-1718-200765-201611-951,BOS,102.0,1,2.0,3.0,4.0,3.0,2.0,3.0,7.0,2.0,3.0,1.0,2.0,1.0,,,3.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,,2.0,2.0,2.0,,4.0,,,,,,,,1.0,2.0,2.0,7.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.5,0.875,0.5,,,,98.82352941176471,11.0,19.333333333333332,11.0,19.333333333333332,0.75,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,,1.0,0.5,0.75,0.549325,0.6126,0.2857142857142857,2.675,0.5,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,0.25,0.25,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,False
