EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Assisted3sPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3PctAssisted,SecondChanceArc3Frequency,Avg2ptShotDistance,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,DefThreePtRebounds,LostBallSteals,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,SelfOReb,LostBallTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,DefCorner3ReboundPct,SecondChanceTurnovers,PenaltyTurnovers,Technical Free Throw Trips,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,LostBallOutOfBoundsTurnovers,HeaveAttempts,StepOutOfBoundsTurnovers,Travels,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsPutbacks,OffCorner3ReboundPct,Clear Path Fouls,Loose Ball Fouls Drawn,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,BlockedCorner3,HeaveMakes,OffensiveGoaltends,team_id,year,season,team_vs
101122-101127-101143-101211-1725,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Stephen Graham, Rasho Nesterovic","Granger, Jack, Diener, Graham, Nesterovic",101122-101127-101143-101211-1725,IND,109.0,1,2.0,1.0,3.0,4.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,6.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,0.25,0.25,0.3333333333333333,92.4770642201835,17.0,14.5,17.0,13.5,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5722333333333333,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
101122-101127-101143-101211-1902,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Stephen Graham, Jeff Foster","Granger, Jack, Diener, Graham, Foster",101122-101127-101143-101211-1902,IND,315.0,2,5.0,-5.0,12.0,11.0,23.0,,,1.0,8.0,1.0,2.0,1.0,8.0,5.0,10.0,2.0,,8.0,1.0,1.0,2.0,,5.0,4.0,4.0,5.0,,1.0,5.0,1.0,1.0,0.125,0.125,0.5,0.25,0.25,0.8,0.8,0.6666666666666666,,105.14285714285714,15.25,12.0,13.75,10.545454545454545,,,,,0.8,0.125,0.125,0.8,0.125,0.525625,24.8875,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.125,0.14285714285714285,0.6666666666666666,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
101122-101127-101143-101211-201579,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Stephen Graham, Roy Hibbert","Granger, Jack, Diener, Graham, Hibbert",101122-101127-101143-101211-201579,IND,89.0,1,1.0,-4.0,3.0,3.0,6.0,,1.0,,,,3.0,,,,4.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,97.07865168539325,21.333333333333332,8.333333333333334,15.0,8.333333333333334,0.3333333333333333,,,,,,,0.3333333333333333,,0.3894666666666667,,1.0,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,0.6666666666666666,,,,,,,5.8,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
101122-101127-101143-101211-2211,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Stephen Graham, Troy Murphy","Granger, Jack, Diener, Graham, Murphy",101122-101127-101143-101211-2211,IND,316.0,2,5.0,-3.0,12.0,11.0,23.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,3.0,14.0,17.0,2.0,,2.0,1.0,1.0,3.0,,8.0,1.0,3.0,3.0,1.0,4.0,14.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6,0.6363636363636364,0.3,0.5,0.75,,104.81012658227849,14.166666666666666,13.272727272727273,14.166666666666666,13.090909090909092,0.2,0.5,1.0,,0.2,0.5,0.5,0.5,0.5,0.465595,25.833333333333332,,,2.0,3.0,,,6.0,2.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,0.2,,,,0.3,1.0,,9.4,,,,,,,,,,,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,14.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,14.0,9.0,1.0,0.6666666666666666,0.6,0.75,0.7777777777777778,0.42857142857142855,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.1,1.0,1.0,1.0,0.125,1.0,0.125,1.0,0.25,0.5,0.49091875,0.09090909090909091,0.125,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
101122-101127-101143-1725-1766,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Maceo Baston","Granger, Jack, Diener, Nesterovic, Baston",101122-101127-101143-1725-1766,IND,111.0,1,2.0,4.0,4.0,5.0,9.0,1.0,2.0,,1.0,3.0,4.0,,1.0,6.0,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,6.0,0.3333333333333333,0.3333333333333333,,,0.75,0.6,0.6,0.2,0.75,0.75,1.0,116.75675675675676,9.0,15.0,8.75,13.6,0.4,0.5,0.5,1.0,0.2,,,0.6,,0.51641,26.0,1.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,0.5,1.0,,0.6666666666666666,1.0,,,,,0.4,,,10.9,1.0,1.0,,,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
101122-101127-101143-1725-1902,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Jeff Foster","Granger, Jack, Diener, Nesterovic, Foster",101122-101127-101143-1725-1902,IND,165.0,1,3.0,4.0,6.0,5.0,11.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,4.0,2.0,,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.875,1.0,0.25,0.3333333333333333,0.3333333333333333,,96.0,13.5,16.8,12.833333333333334,13.8,0.5,0.5,0.5,1.0,0.25,1.0,1.0,0.75,1.0,0.563125,24.3,1.0,1.0,1.0,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,0.5,0.25,1.0,1.0,,,1.0,,3.5666666666666664,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,,1.0,0.5648,1.0,5.0,,,,,,,,,,1.0,1.0,1.0,,,,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.3843,0.25,0.3333333333333333,0.25,0.16666666666666666,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
101122-101127-101143-1725-201177,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Josh McRoberts","Granger, Jack, Diener, Nesterovic, McRoberts",101122-101127-101143-1725-201177,IND,60.0,1,1.0,,2.0,2.0,4.0,,,,,,1.0,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,0.5,,1.0,1.0,,96.0,17.0,13.0,17.0,13.0,,,,,,,,,,0.4012,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,,20.3,,,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,,1.0,,,2.0,2.0,,,,,,,,2.0,1.0,,2.0,2.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,0.4012,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
101122-101127-101143-1725-201575,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Brandon Rush","Granger, Jack, Diener, Nesterovic, Rush",101122-101127-101143-1725-201575,IND,509.0,5,8.0,2.0,17.0,19.0,36.0,5.0,5.0,3.0,5.0,5.0,7.0,4.0,7.0,24.0,22.0,8.0,,5.0,3.0,4.0,8.0,4.0,20.0,4.0,6.0,6.0,1.0,3.0,24.0,0.8,0.8,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7857142857142857,0.8,0.5,0.4444444444444444,0.5,1.0,101.84675834970531,12.294117647058824,15.789473684210526,12.294117647058824,14.894736842105264,0.35714285714285715,1.0,1.0,0.8,0.35714285714285715,0.6,0.6,0.8571428571428571,0.6,0.5759142857142857,24.842857142857145,,,1.0,1.0,,,12.0,4.0,3.0,,,,2.0,,2.0,2.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,0.6666666666666666,0.2,1.0,0.07142857142857142,,,,0.07142857142857142,1.0,,4.8,,,,,,,,,,,1.0,3.0,,,,1.0,2.0,,,,1.0,2.0,,,,1.0,,,2.0,,1.0,,1.0,2.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,0.14285714285714285,0.5,0.5,1.0,,,,,1.0,,0.3687,0.06666666666666667,0.125,,0.058823529411764705,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
101122-101127-101143-1725-2211,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Troy Murphy","Granger, Jack, Diener, Nesterovic, Murphy",101122-101127-101143-1725-2211,IND,577.0,5,10.0,-2.0,18.0,20.0,38.0,3.0,5.0,1.0,5.0,6.0,11.0,2.0,6.0,25.0,27.0,6.0,,5.0,1.0,3.0,5.0,1.0,12.0,4.0,5.0,9.0,4.0,5.0,21.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.5294117647058824,0.6,0.35294117647058826,0.6666666666666666,0.625,,94.83535528596187,15.444444444444445,14.95,14.444444444444445,13.7,0.29411764705882354,0.6,0.75,0.3333333333333333,0.29411764705882354,0.2,0.2,0.6470588235294118,0.2,0.5144411764705882,25.599999999999998,4.0,1.0,2.0,4.0,1.0,1.0,6.0,2.0,1.0,,2.0,4.0,1.0,1.0,,2.0,,6.0,,,,,,,1.0,0.5,0.4444444444444444,0.5,1.0,0.5,,0.11764705882352941,0.5,0.5,,0.23529411764705882,1.0,0.5,8.154545454545454,,1.0,2.0,2.0,,1.0,0.4,,,0.3862,4.0,7.0,1.0,2.0,2.0,1.0,1.0,,,,,7.0,1.0,4.0,,,,2.0,6.0,1.0,1.0,2.0,1.0,,,8.0,4.0,,2.0,4.0,1.0,,0.25,0.25,0.25,0.09090909090909091,0.2,,0.5,0.5,0.5,0.5,1.0,0.058823529411764705,1.0,1.0,1.0,0.5,0.5,,,,,0.508475,0.2,0.2857142857142857,0.08,0.2222222222222222,,,,1.0,2.0,4.0,,2.0,1.0,1.0,0.5,0.6666666666666666,0.5,,,,0.16,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
101122-101127-101143-1725-2605,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Marquis Daniels","Granger, Jack, Diener, Nesterovic, Daniels",101122-101127-101143-1725-2605,IND,182.0,2,3.0,5.0,5.0,4.0,9.0,1.0,2.0,,1.0,2.0,5.0,,1.0,5.0,,,,1.0,,,,,,2.0,4.0,6.0,,1.0,5.0,,,,,0.4,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,71.20879120879121,18.6,22.25,16.8,18.5,0.3333333333333333,0.5,0.5,,0.16666666666666666,,,0.5,,0.5039666666666667,25.2,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,0.5,,,1.0,1.0,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,10.48,1.0,2.0,2.0,,,,0.6666666666666666,,0.5,0.45775,,,,,,,,,,,,1.0,,,,,1.0,1.0,4.0,,,,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,False
