EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,OffRebounds,ShootingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,PenaltyTurnovers,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LostBallSteals,BadPassTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,PtsUnassisted3s,NonShootingPenaltyNonTakeFouls,Loose Ball Fouls,OffCorner3ReboundPct,2pt And 1 Free Throw Trips,SecondChanceFtPoints,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,SelfOReb,SecondChanceTurnovers,OffFTReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Travels,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,LongMidRangePctBlocked,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,DefensiveGoaltends,SecondChanceCorner3FGM,HeaveAttempts,ThreePtShootingFoulsDrawn,BlockedShortMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3SecondViolations,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,BlockedLongMidRange,team_id,year,season,team_vs
101130-101132-1853-200764-2747,1610612743,"Johan Petro, Linas Kleiza, Anthony Carter, Renaldo Balkman, JR Smith","Petro, Kleiza, Carter, Balkman, Smith",101130-101132-1853-200764-2747,DEN,61.0,1,1.0,-4.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,94.42622950819673,20.5,10.0,20.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
101130-101132-1853-2078-2563,1610612743,"Johan Petro, Linas Kleiza, Anthony Carter, Jason Hart, Dahntay Jones","Petro, Kleiza, Carter, Hart, Jones",101130-101132-1853-2078-2563,DEN,97.0,2,2.0,6.0,3.0,4.0,3.0,7.0,,,,,,,,,,103.91752577319588,12.0,15.25,12.0,15.25,3.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,3.0,3.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,6.0,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.36316666666666664,0.36316666666666664,1.0,17.900000000000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
101130-101132-1853-2563-2747,1610612743,"Johan Petro, Linas Kleiza, Anthony Carter, Dahntay Jones, JR Smith","Petro, Kleiza, Carter, Jones, Smith",101130-101132-1853-2563-2747,DEN,272.0,3,5.0,1.0,8.0,7.0,4.0,15.0,9.0,,,,,,4.0,,,79.41176470588235,14.5,22.285714285714285,13.5,22.285714285714285,5.0,,,,2.0,5.0,9.0,10.0,4.0,6.0,8.0,8.0,2.0,4.0,4.0,,,8.0,3.0,,3.0,6.0,4.0,8.0,5.0,0.8,1.0,0.5555555555555556,0.6666666666666666,0.5,0.5714285714285714,0.5,0.5714285714285714,,1.0,0.75,1.0,,,,,0.2,,,,0.55819,0.5706285714285715,0.8,4.055555555555555,0.625,4.0,5.0,7.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.1,0.1111111111111111,0.14285714285714285,0.75,0.6,1.0,0.5,1.0,0.7,0.7142857142857143,0.8333333333333334,0.8,0.1,1.0,1.0,0.6666666666666666,0.7142857142857143,0.8,0.14285714285714285,0.8,0.5707,0.6,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
101130-101132-200764-2078-2563,1610612743,"Johan Petro, Linas Kleiza, Renaldo Balkman, Jason Hart, Dahntay Jones","Petro, Kleiza, Balkman, Hart, Jones",101130-101132-200764-2078-2563,DEN,406.0,4,7.0,9.0,12.0,14.0,12.0,26.0,6.0,1.0,,,1.0,1.0,,4.0,1.0,92.21674876847291,16.833333333333332,14.571428571428571,14.833333333333334,14.571428571428571,9.0,1.0,1.0,,1.0,2.0,3.0,15.0,1.0,2.0,9.0,2.0,2.0,1.0,4.0,,,11.0,4.0,,5.0,6.0,15.0,9.0,9.0,0.5,0.5,0.6666666666666666,0.5,0.7222222222222222,0.6666666666666666,0.6363636363636364,0.5625,,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,,0.1111111111111111,,,,0.5050388888888889,0.474375,0.6,8.5,0.75,1.0,1.0,1.0,,,,,4.0,3.0,6.0,,,,4.0,,4.0,,1.0,,1.0,,,,,0.6666666666666666,,,,0.25,,,1.0,0.1111111111111111,1.0,1.0,1.0,0.4444444444444444,,,,,,0.5,0.7777777777777778,,,24.233333333333334,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,9.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.5,0.5,1.0,0.16666666666666666,1.0,0.3333333333333333,0.5,0.1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
101130-101132-200764-2078-2747,1610612743,"Johan Petro, Linas Kleiza, Renaldo Balkman, Jason Hart, JR Smith","Petro, Kleiza, Balkman, Hart, Smith",101130-101132-200764-2078-2747,DEN,427.0,1,7.0,-8.0,16.0,15.0,15.0,31.0,18.0,4.0,1.0,2.0,2.0,6.0,3.0,5.0,0.6666666666666666,104.5433255269321,11.75,15.933333333333334,11.75,15.8,10.0,,,,1.0,2.0,4.0,10.0,1.0,3.0,8.0,4.0,,2.0,2.0,,,4.0,2.0,,5.0,5.0,10.0,8.0,10.0,1.0,1.0,0.5,0.3333333333333333,0.4,0.3333333333333333,0.5555555555555556,0.5714285714285714,,0.6666666666666666,0.8333333333333334,1.0,,,,,0.2,,,,0.62476,0.7020666666666666,0.8,4.6,0.625,,2.0,3.0,,,1.0,2.0,1.0,,1.0,,,,,,1.0,1.0,2.0,,,2.0,,,,0.2,0.25,0.3333333333333333,,,,,,0.6,0.6666666666666666,1.0,1.0,0.2,,,,0.6666666666666666,0.5,,0.8,,,24.7,,,,,,,,6.0,,6.0,,,,,,,3.0,3.0,1.0,2.0,8.0,,2.0,2.0,,,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,0.2857142857142857,0.3333333333333333,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
101130-101132-200764-2563-2747,1610612743,"Johan Petro, Linas Kleiza, Renaldo Balkman, Dahntay Jones, JR Smith","Petro, Kleiza, Balkman, Jones, Smith",101130-101132-200764-2563-2747,DEN,24.0,1,,,2.0,1.0,1.0,3.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,180.0,9.0,6.0,9.0,6.0,2.0,,,,,,,2.0,,,2.0,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,1.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
101130-101132-2078-2365-2747,1610612743,"Johan Petro, Linas Kleiza, Jason Hart, Chris Andersen, JR Smith","Petro, Kleiza, Hart, Andersen, Smith",101130-101132-2078-2365-2747,DEN,71.0,1,1.0,2.0,2.0,2.0,,4.0,2.0,,,,,,,1.0,,81.12676056338029,20.5,15.0,19.5,15.0,2.0,,1.0,,,1.0,3.0,4.0,1.0,3.0,4.0,,2.0,,,,,,,,1.0,3.0,2.0,4.0,2.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,,,1.0,,0.3333333333333333,,,,,,,,0.4818,0.4818,1.0,2.066666666666667,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,2.0,2.0,,2.0,,,,2.0,2.0,,0.5,0.5,0.5,,,,1.0,1.0,1.0,,,0.6666666666666666,0.5,0.5,,,1.0,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.5471,0.5,,,,,,,,,2.0,,2.0,,,,,,,1.0,,,,2.0,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
101130-1497-1853-2030-2546,1610612743,"Johan Petro, Chauncey Billups, Anthony Carter, Kenyon Martin, Carmelo Anthony","Petro, Billups, Carter, Martin, Anthony",101130-1497-1853-2030-2546,DEN,97.0,1,2.0,1.0,3.0,4.0,4.0,7.0,6.0,1.0,,,1.0,1.0,,1.0,1.0,103.91752577319588,18.666666666666668,10.25,18.666666666666668,10.25,3.0,,,1.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,,2.0,,,,,,,1.0,1.0,1.0,7.0,7.0,3.0,,,1.0,1.0,1.25,1.25,1.1666666666666667,1.1666666666666667,1.0,,,,,,,,0.5,1.0,1.0,,0.44745,0.44745,1.0,20.0,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,0.5,,,24.8,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,,1.0,2.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
101130-1497-2365-2546-2747,1610612743,"Johan Petro, Chauncey Billups, Chris Andersen, Carmelo Anthony, JR Smith","Petro, Billups, Andersen, Anthony, Smith",101130-1497-2365-2546-2747,DEN,1.0,1,,-2.0,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,,,2880.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
101130-200764-2078-2563-2747,1610612743,"Johan Petro, Renaldo Balkman, Jason Hart, Dahntay Jones, JR Smith","Petro, Balkman, Hart, Jones, Smith",101130-200764-2078-2563-2747,DEN,98.0,2,2.0,,2.0,3.0,3.0,5.0,,,,,,,,1.0,,73.46938775510205,14.0,23.333333333333332,14.0,17.333333333333332,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.5766,0.5766,,,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2009,2008-09,True
