EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,FoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,AtRimFGA,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,FG3M,SecondChanceFG2A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DeadBallTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Fg3Pct,NonHeaveFg3Pct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,AtRimFGM,BlockedLongMidRange,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFGM,FtPoints,SecondChanceFtPoints,SecondChancePoints,HeaveAttempts,ShortMidRangeAssists,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,AtRimAssists,Steals,LostBallSteals,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefAtRimReboundPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,BadPassOutOfBoundsTurnovers,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,BadPassSteals,PenaltyTurnovers,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,SelfOReb,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,OffArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,FTDefRebounds,Offensive Fouls Drawn,DefFTReboundPct,OffFTReboundPct,LongMidRangePctBlocked,Technical Free Throw Trips,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,Travels,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveMakes,StepOutOfBoundsTurnovers,3SecondViolations,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
101120-101123-101138-101189-200826,1610612742,"Antoine Wright, Gerald Green, Brandon Bass, James Singleton, J.J. Barea","Wright, Green, Bass, Singleton, Barea",101120-101123-101138-101189-200826,DAL,264.0,2,4.0,-5.0,6.0,7.0,1.0,3.0,1.0,13.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,9.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,0.5,0.5,0.4,0.4,0.2,1.0,0.6666666666666666,0.5,1.0,0.6,0.3333333333333333,1.0,1.0,0.5,0.5,70.9090909090909,22.833333333333332,18.142857142857142,21.166666666666668,14.0,0.2,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,0.2,0.41712999999999995,16.375,23.8,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
101120-101123-101138-101189-2679,1610612742,"Antoine Wright, Gerald Green, Brandon Bass, James Singleton, Matt Carroll","Wright, Green, Bass, Singleton, Carroll",101120-101123-101138-101189-2679,DAL,30.0,1,,-1.0,1.0,1.0,,,,2.0,,1.0,1.0,,1.0,1.0,,2.0,3.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,96.0,18.0,12.0,18.0,12.0,,1.0,1.0,1.0,,,,0.3599,17.6,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
101120-101123-101138-1891-200826,1610612742,"Antoine Wright, Gerald Green, Brandon Bass, Jason Terry, J.J. Barea","Wright, Green, Bass, Terry, Barea",101120-101123-101138-1891-200826,DAL,3.0,1,,-3.0,,2.0,,2.0,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0,,1.5,,1.5,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
101120-101123-101138-1904-200826,1610612742,"Antoine Wright, Gerald Green, Brandon Bass, Devean George, J.J. Barea","Wright, Green, Bass, George, Barea",101120-101123-101138-1904-200826,DAL,21.0,1,,,1.0,1.0,,1.0,,2.0,,1.0,1.0,,1.0,1.0,,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,137.14285714285714,5.0,16.0,5.0,16.0,,1.0,1.0,1.0,1.0,,,0.2497,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
101120-101123-101138-200797-200826,1610612742,"Antoine Wright, Gerald Green, Brandon Bass, Ryan Hollins, J.J. Barea","Wright, Green, Bass, Hollins, Barea",101120-101123-101138-200797-200826,DAL,126.0,1,2.0,4.0,3.0,4.0,,,1.0,7.0,1.0,1.0,1.0,,1.0,3.0,1.0,5.0,1.0,2.0,,1.0,1.0,1.0,2.0,,3.0,1.0,4.0,2.0,6.0,,,1.0,1.0,1.0,5.0,,1.0,1.0,0.3333333333333333,0.625,0.625,0.25,,1.0,1.0,,1.0,1.0,,1.0,,,80.0,16.0,19.5,14.0,19.5,0.25,0.25,1.0,1.0,1.0,,0.5,0.4622375,6.866666666666667,24.2,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,0.5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
101120-101123-101138-200826-956,1610612742,"Antoine Wright, Gerald Green, Brandon Bass, J.J. Barea, Erick Dampier","Wright, Green, Bass, Barea, Dampier",101120-101123-101138-200826-956,DAL,42.0,1,1.0,-1.0,1.0,2.0,,,,3.0,,,,,1.0,1.0,,2.0,3.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,102.85714285714286,19.0,11.5,19.0,11.5,,,,,,,1.0,0.2877,3.9,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
101120-101123-101138-2205-467,1610612742,"Antoine Wright, Gerald Green, Brandon Bass, DeSagana Diop, Jason Kidd","Wright, Green, Bass, Diop, Kidd",101120-101123-101138-2205-467,DAL,193.0,1,3.0,-6.0,6.0,6.0,,,1.0,12.0,2.0,1.0,2.0,,2.0,4.0,1.0,5.0,11.0,4.0,,2.0,2.0,1.0,4.0,,,,,1.0,1.0,2.0,,2.0,,1.0,4.0,,1.0,1.0,0.5,0.4,0.4166666666666667,0.2,1.0,,,,,0.5,,,,,89.53367875647668,16.5,15.666666666666666,16.333333333333332,14.666666666666666,0.4,0.4,0.5,0.5,1.0,,0.2,0.4005,17.275,52.9,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.5,,1.0,,,,0.2,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.16666666666666666,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
101120-101123-101189-1717-467,1610612742,"Antoine Wright, Gerald Green, James Singleton, Dirk Nowitzki, Jason Kidd","Wright, Green, Singleton, Nowitzki, Kidd",101120-101123-101189-1717-467,DAL,74.0,2,1.0,2.0,3.0,4.0,3.0,4.0,,7.0,2.0,,,,1.0,3.0,,2.0,,2.0,,1.0,1.0,,2.0,,,2.0,2.0,,2.0,,,,,,2.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.4,,,0.4,,,,1.0,,136.2162162162162,12.666666666666666,9.0,12.666666666666666,8.0,0.6666666666666666,,,,,,0.3333333333333333,0.4482333333333333,7.2,,1.0,,,,1.0,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,0.5,0.3333333333333333,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,1.0,0.3333333333333333,1.0,0.4482333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
101120-101123-101189-200797-200826,1610612742,"Antoine Wright, Gerald Green, James Singleton, Ryan Hollins, J.J. Barea","Wright, Green, Singleton, Hollins, Barea",101120-101123-101189-200797-200826,DAL,47.0,1,1.0,-2.0,1.0,2.0,,,,3.0,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,0.5,,,0.5,,,,1.0,,91.91489361702128,15.0,16.0,15.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
101120-101123-101189-200797-2679,1610612742,"Antoine Wright, Gerald Green, James Singleton, Ryan Hollins, Matt Carroll","Wright, Green, Singleton, Hollins, Carroll",101120-101123-101189-200797-2679,DAL,349.0,1,6.0,-8.0,12.0,12.0,5.0,7.0,1.0,24.0,,1.0,1.0,,3.0,5.0,1.0,14.0,22.0,,6.0,,1.0,,3.0,,,,,1.0,1.0,2.0,2.0,4.0,,3.0,12.0,5.0,,,0.6,0.75,0.7777777777777778,0.16666666666666666,0.5,,,,,0.5,,,,,99.02578796561605,17.083333333333332,12.0,17.083333333333332,10.25,,0.16666666666666666,1.0,1.0,,,0.8333333333333334,0.494875,3.1399999999999997,24.8,0.4166666666666667,4.0,5.0,,4.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,0.5,0.5,,,,0.6666666666666666,0.16666666666666666,1.0,1.0,,1.0,,2.0,,0.5,0.6666666666666666,,5.0,2.0,2.0,,,,6.0,2.0,,1.0,,,,0.25,0.2857142857142857,0.14285714285714285,1.0,1.0,2.0,2.0,9.0,,2.0,,,9.0,1.0,1.1666666666666667,1.125,,,0.3333333333333333,1.0,0.47518333333333335,0.6428571428571429,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.25,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2009,2008-09,False
