EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsUnassisted2s,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,OffArc3ReboundPct,FTOffRebounds,OffFTReboundPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,PenaltyFG3M,HeaveAttempts,Corner3Assists,LostBallSteals,Travels,Defensive 3 Seconds Violations,PenaltyFg3Pct,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3Accuracy,OffensiveGoaltends,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceArc3Frequency,DefensiveGoaltends,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,SecondChanceArc3FGM,Clear Path Fouls,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
101154-1498-1712-201156-201187,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Nick Young, Dominic McGuire","Blatche, Daniels, Jamison, Young, McGuire",101154-1498-1712-201156-201187,WAS,485.0,3,8.0,3.0,11.0,11.0,1.0,22.0,1.0,1.0,3.0,6.0,2.0,4.0,7.0,2.0,3.0,11.0,8.0,1.0,1.0,2.0,8.0,2.0,4.0,4.0,1.0,3.0,8.0,1.0,1.0,5.0,6.0,1.0,7.0,2.0,2.0,3.0,1.0,6.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,0.5714285714285714,1.0,0.4444444444444444,1.0,0.55,1.0,0.2222222222222222,0.625,0.3333333333333333,0.5,0.6,0.2,0.3333333333333333,1.0,0.5714285714285714,0.5,65.31958762886597,1.0,19.818181818181817,24.272727272727273,19.181818181818183,21.0,0.1111111111111111,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.2222222222222222,0.3333333333333333,0.4443611111111111,0.4101,0.2,0.25,0.18181818181818182,16.942857142857143,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
101154-1498-1712-201156-201580,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Nick Young, JaVale McGee","Blatche, Daniels, Jamison, Young, McGee",101154-1498-1712-201156-201580,WAS,66.0,1,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,,1.0,,1.0,3.0,,,2.0,,1.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,1.0,0.5,1.0,1.0,0.5,1.0,,1.0,1.0,87.27272727272727,,10.0,23.0,8.5,23.0,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,0.6666666666666666,0.5541666666666667,0.5501,,,1.0,7.366666666666667,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
101154-1498-1712-201156-2406,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Nick Young, Caron Butler","Blatche, Daniels, Jamison, Young, Butler",101154-1498-1712-201156-2406,WAS,895.0,4,15.0,17.0,25.0,25.0,4.0,50.0,6.0,9.0,3.0,8.0,2.0,11.0,20.0,3.0,9.0,34.0,17.0,3.0,4.0,6.0,10.0,2.0,5.0,6.0,2.0,2.0,13.0,4.0,4.0,9.0,15.0,5.0,20.0,2.0,3.0,7.0,,7.0,,9.0,1.0,,3.0,1.0,,1.0,1.0,28.0,0.45454545454545453,0.5,0.55,0.75,0.5434782608695652,0.75,0.6296296296296297,0.75,0.13043478260869565,0.75,0.4444444444444444,1.0,0.8125,0.5,0.4,1.0,0.5714285714285714,1.0,80.44692737430168,1.0,15.32,20.48,14.96,18.36,0.391304347826087,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.34782608695652173,0.375,0.42857142857142855,0.6666666666666666,0.08695652173913043,0.5217391304347826,0.5163195652173913,0.44403333333333334,0.12,0.13636363636363635,0.17647058823529413,9.525,25.2,2.0,2.0,12.0,0.5,1.0,14.0,9.0,4.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,11.0,2.0,6.0,18.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,18.0,14.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.46153846153846156,0.5625,0.05,0.125,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.1111111111111111,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.043478260869565216,0.5,0.5,1.0,0.46153846153846156,0.6666666666666666,0.07692307692307693,0.07692307692307693,0.5,0.5328653846153846,0.5294117647058824,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
101154-1498-1712-201156-2443,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Nick Young, Darius Songaila","Blatche, Daniels, Jamison, Young, Songaila",101154-1498-1712-201156-2443,WAS,336.0,3,6.0,-2.0,10.0,9.0,2.0,19.0,1.0,3.0,,1.0,4.0,1.0,5.0,4.0,,8.0,10.0,,1.0,,,4.0,,2.0,,,6.0,1.0,1.0,,1.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,,,,,,,,,8.0,,,0.2,,0.4444444444444444,,0.4444444444444444,,0.4444444444444444,,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.5,81.42857142857143,,16.0,19.555555555555557,15.4,17.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,,,,0.4444444444444444,0.7777777777777778,0.5295333333333333,0.6683,,,,7.459999999999999,26.225,,1.0,2.0,1.0,,,,,,,1.0,,,2.0,,2.0,,,,,,6.0,,2.0,,2.0,2.0,,1.0,,,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,1.0,0.5,0.5,,,,,,0.3333333333333333,,0.5,,,,,,0.1111111111111111,,,,,0.5,0.5,1.0,,,,,0.5,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
101154-1498-1712-201187-2406,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Dominic McGuire, Caron Butler","Blatche, Daniels, Jamison, McGuire, Butler",101154-1498-1712-201187-2406,WAS,63.0,1,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,,,0.5,,,1.0,,,91.42857142857143,1.0,13.5,18.0,12.5,18.0,0.5,1.0,1.0,,,,,,,1.0,0.61415,0.6616,0.3333333333333333,0.5,0.6666666666666666,0.5,23.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,0.5,,,,0.5,1.0,0.5,,,0.61415,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
101154-1498-1712-2052-2406,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, DeShawn Stevenson, Caron Butler","Blatche, Daniels, Jamison, Stevenson, Butler",101154-1498-1712-2052-2406,WAS,2786.0,8,46.0,-18.0,89.0,89.0,9.0,178.0,16.0,26.0,8.0,16.0,13.0,29.0,53.0,18.0,26.0,90.0,108.0,4.0,5.0,13.0,40.0,12.0,20.0,22.0,12.0,5.0,46.0,7.0,6.0,17.0,26.0,10.0,36.0,7.0,13.0,15.0,2.0,26.0,1.0,38.0,4.0,2.0,18.0,3.0,,3.0,2.0,77.0,0.6896551724137931,0.7142857142857143,0.5471698113207547,0.8,0.4507042253521127,0.8,0.5172413793103449,0.7222222222222222,0.2535211267605634,0.6538461538461539,0.2916666666666667,0.6,0.6388888888888888,0.23076923076923078,0.125,0.6363636363636364,0.75,0.5555555555555556,92.00287150035895,0.6666666666666666,15.55056179775281,15.752808988764045,15.247191011235955,14.719101123595506,0.36619718309859156,0.6153846153846154,0.7272727272727273,0.75,0.22535211267605634,0.5,0.5333333333333333,0.625,0.18309859154929578,0.6197183098591549,0.5227114285714285,0.5354,0.21176470588235294,0.26865671641791045,0.14444444444444443,7.422641509433962,26.483333333333334,3.0,4.0,18.0,0.8,0.75,28.0,20.0,3.0,7.0,5.0,11.0,5.0,2.0,1.0,5.0,2.0,6.0,15.0,7.0,9.0,24.0,6.0,2.0,1.0,6.0,2.0,1.0,3.0,2.0,3.0,,12.0,6.0,6.0,3.0,3.0,1.0,5.0,7.0,,2.0,3.0,24.0,28.0,3.0,1.0,1.0,0.1111111111111111,0.11764705882352941,0.4,0.3409090909090909,0.42857142857142855,0.11320754716981132,0.0625,0.46153846153846156,0.75,0.13333333333333333,0.4,,0.3333333333333333,1.0,,0.15492957746478872,0.45454545454545453,0.5,0.6,0.07042253521126761,0.07692307692307693,0.07692307692307693,1.0,0.3181818181818182,0.42857142857142855,0.09090909090909091,0.22727272727272727,0.08333333333333333,0.5103666666666667,0.26666666666666666,0.3146067415730337,3.0,1.0,1.0,0.18181818181818182,1.0,0.2,1.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,0.14285714285714285,0.15384615384615385,0.09090909090909091,0.3333333333333333,0.2,0.2,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
101154-1498-1712-2406-2413,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Caron Butler, Juan Dixon","Blatche, Daniels, Jamison, Butler, Dixon",101154-1498-1712-2406-2413,WAS,105.0,1,2.0,5.0,4.0,4.0,,8.0,1.0,1.0,,,,1.0,1.0,,5.0,7.0,2.0,,,,2.0,,1.0,1.0,1.0,,2.0,,1.0,,3.0,,3.0,,,2.0,,3.0,,6.0,,,2.0,,,,,7.0,1.0,1.0,1.0,,1.0,,0.875,,,,,0.5,0.5,,,,,1.0,109.71428571428571,,9.75,16.5,9.75,15.0,1.0,1.0,1.0,1.0,,,,,,1.0,0.7656,,0.6666666666666666,0.6666666666666666,,0.8,,,,,,,4.0,4.0,1.0,1.0,,,,,,,,1.0,1.0,,5.0,7.0,,,,,,,,,2.0,,1.0,,,,,,,2.0,1.0,1.0,,7.0,4.0,,1.0,,,,1.0,1.0,0.875,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,0.7656,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
101154-1498-1712-2406-2443,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Caron Butler, Darius Songaila","Blatche, Daniels, Jamison, Butler, Songaila",101154-1498-1712-2406-2443,WAS,161.0,1,3.0,-2.0,6.0,5.0,1.0,11.0,2.0,4.0,,2.0,,2.0,7.0,1.0,1.0,5.0,7.0,,2.0,1.0,2.0,,1.0,1.0,1.0,,2.0,2.0,,,,3.0,3.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,4.0,0.5,0.5,0.2857142857142857,,0.25,,0.25,,0.125,,0.4,,,0.5,,,,,98.38509316770187,,16.5,12.4,14.333333333333334,11.8,0.5,0.5,0.5,0.5,0.25,,,,,0.625,0.5359875,0.4055,,,0.2,6.5,24.0,,1.0,2.0,0.5,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,0.14285714285714285,,1.0,,1.0,0.5,1.0,,,,0.125,,,,0.125,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
101154-1498-201156-201187-201580,1610612764,"Andray Blatche, Antonio Daniels, Nick Young, Dominic McGuire, JaVale McGee","Blatche, Daniels, Young, McGuire, McGee",101154-1498-201156-201187-201580,WAS,38.0,1,1.0,,1.0,2.0,,3.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,113.6842105263158,,24.0,7.0,24.0,7.0,,,,,,,,,1.0,1.0,0.45495,,,,,,27.2,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,0.45495,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
101154-1498-201156-201187-2406,1610612764,"Andray Blatche, Antonio Daniels, Nick Young, Dominic McGuire, Caron Butler","Blatche, Daniels, Young, McGuire, Butler",101154-1498-201156-201187-2406,WAS,335.0,3,6.0,5.0,11.0,10.0,2.0,21.0,4.0,4.0,,3.0,1.0,4.0,9.0,1.0,3.0,14.0,9.0,2.0,2.0,5.0,6.0,1.0,3.0,4.0,3.0,,9.0,2.0,1.0,4.0,5.0,2.0,7.0,,2.0,3.0,,4.0,,3.0,1.0,,2.0,,,,,9.0,0.75,1.0,0.4444444444444444,1.0,0.55,1.0,0.6363636363636364,1.25,0.1,1.0,0.4,1.0,1.0,0.4,,1.0,1.0,,90.26865671641792,,15.090909090909092,16.9,14.636363636363637,16.9,0.4,1.0,1.0,0.75,0.3,,,,0.1,0.5,0.50024,0.5771,0.18181818181818182,0.2,0.35714285714285715,9.977777777777778,26.7,2.0,2.0,2.0,1.0,1.0,4.0,,1.0,1.0,,2.0,,,1.0,,1.0,1.0,4.0,,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,2.0,,1.0,,1.0,1.0,,,,3.0,4.0,,,1.0,1.0,1.0,0.25,0.25,0.375,0.1111111111111111,,1.0,,,,,1.0,1.0,,0.2,,,,,1.0,1.0,1.0,0.25,1.0,,,1.0,0.367575,0.21428571428571427,0.36363636363636365,1.0,,,,,,,,1.0,,,,1.0,,,,,0.5,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2009,2008-09,False
