EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,LostBallOutOfBoundsTurnovers,Offensive Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Corner3FGM,Corner3FGA,Corner3Assists,PenaltyTurnovers,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PtsPutbacks,Travels,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,LongMidRangePctBlocked,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101115-2200-2575-2756-965,1610612747,"Andrew Bynum, Pau Gasol, Luke Walton, Sasha Vujacic, Derek Fisher","Bynum, Gasol, Walton, Vujacic, Fisher",101115-2200-2575-2756-965,LAL,317.0,2,5.0,3.0,11.0,10.0,3.0,21,2.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,4.0,10.0,2.0,3.0,1.0,15.0,12.0,1.0,2.0,1.0,1.0,5.0,6.0,2.0,6.0,2.0,1.0,,3.0,2.0,5.0,1.0,1.0,1.0,1.0,12.0,2.0,,,3.0,,3.0,3.0,6.0,1.0,1.0,,1.0,,,,1.0,1.0,2.0,3.0,,,,1.0,,,,,,,,10.0,0.75,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.4,0.5,0.5384615384615384,0.8333333333333334,0.5384615384615384,0.8333333333333334,0.23076923076923078,,,1.0,,,0.75,0.3333333333333333,,0.75,0.42857142857142855,,,,1.0,,95.39432176656152,,16.636363636363637,13.4,15.818181818181818,11.1,0.3076923076923077,0.5,0.5,0.5,0.07692307692307693,1.0,1.0,1.0,0.38461538461538464,0.2,0.2,1.0,0.15384615384615385,0.5,0.5,1.0,0.6666666666666666,0.5,,0.3333333333333333,1.0,1.0,0.5384615384615384,0.5,0.5209038461538461,0.5758,,,0.3333333333333333,9.49,24.266666666666666,4.0,7.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,7.0,,,7.0,4.0,,0.5,0.4,0.5,0.5,,0.2857142857142857,0.5,0.2857142857142857,0.5,0.5097071428571429,0.4666666666666667,0.36363636363636365,1.0,1.0,1.0,1.0,1.0,1.0,,0.07692307692307693,1.0,1.0,1.0,,,,2.0,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
101115-2200-2575-965-977,1610612747,"Andrew Bynum, Pau Gasol, Luke Walton, Derek Fisher, Kobe Bryant","Bynum, Gasol, Walton, Fisher, Bryant",101115-2200-2575-965-977,LAL,13616.0,19,227.0,44.0,439.0,433.0,54.0,872,81.0,125.0,13.0,24.0,47.0,99.0,47.0,107.0,15.0,38.0,,2.0,175.0,331.0,20.0,61.0,86.0,496.0,452.0,24.0,46.0,,4.0,57.0,218.0,132.0,51.0,38.0,15.0,18.0,109.0,17.0,126.0,13.0,60.0,22.0,27.0,269.0,49.0,,45.0,111.0,13.0,169.0,62.0,231.0,25.0,17.0,8.0,45.0,7.0,25.0,22.0,20.0,67.0,41.0,89.0,3.0,103.0,11.0,104.0,17.0,55.0,24.0,16.0,27.0,15.0,2.0,439.0,0.6228571428571429,0.6728395061728395,0.85,0.32786885245901637,,0.32786885245901637,0.5287009063444109,0.5217391304347826,0.5229591836734694,0.48,0.5702764976958525,0.5277777777777778,0.1556122448979592,0.054380664652567974,0.096,0.6716417910447762,0.9285714285714286,,0.7302631578947368,0.3141025641025641,0.7627118644067796,0.7393364928909952,0.3147208121827411,0.45454545454545453,0.7,0.7692307692307693,0.7301587301587301,0.7777777777777778,92.22091656874265,0.5555555555555556,14.75626423690205,16.484988452655887,14.111617312072893,15.81986143187067,0.31887755102040816,0.648,0.7168141592920354,0.7407407407407407,0.25255102040816324,0.47474747474747475,0.5,0.46808510638297873,0.2729591836734694,0.4392523364485981,0.44339622641509435,0.574468085106383,0.09693877551020408,0.39473684210526316,0.39473684210526316,0.8666666666666667,0.48,0.5416666666666666,0.15384615384615385,0.04,,,0.4744897959183674,0.39473684210526316,0.5023544642857143,0.5105682926829268,0.12993039443155452,0.14905149051490515,0.11491935483870967,8.73202416918429,24.78688524590164,70.0,13.0,8.0,15.0,3.0,10.0,24.0,44.0,4.0,14.0,77.0,3.0,6.0,77.0,70.0,2.0,0.2857142857142857,0.5454545454545454,0.5172413793103449,0.5833333333333334,0.7142857142857143,0.25862068965517243,0.5333333333333333,0.1724137931034483,0.3,0.49704482758620694,0.15524193548387097,0.15945330296127563,13.0,0.3170731707317073,0.2608695652173913,5.0,23.0,4.0,14.0,0.058673469387755105,0.21739130434782608,0.21739130434782608,0.8,1.0,4.0,9.0,26.0,4.0,0.050505050505050504,0.2692307692307692,0.25,0.3888888888888889,0.06896551724137931,0.25,,2.0,17.0,9.0,,10.0,,7.0,9.0,2.0,3.0,2.0,6.0,,3.0,0.055865921787709494,0.04,,,3.0,1.0,2.0,,,,,1.0,0.016129032258064516,,1.0,0.009345794392523364,,,1610612747,2009,2008-09,False
101115-2200-2756-2772-977,1610612747,"Andrew Bynum, Pau Gasol, Sasha Vujacic, Trevor Ariza, Kobe Bryant","Bynum, Gasol, Vujacic, Ariza, Bryant",101115-2200-2756-2772-977,LAL,89.0,2,1.0,-5.0,3.0,4.0,,7,,1.0,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,6.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,0.16666666666666666,,0.5,1.0,1.0,,,,,,,,,,,,,,113.25842696629213,,20.333333333333332,7.0,20.333333333333332,7.0,0.5,,,,,,,,,,,,0.5,,,,,,,,,,1.0,,0.557,,0.3333333333333333,0.5,,,26.5,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,0.5821,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
101115-2200-2756-965-977,1610612747,"Andrew Bynum, Pau Gasol, Sasha Vujacic, Derek Fisher, Kobe Bryant","Bynum, Gasol, Vujacic, Fisher, Bryant",101115-2200-2756-965-977,LAL,1379.0,7,23.0,11.0,47.0,43.0,4.0,90,5.0,8.0,1.0,1.0,5.0,8.0,1.0,8.0,3.0,9.0,,,11.0,24.0,4.0,12.0,12.0,46.0,35.0,2.0,2.0,1.0,1.0,9.0,8.0,14.0,6.0,9.0,3.0,1.0,4.0,2.0,6.0,1.0,4.0,,,14.0,2.0,,6.0,10.0,2.0,18.0,5.0,23.0,2.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,9.0,2.0,11.0,,12.0,1.0,15.0,,4.0,2.0,2.0,2.0,2.0,,37.0,0.36363636363636365,0.4,0.5,0.3333333333333333,1.0,0.3333333333333333,0.4583333333333333,1.0,0.4722222222222222,1.1666666666666667,0.5348837209302325,1.125,0.3333333333333333,0.041666666666666664,0.125,0.4444444444444444,1.0,,0.7692307692307693,0.15384615384615385,0.75,0.7619047619047619,0.23809523809523808,,0.6666666666666666,1.0,0.8,0.75,93.9811457577955,1.0,14.51063829787234,16.209302325581394,14.212765957446809,15.13953488372093,0.2222222222222222,0.625,0.7142857142857143,0.8,0.2222222222222222,0.625,0.625,,0.2222222222222222,0.125,0.125,,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5555555555555556,0.3333333333333333,0.4809555555555555,0.5696,0.12195121951219512,0.14285714285714285,0.1956521739130435,9.945833333333333,25.425,28.0,26.0,3.0,5.0,2.0,5.0,9.0,16.0,3.0,8.0,37.0,1.0,1.0,37.0,28.0,3.0,0.375,0.5625,0.5625,0.6379310344827587,0.75,0.20833333333333334,0.6,0.20833333333333334,0.4,0.48819375,0.8043478260869565,0.5957446808510638,3.0,0.375,0.3333333333333333,1.0,3.0,1.0,4.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0,2.0,2.0,,,,0.2857142857142857,0.5,0.125,0.3333333333333333,1.0,1.0,10.0,6.0,,1.0,,,,,2.0,,,,2.0,0.05,0.3333333333333333,1.0,1.0,,,,,,,,1.0,0.07692307692307693,,,,,,1610612747,2009,2008-09,False
101115-2200-2772-965-977,1610612747,"Andrew Bynum, Pau Gasol, Trevor Ariza, Derek Fisher, Kobe Bryant","Bynum, Gasol, Ariza, Fisher, Bryant",101115-2200-2772-965-977,LAL,8450.0,25,141.0,9.0,266.0,260.0,36.0,526,54.0,81.0,14.0,22.0,16.0,52.0,28.0,59.0,13.0,34.0,1.0,1.0,98.0,192.0,17.0,49.0,42.0,289.0,280.0,20.0,29.0,1.0,3.0,52.0,96.0,100.0,42.0,33.0,13.0,12.0,48.0,14.0,62.0,10.0,32.0,3.0,13.0,138.0,32.0,,27.0,70.0,5.0,102.0,40.0,142.0,22.0,14.0,8.0,31.0,5.0,22.0,16.0,9.0,47.0,26.0,62.0,4.0,50.0,3.0,51.0,8.0,24.0,15.0,9.0,18.0,9.0,2.0,237.0,0.4897959183673469,0.5783132530120482,0.8235294117647058,0.3469387755102041,0.3333333333333333,0.3541666666666667,0.5104166666666666,0.6896551724137931,0.5124481327800829,0.671875,0.549618320610687,0.7222222222222222,0.2033195020746888,0.0625,0.06172839506172839,0.6595744680851063,0.8333333333333334,,0.6796116504854369,0.3404255319148936,0.7105263157894737,0.6879432624113475,0.32,0.4444444444444444,0.6046511627906976,0.68,0.7714285714285715,0.8333333333333334,89.6378698224852,0.5,15.710526315789474,16.426923076923078,15.131578947368421,15.35,0.3360995850622407,0.6666666666666666,0.7105263157894737,0.5925925925925926,0.2157676348547718,0.3076923076923077,0.35555555555555557,0.1875,0.24481327800829875,0.4745762711864407,0.4745762711864407,0.4642857142857143,0.14107883817427386,0.38235294117647056,0.38235294117647056,0.7692307692307693,0.6875,0.6363636363636364,0.07142857142857142,0.03125,1.0,1.0,0.5394190871369294,0.3939393939393939,0.5019732217573222,0.5522910714285715,0.0933852140077821,0.11538461538461539,0.17993079584775087,7.681770833333334,25.806122448979593,74.0,57.0,14.0,22.0,5.0,11.0,24.0,44.0,7.0,17.0,92.0,2.0,3.0,92.0,74.0,3.0,0.4117647058823529,0.5454545454545454,0.5655737704918032,0.6408450704225352,0.5,0.36065573770491804,0.6363636363636364,0.18032786885245902,0.45454545454545453,0.523085593220339,0.31833910034602075,0.2781954887218045,8.0,0.25806451612903225,0.25,4.0,15.0,4.0,15.0,0.06224066390041494,0.26666666666666666,0.26666666666666666,1.0,2.0,6.0,9.0,30.0,3.0,0.1346153846153846,0.3888888888888889,0.1935483870967742,0.2727272727272727,0.09836065573770492,0.3333333333333333,,2.0,23.0,9.0,1.0,7.0,,3.0,4.0,1.0,5.0,3.0,3.0,,5.0,0.061946902654867256,0.0625,,,3.0,1.0,2.0,,,,,,,,,,1.0,,1610612747,2009,2008-09,False
101115-2209-2694-965-977,1610612747,"Andrew Bynum, Vladimir Radmanovic, Josh Powell, Derek Fisher, Kobe Bryant","Bynum, Radmanovic, Powell, Fisher, Bryant",101115-2209-2694-965-977,LAL,216.0,1,4.0,-5.0,8.0,8.0,2.0,16,1.0,2.0,,,1.0,2.0,,3.0,,1.0,,,2.0,7.0,,1.0,,4.0,9.0,,1.0,,,,2.0,2.0,,1.0,,,1.0,,1.0,,,1.0,,2.0,2.0,,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,,2.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,1.0,,1.0,,,4.0,0.5,0.5,,,,,0.2857142857142857,,0.25,,0.25,,0.125,,,0.6666666666666666,1.0,,0.5,0.4,0.5,0.5,0.4,,1.0,,,1.0,106.66666666666666,,14.125,12.875,11.5,12.25,0.25,0.5,0.5,,0.25,0.5,0.5,1.0,0.375,,,,0.125,,,,,,,,,,0.375,,0.5104,0.4315,,,,11.171428571428573,25.8,8.0,8.0,1.0,2.0,,1.0,2.0,7.0,,1.0,4.0,,,4.0,8.0,1.0,,0.2857142857142857,0.25,0.25,,0.25,0.5,0.125,,0.5104,1.0,1.0,,,,,,,3.0,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
101115-2209-2756-2772-965,1610612747,"Andrew Bynum, Vladimir Radmanovic, Sasha Vujacic, Trevor Ariza, Derek Fisher","Bynum, Radmanovic, Vujacic, Ariza, Fisher",101115-2209-2756-2772-965,LAL,151.0,2,3.0,-2.0,3.0,3.0,1.0,6,,3.0,,1.0,,1.0,,1.0,,,,,,5.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,2.0,3.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4,,1.0,0.4,,,1.0,,,57.21854304635762,,27.0,23.333333333333332,26.0,23.333333333333332,0.6,,,,0.2,,,,0.2,,,,,,,,1.0,,,,,,0.6,,0.4992,0.5548,,,,5.92,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
101115-2209-2756-2772-977,1610612747,"Andrew Bynum, Vladimir Radmanovic, Sasha Vujacic, Trevor Ariza, Kobe Bryant","Bynum, Radmanovic, Vujacic, Ariza, Bryant",101115-2209-2756-2772-977,LAL,92.0,2,2.0,3.0,4.0,3.0,,7,,,,,,,1.0,3.0,,,,,1.0,3.0,,1.0,1.0,3.0,,,,,,,2.0,,,,,,1.0,,1.0,,,,1.0,2.0,,,2.0,1.0,,3.0,,3.0,,,,,,,,,,,,,2.0,,2.0,,1.0,,,,,,3.0,1.0,1.0,,,,,0.3333333333333333,,0.25,,0.3,,0.25,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,109.56521739130434,,11.75,15.0,11.75,15.0,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,0.25,,0.4048875,,0.2,0.25,,18.533333333333335,22.9,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,0.2282,,0.25,,,,,1.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
101115-2209-2772-965-977,1610612747,"Andrew Bynum, Vladimir Radmanovic, Trevor Ariza, Derek Fisher, Kobe Bryant","Bynum, Radmanovic, Ariza, Fisher, Bryant",101115-2209-2772-965-977,LAL,316.0,3,5.0,,10.0,10.0,3.0,20,2.0,2.0,,,,1.0,,,,3.0,,1.0,2.0,3.0,,4.0,4.0,8.0,8.0,,,,1.0,2.0,,4.0,,3.0,,,,,,,,,,,,,1.0,3.0,1.0,5.0,1.0,6.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,1.0,2.0,,5.0,,5.0,1.0,3.0,2.0,,2.0,,,6.0,,,,,,,0.6666666666666666,,0.2857142857142857,,0.4444444444444444,0.5,0.5714285714285714,,,0.5,0.5,,0.6,,1.0,0.6666666666666666,0.2,,1.0,,,1.0,91.13924050632912,,15.2,16.4,12.2,15.2,0.2857142857142857,1.0,1.0,,0.14285714285714285,,,,,,,,0.42857142857142855,,,,,,,1.0,,,0.8571428571428571,,0.52745,0.5865,0.3333333333333333,0.6,0.25,2.033333333333333,25.575,2.0,2.0,,,,,,,,,4.0,,,4.0,2.0,1.0,,,,1.0,,,,,,,0.5,0.2,1.0,0.25,0.3333333333333333,,1.0,,,0.14285714285714285,,,,,,2.0,,1.0,,,,,,,,,4.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
101115-2694-2756-2772-965,1610612747,"Andrew Bynum, Josh Powell, Sasha Vujacic, Trevor Ariza, Derek Fisher","Bynum, Powell, Vujacic, Ariza, Fisher",101115-2694-2756-2772-965,LAL,969.0,3,16.0,-6.0,31.0,33.0,2.0,64,4.0,4.0,,,4.0,9.0,4.0,11.0,3.0,4.0,1.0,2.0,12.0,24.0,3.0,5.0,4.0,37.0,43.0,1.0,1.0,1.0,2.0,5.0,20.0,4.0,9.0,4.0,3.0,,10.0,3.0,13.0,3.0,4.0,2.0,4.0,29.0,2.0,,3.0,7.0,1.0,11.0,3.0,14.0,3.0,1.0,2.0,1.0,,1.0,3.0,,4.0,4.0,8.0,,5.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,32.0,0.8333333333333334,0.8333333333333334,1.0,0.6,0.5,0.6,0.5,1.0,0.5689655172413793,0.8333333333333334,0.6,0.8333333333333334,0.1724137931034483,,,0.25,1.0,,0.875,0.16666666666666666,0.6,0.7692307692307693,0.21428571428571427,,1.0,,0.8333333333333334,0.6,95.10835913312694,1.0,16.677419354838708,13.696969696969697,15.548387096774194,13.121212121212121,0.13793103448275862,1.0,1.0,1.0,0.3103448275862069,0.4444444444444444,0.4444444444444444,0.5,0.3793103448275862,0.36363636363636365,0.36363636363636365,1.0,0.13793103448275862,0.75,0.75,1.0,,,,0.6666666666666666,0.5,1.0,0.3103448275862069,0.75,0.4531724137931034,0.511125,0.06666666666666667,0.08,0.13513513513513514,12.4625,25.860000000000003,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,0.5,1.0,,1.0,,,0.034482758620689655,,,,,,,,2.0,,0.2,0.14285714285714285,,,,,,,,,1.0,,,,1.0,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
101115-2694-2756-2772-977,1610612747,"Andrew Bynum, Josh Powell, Sasha Vujacic, Trevor Ariza, Kobe Bryant","Bynum, Powell, Vujacic, Ariza, Bryant",101115-2694-2756-2772-977,LAL,232.0,2,4.0,-3.0,7.0,8.0,1.0,15,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,3.0,,,1.0,3.0,1.0,4.0,1.0,6.0,9.0,1.0,1.0,,,3.0,,2.0,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,,3.0,2.0,,5.0,1.0,6.0,,,,,,,1.0,,1.0,2.0,3.0,,1.0,,1.0,1.0,1.0,,,,,,3.0,,,1.0,0.25,,0.25,0.3333333333333333,1.0,0.35714285714285715,1.0,0.42857142857142855,1.5,0.5714285714285714,0.3333333333333333,,,,,1.0,,1.0,1.0,0.2,,,1.0,,1.0,93.10344827586206,,14.857142857142858,16.0,14.857142857142858,16.0,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,0.14285714285714285,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,0.7142857142857143,0.3333333333333333,0.5315928571428572,,0.14285714285714285,0.3333333333333333,0.5,7.833333333333333,25.075,7.0,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,6.0,,1.0,6.0,7.0,,0.25,0.3333333333333333,0.35714285714285715,0.42857142857142855,,0.14285714285714285,1.0,0.42857142857142855,0.3333333333333333,0.5315928571428572,1.0,1.0,1.0,0.3333333333333333,0.5,,1.0,,1.0,0.14285714285714285,,,,,1.0,1.0,2.0,,1.0,,,,0.14285714285714285,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
101115-2694-2756-965-977,1610612747,"Andrew Bynum, Josh Powell, Sasha Vujacic, Derek Fisher, Kobe Bryant","Bynum, Powell, Vujacic, Fisher, Bryant",101115-2694-2756-965-977,LAL,103.0,2,2.0,-5.0,4.0,4.0,,8,,,,,,,,1.0,,,,,,1.0,,,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,2.0,,4.0,,2.0,,,,,,2.0,,,,,,,,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,111.84466019417476,,12.25,13.5,12.25,11.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3903,,0.6666666666666666,0.6666666666666666,,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1610612747,2009,2008-09,False
101115-2694-2772-965-977,1610612747,"Andrew Bynum, Josh Powell, Trevor Ariza, Derek Fisher, Kobe Bryant","Bynum, Powell, Ariza, Fisher, Bryant",101115-2694-2772-965-977,LAL,155.0,3,3.0,4.0,5.0,5.0,1.0,10,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,2.0,4.0,1.0,1.0,,7.0,3.0,1.0,1.0,,,2.0,2.0,2.0,3.0,,,,1.0,1.0,2.0,,,,1.0,5.0,1.0,,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,5.0,0.5,1.0,1.0,1.0,,1.0,0.5,1.0,0.7,1.0,0.7,1.0,0.2,,,,1.0,,0.5,0.5,1.0,0.6666666666666666,0.5,,0.5,,,1.0,92.9032258064516,,16.2,14.8,16.2,14.4,0.2,1.0,1.0,,0.2,,,,0.4,0.5,0.5,1.0,,,,,1.0,1.0,,,,,0.4,,0.48904,0.5759,,,0.2857142857142857,12.7,23.8,1.0,,,,,,,,1.0,1.0,3.0,,1.0,3.0,1.0,,1.0,,1.5,1.5,,,,,,0.6204,0.42857142857142855,0.2,,,,1.0,1.0,1.0,,0.2,1.0,1.0,1.0,1.0,1.0,,2.0,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
101115-2756-2772-965-977,1610612747,"Andrew Bynum, Sasha Vujacic, Trevor Ariza, Derek Fisher, Kobe Bryant","Bynum, Vujacic, Ariza, Fisher, Bryant",101115-2756-2772-965-977,LAL,59.0,1,1.0,4.0,2.0,2.0,,4,,,,,1.0,1.0,1.0,1.0,,,,,2.0,2.0,,,,4.0,,,,,,,4.0,,,,,,2.0,,2.0,,,1.0,1.0,4.0,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,97.6271186440678,,13.0,16.5,13.0,16.5,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.4485,,,,,16.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2009,2008-09,False
