EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,ShortMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFtPoints,SecondChanceAtRimPctAssisted,LostBallTurnovers,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,SelfORebPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,DefensiveGoaltends,OffensiveGoaltends,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,HeaveAttempts,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
101106-101111-1731-201196-201601,1610612749,"Andrew Bogut, Charlie Villanueva, Tyronn Lue, Ramon Sessions, Luc Mbah a Moute","Bogut, Villanueva, Lue, Sessions, Mbah a Moute",101106-101111-1731-201196-201601,MIL,264.0,1,4.0,-3.0,8.0,6.0,3.0,2.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,0.4,1.0,0.25,0.5,0.25,0.5,0.375,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,0.5,1.0,1.0,76.36363636363636,18.625,19.166666666666668,18.5,19.166666666666668,0.125,1.0,1.0,0.25,0.5,0.5,0.25,0.125,0.25,0.5,1.0,0.5,0.3333333333333333,0.5,0.4297,0.374375,0.3082833333333333,0.5,11.02,26.933333333333334,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
101106-101111-1731-201196-2072,1610612749,"Andrew Bogut, Charlie Villanueva, Tyronn Lue, Ramon Sessions, Michael Redd","Bogut, Villanueva, Lue, Sessions, Redd",101106-101111-1731-201196-2072,MIL,80.0,1,1.0,1.0,2.0,1.0,,,,3.0,,,,,,,1.0,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,2.0,,,,2.0,,1.0,,1.0,,1.0,,,1.0,,,0.5,,,,,,54.0,17.0,46.0,17.0,29.0,,,,,,,1.0,,,,,,,,0.4278,,,,14.3,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
101106-101111-1731-201196-2210,1610612749,"Andrew Bogut, Charlie Villanueva, Tyronn Lue, Ramon Sessions, Richard Jefferson","Bogut, Villanueva, Lue, Sessions, Jefferson",101106-101111-1731-201196-2210,MIL,521.0,1,9.0,7.0,18.0,19.0,14.0,5.0,3.0,37.0,4.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,5.0,14.0,3.0,18.0,11.0,1.0,3.0,,2.0,11.0,2.0,6.0,2.0,2.0,3.0,1.0,7.0,10.0,4.0,14.0,3.0,1.0,2.0,,2.0,2.0,3.0,4.0,1.0,5.0,,16.0,14.0,0.35714285714285715,0.3333333333333333,0.38235294117647056,0.3333333333333333,0.45,0.3333333333333333,0.17647058823529413,0.875,0.3333333333333333,1.0,0.8888888888888888,0.36363636363636365,,,1.0,,102.26487523992323,12.666666666666666,15.421052631578947,12.166666666666666,15.421052631578947,0.7058823529411765,0.3333333333333333,0.36363636363636365,0.058823529411764705,1.0,1.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,1.0,0.3333333333333333,,0.07692307692307693,0.8823529411764706,0.5754088235294118,0.5628666666666667,0.5711538461538461,0.1111111111111111,2.0785714285714287,24.53333333333333,0.7777777777777778,,4.0,2.0,3.0,,7.0,0.4,0.5,1.0,,,,2.0,10.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,14.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,5.0,2.0,2.0,2.0,2.0,14.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.2727272727272727,0.34615384615384615,0.4375,0.07142857142857142,0.08333333333333333,1.0,0.5,0.375,0.5,0.75,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.7692307692307693,0.2,0.07692307692307693,1.0,0.25,0.29411764705882354,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
101106-101111-1731-201570-2557,1610612749,"Andrew Bogut, Charlie Villanueva, Tyronn Lue, Joe Alexander, Luke Ridnour","Bogut, Villanueva, Lue, Alexander, Ridnour",101106-101111-1731-201570-2557,MIL,126.0,1,2.0,-1.0,3.0,4.0,,,,7.0,,,,,,,1.0,1.0,1.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,1.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,3.0,,,,0.5,,0.5,,0.6666666666666666,1.0,,1.0,1.0,,,,,,80.0,16.333333333333332,19.25,16.333333333333332,19.25,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,0.5083166666666666,,,,17.4,24.9,,,,,1.0,,3.0,,,1.0,,,,,,1.0,,,1.0,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,0.5,,0.5,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
101106-101111-1731-201601-2072,1610612749,"Andrew Bogut, Charlie Villanueva, Tyronn Lue, Luc Mbah a Moute, Michael Redd","Bogut, Villanueva, Lue, Mbah a Moute, Redd",101106-101111-1731-201601-2072,MIL,214.0,2,4.0,-3.0,5.0,7.0,,,,12.0,1.0,1.0,,,,,2.0,,,,,1.0,3.0,,3.0,6.0,,,,,,,2.0,,,,,3.0,4.0,,4.0,,,,,2.0,,,,,2.0,,3.0,,0.3333333333333333,,0.3333333333333333,,0.375,,,1.0,,,0.75,,,,1.0,,80.74766355140187,21.6,15.142857142857142,21.6,12.571428571428571,0.3333333333333333,1.0,1.0,,,,0.6666666666666666,,,,,,,0.3333333333333333,0.45883333333333337,,,,13.700000000000001,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.25,0.25,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
101106-101111-1731-201601-2294,1610612749,"Andrew Bogut, Charlie Villanueva, Tyronn Lue, Luc Mbah a Moute, Charlie Bell","Bogut, Villanueva, Lue, Mbah a Moute, Bell",101106-101111-1731-201601-2294,MIL,483.0,2,8.0,-6.0,16.0,16.0,,,,32.0,2.0,2.0,,,1.0,4.0,4.0,1.0,,,,3.0,10.0,1.0,7.0,13.0,,,,,,,2.0,,,,,5.0,5.0,,5.0,3.0,2.0,3.0,,4.0,,1.0,3.0,2.0,3.0,,7.0,,0.3,,0.2727272727272727,,0.2916666666666667,,0.09090909090909091,0.5555555555555556,,,0.5,,,,1.0,,95.40372670807453,13.9375,16.25,13.9375,15.1875,0.18181818181818182,1.0,1.0,0.36363636363636365,0.25,0.3333333333333333,0.36363636363636365,0.09090909090909091,,,,,,0.2727272727272727,0.4600454545454546,,,,10.2,23.4,,,4.0,2.0,2.0,,4.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,,1.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,0.1,,,,,,,,,1.0,,,,,,,,,0.08333333333333333,0.09090909090909091,,1.0,1.0,0.25,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
101106-101111-1731-2072-2210,1610612749,"Andrew Bogut, Charlie Villanueva, Tyronn Lue, Michael Redd, Richard Jefferson","Bogut, Villanueva, Lue, Redd, Jefferson",101106-101111-1731-2072-2210,MIL,373.0,3,6.0,-5.0,13.0,14.0,8.0,12.0,3.0,27.0,1.0,4.0,1.0,1.0,,3.0,4.0,1.0,1.0,,,1.0,11.0,2.0,8.0,13.0,1.0,1.0,1.0,5.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,3.0,8.0,1.0,,1.0,,1.0,1.0,1.0,4.0,1.0,3.0,,3.0,8.0,0.09090909090909091,1.0,0.19230769230769232,1.25,0.26666666666666666,1.25,0.15384615384615385,1.0,0.3,1.0,1.0,0.2727272727272727,0.3333333333333333,,1.0,1.0,104.23592493297586,13.307692307692308,14.285714285714286,12.307692307692308,14.285714285714286,0.3076923076923077,0.25,1.0,0.23076923076923078,,,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.5,1.0,,,0.46153846153846156,0.4778269230769231,0.563475,0.47444375,0.625,10.136363636363637,24.4,0.6153846153846154,,,,1.0,,3.0,,,1.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,8.0,3.0,4.0,1.0,1.0,,,,,1.0,,1.0,4.0,,1.0,1.0,,1.0,1.0,8.0,1.0,0.5,1.0,0.5,0.14285714285714285,0.3125,0.4,0.36363636363636365,0.75,,,0.6666666666666666,,1.0,,1.0,,,1.0,1.0,1.0,0.375,0.3333333333333333,0.125,1.0,0.07142857142857142,0.08333333333333333,1.0,,,,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
101106-101111-1731-2072-2294,1610612749,"Andrew Bogut, Charlie Villanueva, Tyronn Lue, Michael Redd, Charlie Bell","Bogut, Villanueva, Lue, Redd, Bell",101106-101111-1731-2072-2294,MIL,61.0,1,1.0,-2.0,2.0,2.0,2.0,,,4.0,,,,,,,,1.0,,,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,94.42622950819673,20.5,10.0,20.5,10.0,,,,,,,,1.0,,,,,,1.0,0.58785,,0.58785,,,23.7,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
101106-101111-1731-2210-2294,1610612749,"Andrew Bogut, Charlie Villanueva, Tyronn Lue, Richard Jefferson, Charlie Bell","Bogut, Villanueva, Lue, Jefferson, Bell",101106-101111-1731-2210-2294,MIL,431.0,3,7.0,13.0,14.0,13.0,4.0,7.0,3.0,27.0,2.0,3.0,2.0,2.0,,1.0,4.0,,5.0,,3.0,5.0,8.0,5.0,16.0,3.0,2.0,2.0,,4.0,1.0,3.0,8.0,4.0,5.0,2.0,1.0,7.0,9.0,2.0,11.0,1.0,1.0,3.0,,3.0,,1.0,2.0,1.0,4.0,,12.0,4.0,0.625,1.0,0.6153846153846154,1.0,0.6153846153846154,1.0,0.38461538461538464,0.7777777777777778,0.6666666666666666,0.5,0.7272727272727273,0.4,1.0,1.0,1.0,,90.20881670533642,13.571428571428571,18.53846153846154,13.357142857142858,17.846153846153847,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.07692307692307693,,,0.3076923076923077,,0.38461538461538464,1.0,1.0,,0.75,0.6153846153846154,0.43963076923076927,0.54635,0.3855125,0.25,9.425,27.46,0.2857142857142857,3.0,2.0,1.0,2.0,1.0,5.0,0.2,0.3333333333333333,0.75,0.75,0.75,0.3333333333333333,,,,,,2.0,,1.0,1.0,,5.0,3.0,,1.0,,,,,1.0,,1.0,1.0,,,,2.0,1.0,2.0,2.0,5.0,0.5,0.4,0.3333333333333333,0.4,1.0,0.625,0.625,,,1.0,,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,0.3125,,,,,1.0,,,,,,1.0,,,,,,,2.0,1.0,3.0,2.0,1.0,0.4,0.4,0.5,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
101106-101111-201196-201570-2072,1610612749,"Andrew Bogut, Charlie Villanueva, Ramon Sessions, Joe Alexander, Michael Redd","Bogut, Villanueva, Sessions, Alexander, Redd",101106-101111-201196-201570-2072,MIL,255.0,3,4.0,2.0,5.0,7.0,4.0,,2.0,12.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,,,,,3.0,8.0,,7.0,5.0,1.0,2.0,,3.0,5.0,,4.0,,,4.0,1.0,2.0,3.0,4.0,7.0,,,,,,,1.0,1.0,,5.0,,4.0,4.0,0.375,0.5,0.375,0.5,0.3181818181818182,0.375,,0.5,0.8,1.0,0.6,0.8,0.5,1.0,,,67.76470588235294,27.6,16.714285714285715,24.0,16.0,0.25,1.0,1.0,0.375,0.3333333333333333,0.5,0.375,,,0.5,1.0,,,0.25,0.455325,0.57085,0.42112,0.42857142857142855,10.3625,,0.8,,2.0,1.0,1.0,,2.0,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,1.0,,,,,1.0,2.0,,1.0,5.0,,1.0,,,1.0,,,,,,,7.0,1.0,3.0,,,,,5.0,,,,,0.4,0.4,0.35714285714285715,0.125,,,,,,,1.0,,0.5,,,,,0.2,1.0,,,0.3,0.3,0.7142857142857143,,,,,,0.3333333333333333,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2009,2008-09,True
