EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,SecondChanceArc3Frequency,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,BlockedLongMidRange,3SecondViolations,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,PenaltyCorner3FGA,PenaltyCorner3Frequency,HeaveMakes,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,team_id,year,season,team_vs
101130-200754-201566-201602-2863,1610612760,"Johan Petro, Mouhamed Sene, Russell Westbrook, Kyle Weaver, Damien Wilkins","Petro, Sene, Westbrook, Weaver, Wilkins",101130-200754-201566-201602-2863,OKC,1139.0,4,19.0,-2.0,44.0,44.0,28.0,25.0,6.0,88.0,9.0,16.0,2.0,3.0,7.0,11.0,3.0,6.0,1.0,8.0,1.0,3.0,6.0,2.0,3.0,13.0,30.0,3.0,7.0,12.0,47.0,49.0,4.0,5.0,2.0,10.0,8.0,19.0,2.0,3.0,8.0,30.0,18.0,8.0,6.0,3.0,2.0,1.0,5.0,3.0,9.0,2.0,11.0,2.0,7.0,1.0,1.0,24.0,1.0,4.0,1.0,4.0,8.0,3.0,15.0,6.0,21.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,7.0,4.0,4.0,10.0,1.0,10.0,1.0,15.0,2.0,1.0,6.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,37.0,30.0,28.0,3.0,2.0,0.6923076923076923,0.75,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.5,0.43333333333333335,0.8,0.42105263157894735,0.47297297297297297,0.8,0.5,0.5465116279069767,0.8333333333333334,0.5769230769230769,0.1891891891891892,0.5714285714285714,1.0,1.0,0.7272727272727273,0.25,0.6666666666666666,0.3333333333333333,0.7058823529411765,0.2631578947368421,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5,0.75,0.6,1.0,0.75,0.5,111.25548726953467,0.6666666666666666,11.681818181818182,14.204545454545455,10.954545454545455,13.477272727272727,0.43243243243243246,0.5625,0.5625,0.7777777777777778,0.16216216216216217,0.5,0.5,0.3333333333333333,0.21621621621621623,0.125,0.125,1.0,0.02702702702702703,0.16216216216216217,0.5,0.5,0.6666666666666666,0.6,0.6666666666666666,0.5,0.5,0.6363636363636364,0.13636363636363635,0.6666666666666666,0.6216216216216216,0.6,0.5312722222222223,0.5618000000000001,0.5532285714285715,0.14634146341463414,0.17647058823529413,0.2127659574468085,0.6382978723404256,6.543333333333334,29.62857142857143,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
101130-201142-201145-201566-2046,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Desmond Mason","Petro, Durant, Green, Westbrook, Mason",101130-201142-201145-201566-2046,OKC,285.0,2,5.0,-12.0,8.0,10.0,,6.0,1.0,18.0,3.0,4.0,,,,,,1.0,,1.0,,,2.0,,,3.0,6.0,,2.0,,6.0,18.0,,,,,,,,,,,2.0,4.0,,,,,2.0,,1.0,,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,,2.0,1.0,3.0,,,,,,,1.0,,,1.0,,3.0,4.0,,,,,,,,,1.0,1.0,,1.0,1.0,,6.0,,,,,0.3333333333333333,0.3333333333333333,,,,,0.5,,,0.375,,,0.375,,,0.25,,,,0.5,,0.5,0.5,0.5,0.2,,,,0.5,1.0,,,,0.5,90.94736842105263,1.0,17.375,14.6,16.625,14.4,0.5,0.75,1.0,0.3333333333333333,0.125,,,,0.125,,,,,0.25,,,,,,,,,,,0.75,,0.5414625,,,,,,,4.516666666666667,25.15,,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
101130-201142-201145-201566-2248,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Earl Watson","Petro, Durant, Green, Westbrook, Watson",101130-201142-201145-201566-2248,OKC,77.0,1,1.0,1.0,2.0,2.0,,,,4.0,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,,,1.0,3.0,2.0,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,1.0,,,,,,,,3.0,,,,,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,74.8051948051948,,26.5,12.0,26.5,12.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.53815,,,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
101130-201142-201145-201566-2555,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Nick Collison","Petro, Durant, Green, Westbrook, Collison",101130-201142-201145-201566-2555,OKC,141.0,2,2.0,-2.0,5.0,6.0,,1.0,,11.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,3.0,,,,2.0,4.0,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,1.0,1.0,,2.0,,2.0,1.0,,1.0,2.0,,2.0,,,,2.0,,,2.0,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,,,,,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,1.0,,,0.5,,1.0,,0.6666666666666666,,,,,,1.0,,,1.0,,112.34042553191489,1.0,11.6,13.833333333333334,11.6,13.166666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,,0.3333333333333333,,0.5248666666666667,,,,,,,7.866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
101130-201142-201145-201566-2863,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Damien Wilkins","Petro, Durant, Green, Westbrook, Wilkins",101130-201142-201145-201566-2863,OKC,2198.0,4,37.0,-5.0,72.0,70.0,3.0,,10.0,142.0,9.0,17.0,,2.0,,,4.0,11.0,12.0,22.0,3.0,2.0,9.0,,,25.0,50.0,3.0,12.0,10.0,69.0,74.0,2.0,5.0,1.0,8.0,,,,,2.0,2.0,18.0,32.0,9.0,,2.0,,9.0,2.0,9.0,3.0,12.0,2.0,4.0,1.0,4.0,27.0,3.0,7.0,,6.0,14.0,2.0,22.0,10.0,32.0,8.0,6.0,2.0,6.0,1.0,2.0,9.0,4.0,,15.0,2.0,7.0,14.0,,9.0,1.0,11.0,1.0,,5.0,1.0,3.0,1.0,1.0,3.0,2.0,,61.0,2.0,3.0,,1.0,0.36,0.375,1.0,0.25,,0.25,0.5,0.4,,0.47580645161290325,0.5,,0.5149253731343284,0.5714285714285714,1.0,0.1935483870967742,0.4,1.0,,0.7368421052631579,0.28,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.29411764705882354,0.25,0.5714285714285714,0.1,0.2857142857142857,0.7142857142857143,0.75,0.75,0.8,0.5,93.03002729754323,0.6666666666666666,15.166666666666666,15.8,14.083333333333334,15.214285714285714,0.27419354838709675,0.5294117647058824,0.5294117647058824,0.4444444444444444,0.1774193548387097,0.36363636363636365,0.4,0.25,0.3548387096774194,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.04838709677419355,0.14516129032258066,0.2222222222222222,0.2222222222222222,1.0,0.2857142857142857,,,,,,,0.46774193548387094,0.2222222222222222,0.5115572580645161,0.54484,,0.07575757575757576,0.09259259259259259,0.11594202898550725,0.028985507246376812,9.748,24.608333333333334,0.041666666666666664,2.0,2.0,1.0,2.0,0.02,,0.2857142857142857,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,0.5,0.09090909090909091,0.5,0.12121212121212122,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
101130-201142-201145-201566-693,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Joe Smith","Petro, Durant, Green, Westbrook, Smith",101130-201142-201145-201566-693,OKC,122.0,1,2.0,-5.0,5.0,4.0,,,,9.0,,,,,,,1.0,1.0,,2.0,,,,,,1.0,3.0,,,,2.0,7.0,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,106.22950819672131,,16.8,9.5,16.8,9.5,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,0.4058,,,,,,,14.366666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
101130-201142-201145-2046-2248,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Desmond Mason, Earl Watson","Petro, Durant, Green, Mason, Watson",101130-201142-201145-2046-2248,OKC,124.0,1,2.0,-3.0,3.0,4.0,,,,7.0,,,,,,,2.0,2.0,,1.0,,,,,,2.0,3.0,,,,4.0,7.0,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,0.5,0.5,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,81.29032258064515,,26.0,11.5,26.0,11.5,,,,,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,0.37070000000000003,,,,,,,12.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
101130-201142-201145-2248-2404,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Earl Watson, Chris Wilcox","Petro, Durant, Green, Watson, Wilcox",101130-201142-201145-2248-2404,OKC,227.0,2,4.0,1.0,7.0,7.0,,,,14.0,1.0,2.0,,,,,,1.0,,2.0,1.0,,,,,1.0,5.0,1.0,1.0,,5.0,4.0,,,,,,,,,,,,2.0,3.0,,,,,,,1.0,1.0,,,,,3.0,,,,2.0,1.0,,3.0,,3.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,1.0,1.0,,1.0,0.2,,,0.4166666666666667,,,0.4166666666666667,,,0.16666666666666666,1.0,,,0.3333333333333333,,0.6666666666666666,,0.5,,,,,,,1.0,,1.0,,88.81057268722468,,12.857142857142858,19.571428571428573,12.857142857142858,15.142857142857142,0.3333333333333333,0.5,1.0,,0.16666666666666666,,,,0.3333333333333333,,,,0.16666666666666666,,,,,,,,,,,,0.5,,0.5247333333333334,,,,,,,8.959999999999999,23.7,,,,1.0,,0.2,0.5,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
101130-201142-201145-2248-2555,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Earl Watson, Nick Collison","Petro, Durant, Green, Watson, Collison",101130-201142-201145-2248-2555,OKC,7184.0,12,120.0,-50.0,237.0,233.0,10.0,18.0,31.0,470.0,33.0,55.0,6.0,6.0,2.0,3.0,12.0,48.0,29.0,86.0,3.0,8.0,18.0,,1.0,74.0,189.0,10.0,21.0,33.0,211.0,261.0,15.0,27.0,3.0,36.0,4.0,7.0,,1.0,4.0,12.0,68.0,80.0,27.0,3.0,8.0,,18.0,8.0,34.0,9.0,43.0,7.0,16.0,6.0,12.0,95.0,2.0,30.0,1.0,16.0,56.0,2.0,74.0,33.0,107.0,20.0,13.0,7.0,24.0,1.0,14.0,20.0,10.0,1.0,44.0,1.0,19.0,44.0,2.0,36.0,2.0,39.0,4.0,1.0,21.0,,8.0,6.0,2.0,9.0,7.0,,175.0,12.0,10.0,3.0,,0.4594594594594595,0.4857142857142857,0.9,0.47619047619047616,,0.47619047619047616,0.3915343915343915,0.5555555555555556,0.5714285714285714,0.4238095238095238,0.5892857142857143,0.5,0.46255506607929514,0.6,0.55,0.1,0.5454545454545454,1.0,0.3333333333333333,0.7777777777777778,0.2631578947368421,0.7619047619047619,0.18181818181818182,0.7741935483870968,0.256,0.45454545454545453,0.25,0.19642857142857142,0.2,0.7666666666666667,0.6875,0.8461538461538461,0.8125,0.6,94.20935412026726,0.7777777777777778,14.839662447257384,15.738197424892704,13.848101265822784,15.257510729613735,0.2619047619047619,0.6,0.7021276595744681,0.48484848484848486,0.22857142857142856,0.25,0.2553191489361702,0.5,0.4095238095238095,0.3372093023255814,0.34523809523809523,0.41379310344827586,0.014285714285714285,0.08571428571428572,0.4444444444444444,0.4444444444444444,0.875,0.21428571428571427,1.0,0.16666666666666666,0.375,0.6666666666666666,0.125,,0.3619047619047619,0.4444444444444444,0.4827790476190476,0.4528634615384615,0.54793125,0.09251101321585903,0.10194174757281553,0.17061611374407584,0.05687203791469194,10.46931216931217,24.990476190476187,0.04219409282700422,1.0,1.0,11.0,7.0,0.0582010582010582,0.14545454545454545,0.03571428571428571,2.0,1.0,1.0,2.0,7.0,2.0,3.0,5.0,2.0,,1.0,1.0,0.020833333333333332,,0.06140350877192982,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.023255813953488372,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
101130-201142-201145-2248-2863,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Earl Watson, Damien Wilkins","Petro, Durant, Green, Watson, Wilkins",101130-201142-201145-2248-2863,OKC,195.0,1,3.0,5.0,7.0,7.0,,,1.0,14.0,2.0,3.0,,,,,1.0,2.0,,,2.0,1.0,1.0,,,3.0,5.0,2.0,3.0,1.0,13.0,8.0,1.0,1.0,,2.0,,,,,,,2.0,4.0,6.0,,2.0,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,8.0,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,2.0,2.0,,3.0,,1.0,1.0,,1.0,,,,,,,,11.0,,,,,0.3333333333333333,0.5,1.0,0.6666666666666666,,0.6666666666666666,0.6,1.0,,0.75,1.0,,0.8125,1.0,,0.375,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,103.38461538461539,,15.0,12.857142857142858,14.857142857142858,12.857142857142858,0.375,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.5,,,,,,0.25,0.125,1.0,1.0,1.0,,,,,,,,0.75,1.0,0.5928625,,,0.125,0.2,0.15384615384615385,,2.66,23.266666666666666,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,False
