EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGA,PtsUnassisted3s,Corner3Frequency,LongMidRangeFGM,Corner3FGM,FtPoints,Corner3Assists,Offensive Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,LongMidRangeAssists,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LostBallSteals,SecondChanceFg3Pct,OffAtRimReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,Travels,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyFg3Pct,BlocksRecoveredPct,PenaltyArc3Accuracy,PenaltyFtPoints,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls,OffCorner3ReboundPct,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,PtsPutbacks,ShortMidRangeAssists,ShortMidRangePctAssisted,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SelfOReb,Defensive 3 Seconds Violations,SelfORebPct,FTDefRebounds,DefFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceFtPoints,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,DefensiveGoaltends,ShortMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,HeaveAttempts,LongMidRangePctBlocked,Clear Path Fouls,OffensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
101108-1498-1752-1899-200756,1610612740,"Chris Paul, Antonio Daniels, Sean Marks, James Posey, Hilton Armstrong","Paul, Daniels, Marks, Posey, Armstrong",101108-1498-1752-1899-200756,NOH,155.0,1,3.0,-2.0,4.0,4.0,3.0,3.0,2.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.25,1.0,0.5,0.2,1.0,0.3333333333333333,0.2,1.0,0.3333333333333333,0.2,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,74.32258064516128,22.5,16.25,16.75,16.25,0.4,0.5,0.5,1.0,0.2,0.2,0.2,1.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.6,0.40281,0.5331,0.42865,1.0,1.0,7.95,25.4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
101108-1498-1752-1899-2050,1610612740,"Chris Paul, Antonio Daniels, Sean Marks, James Posey, Morris Peterson","Paul, Daniels, Marks, Posey, Peterson",101108-1498-1752-1899-2050,NOH,158.0,1,3.0,2.0,5.0,5.0,,3.0,,10.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,1.0,5.0,3.0,,,,,,,,,1.0,,1.0,,3.0,,1.0,2.0,,2.0,1.0,1.0,1.0,,2.0,,,2.0,1.0,,,,,0.5,,,0.8333333333333334,,,0.8333333333333334,,,0.3333333333333333,0.5,1.0,,0.6666666666666666,,,,,91.13924050632912,18.4,13.2,18.4,12.6,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,0.43183333333333335,,,,,10.75,25.4,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
101108-1498-1752-1899-2561,1610612740,"Chris Paul, Antonio Daniels, Sean Marks, James Posey, David West","Paul, Daniels, Marks, Posey, West",101108-1498-1752-1899-2561,NOH,308.0,2,5.0,3.0,10.0,9.0,,,,19.0,1.0,1.0,,,,,3.0,1.0,3.0,,1.0,5.0,4.0,11.0,8.0,,,,,,,,,3.0,,1.0,,3.0,,2.0,4.0,,4.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,0.2,,,0.6111111111111112,,,0.6111111111111112,,,0.4444444444444444,1.0,1.0,,1.0,,,,,88.83116883116882,19.6,12.444444444444445,19.6,12.444444444444445,0.1111111111111111,1.0,1.0,,0.3333333333333333,0.1111111111111111,0.3333333333333333,,,,,,,0.5555555555555556,0.4396555555555556,,,,,12.36,23.825,,,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,,1.0,,11.0,,0.3333333333333333,0.75,0.75,1.0,1.0,1.0,,,1.0,1.0,0.3333333333333333,1.0,1.0,6.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
101108-1498-1752-1899-978,1610612740,"Chris Paul, Antonio Daniels, Sean Marks, James Posey, Peja Stojakovic","Paul, Daniels, Marks, Posey, Stojakovic",101108-1498-1752-1899-978,NOH,215.0,2,4.0,3.0,8.0,6.0,,,,14.0,,,,,,,,1.0,2.0,,1.0,1.0,3.0,16.0,13.0,,,,,,,,,2.0,,3.0,,9.0,,,,,,,,,,1.0,,1.0,3.0,4.0,,,,,1.0,,,1.375,,,1.1428571428571428,,,0.75,,,,,,,,,93.76744186046511,14.625,16.333333333333332,14.625,16.333333333333332,,,,,,0.25,0.5,,,,,,,0.75,0.513375,,,,,16.6,25.099999999999998,,,2.0,3.0,2.0,9.0,2.0,3.0,2.0,,,,1.0,16.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,0.25,1.0,1.0,5.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
101108-1498-1752-201153-2446,1610612740,"Chris Paul, Antonio Daniels, Sean Marks, Julian Wright, Rasual Butler","Paul, Daniels, Marks, Wright, Butler",101108-1498-1752-201153-2446,NOH,91.0,1,2.0,,3.0,2.0,,,,5.0,,1.0,,,,,,1.0,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,79.12087912087912,19.666666666666668,16.0,19.666666666666668,16.0,0.5,,,,,0.5,,,,,,,,0.5,0.4718,,,,,9.15,,,,,,,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,2.0,,,,2.0,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
101108-1498-1752-201153-2561,1610612740,"Chris Paul, Antonio Daniels, Sean Marks, Julian Wright, David West","Paul, Daniels, Marks, Wright, West",101108-1498-1752-201153-2561,NOH,180.0,1,3.0,3.0,4.0,4.0,,,,8.0,1.0,1.0,,,,,1.0,1.0,,,2.0,3.0,,7.0,4.0,,,,,,,,2.0,,1.0,1.0,1.0,2.0,,,2.0,,2.0,,,,,,,1.0,1.0,2.0,,,0.5,0.5,0.6666666666666666,,,0.6666666666666666,,,0.875,,,,,,,0.5,,,,,64.0,22.5,22.5,22.5,19.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,0.3333333333333333,0.41009999999999996,,,,,11.066666666666668,,,,,,2.0,,,,,2.0,,,,7.0,,,,,0.6666666666666666,,1.0,,,,,,,,,,1.0,,3.0,,,,3.0,,1.0,1.0,1.0,,,,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
101108-1498-1752-201153-978,1610612740,"Chris Paul, Antonio Daniels, Sean Marks, Julian Wright, Peja Stojakovic","Paul, Daniels, Marks, Wright, Stojakovic",101108-1498-1752-201153-978,NOH,125.0,1,2.0,1.0,3.0,3.0,,,2.0,6.0,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,2.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,4.0,,,,,,,1.0,2.0,2.0,,,0.5,0.5,0.5,0.5,,0.4,0.5,,0.4,0.5,,0.2,,1.0,0.5,1.0,0.6666666666666666,1.0,,,69.11999999999999,21.666666666666668,20.0,13.0,19.333333333333332,0.2,1.0,1.0,,0.2,0.4,0.2,0.5,1.0,,,,,0.4,0.5020100000000001,0.378,,0.5,,12.9,24.8,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,0.5,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
101108-1498-1752-2446-2561,1610612740,"Chris Paul, Antonio Daniels, Sean Marks, Rasual Butler, David West","Paul, Daniels, Marks, Butler, West",101108-1498-1752-2446-2561,NOH,132.0,1,2.0,-5.0,5.0,5.0,,,,10.0,,3.0,,,,,,2.0,,,1.0,5.0,,2.0,7.0,,,,,,,,2.0,,1.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,0.2,,,0.2,,,0.2,,,,,,,1.0,,,,,109.09090909090908,16.4,10.0,16.4,10.0,0.6,,,,,0.4,,,,,,,,0.6,0.55336,,,,,8.86,,,,,,,,,,,1.0,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,0.5,0.5,,,,,,,2.0,0.4,0.6666666666666666,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
101108-1498-1752-2484-2561,1610612740,"Chris Paul, Antonio Daniels, Sean Marks, Devin Brown, David West","Paul, Daniels, Marks, Brown, West",101108-1498-1752-2484-2561,NOH,124.0,1,2.0,-4.0,5.0,5.0,,,,10.0,1.0,2.0,,,,,,1.0,,,1.0,3.0,,4.0,8.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,,,,1.0,,,,,,,,116.1290322580645,13.4,11.4,13.4,11.4,0.6666666666666666,0.5,1.0,,,0.3333333333333333,,,,,,,,0.6666666666666666,0.6250333333333333,,,,,5.766666666666667,,,,,,2.0,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,1.0,,,,,,,0.25,0.25,,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
101108-1498-1763-1899-200756,1610612740,"Chris Paul, Antonio Daniels, Ryan Bowen, James Posey, Hilton Armstrong","Paul, Daniels, Bowen, Posey, Armstrong",101108-1498-1763-1899-200756,NOH,58.0,1,1.0,-1.0,2.0,2.0,,,,4.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,99.3103448275862,22.0,7.0,22.0,7.0,,,,,,,1.0,,,,,,,1.0,0.43275,,,,,,26.6,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2009,2008-09,False
