EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted3s,ThreePtAssists,Arc3Assists,LongMidRangeAssists,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,Assisted3sPct,LiveBallTurnoverPct,DefFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2A,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyFG2M,PenaltyFG2A,Steals,BadPassSteals,2pt And 1 Free Throw Trips,PenaltyFg2Pct,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg2aBlocked,OffThreePtRebounds,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,SelfOReb,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffArc3ReboundPct,SelfORebPct,ThreePtShootingFoulsDrawnPct,LostBallSteals,SecondChanceTurnovers,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,Corner3Assists,Offensive Fouls Drawn,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls,FTOffRebounds,OffFTReboundPct,BlockedShortMidRange,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,OffensiveGoaltends,LongMidRangePctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
101126-101135-101194-1501-201163,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Tim Thomas, Wilson Chandler","Robinson, Lee, Roberson, Thomas, Chandler",101126-101135-101194-1501-201163,NYK,262.0,2,4.0,6.0,9.0,8.0,17.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,14.0,8.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,14.0,0.2,0.2,1.0,1.0,1.0,1.0833333333333333,1.0,0.16666666666666666,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,93.4351145038168,15.88888888888889,14.875,15.88888888888889,14.125,0.6666666666666666,1.0,1.0,0.25,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,0.8333333333333334,1.0,0.5037416666666666,0.14285714285714285,0.16666666666666666,3.8,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
101126-101135-101194-1733-201163,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Al Harrington, Wilson Chandler","Robinson, Lee, Roberson, Harrington, Chandler",101126-101135-101194-1733-201163,NYK,367.0,3,6.0,-7.0,13.0,13.0,26.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,,12.0,19.0,4.0,2.0,,2.0,2.0,2.0,4.0,1.0,10.0,2.0,1.0,5.0,5.0,4.0,,5.0,4.0,,,,,12.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.75,0.75,0.25,0.5,1.0,0.75,1.0,,1.0,1.0,102.01634877384197,16.153846153846153,12.076923076923077,16.153846153846153,11.923076923076923,0.25,0.5,0.5,1.0,0.25,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.474425,,,9.666666666666666,25.95,5.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.25,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
101126-101135-101194-200776-201163,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Wilson Chandler","Robinson, Lee, Roberson, Collins, Chandler",101126-101135-101194-200776-201163,NYK,249.0,1,4.0,-4.0,8.0,8.0,16.0,,1.0,1.0,1.0,,,2.0,5.0,,,,4.0,8.0,4.0,,,,,2.0,2.0,,4.0,1.0,3.0,4.0,5.0,1.0,,4.0,3.0,,1.0,,,4.0,1.0,1.0,,,0.4,0.4,0.4,,0.75,0.5,0.6666666666666666,0.5,1.0,0.5,,92.5301204819277,16.625,14.5,16.5,13.25,0.2,,,,0.2,1.0,1.0,,,,0.2,,0.43945999999999996,,,12.459999999999999,,5.0,1.0,3.0,,,,1.0,,3.0,,1.0,1.0,1.0,,,,,,0.75,,0.6,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
101126-101135-101194-200776-201568,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Danilo Gallinari","Robinson, Lee, Roberson, Collins, Gallinari",101126-101135-101194-200776-201568,NYK,4.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
101126-101135-101194-200776-2047,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Quentin Richardson","Robinson, Lee, Roberson, Collins, Richardson",101126-101135-101194-200776-2047,NYK,72.0,1,1.0,,3.0,3.0,6.0,,,,,1.0,1.0,,,1.0,1.0,,3.0,3.0,,,,1.0,1.0,,1.0,,3.0,,,2.0,2.0,1.0,,2.0,1.0,,,,,3.0,,,1.0,1.0,,1.5,1.5,1.0,,,,,,,,120.0,18.333333333333332,5.666666666666667,18.333333333333332,5.666666666666667,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.48195,,,,25.5,,,,3.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,,,,,1.0,0.5,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.5,1.5,1.0,1.0,0.48195,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
101126-101135-101194-200776-2216,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Zach Randolph","Robinson, Lee, Roberson, Collins, Randolph",101126-101135-101194-200776-2216,NYK,688.0,2,11.0,1.0,26.0,24.0,50.0,6.0,7.0,4.0,5.0,,1.0,13.0,17.0,,2.0,1.0,27.0,26.0,18.0,8.0,,1.0,,9.0,9.0,5.0,18.0,4.0,5.0,10.0,10.0,2.0,2.0,5.0,3.0,,3.0,3.0,2.0,27.0,0.6923076923076923,0.6923076923076923,,,0.7647058823529411,0.6842105263157895,0.675,0.10526315789473684,1.0,1.0,1.0,,1.0,1.0,1.0,104.65116279069767,15.076923076923077,12.333333333333334,15.076923076923077,12.333333333333334,0.3684210526315789,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.2631578947368421,0.8,0.8,0.05263157894736842,,,0.47368421052631576,,0.4793947368421052,0.1,0.1111111111111111,9.494117647058824,25.5,5.0,3.0,5.0,,,,3.0,1.0,3.0,,3.0,,2.0,,,,,,0.6,1.0,0.2631578947368421,0.6,0.6,1.0,,,,,1.0,,,,,,,,1.0,0.25,,,7.0,,,,,6.0,1.0,6.0,7.0,,0.6,0.6,,,0.48150000000000004,0.2222222222222222,0.2692307692307692,1.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,0.6,0.05263157894736842,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
101126-101135-101194-200776-2768,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Chris Duhon","Robinson, Lee, Roberson, Collins, Duhon",101126-101135-101194-200776-2768,NYK,58.0,1,1.0,3.0,2.0,2.0,4.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,3.0,,,2.0,,1.0,,,,,,,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,,1.0,1.0,,,,99.3103448275862,22.0,7.0,22.0,7.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,0.3333333333333333,,,0.6666666666666666,,0.40301666666666663,0.3333333333333333,0.5,7.7,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.5,,,,1.0,0.3971,2.0,,1.0,,1.0,3.0,,3.0,2.0,,0.3333333333333333,0.5,0.3333333333333333,,0.40301666666666663,1.0,1.0,1.0,1.0,,1.0,2.0,,,1.0,0.5,,0.3333333333333333,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
101126-101135-101194-200776-990,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Malik Rose","Robinson, Lee, Roberson, Collins, Rose",101126-101135-101194-200776-990,NYK,240.0,1,4.0,1.0,7.0,8.0,15.0,,1.0,,2.0,2.0,3.0,,4.0,2.0,3.0,,6.0,5.0,,,,3.0,2.0,,2.0,,6.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,3.0,,1.0,,,3.0,,,0.6666666666666666,0.6666666666666666,,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.75,1.0,0.8,,1.0,1.0,,90.0,19.857142857142858,12.625,14.714285714285714,12.125,0.14285714285714285,,,,0.2857142857142857,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5047785714285714,,,7.675,25.3,1.0,,1.0,6.0,2.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,0.14285714285714285,,,,1.0,2.0,,,,1.0,1.0,,,0.25,0.2,1.0,,,,0.528375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0.75,0.75,,,0.5,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
101126-101135-101194-201163-2037,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Wilson Chandler, Jamal Crawford","Robinson, Lee, Roberson, Chandler, Crawford",101126-101135-101194-201163-2037,NYK,221.0,2,4.0,4.0,5.0,5.0,10.0,2.0,4.0,,1.0,,,4.0,7.0,,1.0,,8.0,4.0,6.0,2.0,,,,3.0,3.0,1.0,6.0,2.0,,3.0,6.0,,,,1.0,,1.0,,,4.0,0.75,0.75,,,0.5714285714285714,0.5,0.5,0.125,,1.0,1.0,,,1.0,,65.15837104072399,27.2,17.0,20.6,17.0,0.5,0.5,0.6666666666666666,0.5,0.125,,,,,,0.625,,0.4605375,,,5.428571428571429,22.6,1.0,2.0,2.0,,,,2.0,1.0,,,,,,,,,,,,1.0,0.25,1.0,1.0,1.0,,2.0,1.0,3.0,,2.0,3.0,,,0.6666666666666666,0.75,,,,0.3333333333333333,0.3665,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.125,,,,2.0,,4.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.5,,,,,,,,,,1.0,1.0,1.0,0.14285714285714285,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
101126-101135-101194-201163-2768,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Wilson Chandler, Chris Duhon","Robinson, Lee, Roberson, Chandler, Duhon",101126-101135-101194-201163-2768,NYK,534.0,2,9.0,-1.0,19.0,18.0,37.0,3.0,4.0,1.0,6.0,1.0,2.0,5.0,13.0,1.0,3.0,3.0,16.0,17.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,6.0,2.0,8.0,9.0,2.0,1.0,3.0,2.0,,3.0,3.0,2.0,14.0,0.4,0.4,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.40625,0.47058823529411764,0.1875,0.6666666666666666,0.8571428571428571,0.8,1.0,,0.8333333333333334,1.0,99.7752808988764,16.05263157894737,12.722222222222221,15.894736842105264,12.222222222222221,0.25,0.75,0.75,0.6666666666666666,0.375,0.16666666666666666,0.2,0.125,0.5,0.5,0.4375,0.5,0.472165625,0.11764705882352941,0.14285714285714285,7.415384615384616,25.0,2.0,1.0,3.0,,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,0.3333333333333333,,0.1875,0.3333333333333333,0.3333333333333333,,,1.0,1.0,1.0,,1.0,1.0,,,0.125,0.1,0.5,1.0,,1.0,0.5762,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,1.0,1.5,1.5,1.0,1.0,0.37185,0.1875,0.05263157894736842,,,1.0,,,,,1.0,,0.0625,,,1.0,1.0,,2.0,,,1.0,1.0,1.0,,1.0,0.125,,,,,,,,,,1.0,,,0.07692307692307693,,,,,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,True
