EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceFtPoints,PenaltyFtPoints,OffThreePtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Frequency,Corner3FGM,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,AtRimAssists,DefThreePtRebounds,FTDefRebounds,LostBallSteals,BadPassTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,FTOffRebounds,ShortMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Arc3Assists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Arc3PctAssisted,DefCorner3ReboundPct,2pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,Technical Free Throw Trips,SelfOReb,Travels,BlockedLongMidRange,3SecondViolations,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
101114-101139-1723-1905-200794,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Paul Millsap","Williams, Miles, Harpring, Kirilenko, Millsap",101114-101139-1723-1905-200794,UTA,506.0,2,8.0,-6.0,14.0,15.0,4.0,9.0,3.0,29.0,1.0,6.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,5.0,12.0,1.0,5.0,15.0,21.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,8.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,8.0,4.0,5.0,5.0,4.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,11.0,4.0,4.0,0.8,0.8,0.4166666666666667,0.5,0.6666666666666666,0.38461538461538464,0.5,0.5,0.46875,0.5,0.5,0.07692307692307693,0.3333333333333333,0.6666666666666666,0.5,0.625,0.5714285714285714,0.5,0.5,0.6,1.0,1.0,0.5,82.5296442687747,1.0,17.857142857142858,17.066666666666666,16.428571428571427,15.066666666666666,0.46153846153846156,0.16666666666666666,0.5,0.15384615384615385,0.5,0.5,1.0,0.3076923076923077,0.75,0.75,1.0,0.07692307692307693,0.75,0.3333333333333333,0.25,0.25,0.5384615384615384,0.4486769230769231,0.480475,0.40485,0.1875,0.2,0.26666666666666666,0.26666666666666666,8.15,25.2,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
101114-101139-1723-200794-2430,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Paul Millsap, Carlos Boozer","Williams, Miles, Harpring, Millsap, Boozer",101114-101139-1723-200794-2430,UTA,160.0,1,3.0,5.0,5.0,4.0,3.0,,2.0,9.0,,1.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,2.0,3.0,4.0,6.0,1.0,,1.0,2.0,,1.0,2.0,2.0,2.0,,2.0,,1.0,1.0,1.0,,2.0,,3.0,3.0,2.0,5.0,,,,,,,,1.0,3.0,,2.0,1.0,4.0,1.0,,,,,4.0,2.0,3.0,1.0,1.0,0.5,,,0.2,,,0.42857142857142855,0.5,0.25,0.6,,,,1.0,,1.0,0.5,,,1.0,,81.0,,14.2,22.25,11.8,22.25,0.2,,,0.2,1.0,1.0,1.0,,,,,0.4,1.0,,0.3333333333333333,0.6666666666666666,0.8,0.52144,,0.5494833333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.15,26.0,0.6,1.0,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
101114-101139-1723-200794-2594,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Paul Millsap, Kyle Korver","Williams, Miles, Harpring, Millsap, Korver",101114-101139-1723-200794-2594,UTA,397.0,1,7.0,8.0,13.0,13.0,5.0,2.0,,26.0,2.0,3.0,,,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,8.0,2.0,3.0,16.0,8.0,,,,,2.0,1.0,1.0,8.0,2.0,1.0,,4.0,5.0,1.0,2.0,11.0,,3.0,8.0,,8.0,1.0,,1.0,,,,1.0,3.0,5.0,,6.0,,4.0,1.0,2.0,1.0,2.0,1.0,16.0,1.0,5.0,0.8,0.8,0.625,,,0.65,,,0.6666666666666666,,0.125,0.2,,,1.0,0.6,,0.75,,,,0.5,1.0,94.30730478589422,0.5,13.538461538461538,17.0,13.538461538461538,16.23076923076923,0.3,0.6666666666666666,0.6666666666666666,0.1,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.1,,,0.3333333333333333,0.3333333333333333,0.5,0.488285,,0.43921666666666664,0.09090909090909091,0.1111111111111111,,0.0625,11.6625,24.2,0.38461538461538464,1.0,,1.0,,1.0,1.0,,,,0.1,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
101114-101139-1723-2260-2594,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Jarron Collins, Kyle Korver","Williams, Miles, Harpring, Collins, Korver",101114-101139-1723-2260-2594,UTA,33.0,1,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,,3.0,,,,,,,1.0,3.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,,,,,,,,87.27272727272727,,7.0,26.0,7.0,25.0,,,,,,,,,,,,,,,,,1.0,0.52935,,0.52935,,,,1.0,,23.4,1.0,1.0,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
101114-101139-1905-200794-2430,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Paul Millsap, Carlos Boozer","Williams, Miles, Kirilenko, Millsap, Boozer",101114-101139-1905-200794-2430,UTA,699.0,3,12.0,-1.0,23.0,24.0,14.0,16.0,4.0,47.0,4.0,7.0,1.0,3.0,4.0,,2.0,3.0,9.0,3.0,2.0,7.0,18.0,3.0,9.0,26.0,27.0,1.0,4.0,2.0,7.0,11.0,2.0,23.0,6.0,8.0,3.0,1.0,3.0,3.0,,,6.0,5.0,7.0,7.0,6.0,13.0,2.0,2.0,2.0,1.0,1.0,,3.0,5.0,8.0,,9.0,,14.0,6.0,3.0,1.0,3.0,2.0,24.0,23.0,14.0,0.42857142857142855,0.5,0.3888888888888889,0.25,0.6363636363636364,0.40476190476190477,0.2,0.6538461538461539,0.4642857142857143,0.16666666666666666,0.6764705882352942,0.14285714285714285,0.05555555555555555,,0.6666666666666666,0.7,0.45454545454545453,0.6363636363636364,0.38461538461538464,0.6666666666666666,,,0.8,96.82403433476395,0.6666666666666666,15.782608695652174,14.0,13.91304347826087,13.333333333333334,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.09523809523809523,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.6,0.3333333333333333,0.3076923076923077,0.15384615384615385,0.47619047619047616,0.49773809523809526,0.5601700000000001,0.5054653846153846,0.2222222222222222,0.25,0.07692307692307693,0.8846153846153846,10.377777777777778,25.066666666666666,0.6086956521739131,,,6.0,,1.0,1.0,,,,,,1.0,,,,3.0,,,,2.0,,,2.0,1.0,,0.3333333333333333,0.3333333333333333,,,0.75,,0.75,,,,,,1.0,0.5,,,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,0.2,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
101114-101139-1905-2246-2430,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Mehmet Okur, Carlos Boozer","Williams, Miles, Kirilenko, Okur, Boozer",101114-101139-1905-2246-2430,UTA,56.0,1,1.0,-1.0,2.0,2.0,,,,4.0,1.0,2.0,,,,,,,,,,1.0,2.0,,,2.0,3.0,,,,,,,,2.0,,,,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,1.0,1.0,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,102.85714285714286,,10.0,18.0,10.0,18.0,1.0,0.5,0.5,,,,,,,,,,,,,,1.0,0.66795,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
101114-101139-1905-2260-2594,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Jarron Collins, Kyle Korver","Williams, Miles, Kirilenko, Collins, Korver",101114-101139-1905-2260-2594,UTA,41.0,1,1.0,-1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,0.5,,,,,105.36585365853658,,15.0,11.0,15.0,11.0,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5094500000000001,,0.5094500000000001,,,1.0,1.0,7.7,24.8,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
101114-101139-1905-2430-2594,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Carlos Boozer, Kyle Korver","Williams, Miles, Kirilenko, Boozer, Korver",101114-101139-1905-2430-2594,UTA,171.0,1,3.0,-4.0,6.0,6.0,6.0,6.0,1.0,12.0,2.0,5.0,,1.0,5.0,,1.0,,2.0,,,2.0,8.0,,,4.0,8.0,,2.0,,2.0,8.0,,4.0,4.0,,,1.0,2.0,2.0,,,4.0,2.0,1.0,2.0,2.0,4.0,,,,,,,,1.0,1.0,,,,,,,,,,4.0,4.0,6.0,1.0,1.0,0.25,,0.25,0.25,,0.25,0.25,,0.25,,0.125,0.2,,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,,101.05263157894737,,16.166666666666668,12.333333333333334,13.833333333333334,12.166666666666666,0.625,0.4,0.5,0.125,,,,0.25,,,,,0.5,,0.625,,0.625,0.506525,0.44995,0.506525,,,,1.0,5.9125,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
101114-101139-200758-200794-2430,1610612762,"Deron Williams, CJ Miles, Ronnie Brewer, Paul Millsap, Carlos Boozer","Williams, Miles, Brewer, Millsap, Boozer",101114-101139-200758-200794-2430,UTA,275.0,1,5.0,5.0,10.0,10.0,8.0,10.0,2.0,20.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,3.0,5.0,1.0,3.0,12.0,7.0,1.0,1.0,2.0,3.0,5.0,1.0,11.0,,6.0,1.0,1.0,,1.0,,,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,,1.0,4.0,1.0,2.0,,2.0,,4.0,1.0,1.0,,1.0,,10.0,11.0,8.0,,,0.6,1.0,0.6,0.75,1.0,0.75,0.75,1.0,0.7857142857142857,0.16666666666666666,0.2,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,1.0,1.0,,,,104.72727272727273,,11.2,16.3,10.2,16.3,0.5,0.6666666666666666,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,0.5,0.16666666666666666,0.6666666666666666,0.5086,0.5491,0.5086,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.9166666666666666,4.74,24.9,0.8,,,2.0,,1.0,1.0,,,,,,1.0,3.0,1.0,,,1.0,,1.0,,3.0,,1.0,,1.0,1.0,1.0,,1.0,0.5,1.0,,,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,,0.6666666666666666,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
101114-101139-2246-2430-2594,1610612762,"Deron Williams, CJ Miles, Mehmet Okur, Carlos Boozer, Kyle Korver","Williams, Miles, Okur, Boozer, Korver",101114-101139-2246-2430-2594,UTA,160.0,1,3.0,-4.0,5.0,6.0,,,1.0,11.0,,1.0,,,,1.0,1.0,,2.0,1.0,,1.0,4.0,2.0,,5.0,9.0,,1.0,,,,,,2.0,,1.0,,1.0,2.0,1.0,,5.0,,2.0,3.0,1.0,4.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,5.0,,,1.0,1.0,0.25,,,0.4166666666666667,,,0.4166666666666667,,,0.3333333333333333,,,,1.0,,1.0,0.25,,,,1.0,99.0,1.0,19.0,10.833333333333334,18.0,10.833333333333334,0.16666666666666666,,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,0.16666666666666666,,,,,0.5,0.5011833333333333,,,,,,,8.5,24.75,,1.0,,,1.0,,,1.0,1.0,,0.16666666666666666,1.0,1.0,3.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,0.5,0.5,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,False
