EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,DefLongMidRangeReboundPct,SecondChanceFtPoints,Loose Ball Fouls Drawn,Technical Free Throw Trips,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,FTDefRebounds,LostBallSteals,BadPassTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedShortMidRange,SelfOReb,SelfORebPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,OffensiveGoaltends,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedArc3,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
1713-201146-201583-2239-2734,1610612751,"Vince Carter, Yi Jianlian, Ryan Anderson, Trenton Hassell, Devin Harris","Carter, Jianlian, Anderson, Hassell, Harris",1713-201146-201583-2239-2734,NJN,149.0,1,2.0,2.0,4.0,4.0,,1.0,8.0,,3.0,,,,,1.0,1.0,,,1.0,4.0,1.0,1.0,1.0,6.0,4.0,,1.0,,,,,,,,,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,1.0,,2.0,2.0,1.0,3.0,,,1.0,2.0,,1.0,6.0,,,,,1.0,1.0,,1.0,0.25,,,0.5,,,0.5,,,0.2,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,,77.31543624161074,18.25,19.0,16.5,15.25,0.6,,,,,,,,0.2,1.0,1.0,1.0,,,,,0.8,1.0,0.54156,0.5951,,0.16666666666666666,0.2,,,1.6,25.9,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,0.25,0.3333333333333333,,,,,,,0.2,1.0,1.0,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-201583-2250-2734,1610612751,"Vince Carter, Yi Jianlian, Ryan Anderson, Bobby Simmons, Devin Harris","Carter, Jianlian, Anderson, Simmons, Harris",1713-201146-201583-2250-2734,NJN,42.0,1,1.0,,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,0.5,,,,,137.14285714285714,12.0,9.0,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2031-2039-2553,1610612751,"Vince Carter, Yi Jianlian, Stromile Swift, Keyon Dooling, Jarvis Hayes","Carter, Jianlian, Swift, Dooling, Hayes",1713-201146-2031-2039-2553,NJN,85.0,2,1.0,1.0,2.0,2.0,,,4.0,,,,,,,,,,,,,1.0,2.0,,3.0,2.0,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,3.0,,,1.0,1.0,,1.0,,,,,,,3.0,,,,,1.0,0.5,,0.5,,,,0.75,,,0.75,,,1.0,1.0,,,1.0,,,,,67.76470588235294,14.0,28.5,14.0,28.5,,,,,,,,,,,,,,,,,1.0,,0.629625,,,,,,,,23.0,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2031-2039-2734,1610612751,"Vince Carter, Yi Jianlian, Stromile Swift, Keyon Dooling, Devin Harris","Carter, Jianlian, Swift, Dooling, Harris",1713-201146-2031-2039-2734,NJN,27.0,1,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,106.66666666666666,14.0,13.0,14.0,13.0,,,,,,,,,,,,,,,,,1.0,,0.60345,,0.60345,,,,,,22.7,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2031-2250-2553,1610612751,"Vince Carter, Yi Jianlian, Stromile Swift, Bobby Simmons, Jarvis Hayes","Carter, Jianlian, Swift, Simmons, Hayes",1713-201146-2031-2250-2553,NJN,14.0,1,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,102.85714285714286,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2031-2250-2734,1610612751,"Vince Carter, Yi Jianlian, Stromile Swift, Bobby Simmons, Devin Harris","Carter, Jianlian, Swift, Simmons, Harris",1713-201146-2031-2250-2734,NJN,330.0,2,6.0,-5.0,12.0,13.0,3.0,1.0,25.0,2.0,3.0,,1.0,1.0,2.0,,4.0,,3.0,3.0,5.0,,4.0,3.0,9.0,14.0,,,,,1.0,,3.0,,,6.0,,,4.0,,3.0,,3.0,,2.0,1.0,6.0,,1.0,4.0,6.0,1.0,7.0,1.0,,3.0,4.0,,2.0,9.0,,3.0,1.0,1.0,,,,,0.6,,,0.3333333333333333,,,0.4090909090909091,,,0.4444444444444444,0.8,,1.0,0.8333333333333334,0.16666666666666666,,0.6666666666666666,1.0,109.0909090909091,13.75,12.692307692307692,13.166666666666666,11.76923076923077,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,,,,0.25,,0.75,,0.7777777777777778,,0.5582611111111111,,0.6067375,0.18181818181818182,0.2857142857142857,,,7.32,25.075,0.25,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,0.25,0.25,,1.0,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,0.5,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2031-2553-2734,1610612751,"Vince Carter, Yi Jianlian, Stromile Swift, Jarvis Hayes, Devin Harris","Carter, Jianlian, Swift, Hayes, Harris",1713-201146-2031-2553-2734,NJN,120.0,2,2.0,,4.0,4.0,4.0,1.0,8.0,,,,,,,,,,,,,,1.0,4.0,4.0,4.0,,,2.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,2.0,4.0,,,2.0,4.0,4.0,,,,,,,,,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,,,1.0,0.5,1.0,,,1.0,96.0,14.25,15.75,14.25,15.75,,,,,,,,,,,,,,,,,1.0,,0.55455,,0.55455,,,0.5,1.0,,22.6,1.0,2.0,,,,,,1.0,,1.0,,,,,1.0,,,,2.0,2.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,2.0,,2.0,1.0,,,,,,,,,,,,1.0,,,,,2.0,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2039-2059-2553,1610612751,"Vince Carter, Yi Jianlian, Keyon Dooling, Eduardo Najera, Jarvis Hayes","Carter, Jianlian, Dooling, Najera, Hayes",1713-201146-2039-2059-2553,NJN,41.0,1,1.0,,1.0,2.0,1.0,,3.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,105.36585365853658,9.0,16.0,9.0,16.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,0.6098,,0.6098,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2039-2239-2250,1610612751,"Vince Carter, Yi Jianlian, Keyon Dooling, Trenton Hassell, Bobby Simmons","Carter, Jianlian, Dooling, Hassell, Simmons",1713-201146-2039-2239-2250,NJN,2.0,1,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2039-2239-2734,1610612751,"Vince Carter, Yi Jianlian, Keyon Dooling, Trenton Hassell, Devin Harris","Carter, Jianlian, Dooling, Hassell, Harris",1713-201146-2039-2239-2734,NJN,57.0,1,1.0,,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,2.0,,,,1.0,1.0,,,,2.0,2.0,,,,,1.0,,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,75.78947368421053,10.0,23.5,10.0,23.5,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,0.584,,0.584,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2039-2250-2553,1610612751,"Vince Carter, Yi Jianlian, Keyon Dooling, Bobby Simmons, Jarvis Hayes","Carter, Jianlian, Dooling, Simmons, Hayes",1713-201146-2039-2250-2553,NJN,78.0,2,1.0,1.0,8.0,7.0,8.0,1.0,15.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,8.0,10.0,9.0,1.0,1.0,3.0,1.0,1.0,,1.0,8.0,10.0,,2.0,,,,,,,,,,,,2.0,,2.0,1.0,3.0,1.0,,5.0,9.0,1.0,1.0,7.0,10.0,8.0,,,,,,,1.0,1.0,1.0,0.5,1.0,0.5,0.8333333333333334,1.5,0.8333333333333334,0.5,,,0.6666666666666666,0.6666666666666666,1.0,,,0.6666666666666666,276.9230769230769,4.625,5.857142857142857,4.5,5.428571428571429,0.5,1.0,1.0,,,,,,,,,,0.5,1.0,,,1.0,,0.54505,,0.54505,0.5,1.0,0.3,1.0,,23.9,1.0,7.0,1.0,1.0,,,,1.0,,1.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,0.5,,,,1.0,1.0,0.5,,,,,1.0,,,,,,,,,,,1.0,,,,,,,4.0,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2039-2553-2734,1610612751,"Vince Carter, Yi Jianlian, Keyon Dooling, Jarvis Hayes, Devin Harris","Carter, Jianlian, Dooling, Hayes, Harris",1713-201146-2039-2553-2734,NJN,351.0,2,6.0,-9.0,13.0,12.0,9.0,,25.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,8.0,1.0,2.0,5.0,14.0,23.0,,,,2.0,5.0,1.0,2.0,5.0,12.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,1.0,,2.0,,2.0,,,4.0,5.0,1.0,2.0,14.0,12.0,9.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,0.375,,0.4,0.45,,0.5,0.5833333333333334,,0.6666666666666666,0.2,,,1.0,1.0,,,,1.0,102.56410256410257,12.461538461538462,15.75,12.461538461538462,15.75,0.4,0.5,0.6666666666666666,0.5,0.3,0.3333333333333333,0.3333333333333333,,0.2,0.5,0.5,1.0,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.5,0.6,0.5,0.48472,,0.5006714285714285,0.18181818181818182,0.2222222222222222,,0.8571428571428571,8.7625,24.45,0.6923076923076923,12.0,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,1.0,4.0,,,,,0.125,0.25,1.0,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201146-2250-2553-2734,1610612751,"Vince Carter, Yi Jianlian, Bobby Simmons, Jarvis Hayes, Devin Harris","Carter, Jianlian, Simmons, Hayes, Harris",1713-201146-2250-2553-2734,NJN,280.0,1,5.0,2.0,9.0,10.0,9.0,3.0,19.0,1.0,4.0,1.0,4.0,,,,1.0,,1.0,2.0,7.0,,1.0,5.0,9.0,7.0,,1.0,2.0,2.0,7.0,,1.0,5.0,9.0,2.0,2.0,,1.0,,1.0,,1.0,,1.0,,2.0,4.0,5.0,,5.0,4.0,9.0,1.0,,3.0,6.0,,,7.0,9.0,9.0,0.5,0.5,,,,,0.2857142857142857,,0.2857142857142857,0.25,,0.25,0.4090909090909091,0.5,0.4090909090909091,0.125,,0.8,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,,1.0,97.71428571428571,16.666666666666668,13.0,16.22222222222222,11.6,0.5,0.25,0.3333333333333333,1.0,,,,,0.125,,,,0.5,0.25,0.125,,0.625,,0.48881875,0.5604,0.48881875,,,0.2222222222222222,1.0,4.071428571428571,25.2,1.0,8.0,,1.0,1.0,3.0,,,,,,2.0,,,,,,,2.0,2.0,2.0,2.0,,,,,0.2857142857142857,0.25,,,,,,,0.375,0.3333333333333333,0.5,,,,,,1.0,,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,,,,,,,3.0,,,,,3.0,,0.3333333333333333,,,0.5,0.6666666666666666,,,,,,,,2.0,,2.0,0.5,,,,,1.0,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201157-201583-2039-2250,1610612751,"Vince Carter, Sean Williams, Ryan Anderson, Keyon Dooling, Bobby Simmons","Carter, Williams, Anderson, Dooling, Simmons",1713-201157-201583-2039-2250,NJN,280.0,3,5.0,,7.0,8.0,4.0,1.0,15.0,1.0,1.0,,,,2.0,1.0,1.0,,,1.0,3.0,1.0,1.0,3.0,8.0,8.0,,1.0,,,,,,3.0,3.0,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,2.0,2.0,4.0,1.0,5.0,,,3.0,4.0,,1.0,8.0,3.0,4.0,1.0,1.0,,1.0,,1.0,0.3333333333333333,,,0.625,,,0.6666666666666666,,0.75,0.25,0.5,0.5,0.6666666666666666,0.5714285714285714,0.5,,,1.0,77.14285714285714,20.142857142857142,17.375,18.285714285714285,16.0,0.25,1.0,1.0,1.0,0.5,,,,0.25,1.0,1.0,,,,,,0.5,1.0,0.4576625,0.3944,,0.2,0.25,,0.375,11.9,25.4,0.5714285714285714,3.0,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,1.0,,,0.5,,,,1.0,0.5,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,3.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201157-201583-2039-2553,1610612751,"Vince Carter, Sean Williams, Ryan Anderson, Keyon Dooling, Jarvis Hayes","Carter, Williams, Anderson, Dooling, Hayes",1713-201157-201583-2039-2553,NJN,1919.0,12,32.0,-3.0,54.0,54.0,22.0,5.0,108.0,4.0,9.0,1.0,1.0,5.0,13.0,2.0,11.0,1.0,6.0,13.0,31.0,4.0,14.0,13.0,51.0,54.0,,3.0,2.0,4.0,9.0,1.0,6.0,10.0,21.0,14.0,12.0,9.0,11.0,2.0,7.0,3.0,10.0,2.0,3.0,2.0,23.0,5.0,8.0,12.0,24.0,7.0,31.0,1.0,1.0,17.0,16.0,3.0,7.0,49.0,21.0,22.0,0.5384615384615384,0.5384615384615384,0.75,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.41935483870967744,,0.4444444444444444,0.4222222222222222,,0.36666666666666664,0.5,0.16666666666666666,0.525,0.3111111111111111,0.8571428571428571,0.2777777777777778,0.8888888888888888,0.8695652173913043,0.25,0.2,1.0,1.0,81.04220948410631,17.037037037037038,18.5,16.296296296296298,18.074074074074073,0.2,0.4444444444444444,0.5,0.75,0.28888888888888886,0.38461538461538464,0.38461538461538464,0.4,0.24444444444444444,0.18181818181818182,0.18181818181818182,1.0,0.06666666666666667,1.0,0.4,0.16666666666666666,0.5111111111111111,0.18181818181818182,0.4803066666666667,0.5092666666666666,0.47386666666666666,0.14285714285714285,0.2,0.0392156862745098,0.4117647058823529,10.506451612903225,24.864285714285717,0.4074074074074074,25.0,,1.0,4.0,9.0,2.0,3.0,,,,3.0,1.0,2.0,2.0,,5.0,,10.0,4.0,8.0,18.0,2.0,1.0,2.0,1.0,0.0967741935483871,0.1111111111111111,0.5,,0.2,0.2222222222222222,0.75,0.5,0.2,0.4444444444444444,0.5714285714285714,0.5,0.06666666666666667,0.6666666666666666,0.6666666666666666,0.5,0.2,,,,,5.0,0.875,2.0,2.0,1.0,0.125,,2.0,,2.0,3.0,,4.0,,5.0,,1.0,1.0,1.0,2.0,2.0,,1.0,,1.0,2.0,,0.2222222222222222,,1.0,0.6,,0.4,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612751,2009,2008-09,True
1713-201157-201583-2250-2734,1610612751,"Vince Carter, Sean Williams, Ryan Anderson, Bobby Simmons, Devin Harris","Carter, Williams, Anderson, Simmons, Harris",1713-201157-201583-2250-2734,NJN,404.0,5,7.0,-1.0,12.0,13.0,4.0,1.0,25.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,10.0,1.0,2.0,2.0,13.0,14.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,,5.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,1.0,4.0,5.0,4.0,9.0,1.0,1.0,5.0,6.0,,2.0,11.0,5.0,4.0,0.25,0.3333333333333333,1.0,0.5,0.5,0.5,0.4,0.3333333333333333,0.3333333333333333,0.4583333333333333,0.3333333333333333,0.5,0.43333333333333335,0.25,0.4166666666666667,0.16666666666666666,0.5714285714285714,0.3333333333333333,1.0,0.625,0.42857142857142855,0.5,0.3333333333333333,1.0,89.10891089108911,18.666666666666668,13.846153846153847,16.916666666666668,12.307692307692308,0.4166666666666667,0.6,0.6,0.3333333333333333,0.08333333333333333,1.0,1.0,,0.16666666666666666,0.5,0.5,1.0,0.4,0.5,0.4,0.5,0.5833333333333334,0.5,0.5279541666666666,0.5682,0.61703,0.14285714285714285,0.16666666666666666,0.15384615384615385,0.38461538461538464,6.220000000000001,24.2,0.3333333333333333,5.0,1.0,2.0,,4.0,,,,,2.0,,,,1.0,1.0,2.0,,2.0,1.0,,1.0,3.0,2.0,4.0,2.0,,,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,,,,,,,,0.6666666666666666,0.5,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,1.0,,,,,0.25,,,,,,,,,,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,1.0,1.0,,,1610612751,2009,2008-09,True
1713-201157-201583-2553-2734,1610612751,"Vince Carter, Sean Williams, Ryan Anderson, Jarvis Hayes, Devin Harris","Carter, Williams, Anderson, Hayes, Harris",1713-201157-201583-2553-2734,NJN,755.0,6,13.0,15.0,27.0,23.0,15.0,2.0,50.0,4.0,5.0,3.0,3.0,1.0,5.0,3.0,5.0,1.0,2.0,6.0,12.0,5.0,7.0,10.0,37.0,22.0,,,4.0,5.0,6.0,2.0,3.0,5.0,21.0,10.0,2.0,15.0,5.0,3.0,5.0,5.0,10.0,3.0,4.0,1.0,25.0,1.0,2.0,8.0,10.0,2.0,12.0,2.0,1.0,7.0,13.0,1.0,4.0,33.0,21.0,15.0,0.8333333333333334,0.8333333333333334,1.0,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.5,,0.8333333333333334,0.7105263157894737,1.5,0.8888888888888888,0.74,1.0,0.8076923076923077,0.3684210526315789,0.8,0.16666666666666666,0.6666666666666666,0.7692307692307693,0.25,1.0,1.0,0.6666666666666666,95.36423841059602,12.74074074074074,17.869565217391305,12.333333333333334,16.91304347826087,0.2631578947368421,0.8,1.0,1.0,0.2631578947368421,0.2,0.2,1.0,0.2631578947368421,0.6,0.6,1.0,0.3333333333333333,1.0,0.2222222222222222,0.5,0.631578947368421,0.6,0.5141710526315789,0.5409,0.5218277777777778,0.18181818181818182,0.26666666666666666,0.10810810810810811,0.5675675675675675,8.758333333333333,24.942857142857143,0.5555555555555556,9.0,,,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,1.0,,,,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.2,,,0.5,0.5,0.8333333333333334,1.0,0.10526315789473684,0.5,0.5,,0.10526315789473684,1.0,1.0,1.0,,,0.1111111111111111,1.0,2.0,3.0,0.5,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,3.0,,1.0,,,3.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1610612751,2009,2008-09,True
