EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,FtPoints,Points,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,OpponentPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,FG2M,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGA,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Steals,BadPassSteals,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,FG3APct,Corner3Frequency,PenaltyCorner3Frequency,Avg3ptShotDistance,PenaltyAtRimFGM,LongMidRangeFGM,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,DefCorner3ReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimAccuracy,Fouls,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefTwoPtRebounds,DeadBallTurnovers,Offensive Fouls,DefTwoPtReboundPct,DefAtRimReboundPct,HeaveAttempts,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFGM,ShortMidRangeAssists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BlockedAtRim,DefFTReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PtsPutbacks,OffThreePtRebounds,2pt And 1 Free Throw Trips,OffThreePtReboundPct,OffCorner3ReboundPct,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,SecondChanceFtPoints,ShootingFouls,OffArc3ReboundPct,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SelfOReb,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,SelfORebPct,SecondChanceArc3FGA,SecondChanceFG3A,StepOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceArc3Frequency,Loose Ball Fouls,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,3SecondViolations,BlockedLongMidRange,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Travels,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedArc3,team_id,year,season,team_vs
101214-1887-200789-201581-2562,1610612739,"Jawad Williams, Wally Szczerbiak, Daniel Gibson, JJ Hickson, Sasha Pavlovic","Williams, Szczerbiak, Gibson, Hickson, Pavlovic",101214-1887-200789-201581-2562,CLE,45.0,1,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,96.0,13.0,19.0,13.0,19.0,1.0,0.3175,0.5,0.5,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
101214-1887-200789-201616-2562,1610612739,"Jawad Williams, Wally Szczerbiak, Daniel Gibson, Darnell Jackson, Sasha Pavlovic","Williams, Szczerbiak, Gibson, Jackson, Pavlovic",101214-1887-200789-201616-2562,CLE,11.0,1,,-2.0,,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,130.9090909090909,,11.0,,11.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
101214-1887-200789-201616-953,1610612739,"Jawad Williams, Wally Szczerbiak, Daniel Gibson, Darnell Jackson, Lorenzen Wright","Williams, Szczerbiak, Gibson, Jackson, Wright",101214-1887-200789-201616-953,CLE,144.0,1,2.0,-2.0,4.0,5.0,1.0,9.0,1.0,5.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,0.25,1.0,1.0,1.0,90.0,19.75,13.0,18.0,13.0,0.2,0.51268,0.16666666666666666,0.16666666666666666,7.140000000000001,5.0,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.4,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3333333333333333,1.0,0.2,1.0,0.6,0.64095,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
101214-1887-200789-2753-953,1610612739,"Jawad Williams, Wally Szczerbiak, Daniel Gibson, Delonte West, Lorenzen Wright","Williams, Szczerbiak, Gibson, West, Wright",101214-1887-200789-2753-953,CLE,98.0,1,2.0,-3.0,4.0,3.0,,7.0,,2.0,2.0,2.0,,,1.0,1.0,2.0,1.0,2.0,0.3333333333333333,,,,102.85714285714286,10.0,19.333333333333332,10.0,17.666666666666668,,0.5495,0.3333333333333333,0.3333333333333333,1.1,5.0,,,3.0,1.0,,2.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,0.5513,0.75,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.3333333333333333,1.0,0.5495,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
101214-1887-200814-201616-2562,1610612739,"Jawad Williams, Wally Szczerbiak, Tarence Kinsey, Darnell Jackson, Sasha Pavlovic","Williams, Szczerbiak, Kinsey, Jackson, Pavlovic",101214-1887-200814-201616-2562,CLE,47.0,1,1.0,-4.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,,91.91489361702128,29.0,9.0,29.0,9.0,,0.58905,,,,4.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.58905,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
101214-1887-200814-2562-953,1610612739,"Jawad Williams, Wally Szczerbiak, Tarence Kinsey, Sasha Pavlovic, Lorenzen Wright","Williams, Szczerbiak, Kinsey, Pavlovic, Wright",101214-1887-200814-2562-953,CLE,153.0,1,3.0,,5.0,4.0,,9.0,2.0,3.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,,84.70588235294119,15.2,19.25,15.2,19.25,0.6666666666666666,0.52,0.25,0.25,12.533333333333333,8.0,,,5.0,,1.0,1.0,,,3.0,,2.0,,,,1.0,1.0,1.0,,5.0,1.0,1.0,,,1.0,,,,,,0.3333333333333333,1.0,1.0,,,0.3333333333333333,,1.0,1.0,3.0,2.0,8.0,,,1.0,8.0,1.0,0.3333333333333333,0.52,1.0,,,,,,,,,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
101214-200789-200814-201616-953,1610612739,"Jawad Williams, Daniel Gibson, Tarence Kinsey, Darnell Jackson, Lorenzen Wright","Williams, Gibson, Kinsey, Jackson, Wright",101214-200789-200814-201616-953,CLE,103.0,1,2.0,4.0,4.0,3.0,,7.0,1.0,2.0,4.0,6.0,,,,2.0,4.0,2.0,6.0,0.75,,,,97.86407766990291,12.0,18.333333333333332,12.0,16.666666666666668,0.5,0.5224,0.5,0.5,11.5,2.0,,,,,1.0,1.0,,,1.0,,2.0,,,,,,,,,0.5,0.5,,,,,,,,,0.5,1.0,1.0,,,0.5,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
101214-200789-200814-2544-2562,1610612739,"Jawad Williams, Daniel Gibson, Tarence Kinsey, LeBron James, Sasha Pavlovic","Williams, Gibson, Kinsey, James, Pavlovic",101214-200789-200814-2544-2562,CLE,4.0,1,,3.0,1.0,,,1.0,,,,3.0,,,,,,,3.0,1.5,,,,360.0,3.0,,3.0,,,0.24735,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.5,,,,,,,,,,,,,,1.0,,1.0,,,,3.0,,,,3.0,1.5,,0.24735,1.0,,,1.0,1.0,1.0,,,27.1,,,,,,,,,,,,,1.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
101214-200789-200814-2562-953,1610612739,"Jawad Williams, Daniel Gibson, Tarence Kinsey, Sasha Pavlovic, Lorenzen Wright","Williams, Gibson, Kinsey, Pavlovic, Wright",101214-200789-200814-2562-953,CLE,33.0,1,1.0,,1.0,2.0,1.0,3.0,,,,,,1.0,1.0,,,,,,,1.0,,130.9090909090909,13.0,10.0,13.0,10.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
101214-200789-201581-201616-2562,1610612739,"Jawad Williams, Daniel Gibson, JJ Hickson, Darnell Jackson, Sasha Pavlovic","Williams, Gibson, Hickson, Jackson, Pavlovic",101214-200789-201581-201616-2562,CLE,157.0,2,3.0,-3.0,5.0,5.0,5.0,10.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,0.5,1.0,0.6666666666666666,1.0,91.71974522292993,14.6,16.8,14.6,16.2,0.3333333333333333,0.4327,0.25,0.5,17.5,7.0,,,3.0,,,,,,1.0,,,,,,,,,,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,0.6666666666666666,,0.6,,1.0,2.0,4.0,,,,4.0,0.6666666666666666,,0.3782,1.0,,,2.0,1.0,0.6666666666666666,,,34.7,,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,0.5,,,1.0,1.0,1.0,,1.0,,2.0,,1.0,,,,1.0,,,,,0.6666666666666666,,,0.5,,,1.0,,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2009,2008-09,True
