EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,HeaveAttempts,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,BadPassSteals,Travels,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyFG2M,Fg2aBlocked,BadPassOutOfBoundsTurnovers,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,NonShootingPenaltyNonTakeFouls,SelfOReb,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,SelfORebPct,Offensive Fouls Drawn,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Corner3Assists,PenaltyFg3Pct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,LostBallTurnovers,FTOffRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,OffFTReboundPct,OffAtRimReboundPct,PenaltyArc3FGM,PenaltyArc3Accuracy,DefensiveGoaltends,LongMidRangePctBlocked,PtsPutbacks,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,ShortMidRangeAssists,SecondChanceFg3Pct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,BlockedLongMidRange,3pt And 1 Free Throw Trips,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,Arc3PctBlocked,team_id,year,season,team_vs
101113-101119-101128-1517-201574,1610612758,"Ike Diogu, Rashad McCants, Francisco Garcia, Bobby Jackson, Jason Thompson","Diogu, McCants, Garcia, Jackson, Thompson",101113-101119-101128-1517-201574,SAC,45.0,1,1.0,-1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,96.0,19.0,13.0,19.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
101113-101119-101128-1517-201590,1610612758,"Ike Diogu, Rashad McCants, Francisco Garcia, Bobby Jackson, Donte Greene","Diogu, McCants, Garcia, Jackson, Greene",101113-101119-101128-1517-201590,SAC,330.0,1,6.0,-2.0,10.0,12.0,5.0,22.0,11.0,,4.0,7.0,,2.0,1.0,3.0,,,96.0,18.8,11.833333333333334,17.6,11.5,5.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,7.0,9.0,1.0,2.0,2.0,1.0,3.0,7.0,7.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,7.0,5.0,3.0,0.2,0.125,0.375,0.5,0.4375,0.375,1.0,0.6,0.5,1.0,0.5,0.6666666666666666,0.5,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,0.5,0.125,0.125,0.375,0.3333333333333333,0.3333333333333333,0.375,1.0,0.75,0.5,0.40913571428571427,0.50445,0.39368333333333333,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.7777777777777778,13.86,41.266666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
101113-101119-101128-1517-2804,1610612758,"Ike Diogu, Rashad McCants, Francisco Garcia, Bobby Jackson, Andres Nocioni","Diogu, McCants, Garcia, Jackson, Nocioni",101113-101119-101128-1517-2804,SAC,184.0,1,3.0,-1.0,6.0,6.0,,12.0,5.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,93.91304347826086,16.333333333333332,14.333333333333334,16.333333333333332,12.666666666666666,,,1.0,2.0,1.0,1.0,1.0,,,2.0,4.0,1.0,,4.0,,,,,,,,2.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,4.0,,,,0.5,0.4,0.4,,,0.2,,0.5,,0.5,,0.5,,,,,,,0.5,1.0,0.2,0.4,0.2,1.0,1.0,0.2,,,0.4,0.4676,,,,,,,8.625,24.8,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
101113-101119-101128-201150-2757,1610612758,"Ike Diogu, Rashad McCants, Francisco Garcia, Spencer Hawes, Beno Udrih","Diogu, McCants, Garcia, Hawes, Udrih",101113-101119-101128-201150-2757,SAC,172.0,1,3.0,,6.0,6.0,,12.0,8.0,,,1.0,,,,,,,100.46511627906976,14.0,14.666666666666666,13.5,14.666666666666666,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,3.0,3.0,1.0,8.0,,,2.0,1.0,1.0,,,2.0,,3.0,1.0,,,,1.0,1.0,,,,,,1.0,2.0,1.0,,,,,,,,6.0,,2.0,,0.6666666666666666,0.5833333333333334,0.5714285714285714,1.0,,0.5,,,,,0.5,,0.3333333333333333,,,0.5,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.5,,0.5,0.6666666666666666,0.46679166666666666,,0.489875,0.14285714285714285,0.25,0.25,,8.666666666666666,28.7,0.3333333333333333,,2.0,1.0,2.0,,5.0,1.0,,,0.5,0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
101113-101119-101128-201574-201590,1610612758,"Ike Diogu, Rashad McCants, Francisco Garcia, Jason Thompson, Donte Greene","Diogu, McCants, Garcia, Thompson, Greene",101113-101119-101128-201574-201590,SAC,352.0,1,6.0,-3.0,11.0,12.0,3.0,23.0,11.0,1.0,6.0,7.0,1.0,1.0,3.0,4.0,,1.0,94.0909090909091,15.818181818181818,14.833333333333334,15.545454545454545,12.5,2.0,1.0,4.0,1.0,1.0,3.0,3.0,,1.0,3.0,8.0,3.0,2.0,8.0,,,2.0,2.0,1.0,2.0,4.0,4.0,,3.0,,1.0,2.0,3.0,1.0,,,,,,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,6.0,4.0,2.0,1.0,0.375,0.2727272727272727,0.3333333333333333,1.0,0.5,0.2727272727272727,,0.6,0.2,0.6666666666666666,,0.625,0.14285714285714285,1.0,,,0.6666666666666666,1.0,0.6666666666666666,,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.2727272727272727,,0.3333333333333333,0.6363636363636364,0.4632318181818182,0.4935,0.34008333333333335,,,0.25,0.5,7.175,26.599999999999998,0.18181818181818182,2.0,2.0,1.0,1.0,1.0,2.0,,,,0.3333333333333333,0.3333333333333333,,0.5,0.6666666666666666,0.5,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,0.3333333333333333,,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.3333333333333333,0.25,0.25,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
101113-101119-101128-201590-2757,1610612758,"Ike Diogu, Rashad McCants, Francisco Garcia, Donte Greene, Beno Udrih","Diogu, McCants, Garcia, Greene, Udrih",101113-101119-101128-201590-2757,SAC,22.0,1,,-2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,1.0,,,130.9090909090909,10.0,12.0,10.0,12.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.54195,,,,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
101113-101119-101128-201590-2804,1610612758,"Ike Diogu, Rashad McCants, Francisco Garcia, Donte Greene, Andres Nocioni","Diogu, McCants, Garcia, Greene, Nocioni",101113-101119-101128-201590-2804,SAC,253.0,1,4.0,-3.0,6.0,7.0,,13.0,12.0,,2.0,4.0,,,1.0,2.0,,,73.99209486166008,25.666666666666668,14.142857142857142,23.833333333333332,12.714285714285714,,1.0,1.0,1.0,3.0,4.0,2.0,,,4.0,6.0,2.0,1.0,9.0,,1.0,3.0,,,,,2.0,,2.0,,2.0,1.0,1.0,2.0,,,,,,1.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,,6.0,,,,0.6666666666666666,0.5,0.5625,1.5,,0.25,,0.3333333333333333,1.0,1.0,,0.5,0.5,1.0,1.0,,0.5,,1.0,,0.125,0.125,0.5,0.75,0.75,0.25,,,0.375,0.44360625,0.5563,,0.125,0.16666666666666666,0.3333333333333333,,14.783333333333333,25.05,,1.0,6.0,3.0,3.0,1.0,6.0,,,,0.75,0.75,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,2.0,,,,1.0,1.0,,,0.6666666666666666,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
101113-101119-101128-2757-2804,1610612758,"Ike Diogu, Rashad McCants, Francisco Garcia, Beno Udrih, Andres Nocioni","Diogu, McCants, Garcia, Udrih, Nocioni",101113-101119-101128-2757-2804,SAC,116.0,1,2.0,-8.0,4.0,4.0,4.0,8.0,9.0,,,,,1.0,,,,,99.3103448275862,18.75,10.25,18.75,10.25,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,0.16666666666666666,,,0.5,1.0,,,,,,,,,,,,,,,,0.5,,,0.5,,,0.5,0.503475,,,0.3333333333333333,0.5,,,18.7,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
101113-101119-1517-201150-201590,1610612758,"Ike Diogu, Rashad McCants, Bobby Jackson, Spencer Hawes, Donte Greene","Diogu, McCants, Jackson, Hawes, Greene",101113-101119-1517-201150-201590,SAC,169.0,1,3.0,6.0,5.0,6.0,,11.0,5.0,,2.0,2.0,,,1.0,2.0,,,93.72781065088756,13.8,16.666666666666668,13.8,16.666666666666668,,,,1.0,2.0,2.0,1.0,,,3.0,3.0,1.0,2.0,11.0,,,,,,,,2.0,,1.0,,,,2.0,,,,,,,,2.0,2.0,1.0,,,,,,,,11.0,,,,1.0,1.125,1.1,,,0.25,,1.0,,,,1.0,,,,,1.0,1.0,,,,0.25,0.5,1.0,1.0,0.25,,,0.25,0.448825,,,0.2,0.25,,,17.599999999999998,25.1,,,4.0,2.0,3.0,,7.0,,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
101113-101119-1517-201574-201590,1610612758,"Ike Diogu, Rashad McCants, Bobby Jackson, Jason Thompson, Donte Greene","Diogu, McCants, Jackson, Thompson, Greene",101113-101119-1517-201574-201590,SAC,205.0,2,3.0,3.0,6.0,5.0,5.0,11.0,6.0,,2.0,2.0,,,2.0,2.0,,,77.26829268292683,14.166666666666666,24.0,14.166666666666666,21.8,3.0,,,1.0,1.0,3.0,,,,2.0,4.0,1.0,2.0,9.0,,,,2.0,1.0,,5.0,2.0,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,9.0,5.0,3.0,,0.5,0.7,0.75,,0.8333333333333334,0.2,,1.0,,0.5,,0.6666666666666666,,,,,1.0,,,1.0,,0.2,0.6,0.3333333333333333,0.3333333333333333,,,,0.2,0.42455,,0.44105,0.16666666666666666,0.2,,0.5555555555555556,14.125,23.4,0.5,,2.0,1.0,2.0,,5.0,,,,0.5,0.5,,,,,,1.0,,1.0,,,3.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,0.5,0.8333333333333334,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2009,2008-09,False
