EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,Corner3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,AtRimAssists,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyDefPoss,DefThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,3SecondViolations,ShortMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,ShortMidRangePctAssisted,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,BlockedShortMidRange,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyFG3M,PtsPutbacks,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyArc3Accuracy,LostBallTurnovers,SelfOReb,SelfORebPct,PtsUnassisted3s,HeaveAttempts,SecondChanceTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,OffCorner3ReboundPct,PenaltyCorner3Frequency,LongMidRangePctBlocked,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,PenaltyCorner3Accuracy,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
101126-101135-101194-1501-201163,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Tim Thomas, Wilson Chandler","Robinson, Lee, Roberson, Thomas, Chandler",101126-101135-101194-1501-201163,NYK,262.0,2,4.0,-6.0,8.0,9.0,1.0,17.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,6.0,3.0,8.0,14.0,1.0,1.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.6666666666666666,1.0,0.4444444444444444,1.0,0.4444444444444444,1.0,0.3333333333333333,0.3333333333333333,0.2,0.5,93.4351145038168,14.875,15.88888888888889,14.125,15.88888888888889,0.2222222222222222,1.0,1.0,0.2222222222222222,0.5,0.5,0.2222222222222222,0.5,0.5,0.1111111111111111,0.2222222222222222,1.0,1.0,0.5555555555555556,0.49387777777777775,0.25,8.516666666666667,24.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
101126-101135-101194-1733-201163,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Al Harrington, Wilson Chandler","Robinson, Lee, Roberson, Harrington, Chandler",101126-101135-101194-1733-201163,NYK,367.0,3,6.0,7.0,13.0,13.0,1.0,26.0,1.0,2.0,,,1.0,2.0,3.0,3.0,3.0,1.0,5.0,7.0,4.0,19.0,12.0,,,1.0,8.0,1.0,,1.0,3.0,,,4.0,,18.0,0.7142857142857143,,0.7272727272727273,,0.6923076923076923,0.5,0.36363636363636365,,0.25,,102.01634877384197,12.076923076923077,16.153846153846153,11.923076923076923,16.153846153846153,0.18181818181818182,0.5,1.0,0.18181818181818182,0.5,0.5,0.2727272727272727,1.0,1.0,0.2727272727272727,0.09090909090909091,,,0.5454545454545454,0.5068909090909091,0.05263157894736842,11.185714285714285,24.35,5.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,5.0,2.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,5.0,5.0,0.2,0.2,1.0,0.5,0.5,0.5,0.4,0.4166666666666667,0.14285714285714285,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2,0.46243,0.23076923076923078,0.3333333333333333,0.2631578947368421,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
101126-101135-101194-200776-201163,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Wilson Chandler","Robinson, Lee, Roberson, Collins, Chandler",101126-101135-101194-200776-201163,NYK,249.0,1,4.0,4.0,8.0,8.0,2.0,16.0,3.0,4.0,,1.0,,2.0,,1.0,,2.0,3.0,7.0,2.0,8.0,4.0,,1.0,,,2.0,1.0,2.0,4.0,,1.0,3.0,,8.0,0.42857142857142855,,0.3333333333333333,,0.36363636363636365,,0.2222222222222222,0.5,0.3333333333333333,0.5,92.5301204819277,14.5,16.625,13.25,16.5,0.4444444444444444,0.75,0.75,0.2222222222222222,,,0.1111111111111111,,,,0.2222222222222222,0.5,,0.6666666666666666,0.5752666666666666,,4.485714285714286,25.55,5.0,3.0,,1.0,,2.0,,3.0,5.0,1.0,1.0,7.0,6.0,,,3.0,,3.0,,,6.0,1.0,2.0,2.0,3.0,1.0,,,,4.0,,,1.0,7.0,5.0,1.0,1.0,,,,0.6,0.5,0.5,,,0.6666666666666666,0.25,0.6666666666666666,,,0.5,,,,,0.5,0.16666666666666666,0.5998333333333333,0.1,0.125,0.875,0.625,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
101126-101135-101194-200776-201568,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Danilo Gallinari","Robinson, Lee, Roberson, Collins, Gallinari",101126-101135-101194-200776-201568,NYK,4.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
101126-101135-101194-200776-2047,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Quentin Richardson","Robinson, Lee, Roberson, Collins, Richardson",101126-101135-101194-200776-2047,NYK,72.0,1,1.0,,3.0,3.0,,6.0,1.0,1.0,,,,,,,,,1.0,1.0,,3.0,3.0,,,,,,,,,,,1.0,,3.0,1.0,,1.0,,0.75,,,,,,120.0,5.666666666666667,18.333333333333332,5.666666666666667,18.333333333333332,1.0,1.0,1.0,,,,,,,,,,,1.0,0.8145,,1.6,,,,,,,1.0,,,,,,,2.0,,,1.0,,1.0,,,2.0,,,,1.0,,,,,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.0,1.0,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
101126-101135-101194-200776-2216,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Zach Randolph","Robinson, Lee, Roberson, Collins, Randolph",101126-101135-101194-200776-2216,NYK,688.0,2,11.0,-1.0,24.0,26.0,,50.0,2.0,4.0,,,1.0,1.0,5.0,8.0,5.0,3.0,8.0,13.0,8.0,26.0,27.0,,,,10.0,3.0,,,8.0,2.0,3.0,3.0,,26.0,0.6153846153846154,,0.5952380952380952,,0.5909090909090909,,0.38095238095238093,,,,104.65116279069767,12.333333333333334,15.076923076923077,12.333333333333334,15.076923076923077,0.19047619047619047,0.5,0.5,0.047619047619047616,1.0,1.0,0.38095238095238093,0.625,0.625,0.23809523809523808,0.14285714285714285,,,0.5714285714285714,0.5044725,,12.13846153846154,25.6625,5.0,1.0,3.0,2.0,3.0,1.0,,2.0,3.0,2.0,,4.0,6.0,9.0,,3.0,3.0,6.0,3.0,3.0,15.0,,4.0,8.0,3.0,3.0,,,3.0,3.0,1.0,,2.0,4.0,5.0,0.375,0.375,1.0,0.375,0.375,0.6666666666666666,0.4,0.4,,,1.0,,1.0,,1.0,1.0,0.6,0.6,0.6,1.0,0.2,0.4,0.42695,0.09090909090909091,0.14285714285714285,0.15384615384615385,0.20833333333333334,,,,,,,,,1.0,,,,,7.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
101126-101135-101194-200776-2768,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Chris Duhon","Robinson, Lee, Roberson, Collins, Duhon",101126-101135-101194-200776-2768,NYK,58.0,1,1.0,-3.0,2.0,2.0,,4.0,,,,,,1.0,,,,,,1.0,,,3.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,99.3103448275862,7.0,22.0,7.0,22.0,,,,1.0,,,,,,,,,,,0.405,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
101126-101135-101194-200776-990,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Mardy Collins, Malik Rose","Robinson, Lee, Roberson, Collins, Rose",101126-101135-101194-200776-990,NYK,240.0,1,4.0,-1.0,8.0,7.0,1.0,15.0,2.0,3.0,,,,,,3.0,,1.0,2.0,6.0,1.0,5.0,6.0,,1.0,,2.0,1.0,,1.0,5.0,,1.0,3.0,,5.0,0.3333333333333333,,0.2857142857142857,,0.3125,,0.14285714285714285,,0.2,,90.0,12.625,19.857142857142858,12.125,14.714285714285714,0.42857142857142855,0.6666666666666666,1.0,,,,0.42857142857142855,,,,0.14285714285714285,,,0.5714285714285714,0.579292857142857,,9.15,23.8,1.0,,,,,1.0,,,1.0,,,,2.0,,1.0,1.0,,1.0,,,2.0,1.0,3.0,4.0,,,1.0,,1.0,2.0,,,1.0,,1.0,0.5,0.5,,,,,,,0.16666666666666666,0.3333333333333333,0.75,0.25,0.8,1.0,1.0,,,,,,,,0.3191,0.125,0.14285714285714285,,0.125,,,,1.0,,,,,1.0,0.5,,,0.3532,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
101126-101135-101194-201163-2037,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Wilson Chandler, Jamal Crawford","Robinson, Lee, Roberson, Chandler, Crawford",101126-101135-101194-201163-2037,NYK,221.0,2,4.0,-4.0,5.0,5.0,,10.0,1.0,1.0,,,1.0,1.0,,,,2.0,2.0,2.0,2.0,4.0,8.0,,,,,2.0,,,1.0,,1.0,1.0,,4.0,1.0,,0.5,,0.5,,0.5,,,,65.15837104072399,17.0,27.2,17.0,20.6,0.25,1.0,1.0,0.25,1.0,1.0,,,,,0.5,,,0.75,0.4302625,,6.0,27.2,1.0,,,1.0,,,,,,1.0,,,4.0,,,2.0,,2.0,,,4.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,0.25,,1.0,,,,,,,1.0,0.33015,,,,0.2,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
101126-101135-101194-201163-2768,1610612752,"Nate Robinson, David Lee, Anthony Roberson, Wilson Chandler, Chris Duhon","Robinson, Lee, Roberson, Chandler, Duhon",101126-101135-101194-201163-2768,NYK,534.0,2,9.0,1.0,18.0,19.0,1.0,37.0,4.0,5.0,,,,1.0,1.0,2.0,1.0,8.0,5.0,8.0,9.0,17.0,16.0,1.0,1.0,2.0,8.0,8.0,1.0,2.0,11.0,2.0,3.0,2.0,,15.0,0.625,1.0,0.38235294117647056,1.0,0.4473684210526316,1.0,0.5294117647058824,0.14285714285714285,0.2,0.16666666666666666,99.7752808988764,12.722222222222221,16.05263157894737,12.222222222222221,15.894736842105264,0.29411764705882354,0.8,1.0,0.058823529411764705,,,0.11764705882352941,0.5,0.5,0.058823529411764705,0.47058823529411764,,,0.8235294117647058,0.5162588235294118,0.11764705882352941,5.45,25.188888888888886,2.0,1.0,,1.0,1.0,4.0,,1.0,1.0,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,,5.0,1.0,7.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,,,2.0,2.0,2.0,0.2,0.2,1.0,0.1111111111111111,0.1111111111111111,1.0,0.5,0.5,0.125,0.2,0.875,0.3333333333333333,0.9,,1.0,0.5,,,,,0.5,0.5,0.362875,0.10526315789473684,0.2,0.11764705882352941,0.1111111111111111,1.0,,,1.0,,,,,1.0,0.25,,1.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.125,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2009,2008-09,False
