EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,BadPassSteals,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffShortMidRangeReboundPct,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,LongMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,OffFTReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,Offensive Fouls Drawn,LostBallOutOfBoundsTurnovers,FTDefRebounds,DefFTReboundPct,HeaveAttempts,DefCorner3ReboundPct,SecondChanceArc3FGA,PtsUnassisted3s,Travels,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceTurnovers,OffCorner3ReboundPct,BlockedLongMidRange,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3Accuracy,team_id,year,season,team_vs
101114-101139-1723-1905-200794,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Paul Millsap","Williams, Miles, Harpring, Kirilenko, Millsap",101114-101139-1723-1905-200794,UTA,506.0,2,8.0,6.0,15.0,14.0,9.0,4.0,3.0,29.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,5.0,13.0,3.0,5.0,2.0,21.0,15.0,3.0,5.0,6.0,2.0,6.0,3.0,4.0,2.0,15.0,4.0,6.0,9.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,13.0,2.0,3.0,1.0,3.0,4.0,5.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,15.0,15.0,9.0,0.4,0.6666666666666666,1.0,0.6,0.75,0.6,0.38461538461538464,0.6,0.3333333333333333,0.5277777777777778,0.6,0.65,0.5263157894736842,0.6,0.6363636363636364,0.2777777777777778,0.15384615384615385,0.3333333333333333,1.0,0.42857142857142855,0.375,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.4,1.0,1.0,82.5296442687747,0.25,17.066666666666666,17.857142857142858,15.066666666666666,16.428571428571427,0.2777777777777778,0.6,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1111111111111111,0.05555555555555555,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.8,0.5,0.3,0.6666666666666666,0.1,1.0,0.3,0.6666666666666666,0.5555555555555556,0.5,0.4898194444444445,0.5048333333333334,0.520605,0.05263157894736842,0.07142857142857142,0.2857142857142857,0.7142857142857143,6.092307692307693,25.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101139-1723-200794-2430,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Paul Millsap, Carlos Boozer","Williams, Miles, Harpring, Millsap, Boozer",101114-101139-1723-200794-2430,UTA,160.0,1,3.0,-5.0,4.0,5.0,,3.0,,9.0,,,,,,,,3.0,,,,,,,,,,,3.0,,,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,1.0,2.0,1.0,3.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.125,,,,,,,1.0,,0.3333333333333333,,0.5,,,,,1.0,,0.5,81.0,,22.25,14.2,22.25,11.8,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3668,,,0.25,0.25,,,12.566666666666668,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101139-1723-200794-2594,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Paul Millsap, Kyle Korver","Williams, Miles, Harpring, Millsap, Korver",101114-101139-1723-200794-2594,UTA,397.0,1,7.0,-8.0,13.0,13.0,2.0,5.0,2.0,26.0,2.0,4.0,,,,,,2.0,1.0,,,,,,3.0,,,2.0,7.0,,3.0,4.0,8.0,16.0,,2.0,,,2.0,,,2.0,2.0,2.0,2.0,,,3.0,,2.0,1.0,,1.0,,,1.0,,2.0,,2.0,1.0,3.0,4.0,2.0,6.0,1.0,,1.0,,2.0,,1.0,6.0,,5.0,,7.0,,3.0,,,,,8.0,2.0,2.0,0.5,0.5,,,,,0.2857142857142857,,,0.2,,,0.3076923076923077,,0.3333333333333333,0.3,0.2857142857142857,0.5,0.5,1.0,0.4,1.0,,1.0,0.25,0.5,,,1.0,1.0,1.0,94.30730478589422,,17.0,13.538461538461538,16.23076923076923,13.538461538461538,0.4,0.5,0.6666666666666666,0.5,0.2,,,,0.1,,,,,0.3,,,,,,,,,,,,0.7,,0.54432,0.47655,0.40335,0.25,0.3333333333333333,,0.25,4.557142857142857,24.099999999999998,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101139-1723-2260-2594,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Jarron Collins, Kyle Korver","Williams, Miles, Harpring, Collins, Korver",101114-101139-1723-2260-2594,UTA,33.0,1,1.0,-3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,3.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,87.27272727272727,,26.0,7.0,25.0,7.0,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,0.24025,0.2151,0.24025,,,,,14.15,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101139-1905-200794-2430,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Paul Millsap, Carlos Boozer","Williams, Miles, Kirilenko, Millsap, Boozer",101114-101139-1905-200794-2430,UTA,699.0,3,12.0,1.0,24.0,23.0,16.0,14.0,5.0,47.0,6.0,10.0,3.0,3.0,3.0,5.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,,1.0,,1.0,8.0,18.0,1.0,2.0,8.0,27.0,26.0,3.0,4.0,9.0,5.0,11.0,1.0,2.0,5.0,18.0,6.0,10.0,3.0,2.0,1.0,,3.0,3.0,1.0,4.0,,1.0,2.0,,9.0,1.0,3.0,2.0,6.0,8.0,5.0,13.0,2.0,,2.0,2.0,4.0,3.0,6.0,9.0,,8.0,,11.0,,5.0,1.0,,1.0,1.0,18.0,18.0,16.0,0.375,0.42857142857142855,1.0,0.5,0.5,0.5,0.4444444444444444,0.75,0.45454545454545453,0.475,0.9,0.5,0.54,0.9,0.5625,0.1,0.16666666666666666,0.5,0.5,0.5454545454545454,0.3,1.0,1.0,0.6153846153846154,0.36363636363636365,0.25,0.2,1.0,0.3333333333333333,0.5,1.0,96.82403433476395,1.0,14.0,15.782608695652174,13.333333333333334,13.91304347826087,0.5,0.6,0.75,0.3333333333333333,0.1,0.5,1.0,,0.3,0.05,1.0,1.0,1.0,0.05,,,,0.6,1.0,0.38461538461538464,0.6,0.07692307692307693,1.0,0.07692307692307693,,0.6,,0.5445450000000001,0.58375,0.5269461538461538,0.20833333333333334,0.22727272727272727,0.3333333333333333,0.6666666666666666,7.4944444444444445,23.8,0.6666666666666666,1.0,2.0,2.0,,,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101139-1905-2246-2430,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Mehmet Okur, Carlos Boozer","Williams, Miles, Kirilenko, Okur, Boozer",101114-101139-1905-2246-2430,UTA,56.0,1,1.0,1.0,2.0,2.0,,,1.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,,,1.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,0.5,1.0,,0.5,1.0,,0.75,1.5,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,102.85714285714286,,18.0,10.0,18.0,10.0,1.0,0.5,0.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,0.5405,0.5722,,0.5,0.5,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101139-1905-2260-2594,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Jarron Collins, Kyle Korver","Williams, Miles, Kirilenko, Collins, Korver",101114-101139-1905-2260-2594,UTA,41.0,1,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,3.0,2.0,,,,,,1.0,1.0,,3.0,,,3.0,,,,,,1.0,1.0,,1.0,,,3.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,,1.0,,,,0.5,,,,,,1.0,,105.36585365853658,,11.0,15.0,11.0,15.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,0.55185,,0.55185,,,,1.0,,25.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101139-1905-2430-2594,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Carlos Boozer, Kyle Korver","Williams, Miles, Kirilenko, Boozer, Korver",101114-101139-1905-2430-2594,UTA,171.0,1,3.0,4.0,6.0,6.0,6.0,6.0,1.0,12.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,1.0,,1.0,3.0,5.0,,1.0,2.0,8.0,4.0,1.0,1.0,2.0,3.0,5.0,,1.0,2.0,8.0,2.0,4.0,,,1.0,,,1.0,,1.0,,,1.0,,2.0,,1.0,,4.0,4.0,1.0,5.0,,,,,,,,,,1.0,,2.0,,1.0,1.0,1.0,1.0,,6.0,8.0,6.0,0.3333333333333333,0.3333333333333333,,,,,0.6,1.0,0.6,0.5,1.0,0.5,0.5714285714285714,1.0,0.5714285714285714,0.16666666666666666,,,,0.6666666666666666,0.5,,,0.6666666666666666,0.3333333333333333,0.5,,,0.3333333333333333,1.0,,101.05263157894737,,12.333333333333334,16.166666666666668,12.166666666666666,13.833333333333334,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,,0.16666666666666666,,,,1.0,1.0,0.5,0.3333333333333333,,,0.16666666666666666,,0.6666666666666666,,0.5277333333333333,0.7261,0.5277333333333333,0.14285714285714285,0.16666666666666666,0.25,1.0,6.5200000000000005,25.7,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101139-200758-200794-2430,1610612762,"Deron Williams, CJ Miles, Ronnie Brewer, Paul Millsap, Carlos Boozer","Williams, Miles, Brewer, Millsap, Boozer",101114-101139-200758-200794-2430,UTA,275.0,1,5.0,-5.0,10.0,10.0,10.0,8.0,1.0,20.0,,2.0,,,,2.0,1.0,1.0,,,,,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,7.0,12.0,,,2.0,1.0,3.0,1.0,2.0,2.0,7.0,2.0,,3.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,5.0,,1.0,,,,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,2.0,,2.0,,2.0,,1.0,1.0,1.0,1.0,,5.0,7.0,10.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.5,,0.5,0.5833333333333334,1.0,0.5833333333333334,0.4,0.3333333333333333,,0.8,,0.5,,,,0.3333333333333333,0.5,,,,,,104.72727272727273,,16.3,11.2,16.3,10.2,0.4,,,,0.2,1.0,1.0,1.0,,,,,,0.4,0.5,0.5,1.0,,,0.4,,,,0.4,0.5,0.8,0.5,0.52895,,0.52895,0.16666666666666666,0.25,0.2857142857142857,1.0,2.3000000000000003,24.95,1.0,1.0,,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
101114-101139-2246-2430-2594,1610612762,"Deron Williams, CJ Miles, Mehmet Okur, Carlos Boozer, Kyle Korver","Williams, Miles, Okur, Boozer, Korver",101114-101139-2246-2430-2594,UTA,160.0,1,3.0,4.0,6.0,5.0,,,,11.0,,1.0,,,,,,,1.0,1.0,1.0,,,2.0,2.0,,,,2.0,3.0,3.0,,9.0,5.0,,,,,,,,,,,,9.0,,2.0,2.0,1.0,,3.0,3.0,2.0,1.0,,,9.0,,,,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,9.0,,,,,1.0,1.0,,1.0,,,,0.9,,,0.9,,,0.6,0.5,,,1.0,,,,0.75,,,,,1.0,1.0,,99.0,,10.833333333333334,19.0,10.833333333333334,18.0,0.2,,,,,,,,0.2,0.2,1.0,1.0,1.0,0.4,1.0,1.0,1.0,,,,,,,,,0.8,1.0,0.54661,,,,,,,10.1,24.900000000000002,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2009,2008-09,True
