EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsAssisted2s,TwoPtAssists,AtRimAssists,Assisted2sPct,NonPutbacksAssisted2sPct,DefShortMidRangeReboundPct,AtRimPctAssisted,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsPutbacks,LongMidRangeAssists,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffAtRimReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BadPassSteals,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,ShortMidRangeAssists,PenaltyTurnovers,Blocked3s,BlockedArc3,PenaltyFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SelfOReb,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffArc3ReboundPct,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
200081-200809-201161-201202-201563,1610612748,"Jamario Moon, Chris Quinn, Daequan Cook, Joel Anthony, Michael Beasley","Moon, Quinn, Cook, Anthony, Beasley",200081-200809-201161-201202-201563,MIA,283.0,1,5.0,-3.0,8.0,8,16,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,5.0,8.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.2,1.0,0.42857142857142855,1.0,1.0,81.41342756183745,15.375,20.0,15.375,16.25,0.5714285714285714,0.25,0.25,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0.43597142857142857,19.45,25.266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,False
200081-201161-201563-201596-2048,1610612748,"Jamario Moon, Daequan Cook, Michael Beasley, Mario Chalmers, Jamaal Magloire","Moon, Cook, Beasley, Chalmers, Magloire",200081-201161-201563-201596-2048,MIA,429.0,2,7.0,-4.0,14.0,13,27,1.0,5.0,1.0,1.0,4.0,2.0,7.0,4.0,5.0,16.0,20.0,4.0,12.0,4.0,4.0,4.0,1.0,12.0,,,1.0,2.0,1.0,13.0,1.0,0.8,0.8,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.4166666666666667,,,,,,90.62937062937063,16.5,15.23076923076923,16.071428571428573,15.0,0.4166666666666667,0.2,0.25,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5,0.46727500000000005,15.571428571428571,24.64,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,1.5,1.5,0.14285714285714285,0.2,0.3333333333333333,1.0,0.2,0.16666666666666666,0.25,0.08333333333333333,1.0,1.0,0.08333333333333333,0.75,0.75,1.0,1.0,1.0,1.0,0.75,0.63225,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,False
200081-201161-201563-201596-979,1610612748,"Jamario Moon, Daequan Cook, Michael Beasley, Mario Chalmers, Jermaine O'Neal","Moon, Cook, Beasley, Chalmers, O'Neal",200081-201161-201563-201596-979,MIA,151.0,2,3.0,-3.0,4.0,5,9,,2.0,,,,2.0,4.0,,,4.0,7.0,2.0,,,,1.0,,2.0,,1.0,1.0,1.0,,4.0,,,,0.5,0.5,0.5,,1.0,,1.0,,,85.82781456953643,22.25,12.4,22.25,12.4,0.5,,,,,,,,0.5,0.416175,10.675,,,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,2.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,False
200081-201161-201563-2048-2548,1610612748,"Jamario Moon, Daequan Cook, Michael Beasley, Jamaal Magloire, Dwyane Wade","Moon, Cook, Beasley, Magloire, Wade",200081-201161-201563-2048-2548,MIA,222.0,2,4.0,1.0,8.0,10,18,2.0,4.0,,1.0,,3.0,6.0,,1.0,8.0,7.0,4.0,,,,1.0,,2.0,,4.0,5.0,6.0,2.0,6.0,,,,0.5,0.42857142857142855,0.5,0.14285714285714285,0.8,,0.8,0.75,,116.75675675675676,13.0,11.8,13.0,11.6,0.5714285714285714,0.5,0.5,0.14285714285714285,,,,,0.42857142857142855,0.4986357142857143,13.0,23.5,1.0,1.0,2.0,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,0.3333333333333333,0.25,,0.2857142857142857,0.5,0.5,,,,,,,,,0.5946,0.25,2.0,1.0,,0.3333333333333333,0.5,1.0,,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.4,0.4,0.4,1.0,1.0,0.5,1.0,1.0,0.4,0.5,0.4953,0.125,0.14285714285714285,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,False
200081-201161-201563-2548-979,1610612748,"Jamario Moon, Daequan Cook, Michael Beasley, Dwyane Wade, Jermaine O'Neal","Moon, Cook, Beasley, Wade, O'Neal",200081-201161-201563-2548-979,MIA,674.0,2,11.0,-1.0,21.0,20,41,2.0,6.0,,1.0,4.0,4.0,11.0,1.0,5.0,15.0,16.0,4.0,3.0,3.0,1.0,3.0,,7.0,4.0,8.0,13.0,16.0,6.0,12.0,1.0,0.2,0.25,0.36363636363636365,0.34375,0.39473684210526316,0.3125,0.8,0.8,0.8,0.8,1.0,87.59643916913947,15.095238095238095,17.85,14.428571428571429,17.55,0.375,0.3333333333333333,0.3333333333333333,0.0625,,,,0.25,0.625,0.48331,11.127272727272727,30.7,3.0,2.0,5.0,,1.0,,,,,3.0,1.0,1.0,1.0,2.0,1.0,3.0,,,1.0,1.0,6.0,,7.0,1.0,5.0,1.0,2.0,,,1.0,0.75,0.09090909090909091,,0.14285714285714285,1.0,0.2857142857142857,0.3,,0.3125,0.4,0.5,,0.25,0.25,1.0,,,,0.3333333333333333,0.3691,0.2,4.0,2.0,2.0,0.5,0.5,0.6666666666666666,1.0,4.0,,,,2.0,4.0,1.0,1.0,,3.0,3.0,,,,6.0,2.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,,,0.3,0.6666666666666666,0.6,,,,0.6666666666666666,,0.37729999999999997,0.1111111111111111,0.15384615384615385,0.2,0.19047619047619047,8.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,1.0,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,False
200081-201161-201596-2617-979,1610612748,"Jamario Moon, Daequan Cook, Mario Chalmers, Udonis Haslem, Jermaine O'Neal","Moon, Cook, Chalmers, Haslem, O'Neal",200081-201161-201596-2617-979,MIA,74.0,1,1.0,2.0,2.0,1,3,2.0,2.0,,,,2.0,2.0,,,4.0,2.0,,,,,2.0,,4.0,,,,,,4.0,,,,1.0,1.0,1.0,,,,,,,58.37837837837838,19.0,36.0,19.0,36.0,1.0,1.0,1.0,,,,,,,0.3893,17.1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,False
200081-201161-2048-2548-2617,1610612748,"Jamario Moon, Daequan Cook, Jamaal Magloire, Dwyane Wade, Udonis Haslem","Moon, Cook, Magloire, Wade, Haslem",200081-201161-2048-2548-2617,MIA,60.0,1,1.0,-2.0,3.0,2,5,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,3.0,,1.0,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,False
200081-201161-2048-2592-2617,1610612748,"Jamario Moon, Daequan Cook, Jamaal Magloire, James Jones, Udonis Haslem","Moon, Cook, Magloire, Jones, Haslem",200081-201161-2048-2592-2617,MIA,26.0,1,,,1.0,1,2,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,110.76923076923076,3.0,23.0,3.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,False
200081-201161-2548-2617-979,1610612748,"Jamario Moon, Daequan Cook, Dwyane Wade, Udonis Haslem, Jermaine O'Neal","Moon, Cook, Wade, Haslem, O'Neal",200081-201161-2548-2617-979,MIA,469.0,2,8.0,5.0,14.0,15,29,1.0,2.0,,,6.0,2.0,4.0,5.0,6.0,20.0,15.0,,3.0,6.0,1.0,3.0,,7.0,3.0,3.0,6.0,7.0,5.0,20.0,0.2,0.8333333333333334,0.8333333333333334,0.5,0.95,0.8333333333333334,0.6,0.42857142857142855,0.75,0.5454545454545454,0.3333333333333333,1.0,89.0405117270789,20.5,12.133333333333333,19.357142857142858,11.333333333333334,0.2,0.5,0.5,,,,,0.6,0.7,0.46454000000000006,11.075,25.75,1.0,,1.0,1.0,5.0,,,,,,5.0,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,0.5,0.3333333333333333,1.0,0.1,,,0.1,0.8333333333333334,0.8333333333333334,0.2,,,,0.8333333333333334,,,4.0,2.0,,1.0,1.0,0.6666666666666666,,10.0,,,,,1.0,,,2.0,3.0,17.0,,1.0,,4.0,1.0,2.0,1.0,3.0,2.0,17.0,10.0,,0.6666666666666666,1.0,0.9444444444444444,,0.6666666666666666,1.0,,,,,0.440325,0.09090909090909091,0.2,0.85,0.7142857142857143,11.0,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,4.0,5.0,4.0,5.0,12.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.625,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,False
200809-200821-201161-201202-201563,1610612748,"Chris Quinn, Yakhouba Diawara, Daequan Cook, Joel Anthony, Michael Beasley","Quinn, Diawara, Cook, Anthony, Beasley",200809-200821-201161-201202-201563,MIA,646.0,3,11.0,18.0,20.0,20,40,3.0,5.0,1.0,2.0,1.0,7.0,10.0,1.0,3.0,28.0,10.0,6.0,,1.0,,4.0,,8.0,2.0,5.0,7.0,8.0,7.0,25.0,,0.3333333333333333,0.3333333333333333,0.7,0.6538461538461539,0.75,0.23076923076923078,1.0,0.5,0.7777777777777778,1.0,0.3333333333333333,89.1640866873065,14.4,17.9,14.4,17.0,0.38461538461538464,0.6,0.6,0.15384615384615385,0.5,0.5,,0.07692307692307693,0.5384615384615384,0.47754615384615384,11.42,25.166666666666668,1.0,4.0,4.0,1.0,,,,1.0,1.0,3.0,,,,,,1.0,3.0,3.0,3.0,2.0,,,3.0,,1.0,,,,1.0,1.5,1.5,,,1.0,,,0.2,,0.3076923076923077,1.0,1.0,0.07692307692307693,,,,,,,,,0.10714285714285714,8.0,4.0,1.0,0.5714285714285714,0.5714285714285714,1.0,0.25,19.0,,,3.0,3.0,11.0,,,6.0,9.0,25.0,,3.0,1.0,11.0,4.0,,,,,25.0,19.0,,0.6666666666666666,0.625,0.7058823529411765,,,1.0,,,0.25,1.0,0.4773083333333333,0.25,0.3076923076923077,0.8928571428571429,0.95,16.0,,10.0,,1.0,,,,,,2.0,,,,1.0,,0.5,1.0,1.0,1.0,,,,1.0,1.0,3.0,3.0,,3.0,,,0.3333333333333333,,,,0.08333333333333333,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2,1.0,1.0,0.16666666666666666,0.5,,,,,,,,,,,,,,1610612748,2009,2008-09,False
