EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefShortMidRangeReboundPct,Arc3FGA,NonHeaveArc3FGA,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,ShootingFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Arc3Frequency,2pt And 1 Free Throw Trips,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Loose Ball Fouls,PenaltyArc3FGA,SecondChanceFtPoints,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,PenaltyArc3Frequency,DefAtRimReboundPct,Offensive Fouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FTOffRebounds,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,ShortMidRangeAssists,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,SelfOReb,SelfORebPct,PtsPutbacks,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedShortMidRange,SecondChanceArc3FGA,SecondChanceFG3A,BlockedLongMidRange,SecondChanceArc3Frequency,HeaveAttempts,PtsUnassisted3s,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Travels,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,team_id,year,season,team_vs
101177-1477-1521-201588-2400,1610612759,"Fabricio Oberto, Bruce Bowen, Jacque Vaughn, George Hill, Drew Gooden","Oberto, Bowen, Vaughn, Hill, Gooden",101177-1477-1521-201588-2400,SAS,443.0,1,7.0,3.0,12.0,12.0,11.0,5.0,1.0,24.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,4.0,9.0,1.0,3.0,2.0,13.0,10.0,1.0,2.0,2.0,4.0,8.0,1.0,3.0,2.0,13.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,3.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,11.0,13.0,11.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.5,0.4583333333333333,0.5,0.5,0.5,0.5,0.5416666666666666,0.25,0.1111111111111111,0.25,1.0,1.0,0.4,1.0,1.0,0.2857142857142857,0.6666666666666666,1.0,1.0,78.01354401805868,16.5,20.416666666666668,14.416666666666666,20.416666666666668,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.25,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.41896249999999996,0.3301,0.42182272727272724,0.07692307692307693,0.1,0.15384615384615385,1.0,12.433333333333334,22.46666666666667,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
101177-1477-1521-201588-703,1610612759,"Fabricio Oberto, Bruce Bowen, Jacque Vaughn, George Hill, Kurt Thomas","Oberto, Bowen, Vaughn, Hill, Thomas",101177-1477-1521-201588-703,SAS,73.0,1,1.0,4.0,2.0,2.0,2.0,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,4.0,,,,,1.0,1.0,,,2.0,4.0,2.0,,,,1.0,,1.0,,1.0,,2.0,,,2.0,2.0,,2.0,,,,,,,,,1.0,,2.0,1.0,4.0,4.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,78.9041095890411,10.5,26.0,10.5,26.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,0.5599,,0.5599,0.5,0.5,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
101177-1477-201588-2137-703,1610612759,"Fabricio Oberto, Bruce Bowen, George Hill, Ime Udoka, Kurt Thomas","Oberto, Bowen, Hill, Udoka, Thomas",101177-1477-201588-2137-703,SAS,327.0,1,5.0,-2.0,9.0,9.0,2.0,,1.0,18.0,1.0,2.0,,,,1.0,,3.0,,,,,1.0,6.0,,1.0,2.0,4.0,6.0,,1.0,,,1.0,,,2.0,2.0,,2.0,,2.0,,,,,,,,,2.0,2.0,5.0,1.0,6.0,,,,1.0,,2.0,,3.0,3.0,1.0,2.0,,4.0,2.0,2.0,,,,,,,0.16666666666666666,,,0.14285714285714285,,,0.25,,0.5,0.14285714285714285,0.3333333333333333,1.0,0.5,0.5,,0.6666666666666666,0.5714285714285714,0.16666666666666666,,1.0,0.5,79.26605504587155,16.22222222222222,20.11111111111111,15.0,18.444444444444443,0.2857142857142857,0.5,1.0,,0.14285714285714285,,,0.42857142857142855,,,,,,,,,,,,0.42857142857142855,0.48605000000000004,,0.3823,,,,0.5,10.566666666666666,24.7,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
101177-1521-201588-2137-2400,1610612759,"Fabricio Oberto, Jacque Vaughn, George Hill, Ime Udoka, Drew Gooden","Oberto, Vaughn, Hill, Udoka, Gooden",101177-1521-201588-2137-2400,SAS,382.0,2,6.0,4.0,12.0,10.0,6.0,6.0,,22.0,,,,,,1.0,4.0,6.0,,,,,4.0,7.0,,,5.0,13.0,9.0,,,,2.0,4.0,,,2.0,6.0,4.0,4.0,,,2.0,,2.0,,,2.0,4.0,,1.0,2.0,3.0,,3.0,2.0,2.0,,,,1.0,,1.0,5.0,,7.0,3.0,13.0,6.0,6.0,0.5,0.5,,,,,0.5714285714285714,,0.5,0.5714285714285714,,0.5,0.65,,0.6,,,,,0.6666666666666666,,0.5,0.6,,,,0.5,82.93193717277488,15.583333333333334,19.5,15.583333333333334,16.5,,,,,0.14285714285714285,,,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,0.3917428571428571,,0.3929,0.3333333333333333,0.3333333333333333,,0.46153846153846156,15.228571428571428,,0.5,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
101177-1521-201588-2427-2588,1610612759,"Fabricio Oberto, Jacque Vaughn, George Hill, Roger Mason Jr., Matt Bonner","Oberto, Vaughn, Hill, Mason Jr., Bonner",101177-1521-201588-2427-2588,SAS,69.0,1,1.0,-2.0,1.0,2.0,,2.0,,3.0,,,,,,,,,,,,,,,1.0,1.0,,3.0,5.0,,,,,,,,,,,,3.0,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,1.0,1.0,,1.0,,,,1.5,,,1.5,,,1.0,,,,,,,,,,,,62.60869565217392,34.0,17.5,34.0,17.5,,,,,,,,,,,,,,,,,,,,1.0,0.5271,,,,,,,,24.6,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
101177-201588-2225-2427-2588,1610612759,"Fabricio Oberto, George Hill, Tony Parker, Roger Mason Jr., Matt Bonner","Oberto, Hill, Parker, Mason Jr., Bonner",101177-201588-2225-2427-2588,SAS,1.0,1,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
1477-1495-201588-2137-2225,1610612759,"Bruce Bowen, Tim Duncan, George Hill, Ime Udoka, Tony Parker","Bowen, Duncan, Hill, Udoka, Parker",1477-1495-201588-2137-2225,SAS,214.0,1,4.0,2.0,5.0,6.0,,,,11.0,1.0,1.0,,,2.0,2.0,,,,,,,3.0,3.0,,,2.0,8.0,6.0,,,,,,,,,,2.0,4.0,,,1.0,,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,2.0,1.0,8.0,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,0.5,,,0.5,,,0.5,,74.01869158878505,15.0,23.166666666666668,15.0,19.833333333333332,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,0.3948666666666667,,,0.25,0.25,,,6.766666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
1477-1495-201588-2137-2427,1610612759,"Bruce Bowen, Tim Duncan, George Hill, Ime Udoka, Roger Mason Jr.","Bowen, Duncan, Hill, Udoka, Mason Jr.",1477-1495-201588-2137-2427,SAS,115.0,1,2.0,-5.0,4.0,5.0,4.0,4.0,1.0,9.0,,1.0,,1.0,,1.0,,,,,,,,2.0,,1.0,1.0,1.0,6.0,,,1.0,,2.0,,1.0,1.0,1.0,,,,2.0,,,,,,,,1.0,2.0,,2.0,1.0,3.0,,,,1.0,,1.0,1.0,3.0,1.0,,2.0,1.0,,1.0,4.0,,,,,,,,,,,,,0.125,0.5,0.125,0.3333333333333333,1.0,1.0,1.0,,0.5,1.0,0.6666666666666666,0.3333333333333333,,,1.0,112.69565217391303,14.0,11.8,13.0,10.2,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5095500000000001,,0.5095500000000001,0.25,0.3333333333333333,1.0,1.0,3.15,24.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,1.0,1.0,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
1477-1495-201588-2225-703,1610612759,"Bruce Bowen, Tim Duncan, George Hill, Tony Parker, Kurt Thomas","Bowen, Duncan, Hill, Parker, Thomas",1477-1495-201588-2225-703,SAS,32.0,1,1.0,-2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,16.0,16.0,16.0,16.0,,,,,1.0,,,,,,,,,,,,,,,,0.3492,,0.3492,,,,,12.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
1477-1495-201588-2225-714,1610612759,"Bruce Bowen, Tim Duncan, George Hill, Tony Parker, Michael Finley","Bowen, Duncan, Hill, Parker, Finley",1477-1495-201588-2225-714,SAS,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2009,2008-09,False
