EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,Steals,BadPassSteals,PenaltyFg2Pct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,DefThreePtRebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,HeaveAttempts,RecoveredBlocks,BlocksRecoveredPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsAssisted3s,ThreePtAssists,Corner3Assists,Assisted3sPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,LostBallSteals,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceArc3FGA,BadPassTurnovers,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,3SecondViolations,SecondChanceFtPoints,Offensive Fouls Drawn,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,BlockedShortMidRange,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,team_id,year,season,team_vs
101144-101236-1897-200768-201171,1610612745,"Von Wafer, Chuck Hayes, Metta World Peace, Kyle Lowry, Carl Landry","Wafer, Hayes, World Peace, Lowry, Landry",101144-101236-1897-200768-201171,HOU,785.0,7,13.0,-9.0,24.0,23.0,1.0,7.0,2.0,47,3.0,4.0,2.0,6.0,4.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,19.0,1.0,3.0,1.0,22.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,12.0,6.0,3.0,1.0,1.0,6.0,6.0,3.0,3.0,12.0,1.0,1.0,4.0,2.0,6.0,2.0,8.0,3.0,1.0,3.0,1.0,3.0,6.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,20.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.47368421052631576,1.0,0.4772727272727273,0.5,1.5,0.4782608695652174,0.5,1.5,0.13636363636363635,1.0,0.8,0.1,0.5,0.8,0.16666666666666666,0.2,0.5,1.0,1.0,86.21656050955414,16.916666666666668,16.47826086956522,15.166666666666666,16.391304347826086,0.18181818181818182,0.75,0.75,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.4090909090909091,0.4444444444444444,0.4444444444444444,0.75,0.09090909090909091,0.045454545454545456,1.0,1.0,0.5,1.0,1.0,0.3181818181818182,1.0,0.46025227272727276,0.5757,0.26565,0.043478260869565216,0.05,0.09090909090909091,0.13636363636363635,12.1,26.633333333333336,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101144-101236-1897-200768-2203,1610612745,"Von Wafer, Chuck Hayes, Metta World Peace, Kyle Lowry, Shane Battier","Wafer, Hayes, World Peace, Lowry, Battier",101144-101236-1897-200768-2203,HOU,49.0,1,1.0,4.0,2.0,1.0,2.0,,,3,,,,,1.0,1.0,,,,,,,1.0,1.0,,,2.0,4.0,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,4.0,4.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,88.16326530612245,11.0,27.0,11.0,27.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.327,,0.327,0.5,0.5,,1.0,18.6,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101144-101236-1897-200768-2449,1610612745,"Von Wafer, Chuck Hayes, Metta World Peace, Kyle Lowry, Luis Scola","Wafer, Hayes, World Peace, Lowry, Scola",101144-101236-1897-200768-2449,HOU,336.0,3,6.0,5.0,11.0,12.0,2.0,,2.0,23,3.0,4.0,,2.0,2.0,2.0,,,,2.0,,,5.0,8.0,,2.0,2.0,12.0,7.0,1.0,1.0,,2.0,,,4.0,4.0,6.0,,2.0,,2.0,2.0,1.0,1.0,4.0,,2.0,4.0,,6.0,2.0,8.0,1.0,,2.0,1.0,,1.0,,1.0,4.0,4.0,2.0,1.0,,1.0,10.0,4.0,2.0,0.4,0.5,,,,0.625,1.0,0.5,1.0,1.0,0.5454545454545454,1.0,1.0,0.2,,0.8,0.6666666666666666,,0.8571428571428571,0.4,,,,0.75,98.57142857142858,12.909090909090908,16.166666666666668,12.636363636363637,15.5,0.4,0.75,0.75,0.3333333333333333,0.2,,,0.2,1.0,1.0,0.5,,0.2,,,,,,0.6,,0.52021,0.5627,0.3149,0.2,0.25,0.16666666666666666,0.3333333333333333,6.575,25.75,0.18181818181818182,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101144-101236-1897-201166-201171,1610612745,"Von Wafer, Chuck Hayes, Metta World Peace, Aaron Brooks, Carl Landry","Wafer, Hayes, World Peace, Brooks, Landry",101144-101236-1897-201166-201171,HOU,142.0,1,2.0,-5.0,4.0,4.0,4.0,4.0,,8,,,,,1.0,1.0,,,,2.0,,2.0,1.0,1.0,,2.0,,2.0,7.0,,,,,,2.0,2.0,2.0,,,2.0,,1.0,1.0,,1.0,2.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,2.0,2.0,4.0,1.0,1.0,,,,1.0,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.6666666666666666,,1.0,,,0.5,,,,1.0,,81.12676056338029,16.5,19.0,16.5,17.25,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,,,,0.6666666666666666,,0.6666666666666666,,0.447825,,0.447825,,,,1.0,21.1,31.55,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101144-101236-1897-201166-2449,1610612745,"Von Wafer, Chuck Hayes, Metta World Peace, Aaron Brooks, Luis Scola","Wafer, Hayes, World Peace, Brooks, Scola",101144-101236-1897-201166-2449,HOU,60.0,2,1.0,1.0,1.0,2.0,1.0,2.0,,3,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,2.0,,2.0,1.0,,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,0.25,,0.25,1.0,,1.0,,,1.0,,,,,1.0,72.0,24.0,18.0,24.0,18.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,0.5,1.0,,1.0,,58.4,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101144-101236-200768-200778-201166,1610612745,"Von Wafer, Chuck Hayes, Kyle Lowry, James White, Aaron Brooks","Wafer, Hayes, Lowry, White, Brooks",101144-101236-200768-200778-201166,HOU,90.0,1,2.0,4.0,3.0,4.0,3.0,,1.0,7,2.0,3.0,,,,,1.0,,,,,,2.0,3.0,1.0,1.0,,7.0,3.0,1.0,1.0,,2.0,1.0,1.0,7.0,,4.0,,,,,1.0,,,3.0,,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,5.0,7.0,3.0,,,1.0,1.0,1.0,0.6666666666666666,1.0,0.875,1.0,0.875,0.875,1.0,0.875,0.25,,1.0,1.0,,1.0,1.0,,,,,112.0,7.0,17.25,7.0,17.25,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,0.25,,,,,,,1.0,,0.64815,0.7138,0.64815,,,0.2857142857142857,1.0,,23.5,1.0,2.0,3.0,,,,0.6666666666666666,1.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101144-101236-200768-201166-201171,1610612745,"Von Wafer, Chuck Hayes, Kyle Lowry, Aaron Brooks, Carl Landry","Wafer, Hayes, Lowry, Brooks, Landry",101144-101236-200768-201166-201171,HOU,310.0,1,5.0,-5.0,11.0,11.0,,,1.0,22,1.0,4.0,2.0,3.0,,1.0,1.0,,1.0,3.0,,,3.0,8.0,1.0,4.0,,9.0,14.0,,1.0,,,,,,4.0,2.0,,3.0,1.0,2.0,3.0,1.0,,7.0,,1.0,2.0,1.0,3.0,1.0,4.0,,,,,3.0,3.0,,,2.0,,,,,,9.0,,,0.6666666666666666,0.6666666666666666,0.25,,0.25,0.375,,0.375,,,0.375,,,0.3333333333333333,1.0,0.5,0.2,,0.5,0.125,,,,1.0,102.19354838709677,14.636363636363637,13.545454545454545,14.454545454545455,13.181818181818182,0.3333333333333333,0.25,0.3333333333333333,1.0,0.25,0.6666666666666666,0.6666666666666666,0.08333333333333333,,,,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,,,,0.6666666666666666,0.3333333333333333,0.5110333333333333,0.5712,,,,,,5.2,25.8,,,,,1.0,,,,1.0,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,1.0,,,,,,,,,,,,3.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.125,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101144-101236-200768-201171-2203,1610612745,"Von Wafer, Chuck Hayes, Kyle Lowry, Carl Landry, Shane Battier","Wafer, Hayes, Lowry, Landry, Battier",101144-101236-200768-201171-2203,HOU,1118.0,8,19.0,4.0,33.0,34.0,1.0,4.0,3.0,67,5.0,7.0,3.0,8.0,3.0,5.0,2.0,,2.0,7.0,,,11.0,20.0,3.0,9.0,8.0,39.0,35.0,1.0,1.0,1.0,2.0,,,3.0,6.0,16.0,,7.0,2.0,3.0,6.0,1.0,2.0,15.0,2.0,2.0,9.0,3.0,16.0,4.0,20.0,1.0,,5.0,1.0,4.0,9.0,,,11.0,10.0,4.0,1.0,1.0,1.0,37.0,3.0,1.0,0.2727272727272727,0.3,0.3333333333333333,,0.3333333333333333,0.55,1.0,0.5344827586206896,0.5,,0.5909090909090909,0.5,1.5,0.3103448275862069,1.0,0.75,0.2222222222222222,0.3333333333333333,0.8125,0.26666666666666666,,,0.6666666666666666,0.8333333333333334,86.2969588550984,16.181818181818183,17.176470588235293,15.242424242424242,16.470588235294116,0.2413793103448276,0.7142857142857143,0.7142857142857143,0.2,0.27586206896551724,0.375,0.375,0.1724137931034483,0.6,0.6,0.6666666666666666,0.06896551724137931,0.2413793103448276,0.2857142857142857,0.2857142857142857,,,,0.5517241379310345,0.2857142857142857,0.496546551724138,0.55345,,0.15151515151515152,0.17391304347826086,0.05128205128205128,0.07692307692307693,8.43,24.51111111111111,0.030303030303030304,,,3.0,3.0,2.0,,,,2.0,4.0,,4.0,2.0,1.0,,,,0.8,1.0,,0.4,0.6666666666666666,1.0,,,,,,,,,,,1.0,,,9.0,3.0,1.0,1.0,0.5,0.5,1.0,,,,,,2.0,,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,0.4,1.0,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101144-101236-200768-2203-2449,1610612745,"Von Wafer, Chuck Hayes, Kyle Lowry, Shane Battier, Luis Scola","Wafer, Hayes, Lowry, Battier, Scola",101144-101236-200768-2203-2449,HOU,96.0,3,2.0,-1.0,2.0,3.0,2.0,1.0,,5,,1.0,,,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,3.0,,,,,,1.0,2.0,2.0,,,,,1.0,1.0,,1.0,2.0,,,2.0,,2.0,,2.0,,,,,,,,,1.0,,,,,,2.0,2.0,2.0,1.0,1.0,,,,0.5,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,1.0,,,1.0,,,,,1.0,75.0,20.5,18.333333333333332,18.0,18.333333333333332,0.3333333333333333,,,,,,,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,,0.6666666666666666,,0.46795,,0.46795,,,,1.0,8.95,57.4,1.0,1.0,2.0,,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,1.0,,,,,0.5,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
101144-101236-200768-2449-699,1610612745,"Von Wafer, Chuck Hayes, Kyle Lowry, Luis Scola, Brent Barry","Wafer, Hayes, Lowry, Scola, Barry",101144-101236-200768-2449-699,HOU,224.0,1,4.0,,8.0,8.0,,2.0,1.0,16,2.0,4.0,1.0,2.0,,2.0,,,1.0,1.0,,,3.0,8.0,1.0,1.0,,9.0,9.0,1.0,2.0,,2.0,,,,4.0,2.0,,1.0,1.0,2.0,3.0,1.0,,7.0,,2.0,2.0,,3.0,2.0,5.0,1.0,,1.0,,1.0,3.0,1.0,,,,,,,,7.0,,,0.6666666666666666,1.0,1.0,,1.0,0.375,0.5,0.5,0.5,,0.5,0.5,,0.1111111111111111,,0.6666666666666666,0.4,,0.6,0.4,,,,1.0,102.85714285714286,15.25,12.75,15.125,11.625,0.4444444444444444,0.5,0.5,0.5,0.2222222222222222,0.5,0.5,0.2222222222222222,,,,,0.1111111111111111,1.0,1.0,,,,0.5555555555555556,1.0,0.5151444444444445,0.5789,,,,0.2222222222222222,,7.5125,24.8,,,,,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,,0.5,0.5,1.0,,0.5,0.2,1.0,0.5,,,,,,,,,,,3.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612745,2009,2008-09,True
