EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,FTOffRebounds,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,ShortMidRangeAssists,FTDefRebounds,Travels,SecondChanceTurnovers,Offensive Fouls,BlockedShortMidRange,LongMidRangePctBlocked,DefFTReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,Fg3aBlocked,SelfOReb,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,StepOutOfBoundsTurnovers,HeaveAttempts,Blocked3s,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,HeaveMakes,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101130-200754-201566-201602-2863,1610612760,"Johan Petro, Mouhamed Sene, Russell Westbrook, Kyle Weaver, Damien Wilkins","Petro, Sene, Westbrook, Weaver, Wilkins",101130-200754-201566-201602-2863,OKC,1139.0,4,19.0,2.0,44.0,44.0,25.0,28.0,5.0,88.0,7.0,11.0,1.0,2.0,3.0,6.0,1.0,6.0,5.0,7.0,1.0,3.0,1.0,1.0,2.0,4.0,8.0,1.0,1.0,3.0,5.0,13.0,24.0,5.0,11.0,8.0,49.0,47.0,2.0,3.0,1.0,2.0,7.0,5.0,11.0,4.0,7.0,7.0,29.0,14.0,12.0,15.0,2.0,8.0,4.0,3.0,7.0,5.0,12.0,4.0,1.0,3.0,4.0,29.0,2.0,3.0,2.0,12.0,14.0,5.0,19.0,4.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,7.0,4.0,6.0,10.0,1.0,10.0,1.0,13.0,2.0,3.0,1.0,3.0,1.0,42.0,29.0,25.0,2.0,3.0,0.5384615384615384,0.5833333333333334,1.0,0.45454545454545453,0.5,0.5714285714285714,0.45454545454545453,0.5416666666666666,0.6666666666666666,0.45454545454545453,0.5857142857142857,0.7,0.6111111111111112,0.6125,0.7,0.6590909090909091,0.3142857142857143,0.125,0.09090909090909091,0.3333333333333333,0.7142857142857143,0.75,0.2727272727272727,0.6666666666666666,0.3333333333333333,0.7368421052631579,0.29411764705882354,0.25,0.4,0.25,0.5,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.5,1.0,111.25548726953467,14.204545454545455,11.681818181818182,13.477272727272727,10.954545454545455,0.3142857142857143,0.6363636363636364,0.7,0.42857142857142855,0.17142857142857143,0.16666666666666666,0.25,0.2,0.7142857142857143,0.7142857142857143,0.8,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,0.22857142857142856,0.5,0.5,1.0,0.4,0.5,0.2,0.2,1.0,1.0,0.3333333333333333,0.5,0.1111111111111111,0.5,0.2777777777777778,0.6,0.6285714285714286,0.5,0.49328857142857147,0.48138333333333333,0.4856888888888889,0.10810810810810811,0.12,0.08333333333333333,0.14285714285714285,0.5918367346938775,7.8875,25.58181818181818,0.5681818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,True
101130-201142-201145-201566-2046,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Desmond Mason","Petro, Durant, Green, Westbrook, Mason",101130-201142-201145-201566-2046,OKC,285.0,2,5.0,12.0,10.0,8.0,6.0,,2.0,18.0,4.0,5.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,,,5.0,7.0,1.0,3.0,5.0,18.0,6.0,2.0,3.0,,,5.0,3.0,5.0,,1.0,3.0,9.0,4.0,6.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,2.0,,7.0,1.0,1.0,1.0,3.0,4.0,3.0,7.0,,,,,,,,,,,,,,,4.0,,5.0,1.0,3.0,,,,13.0,9.0,6.0,,,0.4,0.6666666666666666,1.0,0.3333333333333333,,,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.6,0.65,0.6666666666666666,0.5,0.75,0.8333333333333334,0.6428571428571429,0.3,0.14285714285714285,0.2,,,1.0,0.5,0.5,0.5,0.8,0.5,,1.0,,0.5,1.0,1.0,1.0,0.5,,90.94736842105263,14.6,17.375,14.4,16.625,0.5,0.8,1.0,0.5,0.1,,,0.1,1.0,1.0,,0.2,,,,0.1,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,0.5,0.6666666666666666,0.16666666666666666,,,,0.8,1.0,0.55953,0.40155,0.5323916666666667,0.25,0.3333333333333333,,0.2777777777777778,0.5,3.814285714285714,23.7,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,True
101130-201142-201145-201566-2248,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Earl Watson","Petro, Durant, Green, Westbrook, Watson",101130-201142-201145-201566-2248,OKC,77.0,1,1.0,-1.0,2.0,2.0,,,1.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,3.0,1.0,1.0,,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,0.5,1.0,,0.5,1.0,,0.3333333333333333,1.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,74.8051948051948,12.0,26.5,12.0,26.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,0.65815,0.5562,,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,True
101130-201142-201145-201566-2555,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Nick Collison","Petro, Durant, Green, Westbrook, Collison",101130-201142-201145-201566-2555,OKC,141.0,2,2.0,2.0,6.0,5.0,1.0,,1.0,11.0,,1.0,,1.0,,,,,2.0,4.0,,,,,,,1.0,,,,,2.0,5.0,,1.0,,4.0,2.0,,1.0,,,,,1.0,,,,,2.0,2.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,2.0,,1.0,,2.0,2.0,1.0,3.0,2.0,2.0,,1.0,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,4.0,,1.0,,,0.5,0.5,,,,,,0.4,,,0.3333333333333333,,,0.3333333333333333,,,0.16666666666666666,0.2,1.0,,1.0,1.0,0.5,,,1.0,0.3333333333333333,,,,,,1.0,1.0,,,112.34042553191489,13.833333333333334,11.6,13.166666666666666,11.6,0.16666666666666666,,,,,,,0.6666666666666666,0.5,0.5,0.5,,,,,0.16666666666666666,,,,1.0,,,,,,,,,,,,0.3333333333333333,,0.4487833333333333,0.5641,0.2879,,,,,,15.48,24.1,0.16666666666666666,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,True
101130-201142-201145-201566-2863,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Damien Wilkins","Petro, Durant, Green, Westbrook, Wilkins",101130-201142-201145-201566-2863,OKC,2198.0,4,37.0,5.0,70.0,72.0,,3.0,7.0,142.0,11.0,18.0,3.0,3.0,,,5.0,9.0,4.0,12.0,2.0,6.0,3.0,,,7.0,12.0,,,,,20.0,39.0,9.0,18.0,7.0,74.0,69.0,3.0,4.0,1.0,3.0,9.0,,,,,,,18.0,22.0,27.0,6.0,12.0,7.0,3.0,9.0,9.0,18.0,7.0,2.0,5.0,2.0,45.0,3.0,5.0,6.0,18.0,25.0,8.0,33.0,6.0,2.0,4.0,8.0,1.0,6.0,7.0,2.0,2.0,15.0,,5.0,9.0,1.0,14.0,,13.0,1.0,7.0,,,,65.0,,,1.0,,0.45,0.5294117647058824,1.0,0.5,0.3333333333333333,,0.5,0.5128205128205128,0.75,,0.5877192982456141,0.6428571428571429,,0.5873015873015873,0.6428571428571429,,0.3157894736842105,0.07692307692307693,0.05555555555555555,0.1111111111111111,0.5333333333333333,0.72,0.2631578947368421,0.6666666666666666,0.3333333333333333,0.7058823529411765,0.2857142857142857,0.2857142857142857,0.25,0.2,0.5,0.75,0.42857142857142855,0.9,0.7142857142857143,0.5,93.03002729754323,15.8,15.166666666666666,15.214285714285714,14.083333333333334,0.3157894736842105,0.6111111111111112,0.6470588235294118,0.45454545454545453,0.15789473684210525,0.5555555555555556,0.625,0.21052631578947367,0.3333333333333333,0.36363636363636365,0.5,0.10526315789473684,0.3333333333333333,0.3333333333333333,1.0,0.21052631578947367,0.5833333333333334,0.5833333333333334,1.0,0.42857142857142855,1.0,0.42857142857142855,,,,,,,,,,0.631578947368421,0.5833333333333334,0.5231184210526316,0.57385,,0.1111111111111111,0.15555555555555556,,0.12162162162162163,,7.151282051282051,24.450000000000003,,,,2.0,1.0,,1.0,,,,0.25,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.08333333333333333,1.0,0.4,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,True
101130-201142-201145-201566-693,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Russell Westbrook, Joe Smith","Petro, Durant, Green, Westbrook, Smith",101130-201142-201145-201566-693,OKC,122.0,1,2.0,5.0,4.0,5.0,,,,9.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,2.0,2.0,1.0,2.0,,7.0,2.0,,,,,,,,,,,,4.0,,3.0,,1.0,,,2.0,1.0,3.0,,1.0,1.0,1.0,7.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,1.0,1.0,1.0,0.5,,,0.5,1.0,,,0.875,,,0.875,,,0.5,,,,,1.0,,,,1.0,,,,,,,,1.0,,,106.22950819672131,9.5,16.8,9.5,16.8,0.25,1.0,1.0,1.0,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,0.75,,0.5610125,,,,,,,,7.7,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,True
101130-201142-201145-2046-2248,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Desmond Mason, Earl Watson","Petro, Durant, Green, Mason, Watson",101130-201142-201145-2046-2248,OKC,124.0,1,2.0,3.0,4.0,3.0,,,,7.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,2.0,3.0,1.0,1.0,,7.0,4.0,,,,,,,,,,,,2.0,2.0,3.0,,,,,1.0,1.0,2.0,,1.0,1.0,,5.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,7.0,,,,,0.5,0.5,1.0,1.0,,,1.0,0.6666666666666666,,,0.875,,,0.875,,,0.25,,,,,1.0,,,,1.0,,,,,,,,1.0,,,81.29032258064515,11.5,26.0,11.5,26.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.25,,,,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,0.5036625,,,,,,,,8.833333333333334,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,True
101130-201142-201145-2248-2404,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Earl Watson, Chris Wilcox","Petro, Durant, Green, Watson, Wilcox",101130-201142-201145-2248-2404,OKC,227.0,2,4.0,-1.0,7.0,7.0,,,2.0,14.0,1.0,1.0,,,,,,1.0,1.0,3.0,,1.0,,,,,2.0,,,,,2.0,5.0,,3.0,,4.0,5.0,,1.0,,,,,,,,,,4.0,,,,2.0,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,2.0,,4.0,4.0,3.0,7.0,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,4.0,,,,,1.0,1.0,,,,,,0.4,,,0.25,,,0.25,,,0.375,,,,0.5,1.0,0.6666666666666666,,0.3333333333333333,1.0,0.5,,,,1.0,1.0,1.0,1.0,,,88.81057268722468,19.571428571428573,12.857142857142858,15.142857142857142,12.857142857142858,0.125,1.0,1.0,1.0,0.125,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,,,,0.25,,,,,,,,,,,,,,,,0.5,,0.5226,,,,,,,,13.040000000000001,24.333333333333332,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,True
101130-201142-201145-2248-2555,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Earl Watson, Nick Collison","Petro, Durant, Green, Watson, Collison",101130-201142-201145-2248-2555,OKC,7184.0,12,120.0,50.0,233.0,237.0,18.0,10.0,20.0,470.0,43.0,73.0,4.0,7.0,1.0,4.0,25.0,41.0,16.0,42.0,5.0,10.0,,,,15.0,31.0,2.0,2.0,1.0,1.0,84.0,156.0,20.0,41.0,33.0,261.0,211.0,6.0,11.0,2.0,2.0,24.0,3.0,10.0,1.0,1.0,5.0,14.0,96.0,72.0,51.0,6.0,31.0,15.0,8.0,48.0,17.0,65.0,12.0,5.0,25.0,11.0,147.0,5.0,16.0,9.0,84.0,95.0,21.0,116.0,24.0,14.0,10.0,20.0,9.0,13.0,20.0,,7.0,40.0,4.0,21.0,36.0,2.0,44.0,2.0,40.0,5.0,19.0,,3.0,1.0,237.0,14.0,18.0,,3.0,0.5714285714285714,0.5925925925925926,0.85,0.4878048780487805,1.0,1.0,0.4878048780487805,0.5384615384615384,0.5454545454545454,0.3,0.5786802030456852,0.6923076923076923,0.4090909090909091,0.6098130841121495,0.75,0.4666666666666667,0.20812182741116753,0.05128205128205128,0.0821917808219178,0.04878048780487805,0.5,0.7368421052631579,0.2222222222222222,0.8181818181818182,0.23809523809523808,0.744,0.22580645161290322,0.23333333333333334,0.3125,0.1875,0.4,0.5454545454545454,0.75,0.8035714285714286,0.8,1.0,94.20935412026726,15.738197424892704,14.839662447257384,15.257510729613735,13.848101265822784,0.37055837563451777,0.589041095890411,0.6417910447761194,0.5813953488372093,0.20812182741116753,0.6097560975609756,0.6410256410256411,0.2131979695431472,0.38095238095238093,0.38095238095238093,0.6875,0.050761421319796954,0.5,0.5,1.0,0.15736040609137056,0.4838709677419355,0.5,0.8,0.5384615384615384,0.5714285714285714,,0.15384615384615385,1.0,1.0,0.36363636363636365,0.25,,,0.09090909090909091,1.0,0.5786802030456852,0.4838709677419355,0.515932233502538,0.5035,0.4699045454545454,0.09004739336492891,0.11176470588235295,,0.09195402298850575,0.05363984674329502,6.993589743589744,24.66829268292683,0.07725321888412018,6.0,,7.0,11.0,8.0,11.0,6.0,,0.5454545454545454,0.15384615384615385,,12.0,2.0,4.0,5.0,2.0,1.0,,0.6666666666666666,0.48,,,9.0,1.0,5.0,1.0,2.0,1.0,0.024390243902439025,0.03225806451612903,0.05952380952380952,,,,,,,,,,,,,1610612760,2009,2008-09,True
101130-201142-201145-2248-2863,1610612760,"Johan Petro, Kevin Durant, Jeff Green, Earl Watson, Damien Wilkins","Petro, Durant, Green, Watson, Wilkins",101130-201142-201145-2248-2863,OKC,195.0,1,3.0,-5.0,7.0,7.0,,,,14.0,1.0,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,3.0,3.0,,,2.0,8.0,13.0,,,,,,,,,,,,4.0,2.0,,,,,,2.0,,2.0,,,1.0,1.0,4.0,,,,2.0,2.0,,2.0,,,,2.0,,1.0,1.0,,1.0,3.0,,1.0,3.0,,2.0,,3.0,1.0,2.0,,,,8.0,,,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,,,1.0,,,1.0,,,,,,,0.6666666666666666,1.0,,,,0.6666666666666666,,,,,,1.0,1.0,,,,103.38461538461539,12.857142857142858,15.0,12.857142857142858,14.857142857142858,0.3333333333333333,1.0,1.0,1.0,,,,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.47523333333333334,,,0.5,0.5,,,,12.799999999999999,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2009,2008-09,True
