EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Corner3PctBlocked,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,OpponentPoints,SecondChanceFG2A,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,BadPassSteals,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,PtsUnassisted3s,Loose Ball Fouls Drawn,PenaltyFg3Pct,DefAtRimReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFGM,LongMidRangeAssists,NonShootingPenaltyNonTakeFouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SelfOReb,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Travels,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceTurnovers,Technical Free Throw Trips,BadPassOutOfBoundsTurnovers,HeaveAttempts,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Loose Ball Fouls,BlockedLongMidRange,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
1630-1718-200765-200796-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Leon Powe, Stephon Marbury","Moore, Pierce, Rondo, Powe, Marbury",1630-1718-200765-200796-950,BOS,66.0,1,1.0,4.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,109.09090909090908,9.333333333333334,19.0,9.333333333333334,17.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.65435,0.65435,1.0,0.5,24.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
1630-1718-200765-201175-951,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Glen Davis, Ray Allen","Moore, Pierce, Rondo, Davis, Allen",1630-1718-200765-201175-951,BOS,195.0,3,3.0,-8.0,8.0,6.0,8.0,3.0,14.0,,,,,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,8.0,1.0,,,,,,,,,0.3333333333333333,,,,0.25,,103.38461538461539,14.5,13.166666666666666,13.875,12.333333333333334,,,,,,,,,0.3333333333333333,0.33991666666666664,0.33991666666666664,,19.6,25.1,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,1.0,0.5,0.5,0.6,0.25,0.5,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
1630-1718-200765-2067-2243,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Eddie House, Brian Scalabrine","Moore, Pierce, Rondo, House, Scalabrine",1630-1718-200765-2067-2243,BOS,134.0,1,2.0,-1.0,4.0,5.0,1.0,2.0,9.0,1.0,2.0,,1.0,,,1.0,2.0,1.0,2.0,7.0,,1.0,,,,,,,1.0,,3.0,,,,1.0,,1.0,2.0,,,,,7.0,,1.0,,,,0.5,,0.8333333333333334,,0.875,,0.3333333333333333,,,,,,96.71641791044776,13.25,16.2,13.25,16.2,0.6666666666666666,0.5,1.0,,,1.0,,,1.0,0.62,0.5281,,,25.4,0.25,,,1.0,,8.0,,1.0,1.0,,,,,,,,,,1.0,2.0,,0.5,,,,,,,,,0.3333333333333333,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
1630-1718-200765-2067-2570,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Eddie House, Kendrick Perkins","Moore, Pierce, Rondo, House, Perkins",1630-1718-200765-2067-2570,BOS,49.0,1,1.0,5.0,3.0,3.0,3.0,3.0,6.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,5.0,,1.0,1.0,2.0,5.0,,,,,,,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,,,,5.0,5.0,3.0,1.0,,,,,0.75,0.75,0.8333333333333334,0.8333333333333334,0.5,,,1.0,1.0,,176.3265306122449,8.0,8.333333333333334,8.0,8.333333333333334,0.5,,,,0.5,0.5,,0.5,1.0,0.757975,0.757975,1.0,,22.8,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
1630-1718-200765-2067-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Eddie House, Stephon Marbury","Moore, Pierce, Rondo, House, Marbury",1630-1718-200765-2067-950,BOS,20.0,1,,2.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,72.0,20.0,,20.0,,,,,,,,,,,0.3671,0.3671,1.0,9.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
1630-1718-200765-2243-2754,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Brian Scalabrine, Tony Allen","Moore, Pierce, Rondo, Scalabrine, Allen",1630-1718-200765-2243-2754,BOS,7.0,1,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,205.71428571428572,7.0,,7.0,,,,,,,,,,,0.2984,0.2984,,11.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
1630-1718-200765-2243-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Brian Scalabrine, Stephon Marbury","Moore, Pierce, Rondo, Scalabrine, Marbury",1630-1718-200765-2243-950,BOS,85.0,1,1.0,-3.0,3.0,4.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,1.0,5.0,2.0,2.0,,1.0,5.0,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,5.0,5.0,3.0,,0.5,0.5,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,,,,1.0,1.0,1.0,118.58823529411764,11.333333333333334,12.75,11.333333333333334,12.75,0.5,1.0,1.0,,,0.5,1.0,,0.5,0.52215,0.52215,1.0,10.75,,1.0,,1.0,,,8.0,,,,,,,,,1.0,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,0.5,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
1630-1718-200765-2243-951,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Brian Scalabrine, Ray Allen","Moore, Pierce, Rondo, Scalabrine, Allen",1630-1718-200765-2243-951,BOS,64.0,1,1.0,4.0,2.0,1.0,2.0,1.0,3.0,,,,,,,2.0,2.0,,,4.0,2.0,2.0,,,4.0,,,,,,,,1.0,1.0,,,,,,,,,4.0,4.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,67.5,17.5,29.0,17.5,29.0,,,,,,,,,,0.38705,0.38705,1.0,15.35,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
1630-1718-200765-2570-950,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Kendrick Perkins, Stephon Marbury","Moore, Pierce, Rondo, Perkins, Marbury",1630-1718-200765-2570-950,BOS,128.0,1,2.0,,4.0,4.0,,,8.0,1.0,4.0,,,,,1.0,4.0,1.0,,2.0,,,,,,,,,,,,1.0,2.0,4.0,,,1.0,,,,,,,,,,,,0.25,,0.2,,0.2,,0.2,,,1.0,1.0,,90.0,13.75,18.25,13.0,18.25,0.8,0.25,0.25,,,,,,1.0,0.58525,,,0.9,24.1,,2.0,,1.0,,2.0,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,0.6666666666666666,0.5,,,,0.2,,0.5619,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.25,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
1630-1718-200765-2570-951,1610612738,"Mikki Moore, Paul Pierce, Rajon Rondo, Kendrick Perkins, Ray Allen","Moore, Pierce, Rondo, Perkins, Allen",1630-1718-200765-2570-951,BOS,427.0,2,7.0,1.0,15.0,13.0,15.0,13.0,28.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,6.0,4.0,5.0,16.0,4.0,6.0,4.0,5.0,16.0,4.0,,2.0,3.0,,7.0,1.0,4.0,6.0,1.0,,4.0,7.0,2.0,1.0,,1.0,15.0,16.0,15.0,2.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.55,0.55,0.6153846153846154,0.6153846153846154,0.4,,,0.5,0.6,1.0,94.42622950819673,13.733333333333333,17.0,13.466666666666667,16.53846153846154,0.2,1.0,1.0,,0.1,0.2,1.0,0.1,0.6,0.51364,0.51364,1.0,8.450000000000001,24.675,1.0,2.0,2.0,3.0,3.0,15.0,,3.0,,1.0,2.0,2.0,1.0,1.0,2.0,,3.0,3.0,2.0,8.0,1.0,,,0.3333333333333333,0.6666666666666666,0.5,0.4,,,0.2,0.3,0.3,0.5958,,1.0,4.0,3.0,,1.0,,1.0,2.0,1.0,0.25,0.25,,,,,,0.18181818181818182,0.2857142857142857,1.0,1.0,1.0,,,0.25,1.0,,1.0,1.0,1.0,1.0,2.0,0.2,0.5,0.5,1.0,1.0,2.0,0.5,0.5,1.0,,,,1.0,,1.0,,,,0.25,,0.5,0.2,,,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2009,2008-09,True
