EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,FG3M,FtPoints,SecondChanceFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,3SecondViolations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,PenaltyDefPoss,Fg2aBlocked,LostBallSteals,Travels,SecondChanceTurnovers,ShootingFouls,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,Loose Ball Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,BadPassTurnovers,PenaltyArc3FGA,SecondChanceFtPoints,Fg3aBlocked,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,PenaltyArc3Frequency,ShortMidRangeAssists,OffArc3ReboundPct,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceAtRimPctAssisted,HeaveAttempts,DefensiveGoaltends,Defensive 3 Seconds Violations,team_id,year,season,team_vs
200081-200809-201161-201202-201563,1610612748,"Jamario Moon, Chris Quinn, Daequan Cook, Joel Anthony, Michael Beasley","Moon, Quinn, Cook, Anthony, Beasley",200081-200809-201161-201202-201563,MIA,283.0,1,5.0,3.0,8,8.0,4.0,16,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,9.0,3.0,8.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,4.0,9.0,2.0,1.0,1.0,1.0,4.0,0.5,1.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.25,1.0,0.8,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,0.2857142857142857,81.41342756183745,20.0,15.375,16.25,15.375,0.25,0.6666666666666666,0.6666666666666666,0.25,0.25,0.6666666666666666,0.6666666666666666,1.0,0.08333333333333333,0.16666666666666666,0.75,0.6666666666666666,0.25,0.5,0.46613333333333334,0.509025,0.5,7.388888888888889,25.366666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
200081-201161-201563-201596-2048,1610612748,"Jamario Moon, Daequan Cook, Michael Beasley, Mario Chalmers, Jamaal Magloire","Moon, Cook, Beasley, Chalmers, Magloire",200081-201161-201563-201596-2048,MIA,429.0,2,7.0,4.0,13,14.0,2.0,27,3.0,5.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,5.0,8.0,1.0,20.0,16.0,1.0,2.0,1.0,5.0,4.0,6.0,2.0,1.0,2.0,3.0,,7.0,3.0,1.0,4.0,5.0,3.0,8.0,,2.0,3.0,1.0,15.0,0.4,0.5,0.625,0.5,0.7222222222222222,0.8333333333333334,0.7692307692307693,0.8333333333333334,0.1111111111111111,0.8,1.0,1.0,0.8333333333333334,1.0,,1.0,0.75,1.0,,90.62937062937063,15.23076923076923,16.5,15.0,16.071428571428573,0.5555555555555556,0.6,0.6,0.1111111111111111,0.2222222222222222,0.5,0.5,,,0.1111111111111111,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.5269166666666667,0.5669166666666666,0.25,5.875,24.2,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
200081-201161-201563-201596-979,1610612748,"Jamario Moon, Daequan Cook, Michael Beasley, Mario Chalmers, Jermaine O'Neal","Moon, Cook, Beasley, Chalmers, O'Neal",200081-201161-201563-201596-979,MIA,151.0,2,3.0,3.0,5,4.0,,9,,,,,1.0,,,,1.0,,,1.0,1.0,7.0,4.0,,,,,,,,1.0,,,,,,,2.0,2.0,,2.0,,,1.0,,7.0,,,,,0.75,,0.875,,0.5,1.0,,,1.0,,,,1.0,,,85.82781456953643,12.4,22.25,12.4,22.25,,,,0.5,,,,,,0.5,,,,0.5,0.45875,,,11.4,25.0,,1.0,,1.0,4.0,,,1.0,,,,,,1.0,1.0,,2.0,,,4.0,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,0.5,0.6666666666666666,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
200081-201161-201563-2048-2548,1610612748,"Jamario Moon, Daequan Cook, Michael Beasley, Jamaal Magloire, Dwyane Wade","Moon, Cook, Beasley, Magloire, Wade",200081-201161-201563-2048-2548,MIA,222.0,2,4.0,-1.0,10,8.0,1.0,18,1.0,5.0,,,2.0,1.0,1.0,,,,3.0,8.0,,7.0,8.0,,,,,4.0,2.0,,,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,7.0,0.6666666666666666,0.6666666666666666,0.375,,0.375,,0.3888888888888889,,,0.6666666666666666,0.2,1.0,0.75,0.2,,,1.0,,0.25,116.75675675675676,11.8,13.0,11.6,13.0,0.625,0.2,0.25,0.25,0.125,1.0,1.0,1.0,,,,,,0.625,0.4788375,,,4.8375,,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,0.5,0.25,,,1.0,0.5,0.5,,,,,,,0.1111111111111111,0.1111111111111111,,4.0,1.0,1.0,1.0,1.0,1.0,0.125,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
200081-201161-201563-2548-979,1610612748,"Jamario Moon, Daequan Cook, Michael Beasley, Dwyane Wade, Jermaine O'Neal","Moon, Cook, Beasley, Wade, O'Neal",200081-201161-201563-2548-979,MIA,674.0,2,11.0,1.0,20,21.0,3.0,41,3.0,8.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,5.0,15.0,6.0,16.0,15.0,1.0,1.0,1.0,5.0,6.0,4.0,2.0,2.0,3.0,3.0,1.0,6.0,2.0,2.0,5.0,7.0,3.0,10.0,,,,6.0,11.0,0.6,0.75,0.3333333333333333,1.0,0.30952380952380953,1.25,0.32608695652173914,0.8333333333333334,0.2857142857142857,0.7142857142857143,0.2,0.6666666666666666,0.7,0.2,0.3333333333333333,,1.0,1.0,,87.59643916913947,17.85,15.095238095238095,17.55,14.428571428571429,0.38095238095238093,0.375,0.75,0.19047619047619047,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.19047619047619047,0.09523809523809523,0.5,1.0,0.5,0.6666666666666666,0.48009523809523813,0.4821,0.3125,6.22,24.816666666666666,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,,,2.0,1.0,1.0,,,,5.0,1.0,2.0,5.0,1.0,1.0,,1.0,,,,0.16666666666666666,1.0,0.16666666666666666,,0.2,,,0.6666666666666666,0.25,0.3333333333333333,0.5,0.5,,1.0,,0.5,0.045454545454545456,0.0625,3.0,4.0,5.0,,,,2.0,0.3333333333333333,0.5,,8.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,1.0,1.0,0.4,0.25,0.3,0.25,0.2,0.25,0.3333333333333333,0.5,0.5,0.375,0.49508125,0.375,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
200081-201161-201596-2617-979,1610612748,"Jamario Moon, Daequan Cook, Mario Chalmers, Udonis Haslem, Jermaine O'Neal","Moon, Cook, Chalmers, Haslem, O'Neal",200081-201161-201596-2617-979,MIA,74.0,1,1.0,-2.0,1,2.0,,3,1.0,1.0,,,,,,,,,1.0,1.0,,2.0,4.0,,,,,2.0,,,,1.0,1.0,,2.0,,,,,,,,,,,2.0,1.0,1.0,1.0,,1.0,,0.5,,,,,,,,,,,,,58.37837837837838,36.0,19.0,36.0,19.0,1.0,1.0,1.0,,,,,,,,,,,1.0,0.4423,,,2.5,,,,,,,,,,,,1.0,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
200081-201161-2048-2548-2617,1610612748,"Jamario Moon, Daequan Cook, Jamaal Magloire, Dwyane Wade, Udonis Haslem","Moon, Cook, Magloire, Wade, Haslem",200081-201161-2048-2548-2617,MIA,60.0,1,1.0,2.0,2,3.0,,5,,,,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,120.0,12.0,12.0,12.0,12.0,,,,,1.0,1.0,1.0,,,,,,,,0.422,,,14.4,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
200081-201161-2048-2592-2617,1610612748,"Jamario Moon, Daequan Cook, Jamaal Magloire, James Jones, Udonis Haslem","Moon, Cook, Magloire, Jones, Haslem",200081-201161-2048-2592-2617,MIA,26.0,1,,,1,1.0,,2,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,110.76923076923076,23.0,3.0,23.0,3.0,,,,,,,,,1.0,,,,,1.0,0.5415,,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.5415,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
200081-201161-2548-2617-979,1610612748,"Jamario Moon, Daequan Cook, Dwyane Wade, Udonis Haslem, Jermaine O'Neal","Moon, Cook, Wade, Haslem, O'Neal",200081-201161-2548-2617-979,MIA,469.0,2,8.0,-5.0,15,14.0,6.0,29,2.0,5.0,2.0,2.0,8.0,,1.0,1.0,3.0,1.0,7.0,14.0,4.0,15.0,20.0,4.0,5.0,1.0,9.0,,14.0,6.0,3.0,,,,,4.0,1.0,1.0,4.0,6.0,10.0,,2.0,2.0,5.0,6.0,,,0.5,0.8,0.3888888888888889,0.6666666666666666,0.4166666666666667,0.75,0.2222222222222222,0.5,0.5714285714285714,1.0,0.6666666666666666,0.45454545454545453,0.3333333333333333,1.0,,1.0,,89.0405117270789,12.133333333333333,20.5,11.333333333333334,19.357142857142858,0.2777777777777778,0.4,0.5,0.4444444444444444,0.05555555555555555,,,,0.05555555555555555,0.16666666666666666,0.3333333333333333,1.0,0.16666666666666666,0.5,0.4897805555555556,0.513,0.6,4.971428571428571,25.775,5.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,0.6666666666666666,,,,0.625,0.7142857142857143,,,,,,,0.05555555555555555,0.07142857142857142,,10.0,2.0,,,,1.0,0.14285714285714285,0.2,,11.0,2.0,4.0,1.0,4.0,7.0,4.0,,8.0,1.0,,,,,8.0,11.0,1.0,,0.5714285714285714,0.36363636363636365,0.36363636363636365,0.125,0.25,1.0,1.0,0.36363636363636365,0.5,0.09090909090909091,0.5114863636363637,0.5333333333333333,0.7333333333333333,,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,0.3333333333333333,1.0,1.0,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
200809-200821-201161-201202-201563,1610612748,"Chris Quinn, Yakhouba Diawara, Daequan Cook, Joel Anthony, Michael Beasley","Quinn, Diawara, Cook, Anthony, Beasley",200809-200821-201161-201202-201563,MIA,646.0,3,11.0,-18.0,20,20.0,3.0,40,1.0,3.0,,,4.0,2.0,6.0,1.0,3.0,,5.0,13.0,4.0,10.0,28.0,,2.0,,,8.0,2.0,,3.0,4.0,4.0,2.0,8.0,,1.0,3.0,4.0,2.0,6.0,,3.0,6.0,7.0,10.0,0.8,0.8,0.38461538461538464,,0.29411764705882354,,0.29411764705882354,,0.23529411764705882,1.0,,0.5,0.8,0.2222222222222222,,,1.0,1.0,,89.1640866873065,17.9,14.4,17.0,14.4,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,0.058823529411764705,0.17647058823529413,,,,0.4117647058823529,0.4330411764705882,0.4121,,11.13076923076923,24.425,2.0,,,,,,,,,,1.0,3.0,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,0.5,,1.0,,1.0,0.5,0.5,,,,,,,,,,19.0,,1.0,,2.0,4.0,,,,16.0,1.0,3.0,1.0,5.0,11.0,4.0,,10.0,2.0,,,,,10.0,16.0,1.0,,0.45454545454545453,0.3333333333333333,0.3333333333333333,,0.5,,,0.2,0.3333333333333333,0.06666666666666667,0.44036000000000003,1.0,0.8,,3.0,,,,,,3.0,,,,,,0.2,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2009,2008-09,True
