EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefensiveGoaltends,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,FTDefRebounds,DefFTReboundPct,3SecondViolations,OffShortMidRangeReboundPct,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,HeaveAttempts,Technical Free Throw Trips,ShortMidRangePctBlocked,LostBallTurnovers,SecondChanceAtRimPctAssisted,Corner3Assists,Corner3PctAssisted,Offensive Fouls Drawn,SecondChanceArc3FGM,SecondChanceArc3FGA,RecoveredBlocks,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,SecondChanceFtPoints,Offensive Fouls,BlockedShortMidRange,LongMidRangePctBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,Clear Path Fouls,Arc3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
101194-1802-200748-201189-2422,1610612741,"Anthony Roberson, Brad Miller, Tyrus Thomas, Aaron Gray, John Salmons","Roberson, Miller, Thomas, Gray, Salmons",101194-1802-200748-201189-2422,CHI,59.0,1,1.0,-2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,97.6271186440678,19.0,10.5,19.0,10.5,1.0,1.0,1.0,0.516,0.516,25.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
101194-200748-201189-2550-2732,1610612741,"Anthony Roberson, Tyrus Thomas, Aaron Gray, Kirk Hinrich, Ben Gordon","Roberson, Thomas, Gray, Hinrich, Gordon",101194-200748-201189-2550-2732,CHI,244.0,1,4.0,1.0,7.0,7.0,5.0,14.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,5.0,0.3333333333333333,1.0,1.0,1.0,82.62295081967214,15.857142857142858,19.0,15.571428571428571,19.0,0.16666666666666666,0.2,0.8333333333333334,0.498375,0.49302,24.95,0.7142857142857143,7.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,4.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,0.5,1.0,0.5,0.3333333333333333,1.0,0.4,0.35714285714285715,1.0,0.4166666666666667,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.6,0.6666666666666666,0.5735,0.8,1.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
101194-200748-201189-2669-283,1610612741,"Anthony Roberson, Tyrus Thomas, Aaron Gray, Linton Johnson, Lindsey Hunter","Roberson, Thomas, Gray, Johnson, Hunter",101194-200748-201189-2669-283,CHI,793.0,2,13.0,3.0,24.0,25.0,8.0,49.0,9.0,2.0,11.0,22.0,4.0,9.0,5.0,10.0,14.0,8.0,0.4230769230769231,0.8333333333333334,0.7692307692307693,1.0,88.97856242118537,15.541666666666666,16.8,14.666666666666666,14.8,0.34615384615384615,0.2222222222222222,0.6923076923076923,0.514198076923077,0.539561111111111,25.272727272727273,0.3333333333333333,4.0,3.0,5.0,7.0,,,3.0,3.0,5.0,2.0,7.0,15.0,2.0,25.0,,3.0,3.0,3.0,5.0,,12.0,6.0,,3.0,5.0,4.0,,3.0,,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,,22.0,12.0,,,0.4666666666666667,,0.6,0.4423076923076923,0.375,0.6666666666666666,0.4807692307692308,0.375,0.6666666666666666,0.5,0.7142857142857143,0.375,0.25,0.5,0.4,,0.8333333333333334,,0.2692307692307692,0.7142857142857143,0.8333333333333334,0.19230769230769232,0.07692307692307693,,,0.3333333333333333,1.0,0.40149999999999997,0.12,0.48,8.266666666666667,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,8.0,3.0,6.0,2.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.2727272727272727,1.0,0.5,0.2727272727272727,0.06666666666666667,0.14285714285714285,0.125,1.0,0.75,0.6,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.2222222222222222,0.2222222222222222,0.5,0.25,1.0,0.2222222222222222,0.5,0.5,0.2222222222222222,0.07692307692307693,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
101194-200748-201189-2736-283,1610612741,"Anthony Roberson, Tyrus Thomas, Aaron Gray, Luol Deng, Lindsey Hunter","Roberson, Thomas, Gray, Deng, Hunter",101194-200748-201189-2736-283,CHI,172.0,1,3.0,-3.0,6.0,5.0,6.0,11.0,2.0,2.0,3.0,5.0,3.0,2.0,,1.0,1.0,6.0,0.6,,0.25,,92.09302325581395,12.166666666666666,19.8,12.166666666666666,18.0,0.4,0.4,0.8,0.41670999999999997,0.41670999999999997,24.900000000000002,1.0,5.0,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,,2.0,,,,1.0,2.0,,2.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,2.0,2.0,,,0.5,,0.5,0.2,,0.2,0.2,,0.2,,0.25,,,,,1.0,,,0.2,,,0.2,0.2,,,0.2,,,,1.0,10.5,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,0.2,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
101194-201189-201565-2422-2550,1610612741,"Anthony Roberson, Aaron Gray, Derrick Rose, John Salmons, Kirk Hinrich","Roberson, Gray, Rose, Salmons, Hinrich",101194-201189-201565-2422-2550,CHI,84.0,1,1.0,3.0,3.0,4.0,3.0,7.0,,,,1.0,,,1.0,4.0,4.0,3.0,,1.0,1.0,1.0,120.00000000000001,17.0,8.25,17.0,8.25,,,0.5,0.46615,0.46615,,1.0,4.0,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,2.0,4.0,,,,1.0,2.0,2.0,4.0,2.0,,,2.0,,,,,,,,,,1.0,1.0,2.0,,4.0,4.0,1.0,,0.5,,0.5,0.5,,0.5,0.6666666666666666,,0.6666666666666666,,1.0,,,,,1.0,1.0,,0.5,1.0,1.0,,,,,0.5,1.0,,,1.0,3.35,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
1501-1802-200748-201565-2422,1610612741,"Tim Thomas, Brad Miller, Tyrus Thomas, Derrick Rose, John Salmons","Thomas, Miller, Thomas, Rose, Salmons",1501-1802-200748-201565-2422,CHI,147.0,1,2.0,-2.0,5.0,4.0,5.0,9.0,,,,2.0,,,1.0,3.0,4.0,5.0,,1.0,1.0,,88.16326530612244,14.4,18.75,11.8,18.75,,,0.6,0.53298,0.53298,,1.0,,1.0,,3.0,,1.0,,3.0,1.0,,,5.0,,,,2.0,,,5.0,,,,,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.2,0.2,,,,1.0,,0.6,,,0.2,,0.5,,0.6,,0.5137,,,6.720000000000001,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3333333333333333,,,1.0,,0.2,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
1501-1802-200748-201565-2550,1610612741,"Tim Thomas, Brad Miller, Tyrus Thomas, Derrick Rose, Kirk Hinrich","Thomas, Miller, Thomas, Rose, Hinrich",1501-1802-200748-201565-2550,CHI,807.0,4,13.0,9.0,23.0,25.0,2.0,48.0,5.0,2.0,5.0,22.0,2.0,5.0,1.0,10.0,13.0,2.0,0.21739130434782608,0.5,0.6,0.5,85.65055762081785,13.869565217391305,19.52,13.0,17.56,0.21739130434782608,0.5,0.5217391304347826,0.4989782608695652,0.4565125,25.48,0.08695652173913043,3.0,2.0,5.0,7.0,,,,,9.0,,11.0,18.0,6.0,31.0,1.0,2.0,2.0,2.0,2.0,,4.0,6.0,,1.0,8.0,3.0,,4.0,1.0,,,1.0,1.0,,8.0,7.0,6.0,,29.0,4.0,,,0.6111111111111112,0.5,1.0,0.5434782608695652,0.5,0.5,0.62,0.5,0.5,,0.6153846153846154,0.14285714285714285,0.2727272727272727,,0.25,0.5,0.6666666666666666,,0.30434782608695654,0.7142857142857143,0.7142857142857143,0.391304347826087,,,,,,0.3892,0.06451612903225806,0.12903225806451613,10.3,1.0,2.0,,,,,,1.0,,1.0,,,,16.0,,3.0,1.0,,8.0,,8.0,,4.0,1.0,16.0,2.0,3.0,,3.0,,2.0,4.0,,0.7272727272727273,0.7272727272727273,,0.2,,,0.2,,,0.5,,,0.8,0.08695652173913043,0.5,0.5,1.0,,,0.2,0.2,,,,,,,0.2,0.16,0.2,5.0,0.5555555555555556,0.5555555555555556,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
1501-1802-200748-201565-2732,1610612741,"Tim Thomas, Brad Miller, Tyrus Thomas, Derrick Rose, Ben Gordon","Thomas, Miller, Thomas, Rose, Gordon",1501-1802-200748-201565-2732,CHI,263.0,2,4.0,-2.0,10.0,9.0,,19.0,1.0,,1.0,11.0,,1.0,1.0,2.0,2.0,,0.125,1.0,0.6666666666666666,1.0,104.03041825095056,16.2,11.222222222222221,16.2,10.555555555555555,0.125,,0.625,0.584425,,25.3,,,,3.0,4.0,,,,,3.0,,4.0,7.0,1.0,9.0,,,,,,,,6.0,,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,,,2.0,2.0,,9.0,,,,0.5714285714285714,,,0.5,,,0.5625,,,0.5,0.5,,,,,,1.0,,0.5,0.75,0.75,0.375,,,,,,,,,8.514285714285714,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,2.0,,1.0,,,,2.0,2.0,,0.25,0.25,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,0.25,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
1501-1802-200748-2422-2550,1610612741,"Tim Thomas, Brad Miller, Tyrus Thomas, John Salmons, Kirk Hinrich","Thomas, Miller, Thomas, Salmons, Hinrich",1501-1802-200748-2422-2550,CHI,229.0,2,4.0,,7.0,7.0,6.0,14.0,2.0,2.0,3.0,9.0,3.0,1.0,,2.0,2.0,6.0,0.75,,0.25,,88.0349344978166,14.285714285714286,18.428571428571427,14.285714285714286,14.857142857142858,0.5,0.5,0.75,0.5053166666666666,0.5053166666666666,29.53333333333333,0.8571428571428571,2.0,,,,,,,,1.0,1.0,1.0,1.0,4.0,9.0,,,,1.0,1.0,3.0,8.0,2.0,,,1.0,,,1.0,,2.0,2.0,,2.0,2.0,2.0,2.0,5.0,1.0,9.0,8.0,1.0,1.0,1.0,,1.0,0.625,,0.625,0.6666666666666666,,0.7,1.0,1.0,,,,,,1.0,,,,,0.25,0.25,,,,,,,0.8888888888888888,20.3,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,3.0,,1.0,,,1.0,1.0,1.0,,,3.0,,1.0,,1.0,,,1.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.5,,,,,,,,,,,,,0.5,0.5,1.0,,,0.25,,0.5,1.0,0.2,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
1501-1802-200748-2550-2732,1610612741,"Tim Thomas, Brad Miller, Tyrus Thomas, Kirk Hinrich, Ben Gordon","Thomas, Miller, Thomas, Hinrich, Gordon",1501-1802-200748-2550-2732,CHI,360.0,1,6.0,-6.0,11.0,12.0,1.0,23.0,,,,18.0,,,,1.0,1.0,1.0,,,1.0,,92.0,17.363636363636363,14.083333333333334,17.363636363636363,14.083333333333334,,,0.3333333333333333,0.5038222222222222,0.3583,,0.09090909090909091,,,3.0,3.0,,,,,4.0,,5.0,9.0,2.0,12.0,,,,1.0,1.0,,2.0,2.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,,2.0,2.0,,12.0,2.0,,,0.5555555555555556,,1.0,0.5555555555555556,,1.0,0.6,,1.0,1.0,1.0,,,,,,,,0.3333333333333333,1.0,1.0,0.4444444444444444,,,,,,,,0.16666666666666666,10.133333333333333,,2.0,,,,,,,,,,,,8.0,,,,1.0,4.0,,4.0,,3.0,,8.0,,1.0,,,,,1.0,,0.8,0.8,,,,,,0.1111111111111111,,,,,1.0,0.2222222222222222,,,,,,,,,,,,,,,0.1,0.1,2.0,0.5,0.5,,,,,1.0,,,,,,,,1.0,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2009,2008-09,False
