EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,ShortMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Steals,BadPassSteals,DefAtRimReboundPct,DefShortMidRangeReboundPct,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Corner3Assists,LostBallTurnovers,ShootingFouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,PenaltyTsPct,AtRimPctBlocked,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyFG2A,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,PenaltyShotQualityAvg,PenaltyAtRimFGA,PenaltyFG2M,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,PenaltyFg2Pct,PenaltyEfgPct,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,HeaveMakes,HeaveAttempts,Arc3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,DefCorner3ReboundPct,SelfORebPct,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,Technical Free Throw Trips,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,Defensive 3 Seconds Violations,Travels,LongMidRangePctBlocked,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Blocked3s,BlockedCorner3,BlockedArc3,PenaltyCorner3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,OffCorner3ReboundPct,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,Loose Ball Fouls,OffensiveGoaltends,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceAtRimPctAssisted,BlockedLongMidRange,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
101122-101127-101143-101211-1725,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Stephen Graham, Rasho Nesterovic","Granger, Jack, Diener, Graham, Nesterovic",101122-101127-101143-101211-1725,IND,109.0,1,2.0,-1.0,4.0,3.0,2.0,7.0,2.0,5.0,2.0,3.0,1.0,2.0,6.0,2.0,6.0,7.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.75,0.75,0.6666666666666666,1.0,92.4770642201835,14.5,17.0,13.5,17.0,0.8333333333333334,0.4,0.4,0.16666666666666666,1.0,0.6666666666666666,0.8333333333333334,0.5366,0.5531666666666667,0.14285714285714285,0.14285714285714285,0.6666666666666666,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
101122-101127-101143-101211-1902,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Stephen Graham, Jeff Foster","Granger, Jack, Diener, Graham, Foster",101122-101127-101143-101211-1902,IND,315.0,2,5.0,5.0,11.0,12.0,2.0,23.0,1.0,1.0,,,4.0,2.0,7.0,,10.0,5.0,,1.0,,,,1.0,2.0,10.0,1.0,,,10.0,0.2857142857142857,,0.5,,0.5,,0.2,0.3333333333333333,,0.3333333333333333,105.14285714285714,12.0,15.25,10.545454545454545,13.75,0.1,1.0,1.0,0.4,,,0.4,0.473515,,,,,9.614285714285714,1.0,2.0,2.0,3.0,2.0,3.0,4.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,8.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3,0.14285714285714285,0.25,0.6666666666666666,1.0,1.0,0.8571428571428571,1.0,0.875,1.0,1.0,0.8571428571428571,1.0,0.25,0.3333333333333333,1.0,0.2,0.3,0.6666666666666666,0.6666666666666666,0.6666666666666666,25.099999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
101122-101127-101143-101211-201579,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Stephen Graham, Roy Hibbert","Granger, Jack, Diener, Graham, Hibbert",101122-101127-101143-101211-201579,IND,89.0,1,1.0,4.0,3.0,3.0,,6.0,1.0,1.0,,,,1.0,1.0,2.0,4.0,,,,,2.0,,,,2.0,1.0,2.0,1.0,4.0,1.0,,1.0,,1.0,,,,,,97.07865168539325,8.333333333333334,21.333333333333332,8.333333333333334,15.0,1.0,1.0,1.0,,,,1.0,0.6141,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
101122-101127-101143-101211-2211,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Stephen Graham, Troy Murphy","Granger, Jack, Diener, Graham, Murphy",101122-101127-101143-101211-2211,IND,316.0,2,5.0,3.0,11.0,12.0,1.0,23.0,2.0,3.0,1.0,1.0,,3.0,5.0,2.0,17.0,14.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,6.0,4.0,3.0,,15.0,0.6,1.0,0.75,1.0,0.7727272727272727,1.0,0.5,0.25,1.0,,104.81012658227849,13.272727272727273,14.166666666666666,13.090909090909092,14.166666666666666,0.3,0.6666666666666666,1.0,,1.0,1.0,0.8,0.578885,0.6302,0.1,,0.11764705882352941,7.720000000000001,,2.0,,2.0,3.0,5.0,2.0,,2.0,,1.0,1.0,4.0,1.0,,11.0,,1.0,4.0,,5.0,1.0,,,1.0,,1.0,,1.0,0.3333333333333333,0.5,0.6,0.6,0.5,0.2,,1.0,,1.0,1.0,,1.0,,1.0,1.0,0.5,,,,0.2,0.2,,,,24.34,,,1.0,1.0,1.0,9.0,1.0,3.0,3.0,1.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.5,0.5,0.3,1.0,1.0,1.0,0.2,0.058823529411764705,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
101122-101127-101143-1725-1766,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Maceo Baston","Granger, Jack, Diener, Nesterovic, Baston",101122-101127-101143-1725-1766,IND,111.0,1,2.0,-4.0,5.0,4.0,2.0,9.0,1.0,2.0,,,,1.0,5.0,,2.0,6.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.2,,0.2,,0.2,,0.25,0.25,,,116.75675675675676,15.0,9.0,13.6,8.75,0.4,0.5,1.0,,,,0.4,0.47114,0.3704,0.2,0.2,,12.379999999999999,,3.0,,,,,2.0,,,,1.0,1.0,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,0.2,,,,1.0,,,0.5,,,,1.0,,,,0.6,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,,0.2,1.0,1.0,0.3333333333333333,0.3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
101122-101127-101143-1725-1902,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Jeff Foster","Granger, Jack, Diener, Nesterovic, Foster",101122-101127-101143-1725-1902,IND,165.0,1,3.0,-4.0,5.0,6.0,2.0,11.0,,1.0,,,1.0,1.0,4.0,2.0,4.0,8.0,1.0,1.0,2.0,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.25,1.0,0.25,1.0,0.4,1.0,0.6666666666666666,0.6666666666666666,1.0,,96.0,16.8,13.5,13.8,12.833333333333334,0.25,,,0.25,,,0.25,0.47685,0.4059,0.2,0.2,0.5,12.05,,2.0,,,,,2.0,,,,2.0,1.0,1.0,,,2.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,0.5,1.0,0.5,,,,,,,,,,,,,0.5,,,,,,2.0,1.0,,,5.0,1.0,1.0,,,2.0,4.0,,,,,1.0,,,,,,,,,,4.0,5.0,,,0.4,1.0,,0.5,0.5,,,,,,1.0,1.0,4.0,,1.0,0.47685,1.0,1.0,1.0,1.0,1.0,2.0,0.25,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
101122-101127-101143-1725-201177,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Josh McRoberts","Granger, Jack, Diener, Nesterovic, McRoberts",101122-101127-101143-1725-201177,IND,60.0,1,1.0,,2.0,2.0,,4.0,,,,,,,1.0,2.0,2.0,2.0,,,,,,,,1.0,1.0,2.0,,2.0,,,,,0.5,,,,,,96.0,13.0,17.0,13.0,17.0,,,,,,,,0.4026,,,,,18.8,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,2.0,2.0,,,,2.0,2.0,,,,,1.0,,,,1.0,,,,,,2.0,2.0,1.0,,0.5,,,,,,,,,,1.0,1.0,1.0,,,0.4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
101122-101127-101143-1725-201575,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Brandon Rush","Granger, Jack, Diener, Nesterovic, Rush",101122-101127-101143-1725-201575,IND,509.0,5,8.0,-2.0,19.0,17.0,1.0,36.0,1.0,2.0,,1.0,3.0,3.0,12.0,4.0,22.0,24.0,,4.0,,2.0,,5.0,5.0,10.0,3.0,4.0,1.0,22.0,0.25,,0.5294117647058824,,0.5789473684210527,,0.5555555555555556,0.5,,0.3333333333333333,101.84675834970531,15.789473684210526,12.294117647058824,14.894736842105264,12.294117647058824,0.11764705882352941,0.5,0.5,0.17647058823529413,0.25,,0.4117647058823529,0.47016875,0.483825,0.05555555555555555,0.07692307692307693,,12.441666666666668,,7.0,4.0,4.0,4.0,5.0,4.0,,2.0,3.0,1.0,2.0,6.0,1.0,,16.0,,3.0,2.0,,5.0,2.0,,2.0,4.0,,2.0,,,0.6666666666666666,0.6666666666666666,0.8,0.75,0.29411764705882354,0.08333333333333333,0.3333333333333333,0.5,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,0.4117647058823529,0.23529411764705882,1.0,1.0,1.5,31.3,,,,1.0,3.0,1.0,2.0,,1.0,2.0,5.0,12.0,4.0,,2.0,1.0,1.0,,,1.0,,,,,,5.0,3.0,1.0,1.0,1.25,,,0.2857142857142857,0.2857142857142857,0.058823529411764705,,,,,0.22727272727272727,0.15789473684210525,,,0.8,,,,1.0,,,,,1.5,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
101122-101127-101143-1725-2211,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Troy Murphy","Granger, Jack, Diener, Nesterovic, Murphy",101122-101127-101143-1725-2211,IND,577.0,5,10.0,2.0,20.0,18.0,2.0,38.0,5.0,5.0,,,5.0,9.0,15.0,9.0,27.0,25.0,1.0,1.0,4.0,4.0,,2.0,3.0,9.0,5.0,12.0,4.0,23.0,0.6,1.0,0.5294117647058824,0.5,0.5681818181818182,0.6666666666666666,0.3333333333333333,0.375,,,94.83535528596187,14.95,15.444444444444445,13.7,14.444444444444445,0.29411764705882354,1.0,1.0,0.29411764705882354,,,0.4117647058823529,0.49584705882352936,0.50085,0.19047619047619047,0.21052631578947367,0.14814814814814814,10.093333333333334,3.0,5.0,,2.0,,2.0,14.0,,2.0,,,7.0,7.0,4.0,2.0,14.0,1.0,2.0,3.0,1.0,6.0,1.0,1.0,,1.0,,6.0,,,0.7777777777777778,0.7777777777777778,,,0.11764705882352941,,,1.0,1.0,0.6,0.5,0.5,0.5555555555555556,0.5,0.5,0.5,0.8,0.6,0.6,0.6666666666666666,0.29411764705882354,0.11764705882352941,,,,26.25,2.0,,0.5,1.0,7.0,4.0,1.0,,,4.0,10.0,,,,,4.0,,,,1.0,1.0,1.0,,1.0,,10.0,7.0,1.0,,0.5625,,,0.2,0.2,,,,,,0.37037037037037035,0.35,6.0,,0.5,0.43731666666666663,1.0,3.0,1.0,2.0,,,0.5,0.5,1.0,0.16666666666666666,,,,,,,,1.0,,,,0.125,,,,1.0,1.0,1.0,2.0,2.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
101122-101127-101143-1725-2605,1610612754,"Danny Granger, Jarrett Jack, Travis Diener, Rasho Nesterovic, Marquis Daniels","Granger, Jack, Diener, Nesterovic, Daniels",101122-101127-101143-1725-2605,IND,182.0,2,3.0,-5.0,4.0,5.0,1.0,9.0,,2.0,,2.0,,,3.0,,,5.0,,2.0,,,,1.0,2.0,4.0,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,71.20879120879121,22.25,18.6,18.5,16.8,0.3333333333333333,,,,1.0,,0.8333333333333334,0.53,0.488,,,,7.166666666666667,,1.0,,3.0,,3.0,,,3.0,,1.0,,,,,,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,,,0.5,0.3333333333333333,,,,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,,,,,0.16666666666666666,0.5,,,,25.333333333333332,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2009,2008-09,True
